t,e^(-dS)
1,5426116068007446
2,0.282239
3,0.409221
4,0.531953
5,0.187308
6,0.746097
7,0.290835
8,0.243412
9,1.58154
10,0.489877
11,0.0875102
12,0.178708
13,0.284222
14,0.120996
15,0.0624743
16,0.267135
17,0.0928286
18,0.380374
19,0.123317
20,0.0563598
21,0.0300167
22,0.0647643
23,0.0980772
24,0.128349
25,0.0225054
26,0.0472171
27,0.141848
28,0.0597253
29,0.435222
30,0.111247
31,0.26054
32,0.219808
33,0.41824
34,0.857186
35,0.258981
36,0.191666
37,0.0797387
38,0.195734
39,0.319499
40,0.672065
41,0.0923657
42,0.0490458
43,0.262108
44,0.475923
45,0.138207
46,0.20089
47,0.18563
48,0.384889
49,0.0599647
50,0.33588
51,0.902307
52,0.521211
53,0.198097
54,0.0630391
55,0.19052
56,0.294052
57,2.50854
58,0.349938
59,0.443925
60,1.27188
61,0.155362
62,0.461765
63,0.277759
64,0.26982
65,0.147195
66,0.31286
67,0.195734
68,0.248329
69,0.140016
70,0.585201
71,1.11516
72,0.0700182
73,0.427714
74,0.0486064
75,0.452169
76,1.06229
77,0.153202
78,1.09376
79,0.280271
80,0.226729
81,0.260019
82,0.43841
83,0.900505
84,0.499424
85,0.167462
86,0.197503
87,0.274721
88,0.244632
89,0.801076
90,0.528559
91,0.61835
92,0.847385
93,0.366777
94,1.72185
95,0.269012
96,0.713909
97,0.166294
98,0.269012
99,0.213525
100,0.168133
101,0.20089
102,0.10056
103,0.591023
104,0.586666
105,0.459783
106,0.310988
107,0.983095
108,0.216752
109,0.744606
110,0.452531
111,0.533338
112,1.26947
113,0.436791
114,0.217621
115,1.15142
116,1.74055
117,0.501426
118,0.156923
119,0.2595
120,0.252082
121,1.30382
122,0.576258
123,0.813101
124,0.103623
125,0.702156
126,0.788912
127,0.569213
128,0.350638
129,0.682563
130,0.415696
131,0.569726
132,0.390667
133,0.169145
134,0.907302
135,0.751037
136,0.993601
137,0.680587
138,0.454617
139,0.164146
140,0.517679
141,0.386007
142,0.839457
143,0.741782
144,0.756086
145,0.169145
146,0.0936679
147,0.804689
148,0.199688
149,1.05561
150,0.4694
151,0.268474
152,0.581177
153,0.552335
154,0.557162
155,0.5762
156,0.212886
157,0.258722
158,0.20763
159,0.203926
160,0.112141
161,0.489045
162,0.681881
163,0.300893
164,0.653508
165,0.82407
166,0.461349
167,1.85188
168,0.297899
169,1.33162
170,0.544112
171,1.31456
172,0.230156
173,0.563606
174,0.225373
175,0.383199
176,3.10496
177,0.374824
178,1.10893
179,0.336553
180,0.364948
181,1.34111
182,0.499124
183,0.718636
184,0.471942
185,0.216536
186,0.485197
187,0.432921
188,1.28108
189,0.601036
190,0.426817
191,0.697258
192,1.1193
193,0.567679
194,0.64539
195,0.792074
196,0.392468
197,1.08915
198,0.162188
199,0.505251
200,0.353455
201,0.728914
202,2.86337
203,1.42333
204,1.56863
205,0.612075
206,0.550736
207,1.13712
208,1.41086
209,0.167629
210,0.212036
211,2.98023
212,0.370167
213,0.284506
214,0.671662
215,0.998392
216,0.391019
217,1.7369
218,0.435788
219,2.52389
220,0.584382
221,2.89215
222,0.587488
223,0.606288
224,0.654882
225,2.22398
226,1.72047
227,0.54482
228,0.402806
229,0.815462
230,0.380108
231,0.391332
232,0.312235
233,1.41552
234,0.77608
235,2.81792
236,0.523405
237,0.721877
238,0.345764
239,0.561131
240,0.572582
241,0.717918
242,0.426348
243,1.05683
244,0.441181
245,0.710135
246,0.400998
247,0.898346
248,0.515355
249,0.922627
250,0.873541
251,0.595711
252,0.171873
253,1.32022
254,0.505504
255,0.423204
256,1.16393
257,1.72013
258,0.71448
259,0.656915
260,1.18803
261,1.20587
262,1.02897
263,0.917438
264,0.316637
265,0.539723
266,0.592206
267,0.242926
268,0.869619
269,0.258981
270,0.433961
271,0.511095
272,0.690251
273,0.745649
274,1.04304
275,0.412384
276,0.522464
277,3.78483
278,0.326606
279,1.77429
280,0.798357
281,0.580422
282,0.408403
283,0.387825
284,0.554937
285,0.938343
286,1.08405
287,0.394672
288,0.215025
289,0.417697
290,0.428399
291,0.520899
292,2.66766
293,1.16067
294,0.529565
295,0.540425
296,1.06093
297,2.56075
298,0.997696
299,0.793739
300,0.600916
301,1.19435
302,0.900505
303,2.12251
304,0.596307
305,0.160896
306,0.965132
307,1.03128
308,0.636545
309,0.519754
310,0.688734
311,0.615759
312,0.382855
313,2.24297
314,0.194563
315,1.9077
316,0.508139
317,0.645778
318,3.21234
319,0.460197
320,0.838366
321,0.521107
322,1.2512
323,0.823411
324,0.41189
325,0.4913
326,0.639032
327,1.08094
328,1.12964
329,0.346456
330,0.220469
331,0.482632
332,1.04734
333,0.633244
334,0.993943
335,0.548537
336,0.671058
337,1.13383
338,1.5388
339,0.307894
340,0.510788
341,0.370612
342,0.464915
343,0.626316
344,0.830938
345,1.04177
346,0.544167
347,0.933896
348,0.506313
349,2.34175
350,3.69138
351,1.71498
352,1.73933
353,1.98238
354,0.359515
355,0.555826
356,2.08506
357,1.06121
358,0.490073
359,1.44629
360,0.48297
361,1.09243
362,0.31632
363,1.17398
364,0.611708
365,0.995139
366,0.69677
367,0.476542
368,1.20671
369,0.358438
370,2.61117
371,1.93983
372,0.566488
373,0.190329
374,0.417655
375,1.04595
376,2.76765
377,0.490122
378,0.800755
379,0.851377
380,1.37603
381,1.5882
382,1.15998
383,0.767206
384,0.372544
385,0.209297
386,0.798916
387,1.15859
388,1.02805
389,0.384466
390,1.64592
391,0.85274
392,1.95307
393,1.06261
394,0.601457
395,0.599176
396,0.586548
397,1.18827
398,2.07799
399,0.876955
400,1.3283
401,0.822506
402,0.682427
403,0.852485
404,0.524977
405,0.163982
406,0.869532
407,1.4884
408,0.89682
409,0.546348
410,2.0446
411,2.59659
412,0.304221
413,3.22844
414,1.26592
415,0.687289
416,1.71669
417,0.585084
418,1.86116
419,0.275271
420,1.71927
421,1.71446
422,0.545474
423,0.754425
424,0.52545
425,1.75822
426,1.64115
427,1.4259
428,1.07208
429,0.192627
430,0.588428
431,1.15893
432,1.15743
433,0.61996
434,0.284791
435,0.396809
436,0.407261
437,0.641081
438,0.97572
439,0.489877
440,3.46946
441,0.260279
442,1.39808
443,0.572067
444,1.01094
445,1.12053
446,0.326606
447,0.108501
448,0.453663
449,0.328901
450,1.38805
451,0.642493
452,1.41016
453,1.05552
454,0.288806
455,1.41864
456,0.474544
457,0.204948
458,0.79255
459,0.961164
460,0.308202
461,0.919404
462,4.07553
463,1.04893
464,0.175872
465,1.21969
466,0.808318
467,1.13349
468,3.15504
469,0.249574
470,0.589194
471,0.659548
472,1.27877
473,0.630716
474,0.483889
475,1.9077
476,1.49048
477,1.03422
478,0.68393
479,0.883557
480,0.639352
481,0.402806
482,0.623379
483,0.413789
484,1.03865
485,0.679906
486,0.699772
487,0.523719
488,0.287941
489,1.03973
490,0.476732
491,0.612749
492,0.377306
493,0.851803
494,0.696004
495,3.62916
496,0.952772
497,1.07752
498,1.5768
499,0.392507
500,0.396175
501,0.959858
502,0.623629
503,0.165961
504,0.458498
505,0.366411
506,0.439859
507,1.92688
508,1.4434
509,0.713267
510,0.718996
511,1.00163
512,0.822341
513,0.280271
514,1.06382
515,1.19137
516,0.38566
517,0.536977
518,0.390159
519,0.633624
520,0.569213
521,1.3383
522,1.27775
523,0.389497
524,1.64872
525,1.27367
526,5.52896
527,0.59061
528,0.5134
529,0.344039
530,0.352396
531,0.841138
532,0.702366
533,0.934447
534,0.903391
535,0.381899
536,0.218712
537,0.511913
538,0.83152
539,1.5212
540,0.660076
541,0.439552
542,0.281675
543,0.534833
544,0.389419
545,0.509309
546,0.217621
547,0.419832
548,0.772363
549,0.731542
550,0.655013
551,3.03436
552,0.86338
553,0.263685
554,1.7889
555,0.992862
