MDTU ,delta_S
545,0.6747
546,1.525
547,0.8679
548,0.2583
549,0.3126
550,0.4231
551,-1.11
552,0.1469
553,1.333
554,-0.5816
555,0.007164
556,-0.1978
557,-0.3888
558,0.4091
559,0.9862
560,1.052
561,0.07824
562,-0.1976
563,1.016
564,-0.3229
565,-0.1589
566,0.1419
567,1.673
568,0.4027
569,-0.3997
570,0.576
571,-0.3744
572,0.9178
573,0.01353
574,-0.1188
575,1.074
576,-0.3022
577,0.07258
578,-0.05566
579,1.097
580,0.9477
581,-0.08416
582,0.737
583,-0.1734
584,-0.3856
585,0.4397
586,-0.2566
587,-0.8318
588,0.7184
589,1.44
590,0.3851
591,0.02247
592,1.913
593,0.8771
594,1.034
595,-0.1079
596,-0.35
597,0.2051
598,0.1282
599,-0.2848
600,1.627
601,-0.6246
602,0.45
603,0.1933
604,0.3881
605,0.2388
606,-0.3792
607,0.2621
608,-0.442
609,0.4465
610,-0.3889
611,-0.1299
612,0.5234
613,-0.6639
614,-0.9242
615,0.4323
616,1.553
617,0.8677
618,-0.2503
619,1.879
620,0.462
621,-0.1909
622,-1.058
623,0.4633
624,0.08224
625,0.9475
626,0.4785
627,0.212
628,-0.06746
629,-0.03075
630,-0.005337
631,-0.4709
632,0.2452
633,0.9796
634,-0.1255
635,0.8323
636,-0.476
637,0.07639
638,1.028
639,-0.6695
640,1.046
641,0.6718
642,0.2558
643,-0.0583
644,-0.4033
645,-0.5363
646,-0.308
647,0.1963
648,0.6341
649,0.1427
650,-0.1304
651,0.7352
652,-0.3264
653,0.7424
654,-0.0137
655,0.8392
656,-0.2237
657,-0.002948
658,-0.2327
659,-0.2586
660,0.2861
661,1.256
662,-0.1171
663,1.143
664,-0.653
665,-1.25
666,0.0637
667,-0.08139
668,0.3705
669,-0.3173
670,-1.009
671,-0.2271
672,0.5158
673,0.105
674,-0.3669
675,0.9497
676,0.503
677,-0.2734
678,1.284
679,0.7349
680,0.7615
681,-0.7
682,0.4527
683,-0.3228
684,-0.05637
685,0.03314
686,-0.5806
687,-0.02647
688,0.3673
689,0.05721
690,-0.8778
691,-0.1669
692,-0.002308
693,0.4092
694,0.8779
695,0.03502
696,0.2629
697,0.04784
698,0.3593
699,-0.3115
700,-0.103
701,0.3461
702,-1.082
703,0.4624
704,0.4061
705,-0.074
706,0.2335
707,0.2147
708,-0.2325
709,-0.7557
710,0.5135
711,0.3291
712,-1.308
713,0.1264
714,-0.4898
715,0.05705
716,0.121
717,-0.842
718,0.07858
719,0.06125
720,-0.4975
721,0.357
722,0.07521
723,-0.7983
724,0.4694
725,-0.01757
726,0.06357
727,-0.01147
728,0.9419
729,0.3365
730,-0.201
731,1.176
732,0.6477
733,0.3099
734,0.3788
735,0.1105
736,0.1611
737,0.392
738,-0.7922
739,-1.205
740,0.1522
741,-0.2354
742,0.08756
743,0.8676
744,0.09556
745,0.2925
746,0.7121
747,-0.844
748,0.1235
749,0.2938
750,0.6505
751,-0.777
752,-0.462
753,0.08274
754,0.1503
755,-0.09884
756,-0.206
757,0.1798
758,0.1614
759,-0.5753
760,0.3549
761,0.3061
762,1.345
763,0.7938
764,0.9818
765,0.7697
766,0.3378
767,-0.986
768,0.3751
769,-0.6799
770,0.835
771,0.501
772,1.677
773,1.163
774,0.03369
775,-0.178
776,0.3671
777,-0.6595
778,0.7768
779,0.8297
780,0.3583
781,0.02099
782,0.1269
783,0.03944
784,-0.07906
785,0.1566
786,1.266
787,-0.08236
788,0.2555
789,-0.1347
790,-0.1042
791,-2.057
792,-0.5147
793,0.6617
794,-0.6399
795,2.219
796,0.07702
797,0.9431
798,-1.186
799,0.9682
800,0.03715
801,0.0451
802,-0.04534
803,0.4737
804,-0.5577
805,-0.2293
806,-0.6833
807,0.7141
808,0.1401
809,-0.6815
810,0.7215
811,-0.00457
812,-1.256
813,-1.111
814,1.264
815,0.6439
816,0.5195
817,0.9694
818,0.5593
819,-0.5563
820,1.056
821,-0.3796
822,0.7504
823,0.4776
824,0.4622
825,0.4917
826,0.6441
827,-0.1125
828,0.3449
829,0.3601
830,0.8292
831,0.3554
832,0.0931
833,0.757
834,1.444
835,0.38
836,1.558
837,-0.8815
838,-0.7093
839,0.3633
840,-0.9294
841,1.132
842,-0.23
843,0.2833
844,0.3072
845,-0.6993
846,-0.5147
847,-0.774
848,0.8801
849,0.593
850,0.5756
851,-0.8036
852,0.7949
853,-0.3604
854,0.05445
855,0.6357
856,-0.7325
857,-1.464
858,-0.5773
859,0.7044
860,-0.4313
861,0.2101
862,1.137
863,0.9789
864,1.07
865,0.7185
866,-0.03332
867,-0.1179
868,0.5558
869,0.2368
870,0.44
871,0.4346
872,0.4594
873,0.0263
874,1.659
875,0.05225
876,-0.02427
877,0.5889
878,-0.1388
879,0.8361
880,-0.8407
881,-0.8268
882,-0.3005
883,0.4408
884,1.178
885,1.198
886,0.6153
887,0.3429
888,0.4508
889,0.7923
890,-0.1982
891,0.3798
892,-0.6239
893,0.1656
894,0.09601
895,0.5867
896,-0.0628
897,-0.6255
898,0.8312
899,0.5743
900,0.384
901,0.524
902,0.5708
903,-0.5457
904,0.9817
905,-0.2978
906,0.9902
907,0.1425
908,1.651
909,-0.7458
910,0.7611
911,0.1805
912,0.5914
913,-0.2451
914,1.098
915,-0.5644
916,0.5209
917,0.0809
918,-0.01333
919,0.2597
920,0.4
921,-0.2125
922,-0.07449
923,1.185
924,-0.6824
925,-0.1437
926,-0.2651
927,-0.1731
928,0.293
929,0.3434
930,-0.4712
931,-0.04386
932,1.154
933,0.3238
934,0.5151
935,0.4023
936,-0.253
937,-0.001249
938,0.2108
939,0.5501
940,0.07746
941,-0.1238
942,-0.7044
943,-1.521
944,-0.2718
945,0.2377
946,0.7406
947,-0.4207
948,0.2255
949,-0.2152
950,1.07
951,0.5423
952,-0.1086
953,-0.2378
954,-0.2916
955,1.062
956,1.115
957,-0.6726
958,1.03
959,0.3192
960,-0.9611
961,-0.9628
962,-0.8639
963,0.3406
964,-1.124
965,0.03648
966,-0.5173
967,0.651
968,0.04003
969,1.2
970,-0.8214
971,0.1311
972,0.1039
973,0.8997
974,-0.5125
975,0.04312
976,0.7499
977,-0.565
978,-0.439
979,-0.08479
980,-0.187
981,0.3542
982,-0.3004
983,-0.74
984,-0.8244
985,0.6178
986,0.2621
987,0.6445
988,0.2402
989,-0.6666
990,0.3391
991,0.9038
992,0.1138
993,0.1106
994,0.8883
995,0.4619
996,0.9984
997,-0.5055
998,-0.8244
999,-0.07914
1000,0.1163
1001,-0.09051
1002,0.82
1003,-0.166
1004,0.1633
1005,-0.02318
1006,-0.3429
1007,-0.9244
1008,1.606
1009,0.3807
1010,-1.446
1011,0.6271
1012,0.07239
1013,0.458
1014,-0.6492
1015,-0.06429
1016,0.6016
1017,-0.1465
1018,0.6968
1019,0.1999
1020,-0.7927
1021,-0.3297
1022,0.1655
1023,0.3782
1024,0.2894
1025,0.4518
1026,-0.7682
1027,-0.2386
1028,0.8195
1029,-0.01185
1030,0.07214
1031,0.6319
1032,0.2576
1033,-0.2513
1034,-0.4228
1035,0.8347
1036,0.4251
1037,-0.7067
1038,0.3351
1039,-1.181
1040,-0.09456
1041,-0.2261
1042,0.9419
1043,0.0383
1044,0.448
1045,0.5905
1046,0.1743
1047,0.5922
1048,1.134
1049,1.366
1050,-1.094
1051,-0.5457
1052,-0.3881
1053,-0.3281
1054,-0.2298
1055,0.6707
1056,-0.5073
1057,-0.2258
1058,1.717
1059,-1.266
1060,-0.2112
1061,0.6354
1062,-0.2488
1063,0.4082
1064,1.244
1065,0.4789
1066,0.5824
1067,0.5795
1068,-1.712
1069,1.32
1070,0.7439
1071,1.63
1072,0.3562
1073,0.7842
1074,-0.5915
1075,-0.2371
1076,0.6043
1077,-0.3845
1078,0.1858
1079,0.3298
1080,0.4508
1081,0.7718
1082,0.0003054
1083,-0.6507
1084,-0.3417
1085,0.3089
1086,-0.6387
1087,0.9642
1088,0.172
1089,0.3712
1090,-0.636
1091,0.00254
1092,0.1541
1093,0.9832
1094,-0.02446
1095,-0.4573
1096,-0.1859
1097,-0.4327
1098,0.003827
1099,-0.7016
1100,0.7016
1101,0.07351
1102,-0.02002
1103,0.3076
1104,0.2327
1105,0.5761
1106,0.6094
1107,-0.4828
1108,0.789
1109,0.2799
1110,0.2095
1111,-0.9133
1112,-1.257
1113,0.3715
1114,0.7518
1115,-0.2236
1116,-0.808
1117,0.2772
1118,0.9322
1119,0.7059
1120,0.3527
1121,0.6116
1122,1.005
1123,-0.6485
1124,-0.3177
1125,0.3336
1126,-0.2619
1127,-0.05941
1128,-0.302
1129,0.07637
1130,0.1093
1131,0.8328
1132,-0.4492
1133,0.1514
1134,-0.2632
1135,1.379
1136,0.8056
1137,1.47
1138,0.9131
1139,0.9186
1140,-0.259
1141,-0.1449
1142,-0.5638
1143,0.5921
1144,0.4344
1145,0.09684
1146,0.9744
1147,1.519
1148,0.2264
1149,0.3371
1150,-0.3924
1151,-0.4222
1152,-0.2598
1153,-0.5233
1154,0.2118
1155,0.9462
1156,-0.3452
1157,0.6685
1158,0.4295
1159,-0.5616
1160,-0.1323
1161,0.457
1162,-0.5983
1163,-0.4063
1164,-0.9443
1165,-0.1475
1166,-0.002238
1167,-0.2852
1168,-0.4784
1169,-0.3081
1170,-0.3247
1171,-0.3604
1172,-0.5925
1173,0.9975
1174,1.166
1175,-1.407
1176,-0.1551
1177,0.7558
1178,0.8526
1179,0.9738
1180,-0.6691
1181,2.17
1182,0.1059
1183,1.449
1184,0.3253
1185,-0.8743
1186,-0.6151
1187,0.006419
1188,-0.4011
1189,-0.06415
1190,-1.113
1191,1.163
1192,0.4047
1193,0.1521
1194,0.7007
1195,0.4306
1196,1.419
1197,-0.2305
1198,-0.4773
1199,-0.5178
1200,0.7976
1201,0.5661
1202,0.2298
1203,0.5542
1204,-1.136
1205,1.707
1206,0.8133
1207,-1.108
1208,-0.0936
1209,0.3601
1210,-0.6081
1211,0.4438
1212,-0.08624
1213,0.5327
1214,1.297
1215,0.4741
1216,-0.94
1217,-0.9823
1218,1.032
1219,1.214
1220,1.158
1221,-0.3936
1222,-0.6728
1223,-0.1856
1224,0.3471
1225,1.285
1226,0.6443
1227,-0.1482
1228,-0.4598
1229,1.192
1230,0.2609
1231,0.3322
1232,1.066
1233,0.5959
1234,0.1064
1235,0.6226
1236,0.3894
1237,-0.46
1238,-0.2754
1239,0.406
1240,0.4981
1241,-0.4889
1242,-1.347
1243,-0.155
1244,0.8635
1245,0.3552
1246,0.05857
1247,0.2315
1248,0.7641
1249,0.6314
1250,0.6266
1251,0.5799
1252,0.7598
1253,0.145
1254,-0.6227
1255,-0.4078
1256,-0.2913
1257,0.6604
1258,-0.244
1259,-0.08035
1260,-0.3852
1261,0.6978
1262,-0.124
1263,-0.7425
1264,-0.3859
1265,0.862
1266,0.9494
1267,-0.1679
1268,1.082
1269,1.149
1270,0.6686
1271,-0.5399
1272,0.8883
1273,0.6482
1274,-0.2613
1275,0.2444
1276,0.9769
1277,0.1368
1278,1.149
1279,0.3177
1280,-0.8103
1281,0.7357
1282,-0.6605
1283,-1.178
1284,0.2642
1285,-0.3393
1286,-0.1939
1287,1.29
1288,1.067
1289,0.7058
1290,0.253
1291,0.2514
1292,0.05744
1293,-0.4781
1294,0.1401
1295,0.1134
1296,0.7039
1297,1.878
1298,-0.05616
1299,0.3236
1300,0.902
1301,-0.8208
1302,0.5834
1303,-0.1259
1304,0.7958
1305,0.3062
1306,-0.8323
1307,0.1685
1308,-0.3603
1309,-0.398
1310,0.07054
1311,0.07748
1312,-0.9711
1313,0.2699
1314,-0.5363
1315,1.206
1316,1.742
1317,-0.08297
1318,0.02745
1319,-0.1819
1320,0.8928
1321,1.4
1322,0.05987
1323,0.1653
1324,-0.3044
1325,0.1361
1326,0.8918
1327,0.9078
1328,-0.6602
1329,1.126
1330,0.2392
1331,-0.5078
1332,0.4946
1333,0.6663
1334,0.6492
1335,-0.2065
1336,0.7293
1337,-0.1151
1338,1.382
1339,-0.1796
1340,0.4278
1341,-0.3135
1342,0.1924
1343,0.04046
1344,0.547
1345,-0.4282
1346,1.475
1347,-0.3643
1348,0.3877
1349,0.7212
1350,-0.2111
1351,0.1269
1352,0.7986
1353,0.9192
1354,-0.06758
1355,0.7193
1356,-0.2182
1357,0.04318
1358,-0.1431
1359,0.594
1360,0.04564
1361,0.3192
1362,-0.9551
1363,0.5868
1364,-0.1324
1365,-0.278
1366,-0.05939
1367,-1.232
1368,-0.81
1369,0.06122
1370,0.1373
1371,-0.2833
1372,0.4051
1373,-0.4993
1374,0.9556
1375,0.2152
1376,1.307
1377,0.4291
1378,0.9759
1379,-0.5649
1380,0.321
1381,-0.2073
1382,0.2962
1383,-0.2106
1384,-0.2002
1385,-1.09
1386,1.4
1387,1.258
1388,-0.7253
1389,0.9385
1390,1.198
1391,-0.9813
1392,0.5531
1393,0.8945
1394,-0.384
1395,0.4666
1396,0.125
1397,0.298
1398,0.3535
1399,-0.1472
1400,-0.3334
1401,0.473
1402,1.056
1403,0.8916
1404,0.2344
1405,0.9983
1406,0.992
1407,0.3639
1408,0.4142
1409,-0.322
1410,0.07769
1411,-1.659
1412,0.6512
1413,0.9865
1414,0.7665
1415,0.006795
1416,0.3846
1417,0.1432
1418,0.07272
1419,0.8925
1420,0.2268
1421,1.414
1422,0.2965
1423,1.094
1424,0.194
1425,0.08299
1426,-0.1122
1427,-0.4405
1428,0.5497
1429,-0.6401
1430,0.6426
1431,0.03842
1432,0.2209
1433,0.3697
1434,-0.538
1435,-0.3776
1436,-0.5096
1437,-0.9803
1438,1.919
1439,-0.5687
1440,0.1293
1441,1.009
1442,0.0929
1443,-0.2172
1444,-0.006465
1445,0.426
1446,0.3052
1447,-0.8655
1448,0.01518
1449,0.8822
1450,0.1009
1451,0.7852
1452,0.1453
1453,-0.03808
1454,0.3483
1455,-0.3188
1456,0.7831
1457,0.01583
1458,0.315
1459,-0.2835
1460,-0.4716
1461,0.4455
1462,0.7317
1463,0.1683
1464,-0.6941
1465,-0.4886
1466,1.264
1467,-0.2672
1468,-0.1129
1469,-0.502
1470,0.6922
1471,0.1372
1472,-0.1595
1473,0.05686
1474,-0.2164
1475,0.1083
1476,1.38
1477,0.07327
1478,-0.5767
1479,-0.2958
1480,-0.5634
1481,-0.6056
1482,1.313
1483,0.8426
1484,-0.2771
1485,0.09913
1486,0.3764
1487,0.3243
1488,0.1571
1489,0.1579
1490,0.6509
1491,1.103
1492,0.3854
1493,-0.5134
1494,0.7789
1495,0.1226
1496,-0.008121
1497,0.8097
1498,0.5754
1499,1.244
1500,0.1729
1501,0.5636
1502,-0.1312
1503,-0.2867
1504,-0.113
1505,0.3574
1506,0.2919
1507,-0.8531
1508,0.3682
1509,-0.1636
1510,-0.2971
1511,-0.2902
1512,-0.6482
1513,-0.3579
1514,0.5655
1515,-0.5992
1516,-0.2212
1517,0.6768
1518,-0.7166
1519,-0.5605
1520,-0.552
1521,-0.6557
1522,1.102
1523,1.41
1524,1.043
1525,-0.2623
1526,0.9619
1527,1.315
1528,0.01159
1529,0.649
1530,0.844
1531,0.521
1532,0.4587
1533,-0.3309
1534,-0.191
1535,-1.051
1536,1.27
1537,-0.6522
1538,1.017
1539,1.105
1540,0.7972
1541,-0.182
1542,-0.3052
1543,0.4796
1544,0.5875
1545,-0.2516
1546,0.3405
1547,1.017
1548,1.119
1549,0.03352
1550,1.128
1551,-0.005452
1552,0.9252
1553,0.3726
1554,-0.1491
1555,-0.1121
1556,-1.168
1557,0.3676
1558,0.1169
1559,-1.092
1560,0.8335
1561,0.4341
1562,-0.2685
1563,-0.06841
1564,0.206
1565,-0.01074
1566,0.4781
1567,-0.992
1568,0.1667
1569,-0.04619
1570,0.2418
1571,-0.8337
1572,0.4422
1573,0.2884
1574,0.6512
1575,-0.2703
1576,-0.8745
1577,-0.08027
1578,0.6427
1579,0.8111
1580,-0.49
1581,0.8492
1582,-0.6546
1583,0.6381
1584,2.183
1585,-0.5659
1586,0.7463
1587,0.1488
1588,0.2077
1589,-0.04199
1590,0.7248
1591,0.6941
1592,0.9867
1593,1.063
1594,-0.6281
1595,1.165
1596,-0.02756
1597,-0.8192
1598,0.7981
1599,0.3922
1600,1.141
1601,-1.152
1602,0.2123
1603,0.4753
1604,0.8966
1605,-0.2674
1606,0.684
1607,-0.9677
1608,-0.2584
1609,0.8603
1610,0.7755
1611,0.2304
1612,0.1495
1613,-0.6824
1614,-1.143
1615,-0.6482
1616,0.61
1617,0.4618
1618,-0.5626
1619,0.1026
1620,-0.5917
1621,0.6726
1622,-1.224
1623,-1.592
1624,0.7487
1625,0.1823
1626,-0.307
1627,-1.05
1628,-0.06858
1629,-0.3008
1630,0.7159
1631,0.2961
1632,0.2811
1633,0.8015
1634,-0.632
1635,0.4766
1636,0.6452
1637,1.075
1638,-0.5118
1639,-0.5551
1640,0.5134
1641,0.8641
1642,0.03694
1643,0.2173
1644,0.2435
1645,-0.9508
1646,0.6255
1647,0.5454
1648,-0.4518
1649,-0.7975
1650,1.178
1651,-0.09117
1652,0.7902
1653,1.053
1654,-0.1745
1655,0.5508
1656,-0.2278
1657,-0.05888
1658,0.3005
1659,1.199
1660,0.168
1661,-0.4924
1662,-0.4929
1663,-0.3006
1664,0.5996
1665,0.5929
1666,1.151
1667,-0.1717
1668,0.8271
1669,-1.405
1670,-0.2871
1671,1.072
1672,1.329
1673,-0.1143
1674,1.289
1675,0.5514
1676,0.2462
1677,-0.125
1678,0.5362
1679,1.09
1680,0.3335
1681,-0.4859
1682,-0.2747
1683,-0.01097
1684,0.5357
1685,-0.1717
1686,0.5622
1687,-0.3913
1688,-0.4007
1689,0.7409
1690,0.6206
1691,0.3206
1692,0.3177
1693,0.7073
1694,0.00995
1695,-0.8306
1696,-0.2603
1697,-0.05407
1698,-0.07581
1699,0.2733
1700,0.331
1701,1.517
1702,-0.4637
1703,0.2108
1704,-0.5935
1705,0.2161
1706,0.04052
1707,0.4831
1708,-1.192
1709,-1.182
1710,1.154
1711,1.076
1712,0.8299
1713,-0.4179
1714,0.3854
1715,0.3142
1716,1.18
1717,0.1009
1718,0.7824
1719,0.3449
1720,1.11
1721,0.598
1722,-0.7577
1723,0.5182
1724,0.03193
1725,0.4879
1726,0.4748
1727,0.9982
1728,0.9776
1729,-0.2115
1730,0.596
1731,0.5076
1732,-0.03262
1733,-0.1035
1734,0.7328
1735,1.06
1736,-0.2598
1737,-0.1624
1738,-0.07217
1739,0.4712
1740,0.5411
1741,0.5929
1742,-0.6183
1743,0.2053
1744,0.5556
1745,-0.1437
1746,0.3916
1747,-0.8024
1748,0.2398
1749,1.011
1750,-0.08773
1751,-0.04318
1752,-0.4539
1753,0.3031
1754,-0.9736
1755,0.843
1756,-0.1124
1757,0.2557
1758,1.348
1759,-0.3156
1760,0.8679
1761,0.5547
1762,0.5037
1763,0.7378
1764,0.5801
1765,0.2037
1766,0.3892
1767,0.4966
1768,0.7084
1769,0.7077
1770,0.8234
1771,-0.6425
1772,-0.1919
1773,-0.0176
1774,-0.3324
1775,1.046
1776,-0.3709
1777,0.1099
1778,0.02765
1779,0.9265
1780,2.001
1781,0.3567
1782,0.7073
1783,0.1261
1784,0.08454
1785,-0.917
1786,0.4773
1787,-1.073
1788,-0.1709
1789,-0.257
1790,-0.1974
1791,0.9059
1792,0.3506
1793,-0.6538
1794,0.4746
1795,0.7406
1796,0.28
1797,-0.2081
1798,0.5534
1799,0.1046
1800,-0.9197
1801,-0.6322
1802,0.2707
1803,0.3518
1804,-0.3208
1805,-0.7586
1806,-0.2213
1807,-0.119
1808,0.2312
1809,-0.1634
1810,0.2371
1811,-0.2047
1812,1.018
1813,-0.4149
1814,0.6186
1815,1.845
1816,-0.0128
1817,-0.6128
1818,0.3632
1819,-0.5654
1820,0.898
1821,0.8127
1822,1.062
1823,-0.2785
1824,0.7227
1825,0.1714
1826,0.5873
1827,-0.3848
1828,-0.2888
1829,-0.3824
1830,0.2873
1831,0.09257
1832,-0.2786
1833,-0.00946
1834,0.6461
1835,-0.5394
1836,0.5423
1837,0.09494
1838,0.092
1839,-0.5788
1840,-0.4124
1841,-1.026
1842,0.6908
1843,-0.2648
1844,0.3359
1845,-0.4457
1846,0.1533
1847,0.8657
