ReTr(Lx),ImTr(Lx)
-0.0667332,0.0159006
-0.0667332,0.0159006
-0.0667332,0.0159006
-0.0667332,0.0159006
-0.0667332,0.0159006
-0.104925,0.0107379
-0.104925,0.0107379
-0.104925,0.0107379
-0.132788,0.0202356
-0.1644,-0.0184831
-0.1644,-0.0184831
-0.1644,-0.0184831
-0.1644,-0.0184831
-0.213461,0.0310069
-0.213461,0.0310069
-0.213461,0.0310069
-0.213461,0.0310069
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.213798,-0.0160444
-0.188012,-0.00255601
-0.188012,-0.00255601
-0.188012,-0.00255601
-0.188012,-0.00255601
-0.188012,-0.00255601
-0.188012,-0.00255601
-0.190644,0.0322293
-0.171203,0.0555416
-0.171203,0.0555416
-0.171203,0.0555416
-0.171203,0.0555416
-0.171203,0.0555416
-0.171203,0.0555416
-0.112104,-0.0172681
-0.112104,-0.0172681
-0.112104,-0.0172681
-0.112104,-0.0172681
-0.112104,-0.0172681
-0.112104,-0.0172681
-0.116056,-0.0111818
-0.116056,-0.0111818
-0.0612359,-0.0346759
-0.0612359,-0.0346759
-0.0278462,-0.000161133
-0.041725,-0.0154249
-0.041725,-0.0154249
-0.0845086,-0.0739357
-0.0845086,-0.0739357
-0.0591709,-0.0667355
-0.0417946,-0.00596709
0.0400353,-0.0173762
0.0400353,-0.0173762
-0.013084,-0.0214792
-0.00315415,-0.0518684
0.00866831,-0.0737055
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0528438,-0.0146051
0.0479076,-0.0264416
0.0923627,-0.0237182
0.0705121,-0.0202919
0.0705121,-0.0202919
0.0705121,-0.0202919
0.0604325,-0.089615
0.0604325,-0.089615
0.0381187,-0.0203276
0.0538916,-0.0392685
0.0605326,-0.0490789
0.0605326,-0.0490789
0.0663019,-0.0795206
0.105417,-0.113875
0.0607345,-0.0755689
0.0587322,-0.0500914
0.0587322,-0.0500914
0.0587322,-0.0500914
0.0386432,-0.0789688
0.0386432,-0.0789688
0.0386432,-0.0789688
-0.0177244,-0.0882169
-0.0116798,0.00472785
0.0242078,-0.0760284
0.0407051,-0.0578315
0.0407051,-0.0578315
0.0923104,-0.00588229
0.0923104,-0.00588229
0.0697789,0.0102678
0.0697789,0.0102678
0.0697789,0.0102678
0.0697789,0.0102678
0.0697789,0.0102678
0.0697789,0.0102678
0.0697789,0.0102678
-0.00022276,0.0108696
-0.00022276,0.0108696
0.0278681,0.00368155
-0.000191729,0.0238844
-0.0327991,0.0193791
-0.0838383,0.0243459
-0.0659394,-0.0149364
-0.0711418,0.0255457
-0.0711418,0.0255457
-0.0711418,0.0255457
-0.0464214,-0.00862246
-0.0643139,0.0111488
-0.0643139,0.0111488
-0.0643139,0.0111488
-0.0897906,0.00265408
-0.0897906,0.00265408
-0.139221,0.022638
-0.124902,-0.0199943
-0.124902,-0.0199943
-0.124902,-0.0199943
-0.182414,-0.0110487
-0.182414,-0.0110487
-0.125452,-0.00131668
-0.125452,-0.00131668
-0.0372555,0.0786431
-0.0372555,0.0786431
-0.0762661,0.0656615
-0.0904038,0.123128
-0.0904038,0.123128
-0.0811775,0.0650206
-0.0909459,0.0686304
-0.0234684,0.075317
-0.0234684,0.075317
-0.0234684,0.075317
-0.0234684,0.075317
-0.013201,0.102966
0.00147866,0.100028
-0.0364177,0.139611
-0.0559004,0.176097
-0.0523301,0.144858
-0.0523301,0.144858
-0.0523301,0.144858
-0.0935116,0.175745
-0.0935116,0.175745
-0.0367099,0.192364
-0.124131,0.196379
-0.124131,0.196379
-0.0628236,0.163257
-0.0628236,0.163257
-0.0628236,0.163257
-0.109691,0.158846
-0.109691,0.158846
-0.109691,0.158846
-0.109691,0.158846
-0.109691,0.158846
-0.109691,0.158846
-0.111503,0.0715606
-0.111503,0.0715606
-0.111503,0.0715606
-0.115884,0.117801
-0.112699,0.146469
-0.112699,0.146469
-0.0564926,0.163905
-0.0564926,0.163905
-0.0762933,0.203627
-0.0662917,0.216775
-0.0527971,0.0990334
-0.0527971,0.0990334
-0.0527971,0.0990334
-0.0527971,0.0990334
0.00292567,0.159557
-0.0204504,0.124244
-0.0204504,0.124244
0.0153541,0.101647
0.0153541,0.101647
0.0153541,0.101647
-0.0475153,0.101406
-0.0475153,0.101406
-0.0475153,0.101406
-0.0475153,0.101406
-0.0475153,0.101406
-0.0645629,0.0771773
-0.0872194,0.0965267
-0.0525217,0.0696467
-0.0223971,0.0709941
-0.0223971,0.0709941
-0.0852775,0.0610585
-0.0110159,0.0954281
-0.0136266,0.130515
-0.0143755,0.0860483
-0.0472321,0.104295
-0.0472321,0.104295
0.01393,0.154469
-0.0077078,0.197035
-0.0258348,0.163794
-0.102699,0.191447
-0.102699,0.191447
-0.0800739,0.152291
-0.0626319,0.120981
-0.079837,0.096871
-0.079837,0.096871
-0.079837,0.096871
-0.0899547,0.0128494
-0.110548,-0.0488669
-0.110548,-0.0488669
-0.110548,-0.0488669
-0.125189,-0.0525308
-0.125189,-0.0525308
-0.125189,-0.0525308
-0.125189,-0.0525308
-0.10815,0.0525332
-0.138081,0.0899604
-0.139565,0.0617928
-0.0880209,0.054662
-0.0900275,0.0545283
-0.0793398,0.00824513
-0.0717619,-0.0238439
-0.0473685,-0.0330535
-0.0473685,-0.0330535
-0.109076,0.0201219
-0.113322,-0.00282548
-0.067396,-0.0066155
-0.0553934,-0.0767748
-0.0553934,-0.0767748
-0.0514025,-0.0785073
-0.0246113,-0.0450256
-0.0246113,-0.0450256
-0.0246113,-0.0450256
-0.00474295,-0.0657688
-0.0519126,-0.0405377
-0.043784,-0.0433663
-0.0142492,-0.00300919
-0.0554459,-0.0212195
-0.0554459,-0.0212195
-0.0136095,-0.05176
0.000846221,-0.0314774
-0.0235388,-0.0462518
-0.0235388,-0.0462518
-0.06092,-0.0543759
-0.06092,-0.0543759
-0.06092,-0.0543759
-0.06092,-0.0543759
-0.0516659,-0.0705749
-0.0516659,-0.0705749
-0.031123,-0.0943795
-0.031123,-0.0943795
-0.031123,-0.0943795
-0.031123,-0.0943795
-0.00249458,-0.0789699
-0.00249458,-0.0789699
-0.00249458,-0.0789699
-0.0616756,-0.0376278
-0.0984205,-0.0130118
-0.0614761,0.0256939
-0.0362977,0.0359226
-0.0201983,0.0235515
0.0118075,0.0453014
-0.016012,0.0340176
0.0266508,-0.000451259
0.0266508,-0.000451259
0.0266508,-0.000451259
-0.00439746,0.0637637
-0.00439746,0.0637637
0.100218,-0.00252265
0.100218,-0.00252265
0.100218,-0.00252265
0.100218,-0.00252265
0.100218,-0.00252265
0.114318,0.0579234
0.137451,0.0439634
0.120851,0.0582481
0.137946,0.0926156
0.174791,0.108584
0.168222,0.105874
0.156859,0.148379
0.171321,0.173609
0.171321,0.173609
0.217256,0.119379
0.217256,0.119379
0.207899,0.1622
0.128455,0.161527
0.128465,0.133345
0.128465,0.133345
0.128465,0.133345
0.121558,0.101676
0.0624157,0.0907857
0.0624157,0.0907857
0.0910304,0.107691
0.130381,0.123828
0.0596143,0.125484
0.0596143,0.125484
0.0673587,0.110444
0.0281075,0.122257
0.057671,0.159109
0.037047,0.123415
0.037047,0.123415
0.0625496,0.0837528
-0.00612473,0.118285
0.0230426,0.0203994
-0.0193063,0.0177809
-0.073876,0.0689451
-0.107161,0.107745
-0.120559,0.079666
-0.120559,0.079666
-0.118067,0.133884
-0.0977826,0.128114
-0.0977826,0.128112
-0.0977826,0.128112
-0.109029,0.0588669
-0.14996,0.0514063
-0.177375,0.0499766
-0.177375,0.0499766
-0.177375,0.0499766
-0.154663,0.053257
-0.123236,0.00163363
-0.141203,0.0170327
-0.0950496,0.0339733
-0.0389577,0.017201
-0.0543189,-0.010919
-0.0543189,-0.010919
-0.0543189,-0.010919
-0.0408167,0.0135569
-0.0422754,-0.049793
-0.0228938,0.00787545
-0.0228938,0.00787545
-0.0228938,0.00787545
-0.0228938,0.00787545
-0.0126862,-0.0226501
-0.0126862,-0.0226501
0.0046632,0.0253551
0.0481772,0.0485746
0.0544711,0.0482561
0.0247134,0.0597927
0.0912824,0.137464
0.084281,0.163331
0.0972641,0.11501
0.120912,0.133931
0.166618,0.13477
0.153131,0.125738
0.137339,0.166747
0.107362,0.170926
0.0919615,0.203676
0.105067,0.163302
0.105067,0.163302
0.00197476,0.155554
0.033417,0.159908
0.0751636,0.125598
