MDTU,plaq,Re(det),Im(det),link
1,1.85902,0.00264364,0.000909852,0.120376
2,1.85902,0.00264364,0.000909852,0.120376
3,1.85902,0.00264364,0.000909852,0.120376
4,1.85902,0.00264364,0.000909852,0.120376
5,1.85902,0.00264364,0.000909852,0.120376
6,1.85143,0.00284108,0.000998761,0.131165
7,1.85143,0.00284108,0.000998761,0.131165
8,1.85143,0.00284108,0.000998761,0.131165
9,1.84725,0.00282268,0.000998469,0.130661
10,1.86256,0.00298835,0.00104303,0.135838
11,1.86256,0.00298835,0.00104303,0.135838
12,1.86256,0.00298835,0.00104303,0.135838
13,1.86256,0.00298835,0.00104303,0.135838
14,1.88439,0.00321363,0.00108853,0.131597
15,1.88439,0.00321363,0.00108853,0.131597
16,1.88439,0.00321363,0.00108853,0.131597
17,1.88439,0.00321363,0.00108853,0.131597
18,1.89848,0.00369955,0.00129319,0.137266
19,1.89848,0.00369955,0.00129319,0.137266
20,1.89848,0.00369955,0.00129319,0.137266
21,1.89848,0.00369955,0.00129319,0.137266
22,1.89848,0.00369955,0.00129319,0.137266
23,1.89848,0.00369955,0.00129319,0.137266
24,1.89848,0.00369955,0.00129319,0.137266
25,1.89848,0.00369955,0.00129319,0.137266
26,1.89848,0.00369955,0.00129319,0.137266
27,1.94488,0.00424034,0.00145643,0.139536
28,1.94488,0.00424034,0.00145643,0.139536
29,1.94488,0.00424034,0.00145643,0.139536
30,1.94488,0.00424034,0.00145643,0.139536
31,1.94488,0.00424034,0.00145643,0.139536
32,1.94488,0.00424034,0.00145643,0.139536
33,1.96518,0.00487364,0.00166122,0.145997
34,1.96873,0.00451755,0.00155971,0.140245
35,1.96873,0.00451755,0.00155971,0.140245
36,1.96873,0.00451755,0.00155971,0.140245
37,1.96873,0.00451755,0.00155971,0.140245
38,1.96873,0.00451755,0.00155971,0.140245
39,1.96873,0.00451755,0.00155971,0.140245
40,1.98822,0.00484632,0.00167294,0.141369
41,1.98822,0.00484632,0.00167294,0.141369
42,1.98822,0.00484632,0.00167294,0.141369
43,1.98822,0.00484632,0.00167294,0.141369
44,1.98822,0.00484632,0.00167294,0.141369
45,1.98822,0.00484632,0.00167294,0.141369
46,2.02608,0.00561654,0.00193589,0.142565
47,2.02608,0.00561654,0.00193589,0.142565
48,2.03424,0.00549812,0.00186715,0.130844
49,2.03424,0.00549812,0.00186715,0.130844
50,2.07238,0.00674855,0.0022599,0.140804
51,2.07142,0.00679071,0.00225845,0.141896
52,2.07142,0.00679071,0.00225845,0.141896
53,2.09386,0.0072446,0.00241455,0.136617
54,2.09386,0.0072446,0.00241455,0.136617
55,2.12186,0.00840399,0.00271159,0.143449
56,2.14784,0.00905477,0.00304854,0.1424
57,2.14256,0.00851177,0.00279314,0.1431
58,2.14256,0.00851177,0.00279314,0.1431
