MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.992404,0.996187,-3.5494e-06
2,0.992404,0.996187,-3.5494e-06
3,0.992404,0.996187,-3.5494e-06
4,0.992404,0.996187,-3.5494e-06
5,0.992404,0.996187,-3.5494e-06
6,0.992128,0.996046,-6.90957e-06
7,0.992128,0.996046,-6.90957e-06
8,0.992128,0.996046,-6.90957e-06
9,0.992053,0.996009,-3.55099e-06
10,0.991492,0.995726,1.31729e-05
11,0.991492,0.995726,1.31729e-05
12,0.991492,0.995726,1.31729e-05
13,0.991492,0.995726,1.31729e-05
14,0.990763,0.995359,-1.05658e-05
15,0.990763,0.995359,-1.05658e-05
16,0.990763,0.995359,-1.05658e-05
17,0.990763,0.995359,-1.05658e-05
18,0.989804,0.994872,-9.84435e-06
19,0.989804,0.994872,-9.84435e-06
20,0.989804,0.994872,-9.84435e-06
21,0.989804,0.994872,-9.84435e-06
22,0.989804,0.994872,-9.84435e-06
23,0.989804,0.994872,-9.84435e-06
24,0.989804,0.994872,-9.84435e-06
25,0.989804,0.994872,-9.84435e-06
26,0.989804,0.994872,-9.84435e-06
27,0.987891,0.993907,1.866e-05
28,0.987891,0.993907,1.866e-05
29,0.987891,0.993907,1.866e-05
30,0.987891,0.993907,1.866e-05
31,0.987891,0.993907,1.866e-05
32,0.987891,0.993907,1.866e-05
33,0.986275,0.993086,9.0191e-06
34,0.98665,0.99328,7.71116e-06
35,0.98665,0.99328,7.71116e-06
36,0.98665,0.99328,7.71116e-06
37,0.98665,0.99328,7.71116e-06
38,0.98665,0.99328,7.71116e-06
39,0.98665,0.99328,7.71116e-06
40,0.985735,0.992816,-1.41485e-05
41,0.985735,0.992816,-1.41485e-05
42,0.985735,0.992816,-1.41485e-05
43,0.985735,0.992816,-1.41485e-05
44,0.985735,0.992816,-1.41485e-05
45,0.985735,0.992816,-1.41485e-05
46,0.98345,0.991656,-2.43953e-05
47,0.98345,0.991656,-2.43953e-05
48,0.98351,0.991688,6.87768e-06
49,0.98351,0.991688,6.87768e-06
50,0.98008,0.98994,-6.41628e-06
51,0.980211,0.990005,3.9075e-05
52,0.980211,0.990005,3.9075e-05
53,0.978525,0.989148,3.31891e-05
54,0.978525,0.989148,3.31891e-05
55,0.975444,0.987569,-7.37278e-06
56,0.973556,0.986599,2.5596e-05
57,0.974288,0.986985,-1.4318e-05
58,0.974288,0.986985,-1.4318e-05
59,0.974108,0.986893,-2.74139e-05
60,0.974379,0.987027,1.76408e-05
61,0.96913,0.984329,-6.49799e-06
62,0.967307,0.983395,-2.87059e-05
63,0.967307,0.983395,-2.87059e-05
64,0.967307,0.983395,-2.87059e-05
65,0.967307,0.983395,-2.87059e-05
66,0.967307,0.983395,-2.87059e-05
67,0.967307,0.983395,-2.87059e-05
68,0.967307,0.983395,-2.87059e-05
69,0.967307,0.983395,-2.87059e-05
70,0.967307,0.983395,-2.87059e-05
71,0.966167,0.982797,6.72198e-05
72,0.959405,0.979304,-5.5982e-06
73,0.957753,0.978441,-9.20196e-06
