ReTr(Ly),ImTr(Ly)
0.0971575,0.126317
0.0971575,0.126317
0.0971575,0.126317
0.0971575,0.126317
0.0971575,0.126317
0.0410576,0.123507
0.0410576,0.123507
0.0410576,0.123507
-0.00323566,0.079027
0.0476865,0.110849
0.0476865,0.110849
0.0476865,0.110849
0.0476865,0.110849
0.0395747,0.108758
0.0395747,0.108758
0.0395747,0.108758
0.0395747,0.108758
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.00375985,0.0756495
-0.0170169,0.0128576
-0.0170169,0.0128576
-0.0170169,0.0128576
-0.0170169,0.0128576
-0.0170169,0.0128576
-0.0170169,0.0128576
-0.00173909,0.00306982
-0.00656221,-0.00289596
-0.00656221,-0.00289596
-0.00656221,-0.00289596
-0.00656221,-0.00289596
-0.00656221,-0.00289596
-0.00656221,-0.00289596
-0.0408932,-0.012092
-0.0408932,-0.012092
-0.0408932,-0.012092
-0.0408932,-0.012092
-0.0408932,-0.012092
-0.0408932,-0.012092
-0.00467659,-0.0427984
-0.00467659,-0.0427984
0.0162675,-0.0758044
0.0162675,-0.0758044
0.000575848,-0.089825
0.0830344,-0.0938975
0.0830344,-0.0938975
0.0630192,-0.0647682
0.0630192,-0.0647682
0.0522704,-0.0786769
0.0129766,-0.0641199
0.0192002,-0.146077
0.0192002,-0.146077
0.012219,-0.0675551
-0.0366755,-0.100362
-0.0308682,-0.090403
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.000600401,-0.124832
-0.0174154,-0.166674
-0.024181,-0.0643355
-0.000154281,0.00299321
-0.000154281,0.00299321
-0.000154281,0.00299321
-0.0272304,0.035258
-0.0272304,0.035258
-0.0502705,0.0133884
-0.0333816,0.0459575
-0.0302733,0.0444305
-0.0302733,0.0444305
-0.0555844,0.0241454
-0.0475727,0.0151615
-0.00682675,0.0180479
-0.0304207,0.0705583
-0.0304207,0.0705583
-0.0304207,0.0705583
-0.0666091,0.0885699
-0.0666091,0.0885699
-0.0666091,0.0885699
-0.0621881,0.0970001
-0.0721821,0.0790451
-0.0123587,0.0865043
-0.0682001,0.0528614
-0.0682001,0.0528614
-0.0865866,-0.00573915
-0.0865866,-0.00573915
-0.0860116,0.0650695
-0.0860116,0.0650695
-0.0860116,0.0650695
-0.0860116,0.0650695
-0.0860116,0.0650695
-0.0860116,0.0650695
