MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.53909,-0.494489,0.214706
2,0.53909,-0.494489,0.214706
3,0.53909,-0.494489,0.214706
4,0.53909,-0.494489,0.214706
5,0.53909,-0.494489,0.214706
6,0.586205,-0.558371,0.178489
7,0.586205,-0.558371,0.178489
8,0.586205,-0.558371,0.178489
9,0.586981,-0.564571,0.160641
10,0.617888,-0.602214,0.13829
11,0.617888,-0.602214,0.13829
12,0.617888,-0.602214,0.13829
13,0.617888,-0.602214,0.13829
14,0.588073,-0.576415,0.116512
15,0.588073,-0.576415,0.116512
16,0.588073,-0.576415,0.116512
17,0.588073,-0.576415,0.116512
18,0.626784,-0.615546,0.118157
19,0.626784,-0.615546,0.118157
20,0.626784,-0.615546,0.118157
21,0.626784,-0.615546,0.118157
22,0.626784,-0.615546,0.118157
23,0.626784,-0.615546,0.118157
24,0.626784,-0.615546,0.118157
25,0.626784,-0.615546,0.118157
26,0.626784,-0.615546,0.118157
27,0.672996,-0.670535,0.0575008
28,0.672996,-0.670535,0.0575008
29,0.672996,-0.670535,0.0575008
30,0.672996,-0.670535,0.0575008
31,0.672996,-0.670535,0.0575008
32,0.672996,-0.670535,0.0575008
33,0.706584,-0.70179,0.0821726
34,0.678822,-0.672501,0.0924189
35,0.678822,-0.672501,0.0924189
36,0.678822,-0.672501,0.0924189
37,0.678822,-0.672501,0.0924189
38,0.678822,-0.672501,0.0924189
39,0.678822,-0.672501,0.0924189
40,0.699156,-0.699104,0.00854901
41,0.699156,-0.699104,0.00854901
42,0.699156,-0.699104,0.00854901
43,0.699156,-0.699104,0.00854901
44,0.699156,-0.699104,0.00854901
45,0.699156,-0.699104,0.00854901
46,0.739015,-0.738921,-0.0117933
47,0.739015,-0.738921,-0.0117933
48,0.687462,-0.687254,-0.0169308
49,0.687462,-0.687254,-0.0169308
50,0.734985,-0.734371,0.0300225
51,0.753709,-0.753705,0.00246554
52,0.753709,-0.753705,0.00246554
53,0.719749,-0.71633,0.0700758
54,0.719749,-0.71633,0.0700758
55,0.76358,-0.763559,0.00573964
56,0.794045,-0.794042,0.00196782
57,0.788793,-0.787889,0.0377666
58,0.788793,-0.787889,0.0377666
59,0.731824,-0.730075,0.0505587
60,0.77062,-0.77026,-0.0235385
61,0.807471,-0.807242,-0.0191889
62,0.812908,-0.809697,-0.0721742
63,0.812908,-0.809697,-0.0721742
64,0.812908,-0.809697,-0.0721742
65,0.812908,-0.809697,-0.0721742
66,0.812908,-0.809697,-0.0721742
67,0.812908,-0.809697,-0.0721742
68,0.812908,-0.809697,-0.0721742
69,0.812908,-0.809697,-0.0721742
70,0.812908,-0.809697,-0.0721742
71,0.840527,-0.83415,-0.103344
72,0.835426,-0.831921,-0.076449
73,0.856443,-0.854321,-0.060254
74,0.856443,-0.854321,-0.060254
75,0.856443,-0.854321,-0.060254
76,0.89586,-0.894134,-0.0555801
77,0.89586,-0.894134,-0.0555801
78,0.854915,-0.854781,-0.0151059
79,0.890728,-0.890464,-0.0217079
80,0.852153,-0.85038,-0.054947
81,0.852153,-0.85038,-0.054947
82,0.855222,-0.853711,-0.0508049
83,0.86142,-0.860622,-0.0370603
84,0.801003,-0.799652,-0.046489
85,0.82678,-0.825846,-0.0392733
86,0.82678,-0.825846,-0.0392733
87,0.82678,-0.825846,-0.0392733
88,0.83019,-0.83019,-0.000368648
89,0.83019,-0.83019,-0.000368648
90,0.83019,-0.83019,-0.000368648
91,0.837225,-0.837175,0.00911132
92,0.871298,-0.870912,-0.0259201
93,0.867443,-0.86742,-0.0062845
94,0.912711,-0.911881,-0.0389105
95,0.912711,-0.911881,-0.0389105
96,0.899131,-0.896846,-0.0640574
97,0.899131,-0.896846,-0.0640574
98,0.875074,-0.872319,-0.0693901
99,0.875074,-0.872319,-0.0693901
100,0.875074,-0.872319,-0.0693901
101,0.875074,-0.872319,-0.0693901
102,0.875074,-0.872319,-0.0693901
103,0.875074,-0.872319,-0.0693901
104,0.875074,-0.872319,-0.0693901
105,0.943464,-0.94228,-0.047242
106,0.943464,-0.94228,-0.047242
107,0.94574,-0.945732,-0.00381738
108,1.00538,-1.00493,-0.0299704
109,1.02031,-1.01936,0.0440615
110,1.06041,-1.05701,0.0848956
111,1.03888,-1.03457,0.0945471
112,1.06439,-1.05876,0.10935
113,1.06439,-1.05876,0.10935
114,1.06439,-1.05876,0.10935
115,1.02918,-1.01654,0.1608
116,0.97105,-0.956952,0.164865
117,0.97105,-0.956952,0.164865
118,0.97105,-0.956952,0.164865
119,0.990714,-0.986059,0.0959279
120,0.990714,-0.986059,0.0959279
121,0.977562,-0.96467,0.158238
122,0.996458,-0.98009,0.179869
123,0.996458,-0.98009,0.179869
124,0.996458,-0.98009,0.179869
125,1.00338,-0.996437,0.117849
126,1.00338,-0.996437,0.117849
127,1.00952,-1.00356,0.109591
128,1.00952,-1.00356,0.109591
129,1.01273,-1.01269,0.00877074
130,1.01273,-1.01269,0.00877074
131,1.04066,-1.03839,0.0687492
132,1.01524,-1.0134,0.0611769
133,1.01524,-1.0134,0.0611769
134,1.04018,-1.03632,0.0894319
135,1.02818,-1.02608,0.0656578
136,1.08819,-1.08243,0.111813
137,1.08819,-1.08243,0.111813
138,1.08819,-1.08243,0.111813
139,1.08819,-1.08243,0.111813
140,1.11559,-1.10487,0.154285
141,1.16093,-1.15042,0.155879
142,1.18389,-1.17222,0.165829
143,1.11567,-1.10536,0.151335
144,1.09257,-1.06766,0.232011
145,1.09257,-1.06766,0.232011
146,1.09257,-1.06766,0.232011
147,1.06927,-1.04076,0.245266
148,1.06927,-1.04076,0.245266
149,1.0883,-1.05022,0.285392
150,1.09529,-1.05333,0.300262
151,1.09529,-1.05333,0.300262
152,1.11617,-1.07448,0.302209
153,1.11617,-1.07448,0.302209
154,1.11617,-1.07448,0.302209
155,1.10769,-1.04417,0.369692
156,1.10769,-1.04417,0.369692
157,1.10769,-1.04417,0.369692
158,1.10769,-1.04417,0.369692
159,1.10769,-1.04417,0.369692
160,1.10769,-1.04417,0.369692
161,1.14039,-1.08386,0.354606
162,1.14039,-1.08386,0.354606
163,1.14039,-1.08386,0.354606
164,1.14014,-1.06302,0.412209
165,1.12547,-1.06848,0.353617
166,1.12547,-1.06848,0.353617
167,1.12925,-1.07956,0.331311
168,1.12925,-1.07956,0.331311
169,1.11548,-1.065,0.331766
170,1.12375,-1.08331,0.298744
171,1.14805,-1.11567,0.27074
172,1.14805,-1.11567,0.27074
173,1.14805,-1.11567,0.27074
174,1.14805,-1.11567,0.27074
175,1.13921,-1.12065,0.20479
176,1.08514,-1.07255,0.164825
177,1.08514,-1.07255,0.164825
178,1.07155,-1.06015,0.155858
179,1.07155,-1.06015,0.155858
180,1.07155,-1.06015,0.155858
181,1.14019,-1.13036,0.149404
182,1.14019,-1.13036,0.149404
183,1.14019,-1.13036,0.149404
184,1.14019,-1.13036,0.149404
185,1.14019,-1.13036,0.149404
186,1.15675,-1.1425,0.181049
187,1.17743,-1.14921,0.256205
188,1.11036,-1.0868,0.227483
189,1.18283,-1.14482,0.297431
190,1.18283,-1.14482,0.297431
191,1.21621,-1.15047,0.394462
192,1.23666,-1.15995,0.42879
193,1.23208,-1.12978,0.491559
194,1.18373,-1.08224,0.479554
195,1.20112,-1.0575,0.569564
196,1.20112,-1.0575,0.569564
197,1.22232,-1.047,0.630757
198,1.25565,-1.05705,0.677715
199,1.26977,-1.06519,0.69114
200,1.31721,-1.08775,0.742857
201,1.31721,-1.08775,0.742857
202,1.23364,-1.04658,0.653089
203,1.2003,-1.0247,0.625067
204,1.23237,-1.08214,0.589685
205,1.23237,-1.08214,0.589685
206,1.23237,-1.08214,0.589685
207,1.21845,-1.13104,0.453166
208,1.19252,-1.10437,0.449972
209,1.19252,-1.10437,0.449972
210,1.19252,-1.10437,0.449972
211,1.15587,-1.07997,0.411949
212,1.15587,-1.07997,0.411949
213,1.15587,-1.07997,0.411949
214,1.15587,-1.07997,0.411949
215,1.20722,-1.14034,0.39623
216,1.24724,-1.17444,0.419888
217,1.29521,-1.19567,0.497933
218,1.32685,-1.23921,0.474208
219,1.23288,-1.14237,0.463651
220,1.29714,-1.17997,0.538745
221,1.21984,-1.08057,0.566029
222,1.25463,-1.16354,0.469344
223,1.25463,-1.16354,0.469344
224,1.26025,-1.16836,0.472391
225,1.21965,-1.12292,0.476021
226,1.19667,-1.11134,0.443801
227,1.18753,-1.07384,0.50705
228,1.18753,-1.07384,0.50705
229,1.18865,-1.09468,0.463222
230,1.25343,-1.1544,0.488321
231,1.25343,-1.1544,0.488321
232,1.25343,-1.1544,0.488321
233,1.22038,-1.13392,0.451178
234,1.23072,-1.14358,0.454873
235,1.24431,-1.1702,0.423003
236,1.22759,-1.15865,0.405569
237,1.18702,-1.15587,0.270141
238,1.18702,-1.15587,0.270141
239,1.15752,-1.11647,0.305532
240,1.18548,-1.15034,0.286505
241,1.1437,-1.11621,0.24925
242,1.1437,-1.11621,0.24925
243,1.20541,-1.1905,0.188989
244,1.20541,-1.1905,0.188989
245,1.20541,-1.1905,0.188989
246,1.20541,-1.1905,0.188989
247,1.19104,-1.17975,0.163612
248,1.19104,-1.17975,0.163612
249,1.21439,-1.20714,0.132449
250,1.21439,-1.20714,0.132449
251,1.21439,-1.20714,0.132449
252,1.21439,-1.20714,0.132449
253,1.19518,-1.17262,0.231119
254,1.19518,-1.17262,0.231119
255,1.19518,-1.17262,0.231119
256,1.26845,-1.24774,0.228269
257,1.26734,-1.23967,0.26339
258,1.15097,-1.11196,0.297099
259,1.2144,-1.18247,0.27661
260,1.13583,-1.11523,0.215317
261,1.15835,-1.1284,0.261699
262,1.20401,-1.18701,0.20159
263,1.18644,-1.17219,0.183286
264,1.18644,-1.17219,0.183286
265,1.18644,-1.17219,0.183286
266,1.25477,-1.24727,0.136986
267,1.25477,-1.24727,0.136986
268,1.26042,-1.26009,0.028919
269,1.26042,-1.26009,0.028919
270,1.26042,-1.26009,0.028919
271,1.26042,-1.26009,0.028919
