ReTr(Lx),ImTr(Lx)
-0.0087837,0.0196999
-0.0264144,-0.0346075
0.00244006,-0.0357244
-0.0362296,-0.0311124
-0.0362296,-0.0311124
-0.0316339,-0.0421205
-0.0588051,-0.023181
-0.0588051,-0.023181
-0.0588051,-0.023181
-0.0514085,-0.0152178
-0.010498,-0.0312085
-0.040255,-0.00678556
0.0298015,-0.0314369
0.0298015,-0.0314369
0.0413328,-0.0229109
0.0413328,-0.0229109
0.00202703,-0.0304329
0.0279322,-0.0357167
0.0401108,-0.0194631
0.0525111,0.00598335
0.0167177,0.0179827
0.049853,0.0441871
0.049853,0.0441871
0.0236251,0.0295281
0.0635041,0.0451601
0.0255876,0.0217745
0.0178,0.0278465
-0.000836216,-0.022446
0.00863185,0.010587
0.00944394,-0.00932805
-0.00713225,-0.0150259
-0.00713225,-0.0150259
0.0132804,-0.026553
0.0739686,-0.0115407
0.0620597,0.0224125
0.061082,0.0079725
0.061082,0.0079725
0.061082,0.0079725
0.05637,0.0480689
0.0800555,0.00384932
0.0670038,0.0334365
0.0670038,0.0334365
0.0406342,0.00999996
0.0496996,0.0420549
0.0390197,0.0540518
0.0183418,0.0680188
-0.0053027,0.0540368
0.0489197,0.0361905
0.031381,-0.00670361
0.031381,-0.00670361
0.0150452,0.0266468
0.0202269,0.028587
0.0049693,0.0634815
0.0112482,0.0474909
-0.0215634,0.0517235
0.0316711,0.03285
-0.0123857,0.0435798
-0.0123857,0.0435798
-0.0123857,0.0435798
0.0232858,0.0677606
-0.0113358,0.0624594
-0.0113358,0.0624594
-0.0113358,0.0624594
0.0306389,0.0501394
0.0584941,0.0497956
0.0131923,0.0263221
-0.0198206,0.0146066
-0.0409256,0.0478105
-0.0442394,0.0100144
-0.0442394,0.0100144
-0.0442394,0.0100144
-0.0442394,0.0100144
-0.0300544,0.0173305
-0.0532851,0.0223621
-0.0260095,0.0328686
0.00927154,0.0273513
-0.0188454,0.0475829
-0.0188454,0.0475829
-0.0265165,-0.0026102
0.0117523,0.010957
-0.00183831,-0.0168566
0.02656,-0.0253388
0.0200664,-0.0299925
0.0200664,-0.0299925
0.0319021,-0.0573762
0.0599335,-0.036632
0.0447025,-0.0188099
0.0128994,-0.0113612
0.014356,-0.0295117
-0.00902586,-0.018626
0.0179075,-0.0130821
0.00354073,-0.0160105
-0.00104609,0.00874096
-0.00104609,0.00874096
0.038069,-0.0207214
0.0134605,-0.00403909
-0.0110674,-0.0128624
-0.0110674,-0.0128624
0.0361185,-0.0142846
0.0361185,-0.0142846
0.0205605,0.0275554
0.0109103,-0.00600156
0.0109103,-0.00600156
-0.0139216,-0.0392848
0.0353756,-0.0376745
0.0463609,-0.00621965
-0.00894268,0.0172717
-0.0219376,0.00344482
-0.00589945,-0.00612039
-0.00589945,-0.00612039
-0.0393256,-0.0344539
-0.0393256,-0.0344539
-0.0475676,-0.0410449
-0.0223509,-0.0517944
-0.0542379,-0.0438041
-0.06269,-0.0276612
-0.037647,-0.0515933
0.040446,-0.0461686
0.0318209,-0.0478414
0.0852005,-0.0768979
0.0224402,-0.072938
0.0165376,-0.048973
-0.00913846,-0.0230545
-0.00913846,-0.0230545
-0.0470177,0.00518262
-0.0364195,-0.0222685
-0.0626336,0.0160251
-0.0626336,0.0160251
-0.0626336,0.0160251
-0.0443443,0.0281365
-0.0354167,0.0222876
0.00373012,0.0297043
0.011549,0.012925
0.011549,0.012925
0.0305979,0.0378187
0.0419448,-0.00361599
0.0538474,0.0298798
0.0591798,0.00904696
0.0189995,0.032302
0.0562686,0.00118701
-0.00415265,-0.0186233
0.0332018,-0.0216234
0.0497722,0.0321567
0.0497722,0.0321567
0.03683,0.00776884
0.0880645,0.00231794
0.0457376,0.00146166
0.0314884,0.0104665
0.0455936,0.015423
0.0329305,0.0104746
0.00910094,-0.00299625
0.0201261,0.00452414
0.0460663,0.0133169
0.0366093,0.0160852
-0.00974414,0.0237146
0.0135113,-0.0112561
-0.00519894,-0.00696746
0.0305231,-0.0176934
0.0305231,-0.0176934
0.0406334,0.00307157
0.0575451,0.0179535
0.0233235,-0.000571145
0.0417515,0.0022433
0.0417515,0.0022433
0.0366275,0.0156543
0.0621909,-0.0392938
0.0207006,-0.0147141
0.0207006,-0.0147141
0.0373181,0.0169601
-0.00706605,-0.000958625
0.00378226,0.0426359
-0.0149984,-0.00466122
0.00970841,0.0070933
0.0291758,-0.0131488
0.0557085,-0.0252954
0.0388395,-0.00407831
0.0478698,0.0206456
0.0226886,0.0225356
