MDTU,abs_delta_S
1912,0.5604
1913,0.5511
1914,0.302
1915,0.4749
1916,0.8187
1917,0.2399
1918,0.0888
1919,0.194
1920,0.1546
1921,0.1967
1922,0.09719
1923,0.3421
1924,0.341
1925,0.5494
1926,0.2333
1927,0.1021
1928,0.09558
1929,0.2575
1930,0.2992
1931,1.496
1932,0.1031
1933,1.233
1934,0.7192
1935,0.2703
1936,0.9414
1937,1.354
1938,1.823
1939,0.7189
1940,0.164
1941,0.03302
1942,0.3075
1943,0.4782
1944,0.6666
1945,0.1491
1946,0.4909
1947,0.614
1948,0.1016
1949,0.03901
1950,0.238
1951,0.7484
1952,0.7991
1953,1.03
1954,0.2522
1955,1.184
1956,1.921
1957,0.3631
1958,0.1909
1959,0.6093
1960,0.3718
1961,0.7659
1962,0.1565
1963,0.6637
1964,0.5016
1965,0.3333
1966,0.5437
1967,0.07787
1968,0.5544
1969,1.03
1970,0.2001
1971,0.05728
1972,0.5492
1973,0.07247
1974,0.0674
1975,0.4286
1976,1.181
1977,0.6671
1978,0.9347
1979,0.1814
1980,0.06222
1981,1.07
1982,0.1266
1983,0.3586
1984,0.6929
1985,0.3982
1986,0.06027
1987,0.1464
1988,0.09202
1989,0.4162
1990,0.5238
1991,0.2746
1992,0.1388
1993,0.29
1994,0.6963
1995,0.02558
1996,0.6076
1997,0.553
1998,0.7609
1999,0.2211
2000,0.3446
2001,0.9498
2002,0.5857
2003,0.01519
2004,0.4169
2005,0.6936
2006,0.3505
2007,0.3502
2008,0.1568
2009,0.03886
2010,0.9826
