ReTr(Ly),ImTr(Ly)
0.000604592,-0.00286786
-0.00833589,0.00576296
-0.0332568,0.0382399
-0.00802525,0.0177533
-0.00802525,0.0177533
-0.0472436,-0.0133584
0.023076,-0.0172971
0.023076,-0.0172971
0.023076,-0.0172971
-0.0193304,0.000101716
-0.0284509,-0.00305921
-0.0404088,-0.00736576
-0.0354865,-0.0439498
-0.0354865,-0.0439498
-0.103547,0.00617324
-0.103547,0.00617324
0.0090184,-0.0259599
0.0149536,-0.042968
-0.0445854,-0.0215389
-0.0276013,0.0233705
-0.0533515,0.0149563
-0.0655105,-0.132827
-0.0655105,-0.132827
-0.0669756,-0.104302
-0.0158313,-0.094845
-0.0138566,-0.0365074
-0.0566824,-0.0334114
-0.0681295,-0.0375187
-0.0738741,-0.0305937
-0.0640045,-0.0471912
-0.0333946,-0.0998834
-0.0333946,-0.0998834
-0.0554199,-0.0530965
-0.0499951,-0.0330084
-0.0801744,-0.0388262
-0.0829888,-0.0449512
-0.0829888,-0.0449512
-0.0829888,-0.0449512
-0.060618,-0.0125948
-0.0666661,-0.0373064
-0.0487811,0.0245532
-0.0487811,0.0245532
-0.0787585,-0.0628235
-0.0606,-0.0429283
-0.0704699,-0.0483356
-0.0692,-0.00692215
-0.0876354,0.0631985
-0.027602,0.0429924
-0.0243163,0.00211225
-0.0243163,0.00211225
0.0109823,0.00192821
0.0261594,0.056586
0.0345879,0.0249509
-0.0281471,0.00222749
-0.0363334,0.0404873
-0.0118627,-0.0289245
0.0285439,-0.00553304
0.0285439,-0.00553304
0.0285439,-0.00553304
-0.0135261,0.0302065
0.0682882,0.00976876
0.0682882,0.00976876
0.0682882,0.00976876
0.116076,-0.0280676
0.13357,-0.0273427
0.0513883,-0.00753294
0.0308571,-0.102633
-0.00829945,-0.111182
0.0718439,-0.102523
0.0718439,-0.102523
0.0718439,-0.102523
0.0718439,-0.102523
0.0370159,-0.0731209
-0.0326861,-0.0119328
-0.0287775,-0.0709589
-0.0531247,-0.103637
-0.102132,-0.102903
-0.102132,-0.102903
-0.0797806,-0.0747746
-0.0171532,-0.0566518
0.00776059,0.0157416
-0.0468689,0.0168899
0.0408151,0.0326841
0.0408151,0.0326841
0.0542991,0.0525404
0.069836,0.0260765
0.0267777,0.11977
0.0549243,0.146572
0.068982,0.0853441
0.147756,0.0833154
0.0450617,0.0811895
0.0374694,0.116467
0.0729909,0.15469
0.0729909,0.15469
0.0946299,0.0764128
0.0465594,0.0777666
0.0598183,0.0919565
0.0598183,0.0919565
0.0621175,0.0213358
0.0621175,0.0213358
0.043927,0.0169799
0.0523042,0.0768749
0.0523042,0.0768749
-2.29129e-05,-0.0221229
0.0229584,0.040337
0.123273,0.0447663
0.158087,0.0489616
0.0281655,0.0818034
0.0101206,0.0517331
0.0101206,0.0517331
0.0300099,0.000715135
0.0300099,0.000715135
0.064243,-0.0977094
-0.0404224,-0.0465729
-0.044397,0.00560309
-0.00770959,-0.122306
-0.0758199,-0.0986344
-0.0165586,-0.0947166
-0.0194209,-0.133561
0.0459869,-0.169599
0.00298519,-0.116917
-0.111635,-0.12299
-0.0316889,-0.0816646
-0.0316889,-0.0816646
-0.098959,-0.0253451
-0.0482774,-0.00581322
-0.0391387,-0.0183726
-0.0391387,-0.0183726
-0.0391387,-0.0183726
-0.0652615,-0.0229629
-0.0390189,0.0287113
-0.0951205,0.0232701
-0.0533539,-0.0257326
-0.0533539,-0.0257326
-0.00132545,0.0835439
-0.0249191,0.100192
-0.048146,0.15866
-0.0147404,0.0133721
-0.00259014,0.063513
-0.0214531,0.0665364
0.0412056,0.0756439
0.039973,0.0665456
-0.00595905,0.107683
-0.00595905,0.107683
-0.0853189,0.00257087
-0.0722631,0.0255831
-0.0624479,0.0663196
-0.0504191,0.00414415
-0.00651471,0.00848034
-0.0138015,0.0566141
-0.0288925,0.0559673
-0.00949306,0.0344531
-0.0336385,-0.0358314
-0.0717341,-0.0611301
-0.0758794,0.00266604
-0.10183,0.0601896
-0.00425521,-0.0065581
-0.00494149,0.074689
-0.00494149,0.074689
-0.0697351,0.0652743
-0.0482484,-0.0111692
-0.0336806,-0.00883681
-0.0640025,-0.0465052
-0.0640025,-0.0465052
0.00712193,-0.012285
-0.00378154,0.00597971
-0.109342,0.0657926
-0.109342,0.0657926
-0.0792104,0.0198995
-0.084082,0.072543
-0.0302205,0.0673411
-0.0376554,0.132404
-0.023054,0.115442
-0.0494212,0.10408
-0.00208202,0.0676274
-0.0272276,0.0534831
-0.00548,-0.00387635
-0.0535455,0.0217103
-0.0642554,0.128795
0.0471071,0.0991235
0.017944,0.022392
0.017944,0.022392
-0.0360299,0.0111844
-0.0229379,-0.0497327
0.0040578,-0.0983732
0.0940057,-0.0375616
0.091794,-0.0558106
0.0539086,0.0336164
0.052742,0.017248
0.060865,-0.038921
0.060865,-0.038921
0.060865,-0.038921
0.118536,0.0885376
-0.0273184,-0.0363067
-0.105626,0.0726044
-0.0735797,0.103336
-0.0735797,0.103336
-0.0735797,0.103336
