ReTr(Ly),ImTr(Ly)
0.0234369,-0.0177488
-0.0272224,0.0052306
-0.00330151,0.0115913
0.000722949,-0.00339185
0.000722949,-0.00339185
0.00305316,-0.00626549
-0.00768451,-0.00507784
-0.00768451,-0.00507784
-0.00768451,-0.00507784
-0.00855902,-0.0081769
-0.0326864,-0.0179276
-0.000875844,-0.0226184
-0.00561985,-0.0475742
-0.00561985,-0.0475742
-0.0244829,-0.0244514
-0.0244829,-0.0244514
-0.0354319,-0.0121465
-0.00415643,-0.00469569
-0.0225352,-0.0287381
0.00533055,-0.00532521
-0.00862405,0.0237036
-0.044917,-0.0503349
-0.044917,-0.0503349
-0.0443168,-0.0581115
-0.0214885,-0.0329894
-0.00363204,-0.0285976
-0.0116496,-0.0191774
-0.0269484,-0.0249086
-0.0481818,-0.0099147
-0.048658,-0.0852119
-0.0280814,-0.0547496
-0.0280814,-0.0547496
-0.0357275,-0.0573151
-0.0532324,-0.0375266
-0.0225867,-0.0174191
-0.0577631,-0.039248
-0.0577631,-0.039248
-0.0577631,-0.039248
-0.0557846,-0.0163679
-0.0344736,-0.0184627
-0.031588,-0.0116338
-0.031588,-0.0116338
-0.0578881,-0.0416928
-0.0602104,-0.0199556
-0.0180401,-0.0559971
-0.0174569,-0.0171641
-0.0443081,0.0307252
-0.0436877,0.0224386
-0.0180901,-0.0110628
-0.0180901,-0.0110628
-0.0274155,-0.0108838
0.00684809,0.031978
0.022759,0.00579626
0.00795,-0.00395939
0.031512,-0.0134055
0.0118688,-0.0395325
-0.00878332,-0.0109789
-0.00878332,-0.0109789
-0.00878332,-0.0109789
0.0152605,-0.0297629
0.0633734,-0.0349745
0.0633734,-0.0349745
0.0633734,-0.0349745
0.08905,-0.00938852
0.0541141,-0.0122152
0.0482631,-0.0348017
0.00795723,-0.0705631
-0.0150826,-0.0709002
0.0159959,-0.054961
0.0159959,-0.054961
0.0159959,-0.054961
0.0159959,-0.054961
-0.0213291,-0.0585165
-0.00815059,-0.0394421
0.00477959,-0.0323114
-0.0251863,-0.04706
-0.0277207,-0.0714711
-0.0277207,-0.0714711
-0.0222982,-0.066124
-0.0126529,-0.0547979
0.0166314,-0.0105087
-0.00282585,-0.0044232
-0.00770035,0.0436344
-0.00770035,0.0436344
0.0426904,0.0383456
0.0398991,0.0619898
0.0493991,0.0479267
0.0193159,0.0731681
0.0825224,0.0280759
0.0731322,0.0758608
0.0289054,0.0506327
0.0161584,0.0283915
0.00172545,0.0385519
0.00172545,0.0385519
0.0423782,0.0283621
0.035736,0.0093106
0.019901,0.0344535
0.019901,0.0344535
0.02909,0.000871473
0.02909,0.000871473
0.0305586,-0.0287571
0.0305277,-0.00485957
0.0305277,-0.00485957
-0.0117177,-0.00944239
-0.00456525,0.0162745
0.0485056,0.00761765
0.0676916,0.017559
0.0152644,0.00392153
0.0105811,-0.00782133
0.0105811,-0.00782133
0.00451461,-0.019676
0.00451461,-0.019676
0.0364296,-0.0329345
-0.0292845,-0.0341905
-0.0359208,-0.0701881
-0.00993878,-0.0928463
-0.0726181,-0.069674
-0.0354797,-0.0332375
-0.0243587,-0.0710266
-0.0428486,-0.0866642
-0.0412988,-0.0677003
-0.0899542,-0.0548644
-0.0547411,-0.0299081
-0.0547411,-0.0299081
-0.068094,-0.0323141
-0.0406995,-0.00943281
-0.073135,0.0209776
-0.073135,0.0209776
-0.073135,0.0209776
-0.0473397,0.010507
-0.0536712,0.038651
-0.057099,0.0122651
-0.0301322,-0.00282901
-0.0301322,-0.00282901
-0.0115695,0.0213785
-0.0303305,0.0262532
-0.0197662,0.0323087
-0.0258289,0.012578
-0.0465742,0.0304721
-0.0440101,0.0475859
-0.0122796,0.0642065
0.00929571,0.0452954
-0.0221944,0.0676698
-0.0221944,0.0676698
-0.0455347,0.0249785
-0.0529736,0.0344326
-0.00589755,0.0438174
-0.000791325,-0.00673621
-0.00623929,-0.038018
0.00457694,0.0102902
-0.0295319,-0.045677
-0.0428666,-0.0108853
-0.0381325,0.0155301
-0.0349539,-0.0021976
-0.0130849,0.00515531
-0.0108253,0.00213758
-0.00775644,0.0178838
-0.014398,0.0466595
-0.014398,0.0466595
-0.0685939,0.0195622
-0.0448249,0.0253651
-0.0314712,-0.00728304
-0.070186,-0.0230953
-0.070186,-0.0230953
-0.0461836,0.00563148
-0.0488149,-0.00115858
-0.0681044,0.0516866
-0.0681044,0.0516866
-0.0778195,0.054104
-0.0610131,0.0485481
-0.0843752,0.0173126
-0.0590518,0.0681812
-0.0581217,0.07497
-0.0530762,0.0610248
-0.0289789,0.0545275
-0.0414584,0.0409436
-0.00865309,0.00738819
-0.053167,0.0360422
-0.0768158,0.0645605
0.00352522,0.0166775
-0.0311986,0.0101455
-0.0311986,0.0101455
-0.0447484,0.00837983
-0.0201985,-0.0111938
0.00528925,-0.0160405
0.0300324,-0.0238171
0.0258719,-0.0138645
0.0123775,0.0193863
0.00450437,-0.0041672
0.0174141,-0.00033397
0.0174141,-0.00033397
0.0174141,-0.00033397
0.00314046,0.0293865
-0.0597463,-0.0146783
-0.0568862,0.0347699
-0.0643708,0.0394804
-0.0643708,0.0394804
-0.0643708,0.0394804
-0.0760373,0.0590075
-0.0481026,0.0257901
-0.0239234,0.056626
-0.0628787,0.0676053
-0.0657945,0.0847293
-0.0657945,0.0847293
-0.0620057,0.0869646
-0.0425845,0.0578426
-0.0775457,0.0675474
-0.0775457,0.0675474
-0.0369851,-0.00688783
-0.0147505,0.03685
-0.004792,0.0320537
-0.0333587,-0.00498326
-0.0184509,0.00114439
-0.0252365,0.0117172
-4.31446e-05,0.00141027
-0.00221959,0.0117892
0.0194857,-0.00954224
0.0468817,-0.00321765
0.032154,-0.0176992
0.032154,-0.0176992
0.0387291,-0.00806737
0.0574988,0.00627029
0.0603561,0.0285151
0.0603561,0.0285151
0.0539631,0.038587
0.0441047,0.0640857
0.0441047,0.0640857
0.0499766,0.0445106
0.0318582,0.0358991
0.0318582,0.0358991
0.0246795,0.000926144
0.0246795,0.000926144
0.0246795,0.000926144
0.0303484,0.0290798
0.00474184,0.0144913
0.0302556,-0.0147125
0.032339,0.00628117
0.0649529,0.00546099
0.0633241,-0.0197093
0.035128,0.00397522
0.0138724,-0.0151308
-0.0279723,-0.0242236
-0.0083125,0.0127034
0.00424299,-0.026744
0.0231285,0.0123383
-0.00647701,0.0235576
-0.0147086,-0.00447261
