MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.62447,-0.60866,-0.139629
2,0.631228,-0.615927,-0.138139
3,0.614976,-0.605814,-0.105762
4,0.61635,-0.605804,-0.113529
5,0.61635,-0.605804,-0.113529
6,0.617415,-0.606489,-0.11564
7,0.605308,-0.599019,-0.0870331
8,0.605308,-0.599019,-0.0870331
9,0.605308,-0.599019,-0.0870331
10,0.615778,-0.605456,-0.112275
11,0.610238,-0.599927,-0.1117
12,0.60866,-0.596666,-0.120233
13,0.608869,-0.595618,-0.126337
14,0.608869,-0.595618,-0.126337
15,0.603156,-0.579295,-0.167971
16,0.603156,-0.579295,-0.167971
17,0.612183,-0.565177,-0.23525
18,0.59598,-0.549364,-0.231068
19,0.607263,-0.538849,-0.280019
20,0.609624,-0.535579,-0.291199
21,0.595214,-0.529672,-0.271527
22,0.594704,-0.520154,-0.288293
23,0.594704,-0.520154,-0.288293
24,0.599531,-0.511933,-0.31203
25,0.614492,-0.519745,-0.32782
26,0.623693,-0.511446,-0.356954
27,0.607716,-0.507524,-0.334272
28,0.610572,-0.516027,-0.326365
29,0.608337,-0.486528,-0.365191
30,0.598021,-0.498304,-0.33064
31,0.599764,-0.487056,-0.34999
32,0.599764,-0.487056,-0.34999
33,0.609918,-0.488524,-0.365164
34,0.608916,-0.501178,-0.345832
35,0.611828,-0.524632,-0.314792
36,0.590789,-0.510886,-0.296694
37,0.590789,-0.510886,-0.296694
38,0.590789,-0.510886,-0.296694
39,0.604647,-0.537015,-0.277871
40,0.607245,-0.534783,-0.287671
41,0.59528,-0.537658,-0.255505
42,0.59528,-0.537658,-0.255505
43,0.621901,-0.571083,-0.246223
44,0.610448,-0.574584,-0.206156
45,0.589597,-0.556412,-0.195011
46,0.604736,-0.58,-0.171187
47,0.617429,-0.607163,-0.112127
48,0.620258,-0.601605,-0.150968
49,0.6123,-0.596269,-0.139195
50,0.6123,-0.596269,-0.139195
51,0.61638,-0.605311,-0.116287
52,0.610441,-0.58571,-0.171992
53,0.598595,-0.55996,-0.211567
54,0.612561,-0.556231,-0.256589
55,0.602284,-0.562291,-0.215812
56,0.596344,-0.555601,-0.216641
57,0.603796,-0.57218,-0.192819
58,0.603796,-0.57218,-0.192819
59,0.603796,-0.57218,-0.192819
