MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.633969,0.731115,-0.00038982
2,0.64124,0.74544,-0.000165911
3,0.652521,0.759093,0.000843559
4,0.658412,0.763694,0.0011992
5,0.658412,0.763694,0.0011992
6,0.655639,0.766252,-0.00213508
7,0.635749,0.751802,0.000314921
8,0.635749,0.751802,0.000314921
9,0.635749,0.751802,0.000314921
10,0.649195,0.762117,0.000366694
11,0.648605,0.76271,0.000613378
12,0.661647,0.775837,4.51741e-05
13,0.660098,0.770668,-0.000851924
14,0.660098,0.770668,-0.000851924
15,0.667316,0.78362,0.000916385
16,0.667316,0.78362,0.000916385
17,0.669355,0.782981,-0.000196915
18,0.642947,0.754148,-0.00102969
19,0.654538,0.768796,-0.000841517
20,0.651306,0.767655,0.000253621
21,0.627218,0.74485,0.000692226
22,0.624789,0.740721,-0.00144891
23,0.624789,0.740721,-0.00144891
24,0.618306,0.739731,-0.00138704
25,0.610083,0.728959,0.000821835
26,0.628201,0.756996,0.000626649
27,0.624103,0.75076,0.000556874
28,0.597283,0.728327,-0.00121591
29,0.631296,0.760721,-0.000280907
30,0.635624,0.763834,9.56746e-05
31,0.613212,0.740264,0.000186722
32,0.613212,0.740264,0.000186722
33,0.618729,0.746377,0.00104235
34,0.626476,0.751081,-0.000579149
35,0.613166,0.730355,0.000351424
36,0.621291,0.74882,0.000234411
37,0.621291,0.74882,0.000234411
38,0.621291,0.74882,0.000234411
39,0.614447,0.744273,0.00136341
40,0.614087,0.746791,0.000100684
41,0.612538,0.746155,0.000813801
42,0.612538,0.746155,0.000813801
43,0.574573,0.713357,0.000514647
44,0.571764,0.70719,-0.00160385
45,0.617343,0.743001,4.84304e-05
46,0.607476,0.739167,0.00016362
47,0.594644,0.725034,0.000209789
48,0.576866,0.709346,0.00076229
49,0.554311,0.681264,-0.00029585
50,0.554311,0.681264,-0.00029585
51,0.578522,0.709111,-0.000511942
52,0.583864,0.71368,0.00145074
53,0.603175,0.736908,0.000732965
54,0.60112,0.738613,-0.00127932
55,0.623394,0.75461,-0.000120124
56,0.633203,0.762847,-0.000106117
57,0.624428,0.754867,-3.84341e-05
58,0.624428,0.754867,-3.84341e-05
59,0.624428,0.754867,-3.84341e-05
60,0.627877,0.750646,-0.000346137
61,0.60119,0.730701,5.98019e-05
62,0.60119,0.730701,5.98019e-05
63,0.60119,0.730701,5.98019e-05
64,0.613901,0.741663,-0.00211106
65,0.611248,0.737988,-0.000551401
66,0.604542,0.737901,-0.00156167
67,0.608333,0.736174,-0.00110267
68,0.602,0.727675,0.000972057
69,0.64681,0.77305,0.000958968
70,0.64681,0.77305,0.000958968
71,0.64681,0.77305,0.000958968
72,0.64681,0.77305,0.000958968
73,0.666649,0.789983,0.000445324
74,0.656812,0.784802,0.000608599
75,0.642454,0.774265,0.000484066
76,0.643345,0.773307,-3.92089e-05
77,0.647796,0.77835,0.00107322
78,0.647796,0.77835,0.00107322
79,0.667778,0.7918,0.000534593
80,0.659593,0.784532,-0.000282685
81,0.655771,0.773652,0.00163629
82,0.659111,0.781717,-0.00010211
83,0.641463,0.763664,-0.0012864
84,0.641463,0.763664,-0.0012864
85,0.659315,0.783045,-0.00101989
86,0.661147,0.785269,-0.000191228
87,0.676788,0.791451,-0.000586795
88,0.676435,0.796925,-0.000964348
89,0.663105,0.785111,-0.000351105
90,0.663793,0.784047,0.000134195
91,0.682938,0.800217,-7.29478e-05
92,0.674549,0.791021,0.000700922
93,0.678597,0.794988,-4.2245e-05
94,0.678597,0.794988,-4.2245e-05
95,0.678138,0.794363,-0.000507513
96,0.675444,0.792575,3.15031e-05
97,0.673004,0.791291,0.000290712
98,0.673004,0.791291,0.000290712
99,0.678749,0.79821,-0.000960226
100,0.678749,0.79821,-0.000960226
101,0.653811,0.775284,0.000728939
102,0.642904,0.766438,-0.000254867
103,0.642904,0.766438,-0.000254867
104,0.650709,0.771218,0.000248853
105,0.632083,0.757232,2.66101e-05
106,0.621453,0.74896,-0.00161444
107,0.599184,0.726715,0.000631999
108,0.585236,0.713686,-0.00164168
