t,e^(-dS)
1,1.06385
2,1.7291
3,0.891099
4,1.0183
5,0.285361
6,0.536709
7,0.623754
8,0.607684
9,0.326606
10,1.43491
11,1.0355
12,2.55973
13,1.05522
14,0.498227
15,1.02071
16,0.499274
17,1.41949
18,0.683315
19,1.23417
20,0.973838
21,0.533658
22,0.827207
23,0.48326
24,1.18116
25,0.513503
26,1.97151
27,0.561749
28,0.632801
29,1.37878
30,1.69097
31,0.873105
32,0.377947
33,0.630337
34,1.3667
35,0.773832
36,1.3622
37,0.308819
38,0.510788
39,0.355582
40,0.817504
41,1.28698
42,0.629581
43,0.378628
44,0.61619
45,6.84145
46,0.658231
47,0.609998
48,0.507936
49,0.73286
50,0.738082
51,1.43893
52,1.02438
53,1.39724
54,1.10337
55,1.61947
56,1.60898
57,0.670119
58,0.592918
59,0.570866
60,0.726222
61,0.455573
62,0.201091
63,0.49396
64,2.04235
65,0.607441
66,0.897089
67,0.915605
68,2.73464
69,5.85912
70,0.401599
71,0.422993
72,0.472886
73,2.02729
74,0.485974
75,0.567395
76,0.603445
77,1.41907
78,0.566431
79,1.82175
80,0.501626
81,0.728476
82,1.01847
83,0.632484
84,0.501125
85,1.99951
86,1.04398
87,1.98437
88,0.793978
89,0.694474
90,1.09495
91,2.6602
92,0.97377
93,0.379994
94,0.618907
95,2.00351
96,0.72753
97,0.489388
98,0.233634
99,0.854191
100,0.471093
101,0.4018
102,0.367879
103,0.871012
104,2.31382
105,0.506161
106,0.460013
107,0.719427
108,1.08033
109,0.369206
110,0.437666
111,0.795169
112,0.318542
113,0.850867
114,1.03796
115,0.840465
116,1.02519
117,2.91247
118,0.626567
119,0.605077
120,2.50904
121,0.407587
122,1.42918
123,1.29046
124,0.519702
125,0.814973
126,1.2225
127,1.78318
128,0.75654
129,0.709071
130,0.817749
131,0.428956
132,0.520586
133,1.13826
134,0.36204
135,1.16579
136,0.994078
137,0.753143
138,1.66113
139,0.668513
140,0.836859
141,1.48959
142,2.6164
143,0.816605
144,0.817258
145,0.373402
146,1.01329
147,0.997916
148,1.12131
149,1.31495
150,1.88759
151,0.782626
152,1.34031
153,0.906885
154,0.840045
155,2.65037
156,1.54713
157,1.22544
158,0.526607
159,0.366777
160,0.621326
161,1.58344
162,1.02998
163,1.05378
164,0.394278
165,2.36553
166,2.14299
167,0.950801
168,0.377759
169,1.08843
170,0.794613
171,0.801396
172,1.30826
173,0.853508
174,0.500874
175,2.18431
176,0.78773
177,0.466172
178,1.12558
179,2.12548
180,0.772132
181,0.421262
182,0.741263
183,0.451717
184,0.37039
185,1.03929
186,1.31469
187,1.4168
188,2.53502
189,2.50979
190,5.84157
191,0.681336
192,0.496734
193,0.654751
194,0.398958
195,0.514479
196,0.927252
197,0.557384
198,0.766056
199,0.786077
200,0.888163
201,0.876166
202,0.601036
203,0.460704
204,0.426732
205,1.70523
206,0.324652
207,2.65701
208,0.604049
209,0.600616
210,1.06455
211,0.945936
212,2.4878
213,0.629267
214,4.98284
215,1.14775
216,1.6718
217,0.335209
218,1.98814
219,0.786313
220,0.43618
221,0.846962
222,1.08121
223,2.02628
224,0.596068
225,1.06177
226,1.31943
227,0.733667
228,1.3752
229,1.56487
230,0.497331
231,0.575337
232,0.436748
233,0.174122
234,0.882409
235,4.73035
236,1.08119
237,0.911704
238,1.59648
239,0.414824
240,0.661662
241,2.22154
242,0.985417
243,2.02223
244,2.46773
245,0.690872
246,1.13236
247,0.886211
248,0.955806
249,0.412921
250,1.70591
251,0.661596
252,0.75813
253,0.708079
254,1.551
255,0.727457
256,2.68854
257,1.80146
258,0.676854
259,3.48685
260,1.48617
261,0.327915
262,0.578741
263,0.129899
264,0.299392
265,0.787494
266,0.289384
267,1.02832
268,0.456211
269,0.690182
270,1.6723
271,0.384235
272,0.43863
273,1.00082
274,0.220028
275,4.43266
276,0.613607
277,1.36656
278,0.536709
279,1.31785
280,1.82212
281,1.26137
282,0.274996
283,0.77919
284,0.700823
285,0.376891
286,1.14282
287,0.332206
288,0.8473
289,1.03842
290,1.22116
291,2.49578
292,0.467246
293,0.428871
294,2.06308
295,0.428699
296,0.35665
297,1.58154
298,0.789623
299,0.420294
300,0.579494
301,1.32631
302,2.32914
303,0.847724
304,0.391332
305,1.63607
306,1.2236
307,0.548208
308,0.74647
309,1.06763
310,0.980208
311,1.2462
312,0.404259
313,0.233634
314,1.54775
315,0.589783
316,0.906495
317,1.70472
318,0.406448
319,1.63199
320,0.764678
321,0.14646
322,0.585201
323,0.533445
324,0.264213
325,3.96299
326,0.487288
327,0.8063
328,0.395977
329,0.535422
330,0.632295
331,0.775071
332,1.04748
333,0.519754
334,1.23875
335,0.647135
336,0.720795
337,0.792391
338,0.949205
339,0.908791
340,0.763914
341,1.4789
342,0.7049
343,0.262895
344,1.36944
345,0.29523
346,0.846877
347,2.57668
348,1.82066
349,1.04549
350,0.821355
351,1.42205
352,0.421094
353,0.893865
354,0.459094
355,1.66463
356,0.350638
357,0.217839
358,0.414203
359,0.753595
360,0.451356
361,0.713338
362,1.22116
363,0.69385
364,1.12908
365,0.510431
366,1.15708
367,1.00253
368,0.707442
369,1.37204
370,0.417154
371,0.475685
372,0.392193
373,1.7477
374,1.09741
