MDTU,0,2,4,6,8,10
10,0.0054812653,0.0064224691,0.009591505,0.012515291,0.015408483,0.015889075
20,0.0064958412,0.0082437029,0.0098998866,0.011057469,0.011159399,0.011595541
30,0.006849554,0.0070583227,0.010570712,0.012079469,0.013706162,0.014170648
40,0.006299253,0.0072580045,0.013425133,0.013942172,0.014410079,0.014831788
50,0.0049362703,0.005955531,0.011417972,0.013348567,0.014310604,0.015071619
60,0.0051054852,0.0053209237,0.01259591,0.014145875,0.014292381,0.014629415
70,0.0042432178,0.0053431347,0.011503393,0.011806795,0.0121299,0.012296066
80,0.0042288802,0.004355294,0.012032313,0.013530753,0.013632513,0.013957703
90,0.0041903701,0.0043060113,0.010443733,0.012156277,0.015047583,0.015433889
100,0.0045098984,0.0049791082,0.010302652,0.011949043,0.013993013,0.014094647
110,0.0041943978,0.005046488,0.010708241,0.012748927,0.014592811,0.014951665
120,0.0042716651,0.0046049944,0.01229483,0.013523291,0.014311898,0.014482639
130,0.0040362861,0.0046876454,0.010406626,0.011329745,0.012291965,0.012821128
140,0.0038381032,0.0043613421,0.010883866,0.01138595,0.013450027,0.013559821
150,0.0037344863,0.0040558065,0.01256457,0.012935555,0.013270148,0.013466198
160,0.0036595795,0.0044126027,0.010779372,0.011203502,0.013175764,0.013519145
170,0.0041265635,0.0045813261,0.012165842,0.012291631,0.012589005,0.01278564
180,0.0035215912,0.0037362243,0.011792522,0.012211578,0.012554491,0.013071113
190,0.0044117929,0.0046464491,0.011428402,0.012811364,0.01394909,0.014220255
200,0.0042546465,0.0049283888,0.012064903,0.013148557,0.013350655,0.013981943
210,0.0031813548,0.0039862936,0.010842461,0.013902842,0.014132449,0.014481412
220,0.0040006819,0.0046034182,0.01164397,0.012810586,0.013810473,0.014164412
230,0.0043834552,0.0045831499,0.011553345,0.012694284,0.013107803,0.013443271
240,0.0038327194,0.0041566751,0.0099819041,0.010911566,0.012513363,0.012879506
250,0.0037037242,0.0038519838,0.012469089,0.012991982,0.013575053,0.01399428
260,0.0041549341,0.0047027168,0.010905104,0.01193742,0.013302927,0.013844745
270,0.0040346145,0.0044559119,0.0092239671,0.010741358,0.013801206,0.014105451
280,0.0041570165,0.0043052597,0.012137006,0.012992741,0.01411034,0.014566372
290,0.0036882402,0.003843897,0.013127442,0.013570769,0.013748272,0.013965086
300,0.0038275774,0.0045431304,0.012439402,0.012772137,0.013332759,0.01390178
310,0.0034630937,0.004117722,0.012388467,0.012575057,0.012861997,0.013059361
320,0.0035701737,0.0042615735,0.012840105,0.01305612,0.013412166,0.013542762
330,0.0040260695,0.0046590275,0.012730403,0.013411623,0.014046285,0.014291231
340,0.0039524886,0.0040538597,0.013115565,0.013241287,0.013440681,0.013724661
350,0.0033915073,0.0043962547,0.013269238,0.013534562,0.013978437,0.014516543
360,0.003712318,0.0043596592,0.012402338,0.012749524,0.013046156,0.013071462
370,0.0036308904,0.0045054858,0.01265727,0.014100627,0.014304885,0.014577358
380,0.0039547172,0.0044658091,0.013224966,0.013663573,0.014010039,0.014158486
390,0.0040762804,0.0046375504,0.013884977,0.014647502,0.014936193,0.015051151
400,0.0038973553,0.0048150506,0.011072049,0.011561009,0.014366129,0.014474103
410,0.003757603,0.0043099482,0.011156202,0.01224394,0.013300538,0.013605439
420,0.004214391,0.0043153133,0.0082266932,0.0088412226,0.013237331,0.013524498
430,0.0035726293,0.0043472105,0.011378103,0.01250474,0.013920079,0.014128976
440,0.004175459,0.0046523434,0.010502674,0.012209474,0.01265022,0.012841128
450,0.004406313,0.0051250676,0.012129965,0.012291832,0.012713705,0.0131032
460,0.0039615871,0.0047141352,0.013993035,0.014296971,0.014832211,0.014890758
470,0.0044655303,0.0051189532,0.013619161,0.014051631,0.014302891,0.014386915
480,0.0041946321,0.0045404125,0.012535409,0.013773485,0.014087882,0.014477666
490,0.0047018491,0.0051679648,0.012407603,0.013275898,0.013562364,0.013744032
500,0.0046631741,0.0051483015,0.012938553,0.013329251,0.013434506,0.013770505
510,0.0044212502,0.0044662102,0.010315342,0.011443265,0.012502635,0.012714221
520,0.0040457939,0.004959797,0.011588779,0.012223738,0.012523178,0.012715485
530,0.0042657653,0.0050918539,0.010876617,0.012096126,0.012520364,0.012905594
540,0.0042848767,0.004729727,0.012586477,0.013313028,0.013648019,0.013878453
550,0.0040846455,0.0046884776,0.011155624,0.013308708,0.01380626,0.014151055
560,0.0041799269,0.0043856724,0.010996382,0.011460969,0.014120834,0.014338689
570,0.0041266488,0.0046401286,0.011461209,0.012380251,0.01266113,0.013122831
580,0.004018699,0.0041354351,0.011812336,0.012568491,0.012956574,0.012987673
590,0.0041756072,0.0045469282,0.0097864066,0.010368379,0.011917113,0.012449154
600,0.0038191493,0.0044327561,0.011829607,0.012635286,0.013095251,0.013654899
610,0.0040817843,0.0044659486,0.012223283,0.012890388,0.013352853,0.01372157
620,0.0041620883,0.0045662949,0.012733296,0.013146218,0.013730267,0.01421793
630,0.004302718,0.0047504596,0.013985004,0.014340217,0.014671803,0.014884228
640,0.0038723379,0.005087059,0.01361524,0.014172955,0.014557167,0.014998738
650,0.0042011378,0.0043334052,0.01398451,0.014143043,0.014311826,0.014908763
660,0.0032070842,0.0038942716,0.01239635,0.014141406,0.014292516,0.014604283
670,0.0039282414,0.0041471774,0.013578126,0.013686411,0.014216143,0.014300316
680,0.0037260899,0.0045244674,0.012138832,0.01279638,0.013111626,0.013522747
690,0.0040661921,0.0042824504,0.010950928,0.011298149,0.014250124,0.014482974
700,0.0040886074,0.0044301335,0.010339436,0.011489307,0.011806334,0.012178038
710,0.0036822985,0.0038450808,0.0074190891,0.0087205378,0.012861215,0.013065927
720,0.0034866619,0.0037703087,0.0070553786,0.0084566335,0.013600005,0.013792968
730,0.0039750265,0.0043770688,0.0099140726,0.01250033,0.012836164,0.0130263
740,0.0039285848,0.0045608379,0.0099790562,0.010643229,0.01350141,0.0139505
750,0.0039085702,0.0047358546,0.010730381,0.01188174,0.012689804,0.013135718
760,0.003901852,0.0044501147,0.010701058,0.011374891,0.012997953,0.013173751
770,0.0046175341,0.0052096273,0.006048303,0.0096443319,0.01398762,0.014389738
780,0.0055190836,0.0059470313,0.0080093569,0.0087782583,0.013005781,0.013413743
790,0.005548973,0.0067791397,0.0086644444,0.011080767,0.013604549,0.013992212
800,0.0057308714,0.0077994943,0.0081630018,0.0087851868,0.014097571,0.01427451
