ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.00837475, 0.00744003, -0.0240602, 0.037242
-0.00802784, -0.0599895, -0.00644909, -0.106004
-0.0578526, -0.0571948, 0.043673, -0.00396874
0.0372599, -0.0118673, 0.0795832, 0.0113017
-0.0670866, -0.202728, -0.00643456, -0.0494629
-0.0670866, -0.202728, -0.00643456, -0.0494629
0.184725, -0.17263, 0.00850184, 0.10014
0.026472, -0.231409, -0.0464194, 0.0947491
0.026472, -0.231409, -0.0464194, 0.0947491
0.026472, -0.231409, -0.0464194, 0.0947491
0.026472, -0.231409, -0.0464194, 0.0947491
0.026472, -0.231409, -0.0464194, 0.0947491
-0.00587856, -0.103584, -0.0296869, 0.15232
-0.0411936, -0.0510305, 0.0319855, 0.0141056
0.0412401, -0.0651336, 0.0517968, 0.013326
0.0402159, -0.0903669, 0.00290375, -0.0530127
0.0132368, -0.0546921, 0.0357289, -0.0409426
0.0449913, -0.0811085, 0.0584554, -0.00766526
0.0912164, -0.0344434, -0.032421, 0.0464381
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.150976, -0.0882725, 0.0336928, 0.140501
0.131219, -0.195607, 0.0445116, 0.116335
0.0298435, -0.175144, -0.0318781, 0.0273779
0.037376, -0.141489, -0.0246617, 0.07089
0.0355806, 0.0293655, 0.0302849, -0.00885765
0.0355806, 0.0293655, 0.0302849, -0.00885765
0.0355806, 0.0293655, 0.0302849, -0.00885765
0.0186079, -0.0258006, 0.0727554, 0.0311956
-0.0642361, -0.0978764, 0.0274563, 0.0196206
-0.0280327, -0.098536, -0.0103464, -0.07731
-0.0566455, -0.0910456, 0.00496856, -0.09316
-0.0566455, -0.0910456, 0.00496856, -0.09316
0.00248937, -0.0528737, 0.0730064, -0.118833
-0.0017243, -0.002158, 0.0383327, -0.0973909
0.0502872, 0.019151, -0.0279886, -0.0433702
-0.0216804, -0.102019, 0.0109984, -0.0261164
-0.0406446, -0.0106714, -0.0161656, -0.106424
-0.0406446, -0.0106714, -0.0161656, -0.106424
-0.0406446, -0.0106714, -0.0161656, -0.106424
-0.048551, -0.131903, -0.026844, -0.11932
0.0358225, -0.136255, -0.0293646, -0.0835299
-0.0186823, -0.0401356, 0.0282533, -0.127044
0.0223272, -0.15214, 0.0128457, -0.0327064
0.0223272, -0.15214, 0.0128457, -0.0327064
-0.0198605, -0.04686, -0.0426957, -0.0109842
0.0942623, -0.131401, -0.0402171, -0.046229
0.0942623, -0.131401, -0.0402171, -0.046229
0.0890308, -0.053648, -0.0902694, -0.0614904
0.16074, -0.126293, -0.0254592, 0.0157534
0.0381156, -0.220876, -0.0698591, 0.0183075
0.0265484, -0.0609346, -0.0589654, -0.0974931
0.0265484, -0.0609346, -0.0589654, -0.0974931
0.0265484, -0.0609346, -0.0589654, -0.0974931
0.0265484, -0.0609346, -0.0589654, -0.0974931
0.0265484, -0.0609346, -0.0589654, -0.0974931
0.0169905, -0.083452, 0.0270866, -0.0263514
0.0159702, -0.237998, 0.092811, -0.0745366
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.0662359, -0.120798, 0.101321, -0.0289575
0.127425, -0.206331, 0.0384603, -0.0523783
0.127425, -0.206331, 0.0384603, -0.0523783
0.150298, -0.120524, 0.0606701, -0.0122714
0.150298, -0.120524, 0.0606701, -0.0122714
0.170341, -0.134791, 0.0543078, 0.0889682
0.170341, -0.134791, 0.0543078, 0.0889682
0.170341, -0.134791, 0.0543078, 0.0889682
0.22121, -0.159996, 0.00551901, 0.0924042
0.22121, -0.159996, 0.00551901, 0.0924042
0.22121, -0.159996, 0.00551901, 0.0924042
0.22121, -0.159996, 0.00551901, 0.0924042
0.0894379, -0.13485, -0.0179263, 0.0691805
0.0894379, -0.13485, -0.0179263, 0.0691805
0.145644, -0.0696224, -0.0580063, 0.0267383
0.102988, -0.123712, -0.0572624, 0.0333399
0.102988, -0.123712, -0.0572624, 0.0333399
0.0972161, -0.19654, -0.0279371, -0.0430126
0.0644489, -0.176739, -0.0538069, -0.0934217
0.0644489, -0.176739, -0.0538069, -0.0934217
0.0644489, -0.176739, -0.0538069, -0.0934217
0.0444792, -0.139751, -0.0348053, -0.152461
0.0444792, -0.139751, -0.0348053, -0.152461
0.0444792, -0.139751, -0.0348053, -0.152461
0.0314341, 0.015533, -0.000873901, -0.0840596
0.0156411, -0.104281, -0.0424425, -0.149949
0.0880698, -0.131343, -0.0665661, -0.00415497
0.112747, -0.128256, -0.102969, -0.00583689
0.112747, -0.128256, -0.102969, -0.00583689
0.0868181, -0.0783003, -0.113577, -0.026994
0.0493511, 0.00271819, -0.103491, 2.19654e-05
-0.00704425, -0.0365631, -0.0756994, -0.00702995
0.021905, -0.0204114, -0.0636402, -0.0464805
0.025461, -0.0548016, 0.00642345, -0.13394
0.0676909, -0.0988264, -0.0093928, -0.0857886
0.183156, -0.0675564, 0.00886306, -0.0943765
0.183156, -0.0675564, 0.00886306, -0.0943765
0.183156, -0.0675564, 0.00886306, -0.0943765
0.186694, -0.0291935, -0.0549541, -0.0621744
0.182253, -0.129256, 0.052717, -0.025577
0.0926231, -0.0222834, 0.0636527, -0.0310795
0.085396, -0.0262346, 0.134043, -0.0745571
0.123552, -0.0581209, 0.0568253, -0.106642
0.123552, -0.0581209, 0.0568253, -0.106642
0.123552, -0.0581209, 0.0568253, -0.106642
0.182861, -0.0542566, 0.0691114, -0.040005
0.198162, -0.0242371, 0.135759, -0.151262
0.198162, -0.0242371, 0.135759, -0.151262
0.198162, -0.0242371, 0.135759, -0.151262
0.170003, -0.0306109, 0.0767982, 0.0389494
0.128425, -0.0132362, 0.0896864, -0.0397791
0.128425, -0.0132362, 0.0896864, -0.0397791
0.0734691, 0.0131421, 0.0299703, -0.0173334
0.0734691, 0.0131421, 0.0299703, -0.0173334
0.0734691, 0.0131421, 0.0299703, -0.0173334
0.0107787, 0.122865, 0.111349, 0.0533794
0.0564352, 0.118582, 0.0586265, 0.0572358
0.0564352, 0.118582, 0.0586265, 0.0572358
0.0564352, 0.118582, 0.0586265, 0.0572358
0.0564352, 0.118582, 0.0586265, 0.0572358
0.0393089, 0.0677268, -0.0105005, -0.000723801
0.0495154, 0.0884593, -0.0182488, -0.0644843
0.0495154, 0.0884593, -0.0182488, -0.0644843
0.0495154, 0.0884593, -0.0182488, -0.0644843
0.0495154, 0.0884593, -0.0182488, -0.0644843
0.0746459, 0.0421147, 0.053964, 0.00352886
0.0380988, 0.0517101, 0.000743692, -0.0272796
0.0978325, 0.116554, -0.0438079, -0.00842306
0.109067, 0.147418, -0.0557928, 0.0622831
0.082377, 0.178471, -0.0371116, 0.0335024
0.082377, 0.178471, -0.0371116, 0.0335024
0.082377, 0.178471, -0.0371116, 0.0335024
-0.0146812, 0.0862676, -0.0567358, -0.0853824
0.0107259, 0.0298034, -0.0182222, 0.0897147
-0.0727152, -0.0314238, -0.0604097, 0.065409
-0.0414701, -0.0971013, -0.0232832, 0.0540815
0.0102532, -0.0226177, -0.0519824, 0.034896
0.0357646, -0.0594343, 0.023356, 0.0641318
-0.018316, 0.0783469, 0.0435482, -0.0261961
-0.0377001, 0.0504208, 0.0354983, -0.0756655
0.0153481, 0.043526, 0.056619, -0.0472499
0.037046, 0.010649, 0.0161325, -0.0995505
0.0597925, 0.0109264, -0.00882728, -0.126486
0.0597925, 0.0109264, -0.00882728, -0.126486
0.0597925, 0.0109264, -0.00882728, -0.126486
-0.0159355, 0.0261548, 0.0266531, -0.102514
-0.0159355, 0.0261548, 0.0266531, -0.102514
-0.0623271, 0.0242923, 0.0424312, -0.00318564
-0.0623271, 0.0242923, 0.0424312, -0.00318564
-0.0216516, -0.0465746, 0.0864805, 0.00236404
-0.00971476, -0.00192779, -0.00991606, -0.0297566
-0.0136052, 0.078288, -0.0290419, -0.0307634
-0.0614943, 0.0908719, -0.0165466, 1.96099e-05
-0.0447035, 0.0737446, 0.0656244, -0.00306975
-0.129221, 0.101058, 0.000679016, -0.0109888
-0.0698444, -0.0290869, -0.00148828, -0.107119
-0.0447489, 0.010674, -0.0585415, -0.0894091
-0.056971, 0.0131162, -0.0728203, -0.117163
0.04678, -0.0286769, -0.0155055, 0.000263078
0.0743145, 0.0329388, -0.0209667, -0.0778693
0.0482281, -0.0109195, -0.026672, -0.0456261
0.0482281, -0.0109195, -0.026672, -0.0456261
0.0482281, -0.0109195, -0.026672, -0.0456261
0.0482281, -0.0109195, -0.026672, -0.0456261
0.0482281, -0.0109195, -0.026672, -0.0456261
0.0144965, -0.0265791, -0.0193389, -0.0821759
0.0144965, -0.0265791, -0.0193389, -0.0821759
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
0.0147521, -0.0821451, -0.0270554, -0.0404539
-0.0502286, -0.0274085, -0.105863, 0.00549907
-0.024655, 0.00968567, -0.0960147, 0.0628654
-0.024655, 0.00968567, -0.0960147, 0.0628654
0.0880851, -0.0872923, -0.0633931, 0.0286246
0.0156004, -0.12773, -0.0278116, -0.0613412
0.00546919, -0.0478036, -0.019074, 0.02006
-0.0249884, -0.0968332, -0.0402424, 0.0567989
-0.00181066, 0.0278165, -0.05959, 0.00540999
-0.00181066, 0.0278165, -0.05959, 0.00540999
-0.00181066, 0.0278165, -0.05959, 0.00540999
-0.00181066, 0.0278165, -0.05959, 0.00540999
-0.0275556, -0.0770695, -0.0633477, -0.0665944
-0.0275556, -0.0770695, -0.0633477, -0.0665944
-0.0214575, -0.131666, -0.0248095, -0.0235649
-0.0214575, -0.131666, -0.0248095, -0.0235649
-0.0424925, -0.109999, 0.00765065, -0.03943
-0.0547294, 0.0366493, -0.014214, -0.0850169
-0.0547294, 0.0366493, -0.014214, -0.0850169
-0.0547294, 0.0366493, -0.014214, -0.0850169
0.0349055, -0.080419, 0.0592285, -0.0833709
0.0349055, -0.080419, 0.0592285, -0.0833709
0.0349055, -0.080419, 0.0592285, -0.0833709
0.0349055, -0.080419, 0.0592285, -0.0833709
0.030383, -0.0693005, -0.0134869, -0.0118515
0.030383, -0.0693005, -0.0134869, -0.0118515
0.0087801, -0.0588987, 0.0384391, -0.045398
-0.0537256, -0.0379591, 0.029761, -0.0265271
-0.0692676, -0.110764, 0.0209455, -0.0592125
-0.054411, -0.0370448, 0.0445621, -0.058474
-0.0525775, -0.0372585, 0.0357555, 0.0190097
-0.0195932, -0.0676482, 0.0110557, -0.00626817
-0.00016163, -0.0748501, 0.0456284, -0.0367287
0.0129615, -0.0597437, -0.0460539, -0.0354317
0.0101299, 0.00589972, 0.0225301, -0.0413787
0.0101299, 0.00589972, 0.0225301, -0.0413787
0.0230515, -0.0805864, 0.0278209, -0.00869235
0.0109584, -0.108557, 0.0121765, 0.0762526
0.0109584, -0.108557, 0.0121765, 0.0762526
-0.0256081, -0.244561, 0.023375, 0.0611769
-0.0219942, -0.139673, 0.0459164, 0.0581641
-0.0219942, -0.139673, 0.0459164, 0.0581641
-0.0156731, -0.143459, 0.0644261, -0.0695043
0.00732227, -0.194763, 0.0436718, -0.228777
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0187066, -0.230865, 0.121304, -0.0683081
0.0357071, -0.23386, 0.103264, 0.0188092
0.0456569, -0.337484, 0.0434195, -0.016392
-0.000285963, -0.351735, 0.0438776, -0.0703071
0.138931, -0.264439, -0.00867184, -0.02248
0.100897, -0.058232, -0.0768454, 0.0400666
0.100897, -0.058232, -0.0768454, 0.0400666
0.131726, -0.0191011, 0.0330515, -0.0140339
0.0797879, -0.0756528, -0.0396426, 0.0396888
0.0624976, -0.210081, -0.0177426, -0.107088
0.125849, -0.262606, 0.00251051, -0.0944169
0.127026, -0.216796, 0.0250117, 0.027405
0.12278, -0.215, 0.0766374, -0.0221385
0.0818465, -0.293161, 0.100321, -0.000917561
0.0220545, -0.149696, 0.0628366, -0.0795635
0.0561036, -0.106803, 0.0785773, 0.0444399
0.0437576, -0.249514, 0.0300741, -0.083484
0.0803985, -0.146177, 0.0188495, 0.0601923
0.039903, -0.205788, 0.00066243, -0.0182914
0.0411705, -0.180468, 0.0242202, 0.0529666
0.0411705, -0.180468, 0.0242202, 0.0529666
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.0536414, -0.280611, 0.0951451, 0.00551075
-0.00325389, -0.151031, 0.0691092, -0.00522478
-0.0746129, -0.155757, -0.0140165, 0.24319
-0.0922689, -0.120203, 0.0310354, 0.159051
-0.1627, -0.141606, 0.190422, 0.120506
-0.189425, -0.0033532, 0.0787234, 0.143314
-0.189425, -0.0033532, 0.0787234, 0.143314
-0.189425, -0.0033532, 0.0787234, 0.143314
-0.0454802, -0.061242, 0.0344585, 0.18778
-0.0122437, -0.245427, -0.0154375, 0.141561
-0.0122437, -0.245427, -0.0154375, 0.141561
0.107023, -0.215918, 0.0273611, 0.131458
0.0260133, -0.15163, 0.0613068, 0.237157
0.113526, -0.164197, 0.023817, 0.345328
0.0358989, -0.176466, 0.100956, 0.35915
0.0358989, -0.176466, 0.100956, 0.35915
0.0358989, -0.176466, 0.100956, 0.35915
0.0051833, 0.102865, 0.101226, 0.53022
-0.052692, 0.138277, 0.0438789, 0.399314
-0.052692, 0.138277, 0.0438789, 0.399314
-0.0743569, -0.0394536, 0.0175888, 0.311554
-0.0743569, -0.0394536, 0.0175888, 0.311554
-0.0743569, -0.0394536, 0.0175888, 0.311554
-0.0188483, -0.128598, 0.0975122, 0.270474
-0.0206834, -0.0780361, 0.111409, 0.218647
-0.0741234, -0.0539101, 0.118736, 0.150363
-0.0637974, -0.0266064, 0.0689964, 0.177506
-0.0474771, 0.0310055, -0.0285226, 0.139352
-0.149634, 0.0710311, -0.0245435, 0.0637039
-0.158421, -0.00812655, -0.0405348, 0.083357
-0.160671, 0.00267676, -0.152996, 0.121945
-0.160671, 0.00267676, -0.152996, 0.121945
-0.184535, -0.0485122, -0.0486831, 0.122543
-0.0978319, 0.0599722, 0.030029, 0.0652836
-0.0978319, 0.0599722, 0.030029, 0.0652836
-0.157048, 0.0871265, -0.0213045, -0.0606954
-0.0878021, 0.0707368, -0.00104519, -0.0220373
-0.105964, -0.0482131, 0.0351285, 0.0767801
0.0351233, 0.0824845, 0.0753745, 0.0401688
-0.105215, 0.0672969, 0.00182621, 0.0162671
-0.105215, 0.0672969, 0.00182621, 0.0162671
-0.0471214, 0.0463887, -0.0106581, 0.0383539
-0.00976396, 0.0198819, -0.0137965, 0.034148
0.00911865, -0.109759, -0.0970992, -0.036622
0.130903, -0.0601164, -0.122867, -0.125799
0.0515544, -0.00611664, -0.155617, -0.108103
0.0515544, -0.00611664, -0.155617, -0.108103
0.0515544, -0.00611664, -0.155617, -0.108103
0.0515544, -0.00611664, -0.155617, -0.108103
0.0515544, -0.00611664, -0.155617, -0.108103
0.0515544, -0.00611664, -0.155617, -0.108103
-0.0277306, 0.0554492, -0.11323, -0.139322
0.0232289, 0.000194922, -0.091597, -0.074984
-0.0178782, 0.0673418, -0.0760569, -0.0665758
-0.0178782, 0.0673418, -0.0760569, -0.0665758
-0.0581912, 0.103932, 0.0130402, -0.0905139
-0.0144041, 0.0135245, 0.141461, -0.0770754
-0.0144041, 0.0135245, 0.141461, -0.0770754
0.00297134, -0.00897046, 0.167423, -0.126972
0.0738704, -0.023456, 0.223213, -0.185885
0.00647906, 0.0220673, 0.145083, -0.197306
0.00647906, 0.0220673, 0.145083, -0.197306
0.10925, 0.142761, 0.09594, -0.18061
0.0137049, 0.0717592, 0.0933115, -0.0430232
0.0137049, 0.0717592, 0.0933115, -0.0430232
-0.00260886, 0.0466161, 0.0420275, -0.0470316
0.0819234, 0.295276, 0.00717188, -0.0703831
0.081068, 0.168524, -0.123431, -0.0358509
0.251289, 0.139315, -0.053479, -0.0264605
0.159422, 0.0574751, -0.0159221, 0.0350539
0.173822, -0.0453713, 0.040423, -0.0163735
0.240075, 0.0549917, 0.0167794, 0.0102246
0.180781, 0.0261268, 0.112896, 0.000223239
0.224925, -0.00262145, -0.064894, 0.0102607
0.286513, -0.01247, -0.066859, 0.0102206
0.286513, -0.01247, -0.066859, 0.0102206
0.18284, -0.0238826, -0.145432, -0.0406946
0.201724, -0.106081, -0.129284, -0.068677
0.280367, -0.0512177, -0.158966, -0.0293934
0.0836293, 0.00726844, -0.106789, -0.0638426
0.131261, 0.00223646, -0.148916, -0.100652
0.211744, 0.0238924, -0.00913518, -0.0894578
-0.0067732, 0.0536006, -0.0113538, -0.0951435
0.186509, 0.0434144, -0.0353583, -0.0833211
0.187888, -0.0531382, 0.176084, -0.0978671
0.328501, -0.0212925, 0.151959, -0.0746111
0.290344, -0.0400578, 0.0908282, -0.0271315
0.290344, -0.0400578, 0.0908282, -0.0271315
0.290344, -0.0400578, 0.0908282, -0.0271315
0.143654, -0.0425741, 0.072522, -0.0812988
0.0808011, -0.0286106, 0.0933156, -0.016948
0.183748, -0.03809, 0.0292234, -0.0413634
0.220926, -0.0559695, 0.0185106, 0.0283522
0.220926, -0.0559695, 0.0185106, 0.0283522
0.154299, -0.0560903, 0.0745226, 0.00369614
0.154299, -0.0560903, 0.0745226, 0.00369614
0.211579, -0.0797494, 0.245141, 0.0474692
0.138691, -0.0329001, 0.273246, 0.00589275
0.138691, -0.0329001, 0.273246, 0.00589275
0.138691, -0.0329001, 0.273246, 0.00589275
0.0600286, -0.0485122, 0.22306, -0.0914976
0.0600286, -0.0485122, 0.22306, -0.0914976
0.00740441, -0.0794654, 0.0870382, -0.0437314
0.00740441, -0.0794654, 0.0870382, -0.0437314
0.00740441, -0.0794654, 0.0870382, -0.0437314
-0.0112683, -8.22084e-05, 0.129631, 0.00873727
-0.00388811, 0.0255751, 0.0809985, 0.00563025
0.0623548, 0.0412795, 0.102727, -0.0367138
0.0666348, 0.0492218, 0.0785729, -0.014946
-0.00256406, 0.00382646, 0.0728519, -0.0258843
-0.112095, 0.064999, 0.0928994, -0.0159846
-0.0660923, 0.115229, 0.091536, -0.104599
-0.0660923, 0.115229, 0.091536, -0.104599
-0.0526474, 0.0667538, 0.104084, -0.0230116
-0.0526474, 0.0667538, 0.104084, -0.0230116
-0.0526474, 0.0667538, 0.104084, -0.0230116
-0.0397555, 0.202425, 0.116966, -0.0533491
-0.123033, 0.159884, 0.0947701, 0.0469244
-0.123033, 0.159884, 0.0947701, 0.0469244
-0.0670091, 0.144264, 0.103198, 0.02273
-0.0670091, 0.144264, 0.103198, 0.02273
-0.133616, 0.13475, 0.0528521, -0.0176969
-0.0594525, 0.11007, 0.000293715, -0.135631
-0.0556355, 0.131335, -0.0242075, -0.0693639
-0.0926559, 0.0265078, 0.00861662, -0.141841
-0.0459021, 0.022775, 0.021877, -0.108574
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0593487, 0.0462251, 0.0612268, -0.0441371
-0.0462901, 0.160617, -0.00260496, -0.0884532
0.0300601, 0.129814, -0.052465, -0.144953
0.00847109, 0.111095, -0.0629786, -0.0668347
-0.0493762, 0.0520987, 0.00559059, -0.133755
-0.0493762, 0.0520987, 0.00559059, -0.133755
0.0286472, -0.125303, -0.0165206, -0.175491
0.0286472, -0.125303, -0.0165206, -0.175491
-0.0666188, -0.0707541, 0.00240223, -0.15149
-0.0333431, -0.00892194, 0.0921771, -0.18565
-0.111349, 0.0228036, 0.0311566, -0.210899
-0.0607811, 0.0682975, 0.0619319, -0.203703
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.0371558, -0.0629791, 0.0560084, -0.14503
-0.144444, -0.0416168, 0.0612374, -0.14888
-0.144444, -0.0416168, 0.0612374, -0.14888
-0.0803919, -0.031138, 0.00370889, -0.182401
-0.0803919, -0.031138, 0.00370889, -0.182401
0.0167306, -0.027005, -0.0691008, -0.108541
-0.0234717, -0.102899, -0.0743444, -0.0158791
0.0183006, -0.0402196, -0.106555, -0.0207545
0.0183006, -0.0402196, -0.106555, -0.0207545
-0.0194943, -0.0211106, -0.119261, -0.082126
-0.0194943, -0.0211106, -0.119261, -0.082126
-0.0204929, -0.0696426, -0.0614338, -0.135415
0.0250916, -0.0485404, -0.0832448, -0.0976428
-0.0360316, -0.0233151, -0.0421656, -0.0655397
-0.0344349, -0.113691, -0.0345096, -0.0821741
-0.0344349, -0.113691, -0.0345096, -0.0821741
0.0839641, -0.217576, -0.0067515, -0.124583
0.108667, -0.103057, 0.078048, -0.00196977
0.110458, -0.147049, -0.0706034, 0.0235743
0.110458, -0.147049, -0.0706034, 0.0235743
0.174216, -0.0990672, -0.0233354, 0.165866
0.311934, -0.12235, -0.0409547, 0.100153
0.0370735, -0.0485236, -0.11569, 0.193095
0.0370735, -0.0485236, -0.11569, 0.193095
0.183844, -0.090175, -0.0424026, 0.123204
0.0884575, -0.107938, -0.13889, 0.0919253
0.0884575, -0.107938, -0.13889, 0.0919253
0.136269, -0.0839209, -0.201245, 0.0886239
0.145341, -0.0333608, -0.109119, 0.0707233
0.0627878, -0.000759365, -0.139795, 0.0636297
0.0616246, -0.0134425, -0.209271, -0.026654
0.0616246, -0.0134425, -0.209271, -0.026654
-0.122465, -0.0665252, -0.224959, -0.114677
-0.122465, -0.0665252, -0.224959, -0.114677
-0.11944, -0.0334145, -0.168769, -0.0176197
-0.100585, 0.00864605, -0.094906, -0.0838891
0.00988364, -0.0416897, -0.0979299, -0.0316199
-0.0225469, -0.0380934, -0.0864324, 0.0803134
-0.0519875, -0.059081, -0.149273, 0.0837524
0.00702344, -0.031816, -0.114515, 0.1163
0.00982009, -0.131848, -0.103857, 0.15019
0.00982009, -0.131848, -0.103857, 0.15019
0.0339165, -0.017026, -0.163896, 0.16098
0.0534916, -0.0839994, -0.17238, 0.205424
0.0678814, -0.0781508, -0.151977, 0.126665
0.0678814, -0.0781508, -0.151977, 0.126665
0.0186853, -0.036263, -0.105657, 0.177669
0.0186853, -0.036263, -0.105657, 0.177669
0.0186853, -0.036263, -0.105657, 0.177669
0.000889936, -0.0559579, -0.0834793, 0.147151
0.0638751, -0.0620028, -0.0198515, 0.167009
-0.0127148, 0.00439245, 0.0791175, 0.232373
-0.0127148, 0.00439245, 0.0791175, 0.232373
0.0286524, 0.00631791, 0.0591591, 0.19384
0.0598506, -0.0901819, -0.0454479, 0.133199
0.0598506, -0.0901819, -0.0454479, 0.133199
0.121896, -0.156659, 0.0162796, 0.157647
0.0878356, -0.278207, -0.0563115, 0.0934351
0.136515, -0.16377, -0.0275064, 0.0729311
0.136515, -0.16377, -0.0275064, 0.0729311
0.0761079, -0.210567, -0.235357, -0.0629103
0.167304, -0.24084, -0.0569876, -0.00855965
0.167304, -0.24084, -0.0569876, -0.00855965
0.176088, -0.211652, -0.0479515, 0.045383
0.0516168, -0.286155, -0.0369669, 0.124804
0.06959, -0.172791, -0.115424, 0.0559339
0.0823864, -0.036327, -0.10609, 0.0738672
0.129336, -0.0485228, -0.0492316, 0.068647
0.176011, -0.0380789, -0.0738166, 0.0307599
0.0786468, -0.0364579, -0.00700179, 0.0120772
0.0786468, -0.0364579, -0.00700179, 0.0120772
0.0951017, -0.0176313, -0.0389115, 0.0263576
0.0951017, -0.0176313, -0.0389115, 0.0263576
0.0951017, -0.0176313, -0.0389115, 0.0263576
0.0465489, -0.121013, -0.0449884, -0.00280188
0.0395522, -0.0995714, -0.023911, -0.0898304
0.0395522, -0.0995714, -0.023911, -0.0898304
0.139075, -0.0937239, -0.0404065, -0.0930525
0.139075, -0.0937239, -0.0404065, -0.0930525
0.0988793, -0.0128054, -0.0317503, -0.0871674
0.0988793, -0.0128054, -0.0317503, -0.0871674
0.1606, -0.050804, -0.14634, -0.0931002
0.1606, -0.050804, -0.14634, -0.0931002
0.1606, -0.050804, -0.14634, -0.0931002
0.151661, -0.0732184, -0.047897, -0.239824
0.151661, -0.0732184, -0.047897, -0.239824
0.0463657, -0.171555, -0.0631755, -0.143758
0.0938659, -0.00113308, -0.001073, -0.00711226
0.0938659, -0.00113308, -0.001073, -0.00711226
0.0938659, -0.00113308, -0.001073, -0.00711226
0.0534084, -0.010601, 0.0274695, 0.0435622
0.0274309, 0.0942884, -0.000868371, -0.0365455
0.0664189, 0.089391, 0.00582199, 0.0564179
0.0479505, 0.105246, 0.074201, 0.0267697
0.0479505, 0.105246, 0.074201, 0.0267697
-0.0114111, 0.0562556, 0.146592, 0.092423
-0.0114111, 0.0562556, 0.146592, 0.092423
0.0552979, 0.101257, 0.0984209, -0.0552245
0.0552979, 0.101257, 0.0984209, -0.0552245
0.0152231, 0.056926, 0.107932, -0.0812748
-0.0334216, -0.0535819, 0.0690395, -0.18401
0.0648787, -0.13847, 0.017535, -0.183881
0.00973706, -0.108888, -0.0890634, -0.143245
-0.061232, -0.159527, -0.152145, -0.13681
-0.0894934, -0.204278, -0.0727803, -0.0492219
-0.0894934, -0.204278, -0.0727803, -0.0492219
0.0480784, -0.0987775, -0.0164811, -0.066226
0.0480784, -0.0987775, -0.0164811, -0.066226
0.00942326, -0.108972, 0.0300491, -0.0796754
-0.0757353, -0.0595184, 0.0394429, -0.0888873
-0.0159367, -0.0531956, 0.104777, -0.107983
0.0164628, -0.0676254, 0.00583658, -0.0895111
0.0164628, -0.0676254, 0.00583658, -0.0895111
0.0164628, -0.0676254, 0.00583658, -0.0895111
0.0164628, -0.0676254, 0.00583658, -0.0895111
0.0164628, -0.0676254, 0.00583658, -0.0895111
0.0164628, -0.0676254, 0.00583658, -0.0895111
-0.03927, -0.0781596, 0.0130154, -0.156176
0.0891882, -0.000892724, 0.074115, -0.159968
0.0891882, -0.000892724, 0.074115, -0.159968
-0.0408603, -0.107094, 0.0621299, -0.0637293
0.0154702, -0.0417652, 0.023858, 0.0918139
