MDTU,plaq,Re(det),Im(det),link
1,1.04963,0.579345,0.167701,0.156431
2,1.06959,0.604022,0.203108,0.181162
3,1.03486,0.56517,0.207127,0.190599
4,1.03616,0.573467,0.218909,0.202225
5,1.02584,0.561269,0.218552,0.214276
6,1.00257,0.539913,0.21424,0.213564
7,1.02233,0.549984,0.224901,0.211996
8,0.999317,0.526641,0.216209,0.208715
9,1.01536,0.543483,0.222244,0.206797
10,0.997639,0.523737,0.218296,0.209839
11,1.02331,0.545493,0.227229,0.211556
12,1.02331,0.545493,0.227229,0.211556
13,1.02331,0.545493,0.227229,0.211556
14,1.00098,0.524373,0.216784,0.212179
15,1.00414,0.53441,0.222095,0.214953
16,1.00811,0.539546,0.220841,0.214114
17,0.994222,0.522858,0.214558,0.209747
18,1.00321,0.529827,0.219642,0.210711
19,1.007,0.537064,0.22043,0.218786
20,0.991988,0.518934,0.212919,0.21782
21,1.00211,0.535263,0.222551,0.219349
22,1.00688,0.543157,0.221472,0.226961
23,1.00626,0.540469,0.224126,0.229823
24,1.01316,0.552957,0.225326,0.231854
25,0.999646,0.532487,0.225047,0.227357
26,1.00029,0.538579,0.220182,0.226509
27,1.00007,0.539883,0.222775,0.228374
28,0.999331,0.534951,0.222047,0.220868
29,1.00022,0.536491,0.219172,0.223643
30,1.00664,0.542869,0.217508,0.224753
31,1.00664,0.542869,0.217508,0.224753
32,1.00664,0.542869,0.217508,0.224753
33,1.00664,0.542869,0.217508,0.224753
34,0.996035,0.527479,0.219471,0.2178
35,1.0047,0.536207,0.220044,0.215393
36,1.00798,0.536924,0.218233,0.219681
37,1.00897,0.536546,0.220029,0.218121
38,1.00576,0.539205,0.220122,0.221518
39,1.00529,0.538441,0.220114,0.218438
40,0.992504,0.528968,0.21798,0.217225
41,1.00767,0.542078,0.222829,0.213279
42,0.996461,0.529541,0.221374,0.217873
43,0.989021,0.520782,0.213419,0.216775
44,1.00238,0.537907,0.221382,0.214179
45,0.998004,0.532365,0.221882,0.217197
46,0.991659,0.527514,0.217511,0.220547
47,1.00318,0.539241,0.221118,0.221347
48,0.996255,0.533452,0.219269,0.223262
49,0.993957,0.532044,0.216943,0.225066
