MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.74058,1.73821,0.090733
2,1.56092,1.47472,-0.511534
3,1.1,1.09514,0.103298
4,0.864816,0.863786,0.0421998
5,0.835039,0.810532,-0.200817
6,0.8029,0.734135,0.325106
7,0.895985,0.834889,0.32519
8,1.06529,0.988972,0.395952
9,0.878757,0.696465,0.535864
10,0.817617,0.753976,0.316256
11,1.09466,0.943674,0.554763
12,1.09466,0.943674,0.554763
13,1.09466,0.943674,0.554763
14,0.985758,0.894625,0.413964
15,1.25141,1.17556,0.42904
16,1.07667,0.978514,0.449142
17,1.07582,1.06689,0.138328
18,1.07168,1.07131,-0.0278817
19,0.907601,0.901448,-0.105504
20,0.956598,0.926824,-0.236806
21,0.975868,0.972302,-0.0833504
22,0.974095,0.972849,-0.0492491
23,0.916338,0.908334,0.120851
24,1.06288,0.958689,0.458952
25,1.00143,0.839351,0.546213
26,1.06992,0.897549,0.582355
27,1.10411,0.97775,0.512888
28,1.14646,0.830694,0.790134
29,1.15597,0.746804,0.882359
30,1.09518,0.676646,0.861147
31,1.09518,0.676646,0.861147
32,1.09518,0.676646,0.861147
33,1.09518,0.676646,0.861147
34,0.83672,0.572059,0.610614
35,1.22465,1.1006,0.537072
36,1.69618,1.43762,0.900146
37,1.41891,1.33298,0.486276
38,1.57214,1.33299,0.833527
39,2.13619,1.84736,1.07265
40,1.63891,1.16565,1.15208
41,1.71728,1.59218,0.643442
42,1.55005,1.48957,0.428755
43,1.43634,1.40795,0.284173
44,1.3336,1.23261,0.509072
45,1.49602,1.41307,0.491244
46,1.64283,1.28785,1.01996
47,2.00418,1.71405,1.03864
48,1.8912,1.85664,0.359935
49,1.69593,1.61142,0.528674
50,2.02728,1.65994,1.16382
51,1.95869,1.61257,1.1118
52,2.4109,2.12701,1.13501
53,2.8227,2.73933,0.680973
54,3.70445,3.68711,-0.357998
55,3.09397,3.07775,-0.316413
56,3.56947,3.45065,-0.913323
57,4.48329,4.0341,-1.956
58,3.32422,3.07853,-1.25422
59,3.55424,3.13216,-1.67994
60,3.11894,3.1187,0.0390134
61,3.2685,3.25034,-0.344108
62,2.92751,2.86034,-0.623546
63,2.8754,2.87182,-0.143389
64,2.22567,2.2204,-0.153141
65,2.51208,2.29389,-1.02403
66,2.35857,2.35647,-0.0996953
67,2.14266,2.12062,-0.306514
68,2.37172,2.30532,-0.557292
69,3.04365,2.94434,-0.771123
70,3.50473,3.49938,0.193594
71,2.2785,2.20501,-0.574021
72,2.49403,2.42685,-0.574962
73,2.78109,2.67176,-0.772134
74,2.78109,2.67176,-0.772134
75,1.94632,1.8941,-0.447844
76,2.32816,2.23721,-0.644355
77,1.86314,1.82975,-0.351156
78,1.504,1.47362,-0.300799
79,1.32913,1.05695,-0.805879
80,1.16606,1.13209,-0.279396
81,1.20935,1.20913,0.0231085
82,1.81734,1.67867,0.696279
83,1.28693,1.22768,0.386007
84,1.1015,1.10084,0.0380988
85,1.31088,1.3059,0.114152
86,1.2796,1.2472,0.286101
87,1.48039,1.37941,0.537397
88,1.01806,0.818057,0.606001
89,1.34375,1.08304,0.795415
90,1.60041,1.31447,0.912953
91,1.60041,1.31447,0.912953
92,0.957264,0.677692,0.676083
93,0.957264,0.677692,0.676083
94,0.933947,0.888212,0.288681
95,1.41132,1.3349,0.458106
96,1.06631,1.05562,0.15064
97,0.937354,0.933814,0.081384
98,0.896989,0.896446,-0.0311967
99,0.785921,0.782087,0.0775271
100,0.941175,0.912923,-0.22887
101,0.785232,0.75411,-0.218874
102,0.683653,0.670771,0.132088
103,0.865744,0.830177,0.245601
104,0.505762,0.457875,0.214815
105,0.463482,0.362833,0.288389
106,0.255221,0.142659,0.211628
107,0.476582,0.30336,0.367564
108,0.627374,0.304215,0.548681
109,0.502358,0.368394,0.341539
110,0.446893,0.342303,0.287302
111,0.301531,0.253975,0.162536
112,0.241209,0.187707,0.151486
113,0.268245,0.227624,0.141926
114,0.277475,0.199319,-0.19304
115,0.157443,0.110747,-0.111907
116,0.124245,0.110565,-0.0566752
117,0.107968,0.0335105,-0.102636
118,0.0219388,-0.00460606,-0.0214499
119,0.0219388,-0.00460606,-0.0214499
120,0.134976,0.097162,-0.0936916
121,0.237887,0.19543,-0.135637
122,0.25367,0.223632,-0.119739
123,0.398565,0.269313,-0.293811
124,0.697338,0.677329,-0.165847
125,0.726495,0.726108,-0.0237037
126,0.458565,0.45845,-0.0102392
127,0.382082,0.382021,0.00684301
128,0.456247,0.448508,-0.0836805
129,0.472551,0.430401,-0.19509
130,0.352414,0.34313,-0.0803603
131,0.337292,0.336357,-0.025102
132,0.424686,0.414379,-0.0929967
133,0.445919,0.399604,-0.197891
134,0.371717,0.331101,-0.168953
135,0.365608,0.345897,-0.118426
136,0.362112,0.338773,-0.127898
137,0.414055,0.345481,-0.22822
138,0.257164,0.257005,-0.00902992
139,0.500196,0.499273,-0.0303658
140,0.558576,0.459301,0.317884
141,0.503581,0.503572,-0.00303012
142,0.312652,0.243665,0.195905
143,0.669831,0.634686,0.214121
144,0.507033,0.495987,-0.105261
145,0.428681,0.384614,0.189314
146,0.458521,0.383181,0.251821
147,0.80908,0.78434,0.198548
148,0.80908,0.78434,0.198548
149,0.858055,0.821478,-0.247854
150,1.19899,1.11475,-0.44148
151,0.750744,0.748274,-0.0608479
152,0.838033,0.837878,-0.01611
153,0.796758,0.76967,-0.205989
154,0.916009,0.899175,0.174804
155,0.80364,0.768539,0.234917
156,0.848366,0.75471,0.387477
157,0.848366,0.75471,0.387477
158,0.974073,0.943984,0.240235
159,1.41692,1.31158,0.536104
160,1.29395,1.11629,0.65437
161,1.08548,0.978896,0.469061
162,1.08548,0.978896,0.469061
163,1.77608,1.77571,-0.0361265
164,1.61421,1.47656,0.652258
165,1.96392,1.81351,0.753763
166,2.26429,2.01861,1.02577
167,2.20805,2.05927,0.796822
168,2.38263,2.27164,0.71875
169,3.39766,2.95035,1.68509
170,3.19656,2.85979,1.42815
171,3.54813,3.29541,1.31511
172,3.11209,2.92986,1.0493
173,2.65857,2.31221,1.31214
174,3.57131,3.00656,1.9274
175,2.48487,2.1018,1.32552
176,2.50523,1.98285,1.53117
177,3.11218,2.25047,2.14966
178,3.10981,1.99125,2.38869
179,3.45495,2.12087,2.72738
180,4.50323,2.27163,3.88829
181,4.24697,1.86828,3.81396
182,3.05196,0.565087,2.99919
183,2.64385,1.18641,2.3627
184,2.96789,1.51045,2.55479
185,2.96789,1.51045,2.55479
186,2.36366,0.986993,2.14773
187,1.56008,1.14827,1.05609
188,2.12964,1.47872,1.53256
189,1.87417,1.13238,1.49339
190,2.20857,0.809049,2.05504
191,2.20857,0.809049,2.05504
192,2.28508,0.921903,2.09086
193,1.85312,0.602297,1.75251
194,1.5281,0.566765,1.41911
195,2.18982,0.45609,2.1418
196,1.69649,0.996996,1.37261
197,1.64807,1.08988,1.23624
198,1.54551,1.08297,1.10263
199,1.50762,1.20772,0.902402
200,1.34081,1.1588,0.674494
201,1.34081,1.1588,0.674494
202,1.82675,1.27152,1.31159
203,1.77386,0.707328,1.62674
204,1.47123,0.416689,1.41098
205,1.75191,0.345178,1.71757
206,1.57331,-0.120022,1.56872
207,1.79754,0.303889,1.77166
208,1.81663,0.455881,1.7585
209,1.71363,0.184179,1.70371
210,2.14755,0.556642,2.07416
211,2.31872,-0.318526,2.29674
212,2.28189,-0.67801,2.17884
213,1.89351,-0.812024,1.71056
214,1.89427,-0.042314,1.89379
215,1.88127,-0.968655,1.61272
216,2.4933,-1.31414,2.11886
217,1.6998,-0.898355,1.44301
218,2.3151,-1.4623,1.79481
219,1.75719,-0.805137,1.56188
220,1.92367,-0.640538,1.8139
221,2.55913,-1.6647,1.94369
222,2.12682,-1.22367,1.73954
223,2.21327,-1.4495,1.67258
224,2.38864,-1.48146,1.87373
225,2.59465,-1.91844,1.74694
226,2.55877,-1.47851,2.08838
227,1.66981,-0.637885,1.54316
228,2.19366,-1.49278,1.60741
229,1.95809,-1.44876,1.31728
230,1.88738,-1.20929,1.44908
231,1.39767,-0.790686,1.15252
232,1.6267,-0.730803,1.4533
233,1.69843,-0.372371,1.65711
234,1.33943,-0.179205,1.32739
235,1.18605,-0.0215216,1.18586
236,1.20104,0.0443229,1.20022
237,1.31704,0.109577,1.31247
238,0.803067,-0.0364216,0.802241
239,0.943255,0.284612,0.899292
240,0.92751,0.239724,0.895995
241,0.92751,0.239724,0.895995
242,0.990119,0.56671,0.811896
243,1.21319,0.799359,0.912605
244,1.21319,0.799359,0.912605
245,1.17286,0.891685,0.761906
246,0.896652,0.702728,0.556919
247,1.69055,1.03478,1.33686
248,1.60656,0.607057,1.48745
249,1.35419,0.691502,1.16433
250,1.05813,0.745977,0.750432
251,1.49437,0.797014,1.26409
252,1.447,1.18789,0.826276
253,1.45797,0.976573,1.08258
254,1.35062,0.750708,1.12278
255,1.35062,0.750708,1.12278
256,1.64185,0.893696,1.37731
257,1.40296,0.740539,1.1916
258,1.15145,0.630273,0.96363
259,0.823023,0.288447,0.770822
260,0.778318,0.547486,0.553208
261,0.751258,0.697457,0.279181
262,0.778831,0.760091,0.169825
263,0.912636,0.860504,0.304036
264,0.983306,0.888312,0.421654
265,0.915977,0.820762,0.40665
266,1.14192,1.0935,0.329008
267,0.718888,0.687453,0.210255
268,0.573897,0.549527,0.165464
269,0.856839,0.847278,0.127647
270,0.918638,0.897056,-0.197956
271,0.746009,0.734232,-0.132031
272,0.605438,0.522499,-0.30586
273,0.56455,0.511451,-0.239027
274,0.563576,0.45602,-0.331155
275,0.494415,0.46987,-0.153846
276,0.320495,0.280805,-0.154484
277,0.382689,0.287285,-0.252821
278,0.433082,0.416445,-0.118884
279,0.417762,0.333231,-0.251957
