MDTU,susyTrans,Im(bilin)
10,-0.0767833,0.000752511
20,-0.0921617,-0.00103066
30,0.0359754,-0.000382748
40,-0.0443099,-0.00349507
50,-0.0346765,0.000391833
60,-0.00358428,0.0026225
70,-0.0440805,-0.00255707
80,0.0153877,-0.000465984
90,-0.0331312,0.000783902
100,-0.11491,-0.00156788
110,-0.0200337,-0.00134858
120,-0.0434841,0.00333935
130,0.0300171,-0.00176167
140,-0.0984216,-0.00240355
150,-0.0241773,-0.00163367
160,-0.00832183,-0.000865673
170,0.0195969,-0.00274733
180,-0.00557252,0.000534503
190,0.000447851,-0.00181737
200,0.0395398,-0.00188587
210,-0.107197,-0.00420097
220,0.00716967,0.00152512
230,-0.0352863,0.00251852
240,0.0303778,0.00340884
250,0.0101482,0.00109488
260,-0.0551281,-0.000531045
270,0.000232739,0.000172256
280,-0.000690693,0.000421393
290,-0.0150459,0.00559089
300,-0.077611,-0.00247998
310,-0.118413,0.00336683
320,0.0150852,0.000902349
330,-0.00963157,0.00291591
340,-0.0719354,0.00101581
350,-0.105557,0.00255825
360,0.0245002,-0.00200813
370,0.00922249,0.00272846
380,-0.0449284,0.00107824
390,-0.0347237,-0.00383552
400,0.0230371,0.00122054
410,0.0491114,-0.00403554
420,0.056883,-0.00499037
430,0.0484414,0.00251465
440,-0.0304756,0.00181498
450,-0.0939921,-0.00507685
460,0.0293294,0.00134264
470,0.0138605,0.00112653
480,0.0320664,0.00178018
490,0.0319357,1.67244e-05
500,0.016687,0.00193998
510,0.0556644,0.00116994
520,-0.00816901,-0.000217237
530,-0.0669058,0.00187011
540,0.0610959,-0.00255583
550,0.033985,-0.00123511
560,0.0281973,0.00139061
570,0.0140917,-0.00315404
580,0.0176118,0.00390439
590,0.00671108,0.00137746
600,0.0644914,0.00121133
610,-0.066324,0.00382458
620,-0.0597954,0.00169948
630,-0.000762688,-0.000600817
640,-0.00887382,0.00265494
650,-0.0360222,0.00220536
660,0.0136847,0.00284734
670,-0.0155845,-0.00093026
680,-0.0102105,0.0018521
690,-0.032237,-0.000729086
700,-0.0236002,0.00118529
710,-0.00344942,-0.000820375
720,0.017433,0.000126246
730,-0.049717,0.00128367
740,0.0225212,-0.000519097
750,-0.029577,0.000556837
760,0.03579,0.00288564
770,0.00509726,0.000568223
780,-0.000583672,-0.00165606
790,0.0234519,-0.00272829
800,-0.049825,0.000504506
810,0.0310829,-9.47319e-05
820,0.0649409,0.000494286
830,0.0434824,0.00130778
840,0.00860741,5.87194e-06
850,-0.0176958,-0.0016911
860,-0.0313359,-0.00062089
870,0.0549517,-0.00202223
880,0.0172977,0.000936552
890,-0.0173949,-0.000116833
900,-0.00136744,0.00333177
910,0.0472408,-0.00313942
920,0.0299784,0.0011058
930,0.0463643,-0.00406457
940,0.0181756,0.000628521
950,0.0283827,-0.00251708
960,-0.0081282,-0.00140147
970,0.0792326,-0.000804193
980,-0.0513047,-0.00161876
990,-0.0257218,-0.00097327
1000,0.0131548,-0.00120004
1010,-0.0763181,-0.00408232
1020,-0.0421271,0.00204648
1030,-0.0429737,0.00132757
1040,-0.0316916,0.00095292
1050,-0.0053881,-0.000769666
1060,0.0376045,-0.00416506
1070,-0.00894128,-0.00553411
1080,0.019877,-6.5007e-06
1090,0.00180807,0.00241994
1100,0.00307832,-0.000724437
1110,0.0729984,0.00218375
1120,-0.0282054,-0.00100592
1130,-0.0542928,8.58294e-05
1140,0.123183,-0.00196902
1150,-0.0544221,-0.00148835
1160,-0.00317869,-0.00201849
1170,-0.0103164,0.00108277
1180,0.0633551,-0.00271276
1190,0.00969859,0.000209278
1200,-0.0102255,0.00088821
1210,-0.0811761,0.000983507
1220,-0.0785668,0.00118414
1230,-0.0351995,0.00185876
1240,-0.0226773,-0.00274539
1250,-0.0805213,-0.00191015
1260,-0.0776055,0.00297409
1270,-0.0388622,-0.000971496
1280,-0.04638,-0.000186459
1290,0.0715594,0.00325142
1300,-0.0503563,-8.00398e-05
1310,0.0339756,-0.00128149
1320,0.0771073,-0.000578269
1330,0.0806538,0.00295476
1340,0.0460323,0.000162048
1350,-0.0615195,-0.00256139
1360,0.111078,0.00404145
1370,-0.00158802,0.000935931
1380,-0.0479979,0.00135196
1390,-0.0321555,0.00130328
1400,0.0248621,-0.0017228
1410,0.0287833,0.00152153
1420,-0.0480155,-7.0751e-05
1430,0.00954677,0.000482939
1440,-0.0556385,0.0030536
1450,0.0775658,-0.000521126
1460,0.0124017,0.00315193
1470,-0.0343309,-0.000747691
1480,-0.0639587,-0.000757253
1490,-0.0353764,-0.00207437
1500,-0.00127987,0.00103298
1510,-0.00515272,0.000614759
1520,0.00897025,0.000948301
1530,-0.146719,0.0025059
1540,-0.0089292,-0.00137881
1550,-0.0233401,-0.000346418
1560,-0.0150508,0.00333826
1570,-0.035916,-0.000872454
1580,0.0106105,0.0013134
1590,0.0737248,-0.00213974
1600,0.0203774,-0.000828771
1610,-0.056146,0.00148547
1620,-0.0507921,-0.00182717
1630,-0.055503,-0.00390991
1640,-0.0070414,0.00131534
1650,-0.152776,-0.004206
1660,-0.0706876,-0.000898518
1670,-0.0246934,-0.000953837
1680,0.0687372,0.0031082
1690,0.0112235,0.00279461
1700,-0.0693442,-3.49446e-05
1710,-0.0121668,0.00223741
1720,0.0216916,-0.00267448
1730,0.124033,0.00372624
1740,-0.00480906,-0.00520768
1750,0.0315274,-0.00164282
1760,0.00376207,-0.00403091
1770,0.061555,0.00270719
1780,-0.0343613,-0.00143631
1790,-0.0266699,-9.99805e-06
1800,-0.00800245,-0.000236679
1810,-0.0401207,-0.00304433
1820,0.0102916,-0.000215505
1830,0.0347679,-0.000653861
1840,-0.0930292,0.00213146
1850,-0.0367036,0.00101383
1860,0.00840006,-0.00235478
1870,-0.00928861,0.00185678
1880,-0.0159601,-0.000987627
1890,0.0259766,0.00183438
1900,0.0700546,-0.00106723
1910,0.0338494,0.000119714
1920,-0.0517722,-4.65123e-05
1930,-0.00970543,0.000408588
1940,-0.036245,0.00314726
1950,0.0476343,0.00294277
1960,-0.0762172,0.000661056
1970,0.00235079,-0.00208141
1980,-0.00425164,-0.0032871
1990,-0.0324005,0.00153491
2000,0.0511111,0.0011513
2010,-0.0317654,-0.000652503
2020,-0.0020034,-0.0011054
2030,-0.0329225,0.0041478
2040,-0.0594903,0.00112859
2050,-0.0304544,-0.00329849
2060,0.00249639,-0.000662467
2070,0.0131082,-0.00257003
2080,-0.0583917,0.00143513
2090,-0.112908,-0.000437226
2100,-0.00865381,0.00369101
2110,0.0203685,0.00171914
2120,-0.021281,0.00110307
2130,-0.0112328,-0.00285517
2140,-0.0824011,-0.00135246
2150,-0.0570296,-0.000445989
2160,-0.0171316,-0.000401941
2170,-0.00726079,0.00434506
2180,-0.0306564,-0.000726301
2190,0.0375364,-0.000542098
2200,0.0409397,0.00271056
2210,0.0315501,-0.00246063
2220,0.0455931,0.00729305
2230,-0.0123726,-7.17198e-05
2240,0.00513627,0.00303442
2250,0.0505647,-0.00197934
2260,0.0501059,0.00234783
2270,0.0837,0.000907518
2280,-0.0853092,-0.0007515
2290,0.0745567,-0.000591252
2300,-0.125134,0.000321624
2310,-0.0424875,0.00105922
2320,-0.00591544,0.00125845
2330,0.0251043,-0.00096823
2340,0.0233281,-0.00301231
2350,-0.0583222,-0.00351604
2360,-0.0180453,0.00204788
2370,0.0424154,-0.00121063
2380,0.0126114,-0.00292987
2390,-0.0731963,-0.00145574
2400,-0.0407284,0.0022987
2410,-0.138064,-0.00333107
2420,0.0777458,-0.00339466
2430,-0.123763,-9.78491e-05
2440,0.0181213,-0.00062392
2450,0.075719,0.000945848
2460,-0.0716564,-0.00050283
2470,0.0132851,0.00145963
2480,-0.0335424,-8.08415e-05
2490,-0.0853388,0.000924407
2500,0.0883955,-0.000349606
2510,0.0765605,0.00344322
2520,0.0729413,0.00178498
2530,0.00220807,-0.000515175
2540,-0.0215599,0.00144153
2550,-0.0574588,-0.000458471
2560,-0.0380007,0.000681472
2570,-0.0267596,0.0027908
2580,-0.0549357,-0.000844175
2590,0.074599,0.00239283
2600,0.0347188,-0.00205589
2610,0.0128885,0.00415614
2620,0.0799481,0.00494527
2630,-0.151695,0.0038529
2640,-0.0432043,0.000357487
2650,-0.0919418,-0.00143147
2660,0.0474304,-0.00362968
2670,-0.0305841,-0.000744766
2680,0.0452665,0.000660666
2690,-0.0397927,0.00064582
2700,-0.0312783,-0.00113606
2710,0.0339188,0.00133011
2720,-0.122845,3.59758e-05
2730,-0.128407,-0.00348784
2740,-0.0607728,-0.00258131
2750,0.0107796,0.00250738
2760,-0.0200173,-0.000535217
2770,0.0244,0.00136664
2780,0.0438111,-0.000972541
2790,-0.00709202,-0.00123429
2800,-0.096452,-0.00116828
2810,-0.0321315,0.000501961
2820,0.0152817,-0.00439738
2830,-0.0156385,-0.000975733
2840,-0.0200756,0.000758564
2850,0.00492658,0.00281514
2860,0.0261163,0.00105669
2870,-0.0361776,0.000466131
2880,-0.0412991,0.00312627
2890,0.0305615,0.00117772
2900,0.0966884,0.00283634
2910,0.0128497,-0.00227886
2920,0.00579543,0.000498977
2930,-0.0832055,0.00100659
2940,-0.153861,0.000561945
2950,-0.0199215,-0.00149222
2960,-0.0517628,0.00235582
2970,0.00380731,-0.000273146
2980,0.0238016,0.00590899
2990,0.0341959,-0.00196155
3000,-0.0328,-0.00142208
3010,-0.0417538,-0.00350391
3020,0.00294898,-0.00281969
3030,0.101951,-0.00069635
3040,0.000350385,0.00143647
3050,0.0740355,-0.00294598
