MDTU,min_width,max_width
1,0.113204,0.0789131
2,0.132497,0.0893409
3,0.143534,0.0953379
4,0.152431,0.0985536
5,0.161276,0.104212
6,0.166872,0.104136
7,0.164952,0.104267
8,0.167434,0.103185
9,0.162576,0.101551
10,0.169504,0.102978
11,0.169529,0.104189
12,0.169529,0.104189
13,0.169529,0.104189
14,0.16762,0.103999
15,0.171116,0.105134
16,0.169997,0.104592
17,0.169492,0.103502
18,0.16905,0.103465
19,0.173011,0.106612
20,0.173946,0.106924
21,0.176667,0.10605
22,0.179175,0.110085
23,0.18136,0.111161
24,0.179149,0.111971
25,0.176027,0.111154
26,0.181518,0.108883
27,0.181301,0.111056
28,0.173888,0.10758
29,0.179442,0.108189
30,0.174724,0.108507
31,0.174724,0.108507
32,0.174724,0.108507
33,0.174724,0.108507
34,0.176425,0.105781
35,0.173167,0.104917
36,0.170969,0.10778
37,0.174404,0.10595
38,0.176744,0.107678
39,0.17458,0.106145
40,0.172031,0.105839
41,0.170706,0.104087
42,0.172116,0.107944
43,0.169797,0.106546
44,0.170982,0.104892
45,0.172013,0.107052
46,0.174482,0.108037
47,0.171055,0.108551
48,0.17075,0.110075
49,0.17281,0.10977
50,0.181432,0.114647
51,0.184304,0.117162
52,0.179823,0.114092
53,0.182577,0.113795
54,0.177367,0.113993
55,0.177531,0.1131
56,0.180198,0.116931
57,0.17849,0.11524
58,0.181805,0.1113
59,0.18046,0.113216
60,0.181962,0.112827
61,0.178472,0.111439
62,0.173971,0.11107
63,0.174559,0.113421
64,0.174782,0.110775
65,0.179885,0.111075
66,0.181529,0.111264
67,0.177234,0.110591
68,0.174421,0.109997
69,0.17555,0.108568
70,0.177392,0.111648
71,0.173361,0.111141
72,0.175048,0.110758
73,0.176735,0.115935
74,0.176735,0.115935
75,0.17836,0.113893
76,0.168765,0.111354
77,0.172872,0.113603
78,0.172304,0.1137
79,0.177499,0.114943
80,0.174285,0.112724
81,0.172686,0.111816
82,0.174001,0.113204
83,0.176459,0.114199
84,0.175149,0.11738
85,0.183391,0.11714
86,0.176713,0.114041
87,0.176481,0.112386
88,0.174231,0.113964
89,0.175705,0.11517
90,0.177286,0.116432
91,0.177286,0.116432
92,0.179508,0.116922
93,0.179508,0.116922
94,0.175349,0.118445
95,0.177694,0.117437
96,0.177441,0.11937
97,0.178457,0.117377
98,0.175449,0.116006
99,0.176772,0.119808
100,0.181714,0.117731
101,0.175397,0.120355
102,0.180316,0.117917
103,0.178737,0.119258
104,0.178472,0.120766
105,0.175569,0.117487
106,0.174957,0.118646
107,0.175258,0.114823
108,0.172619,0.116558
109,0.172767,0.11598
110,0.173762,0.116872
111,0.176217,0.11939
112,0.177228,0.12048
113,0.179385,0.119921
114,0.181592,0.11794
115,0.174756,0.116967
116,0.173521,0.116406
117,0.180677,0.118564
118,0.183575,0.116188
119,0.183575,0.116188
120,0.17576,0.114332
121,0.173689,0.115494
122,0.170753,0.113822
123,0.17482,0.111634
124,0.173814,0.108793
125,0.174205,0.111754
126,0.179365,0.112889
127,0.181053,0.117149
128,0.181655,0.115215
129,0.178588,0.115737
130,0.182042,0.116058
131,0.179288,0.114948
132,0.183209,0.112553
133,0.179657,0.112436
134,0.181467,0.113185
135,0.179558,0.111942
136,0.181835,0.109975
137,0.182789,0.110121
138,0.183405,0.109113
139,0.182893,0.107157
140,0.18197,0.109403
141,0.176734,0.109839
142,0.181002,0.110926
143,0.176242,0.109955
144,0.179954,0.109341
145,0.182193,0.111799
146,0.178662,0.112514
147,0.179183,0.111225
148,0.179183,0.111225
149,0.178334,0.111991
150,0.177798,0.111995
151,0.17955,0.112033
152,0.177375,0.113263
153,0.177566,0.114831
154,0.17778,0.113692
155,0.177375,0.112399
156,0.178013,0.112179
157,0.178013,0.112179
158,0.175928,0.113695
159,0.182749,0.115668
160,0.181631,0.11513
161,0.181558,0.112328
162,0.181558,0.112328
163,0.179742,0.114333
164,0.179537,0.11727
165,0.178951,0.114681
166,0.181976,0.116019
167,0.17193,0.116238
168,0.178146,0.117712
169,0.176824,0.116859
170,0.183003,0.120034
171,0.181414,0.120582
172,0.177636,0.12272
173,0.17765,0.122764
174,0.185088,0.122272
175,0.186521,0.126452
176,0.192907,0.130292
177,0.190694,0.130486
178,0.188303,0.127732
179,0.190244,0.129161
180,0.189815,0.131016
181,0.192041,0.129663
182,0.191093,0.131514
183,0.19296,0.134386
184,0.191491,0.131784
185,0.191491,0.131784
186,0.19214,0.133698
187,0.193791,0.130777
188,0.194783,0.131633
189,0.193121,0.131418
190,0.194108,0.134143
191,0.194108,0.134143
192,0.199449,0.13476
193,0.205449,0.135545
194,0.200545,0.133076
195,0.194827,0.132869
196,0.197926,0.134203
197,0.202651,0.130676
198,0.19971,0.130565
199,0.207118,0.133005
200,0.200782,0.130963
201,0.200782,0.130963
202,0.206949,0.130194
203,0.20715,0.132612
204,0.205996,0.132435
205,0.199861,0.13117
206,0.201843,0.135304
207,0.209503,0.135465
208,0.210931,0.136567
209,0.207576,0.133563
210,0.20036,0.130247
211,0.200202,0.126488
212,0.201689,0.130094
213,0.19974,0.131268
214,0.198049,0.133708
215,0.194702,0.131583
216,0.201667,0.133449
217,0.200011,0.131152
218,0.200493,0.132446
219,0.201587,0.131463
220,0.202897,0.134281
221,0.199448,0.134996
222,0.202887,0.133538
223,0.202408,0.138097
224,0.199349,0.137365
225,0.201608,0.133763
226,0.198048,0.133332
227,0.201321,0.134612
228,0.196719,0.132757
229,0.196588,0.13386
230,0.20517,0.135765
231,0.204193,0.134132
232,0.213584,0.138546
233,0.21864,0.138801
234,0.213715,0.135071
235,0.218898,0.136306
236,0.215997,0.133035
237,0.216461,0.134991
238,0.217225,0.135039
239,0.222277,0.136205
240,0.218562,0.135997
241,0.218562,0.135997
242,0.215994,0.13526
243,0.225166,0.139145
244,0.225166,0.139145
245,0.225144,0.141435
246,0.223284,0.141989
247,0.221167,0.141458
248,0.220543,0.138584
249,0.221902,0.14226
250,0.223181,0.141117
251,0.220223,0.137374
252,0.219241,0.139299
253,0.228317,0.141848
254,0.234014,0.149534
255,0.234014,0.149534
256,0.232902,0.145838
257,0.228378,0.143024
258,0.225027,0.141053
259,0.22337,0.140181
260,0.217216,0.1323
261,0.20978,0.135386
262,0.21668,0.137993
263,0.216747,0.135831
264,0.21544,0.136002
265,0.218878,0.13612
266,0.22109,0.133456
267,0.21264,0.134103
268,0.219394,0.132749
269,0.225351,0.135635
270,0.221126,0.133007
271,0.226763,0.135817
272,0.22683,0.134816
273,0.221394,0.136508
274,0.222875,0.136746
275,0.223119,0.136609
276,0.228314,0.141136
277,0.235255,0.144504
278,0.227571,0.143017
279,0.219036,0.139376
280,0.219157,0.140431
281,0.216567,0.138856
282,0.222141,0.141677
283,0.225097,0.141569
284,0.231411,0.141525
285,0.225329,0.139043
286,0.228858,0.136959
287,0.228161,0.140988
288,0.223993,0.135538
289,0.227915,0.138656
290,0.22114,0.136971
291,0.223358,0.138173
292,0.217548,0.139425
293,0.216357,0.140998
294,0.215784,0.140002
295,0.207602,0.135542
296,0.209321,0.140545
297,0.217891,0.139474
298,0.209572,0.135519
299,0.208761,0.137561
300,0.207389,0.133799
301,0.202713,0.137675
302,0.202713,0.137675
303,0.208219,0.139157
304,0.210587,0.137789
305,0.206834,0.139772
306,0.208919,0.133808
307,0.212117,0.137524
308,0.200318,0.129496
309,0.199546,0.127613
310,0.206332,0.126185
311,0.204859,0.124642
312,0.205503,0.126166
313,0.206449,0.128446
314,0.203368,0.128435
315,0.202241,0.126905
316,0.209397,0.126363
317,0.209397,0.126363
318,0.206399,0.130078
319,0.206399,0.130078
320,0.206884,0.132484
321,0.209717,0.133619
322,0.205553,0.130621
323,0.203299,0.131778
324,0.207262,0.133625
325,0.210601,0.141992
326,0.214898,0.140744
327,0.217522,0.14414
328,0.216472,0.145018
329,0.224125,0.146169
330,0.217422,0.144428
331,0.213839,0.146627
332,0.210676,0.142116
333,0.215019,0.140096
334,0.216448,0.141488
335,0.216993,0.143546
336,0.217728,0.140436
337,0.2185,0.142477
338,0.222275,0.144407
339,0.226422,0.148865
340,0.223573,0.151
341,0.217925,0.149939
342,0.217012,0.149371
343,0.21404,0.142701
344,0.210087,0.141226
345,0.21026,0.137675
346,0.21685,0.139134
347,0.21753,0.142094
348,0.217773,0.140218
349,0.220794,0.141053
350,0.223059,0.145382
