MDTU,plaq_ss,plaq_st
1,1.11541,1.13109
2,1.13313,1.14219
3,1.11545,1.08856
4,1.1273,1.07748
5,1.11467,1.06098
6,1.09012,1.03437
7,1.12033,1.05285
8,1.09524,1.03002
9,1.10549,1.05252
10,1.09273,1.02593
11,1.11193,1.05869
12,1.11193,1.05869
13,1.11193,1.05869
14,1.08268,1.0366
15,1.06674,1.04699
16,1.09049,1.04306
17,1.06756,1.03356
18,1.10783,1.02775
19,1.12629,1.01928
20,1.1093,1.00378
21,1.08978,1.0302
22,1.07677,1.04184
23,1.07803,1.03501
24,1.08016,1.04689
25,1.07748,1.02795
26,1.07821,1.02812
27,1.07546,1.02795
28,1.0908,1.02396
29,1.07144,1.0336
30,1.08058,1.04066
31,1.08058,1.04066
32,1.08058,1.04066
33,1.08058,1.04066
34,1.07077,1.0294
35,1.07699,1.04281
36,1.08376,1.04365
37,1.07604,1.04957
38,1.06189,1.05053
39,1.05387,1.05562
40,1.05092,1.03618
41,1.07383,1.0528
42,1.05313,1.04304
43,1.06152,1.02622
44,1.08854,1.03379
45,1.08426,1.02673
46,1.06278,1.02707
47,1.06584,1.04461
48,1.04661,1.04364
49,1.06027,1.03099
50,1.05512,1.02552
51,1.06411,1.03653
52,1.06075,1.02438
53,1.04832,1.03143
54,1.04418,1.04344
55,1.05464,1.03594
56,1.02979,1.02865
57,1.04527,1.05473
58,1.05902,1.02127
59,1.0785,1.03603
60,1.08131,1.02951
61,1.08776,1.02871
62,1.06554,1.0324
63,1.06655,1.03115
64,1.09262,1.04242
65,1.082,1.02438
66,1.09233,1.01521
67,1.098,1.02216
68,1.10278,1.02756
69,1.09235,1.04866
70,1.07538,1.03577
71,1.10499,1.03168
72,1.08655,1.03184
73,1.10359,1.04332
74,1.10359,1.04332
75,1.08882,1.0184
76,1.11325,1.03743
77,1.08912,1.02572
78,1.09067,1.02083
79,1.10541,1.02045
80,1.10068,1.03978
81,1.07884,1.03941
82,1.07761,1.05475
83,1.09198,1.03365
84,1.12918,1.03577
85,1.12403,1.021
86,1.12771,1.0343
87,1.10979,1.02148
88,1.12506,1.03379
89,1.10585,1.02371
90,1.10534,1.03618
91,1.10534,1.03618
92,1.13852,1.01687
93,1.13852,1.01687
94,1.1376,1.00407
95,1.15434,1.02161
96,1.13268,1.00556
97,1.12722,1.02371
98,1.11936,1.02236
99,1.12129,1.02282
100,1.12488,1.00404
101,1.14618,1.01764
102,1.13391,1.00106
103,1.13845,1.00018
104,1.13513,0.998591
105,1.13955,1.0023
106,1.14175,0.995182
107,1.13917,1.00795
108,1.13012,1.00736
109,1.14156,1.00984
110,1.13483,1.00766
111,1.17656,0.988049
112,1.16122,0.979548
113,1.14834,0.990076
114,1.13522,1.00685
115,1.1201,1.01903
116,1.13312,1.01805
117,1.13178,1.02672
118,1.11992,1.02807
119,1.11992,1.02807
120,1.10951,1.02005
121,1.12468,1.02976
122,1.11243,1.02232
123,1.08952,1.03899
124,1.10207,1.04419
125,1.11076,1.03337
126,1.1241,1.03159
127,1.13568,1.01673
128,1.15422,1.01947
129,1.15266,1.01464
130,1.16114,1.00951
131,1.17017,1.01258
132,1.15864,1.0133
133,1.14557,1.0403
134,1.14871,1.01504
135,1.13917,1.03667
136,1.12945,1.03588
137,1.10992,1.03849
138,1.08867,1.05115
139,1.04754,1.06209
140,1.04027,1.06259
141,1.07981,1.06579
