MDTU,S_F
1,0.980064
2,0.992747
3,1.00373
4,0.999258
5,1.00399
6,1.00006
7,0.996379
8,1.00309
9,0.999802
10,0.999486
11,1.00127
12,0.998721
13,0.997172
14,1.00369
15,0.997919
16,0.99878
17,0.995672
18,1.00272
19,0.995946
20,0.995336
21,0.995009
22,1.00097
23,0.999114
24,1.00346
25,1.00068
26,0.998821
27,0.994423
28,0.996158
29,0.99512
30,1.00221
31,0.99848
32,1.00299
33,0.99832
34,1.00339
35,0.999343
36,1.00139
37,0.998411
38,1.00244
39,0.996253
40,0.998344
41,1.00088
42,1.00501
43,0.99573
44,0.998178
45,1.00458
46,0.997451
47,0.998546
48,0.999602
49,1.00056
50,0.999274
51,0.999933
52,1.00152
53,0.998484
54,0.99478
55,0.998794
56,0.998479
57,0.996374
58,0.995128
59,0.994052
60,1.00485
61,0.99943
62,1.00483
63,0.99787
64,0.996752
65,1.00062
66,0.995883
67,0.998552
68,1.0018
69,0.997415
70,0.997126
71,1.0026
72,1.00341
73,1.00243
74,0.996523
75,1.00341
76,1.00315
77,1.00365
78,0.997993
79,0.999349
80,1.00246
81,1.00366
82,0.997525
83,0.997372
84,0.999409
85,1.00134
86,0.99969
87,0.994662
88,0.999452
89,0.998159
90,1.00082
91,0.996252
92,1.00152
93,1.00046
94,1.00118
95,1.00016
96,1.00102
97,1.00459
98,0.999175
99,0.99907
100,1.00306
101,0.999238
102,1.00153
103,1.00265
104,0.997626
105,0.998199
106,0.99976
107,1.00109
108,1.00125
109,0.997716
110,0.997293
111,0.997461
112,0.997285
113,0.997839
114,0.994958
115,1.00028
116,1.00208
117,0.996753
118,1.00339
119,1.00088
120,0.99763
121,1.00602
122,0.996147
123,0.999525
124,0.998801
125,0.999489
126,0.999469
127,0.998351
128,0.997738
129,1.00051
130,1.00251
131,1.00258
132,1.00021
133,0.999205
134,1.00233
135,0.996704
136,1.00935
137,0.99953
138,0.997991
139,1.00231
140,1.00061
141,0.997066
142,1.00314
143,0.998766
144,1.00085
145,0.999487
146,0.999994
147,1.00588
148,1.00151
149,1.00209
150,1.00002
151,0.998007
152,0.997699
153,1.00461
154,1.00298
155,1.00199
156,1.00168
157,0.99694
158,0.998891
159,0.997413
160,1.00268
161,0.999808
162,0.999395
163,0.995878
164,0.998973
165,0.998048
166,1.00143
167,1.00206
168,1.00113
169,0.996911
170,0.999634
171,1.00048
172,1.00266
173,0.999455
174,0.999253
175,1.00034
176,0.996256
177,1.00142
178,0.994323
179,0.99753
180,0.998356
181,0.99791
182,0.997819
183,0.997693
184,0.998653
185,0.998374
186,1.00144
187,1.00443
188,0.998491
189,0.995963
190,1.00042
191,0.996991
192,0.999398
193,0.998124
194,0.995694
195,1.00226
196,1.00129
197,0.994338
198,0.999108
199,0.995245
200,0.998791
201,0.996624
202,0.996188
203,0.998516
204,1.00295
205,0.998291
206,0.999796
207,0.999741
208,0.999658
209,0.999731
210,0.99571
211,0.999461
212,1.00453
213,1.00197
214,0.999777
215,1.00204
216,1.002
217,0.998624
218,0.997623
219,1.00262
220,0.99946
221,0.996746
222,1.00485
223,0.999438
224,1.00301
225,1.00585
226,1.00164
227,0.995765
228,0.995952
229,1.00116
230,0.999539
231,0.999787
232,1.00054
233,0.997218
234,0.999846
235,0.997865
236,0.998751
237,0.996756
238,1.00162
239,1.00218
240,1.002
241,1.0007
242,0.999073
243,1.00149
244,0.997246
245,0.999928
246,0.994562
247,1.00225
248,1.00571
249,0.998606
250,0.997506
251,0.999902
252,1.0004
253,1.00128
254,1.00385
255,1.00118
256,1.00018
257,0.996475
258,0.996971
259,1.00246
260,1.00209
261,0.996655
262,1.00175
263,1.00038
264,0.998359
265,0.999599
266,0.996697
267,0.998715
268,0.994887
269,0.999011
270,1.00205
271,0.999635
272,1.00111
273,0.999582
274,1.00077
275,0.997281
276,1.00004
277,1.00618
278,1.00036
279,1.00252
280,1.00033
281,0.999294
282,1.00532
283,1.00185
284,1.00199
285,0.998422
286,1.00141
287,1.00014
288,0.999971
289,1.00202
290,0.998345
291,1.00131
292,1.00197
293,0.998428
294,1.00281
295,1.00162
296,1.00038
297,1.00181
298,0.995885
299,0.998573
300,1.00251
301,0.999365
302,1.00007
303,1.00116
304,1
305,1.00022
306,0.997327
307,1.00512
308,1.00153
309,0.999682
310,1.00194
311,0.996242
312,1.00496
313,1.00032
314,1.00207
315,1.00198
316,1.00099
317,0.993395
318,1.00631
319,1.00587
320,1.00219
321,0.996303
322,1.0044
323,1.00207
324,1.00014
325,1.00243
326,0.994487
327,1.00095
328,0.996946
329,1.00096
330,1.00333
331,0.996015
332,1.0015
333,0.999079
334,0.999779
335,1.00561
336,1.00055
337,1.00146
338,0.997439
339,1.00423
340,1.0024
341,1.00466
342,1.00061
343,1.00209
344,1.00134
345,1.00284
346,0.996171
347,1.00507
348,1.00423
349,0.996965
350,1.00469
351,1.00025
352,1.00039
353,0.993996
354,1.00042
355,1.00059
356,0.998306
357,0.997779
358,0.999855
359,1.00277
360,0.997713
361,1.00462
362,1.00042
363,1.00149
364,0.999188
365,1.00094
366,1.00022
367,0.999651
368,0.999206
369,0.999534
370,0.997694
371,0.995424
372,1.00001
373,1.00117
374,0.998689
375,1.00254
376,1.00046
377,0.99932
378,0.999791
379,1.00029
380,1.00238
381,0.997875
382,1.00278
383,1.0019
384,0.99845
385,0.997809
386,1.0016
387,0.997006
388,1.00402
389,1.00195
390,1.00331
391,0.997195
392,1.00007
393,1.00015
394,0.99812
395,1.00141
396,0.99892
397,0.99987
398,1.00178
399,1.00301
400,1.00035
401,1.00655
