t,cg_iters
1,5009
2,7062
3,7789
4,8316
5,8527
6,9128
7,8752
8,8169
9,7875
10,8481
11,6620
12,6386
13,6260
14,6361
15,5964
16,5780
17,5851
18,6040
19,5845
20,5328
21,5698
22,5883
23,5823
24,6075
25,5731
26,5604
27,5518
28,5469
29,5292
30,5349
31,5265
32,5441
33,5755
34,5666
35,5438
36,5287
37,5341
38,5384
39,5185
40,5355
41,5692
42,5686
43,5716
44,5910
45,6031
46,5828
47,5697
48,5675
49,5119
50,5152
51,5462
52,5369
53,5281
54,5007
55,4851
56,5006
57,4763
58,4887
59,4921
60,5037
61,5049
62,4960
63,4987
64,5025
65,5003
66,4850
67,4830
68,4853
69,4842
70,4807
71,4892
72,4903
73,4818
74,4850
75,4875
76,4967
77,4971
78,4766
79,4877
80,5053
81,4998
82,5152
83,4977
84,4794
85,4850
86,4754
87,4813
88,4934
89,4704
90,4629
91,4738
92,4732
93,4843
94,4804
95,4869
96,4813
97,4938
98,5012
99,5039
100,4911
101,5006
102,4890
103,5030
104,5249
105,5609
106,5513
107,5466
108,5369
109,5256
110,5494
111,5354
112,5197
113,5216
114,5164
115,5212
116,5285
117,5089
118,5184
119,4911
120,4991
121,5007
122,5144
123,4968
124,4756
125,4675
126,4724
127,4715
128,4966
129,4916
130,5155
131,4875
132,4807
133,4901
134,4966
135,4751
136,4779
137,4906
138,4769
139,5129
140,4835
141,4689
142,4675
143,4579
144,4633
145,4597
146,4584
147,4580
148,4544
149,4571
150,4698
151,4750
152,4737
153,4890
154,4727
155,4702
156,4711
157,4626
158,4757
159,4710
160,4639
161,4580
162,4644
163,4545
164,4692
165,4796
166,4911
167,4797
168,4584
169,4617
170,4781
171,4770
172,4737
173,4612
174,4602
175,4678
176,4670
177,4799
178,4869
179,4848
180,4860
181,4775
182,4730
183,4871
184,5190
185,5245
186,5255
187,5205
188,5114
189,5261
190,5199
191,4887
192,4998
193,5175
194,5322
195,5243
196,5341
197,5682
198,5845
199,5671
200,5624
201,5281
202,5138
203,4911
204,5262
205,5302
206,5147
207,5065
208,5301
209,5530
210,5359
211,5114
212,5203
213,5459
214,5372
215,5291
216,5423
217,5211
218,5119
219,5228
220,5114
221,5146
222,4981
223,5066
224,5133
225,5168
226,5222
227,5249
228,5147
229,5100
230,5223
231,5335
232,5256
233,5597
234,5465
235,5645
236,5519
237,5770
238,6054
239,6189
240,6011
241,5882
242,5686
243,5331
244,5658
245,5694
246,6123
247,6085
248,5812
249,5661
250,5870
251,6034
252,5705
253,5622
254,5674
255,5473
256,5597
257,5602
258,5553
259,5638
260,5775
261,5850
262,6175
263,6142
264,5784
265,5620
266,5738
267,5755
268,5675
269,5360
270,5360
271,5753
272,5681
273,5584
274,5633
275,5934
276,6536
277,7005
278,6282
279,6332
280,6302
281,6381
282,5767
283,5861
284,5790
285,5428
286,5494
287,5275
288,5338
289,5403
290,5341
291,5368
292,5351
293,5344
294,5435
295,5459
296,5737
297,5631
298,5540
299,5482
300,5247
301,5129
302,5225
303,5069
304,5327
305,5250
306,5164
307,5164
308,5138
309,5167
310,5301
311,5154
312,5243
313,5333
314,5335
315,5603
316,5160
317,5449
318,5272
319,5145
320,5328
321,5162
322,5389
323,5447
324,5372
325,5350
326,5851
327,5975
328,5887
329,6019
330,5730
331,5676
332,5413
333,5260
334,5270
335,5268
336,5234
337,5385
338,5378
339,5565
340,5505
341,5532
342,5470
343,5449
344,5335
345,5446
346,5458
347,5671
348,5642
349,5858
350,5989
351,6100
352,6016
353,6278
354,5833
355,5912
356,6291
357,5996
358,6173
359,6520
360,6380
361,6024
362,6348
363,6518
364,5808
365,5629
366,5457
367,5434
368,5481
369,5601
370,5228
371,5181
372,5312
373,5419
374,5128
375,5098
376,5209
377,5144
378,5142
379,5286
380,5184
381,5131
382,5126
383,5171
384,5005
385,4818
386,4894
387,4817
388,5085
389,5099
390,5104
391,4972
392,5081
393,5386
394,5452
395,5247
396,5545
397,5576
398,5416
399,5482
400,5853
401,5711
402,5889
403,5433
404,5468
405,5732
406,5950
407,5703
408,5662
409,5753
410,5845
411,5796
412,5991
413,5788
414,5776
415,5679
416,5496
417,5634
418,5500
419,5497
420,5462
421,5320
422,5383
423,5322
424,5631
425,5886
426,5694
427,5781
428,5582
429,5677
430,5914
431,5790
432,5632
433,5356
434,5604
435,5789
436,5968
437,5661
438,5313
439,5036
440,5404
441,5839
442,5898
443,5474
444,5442
445,5909
446,6406
447,6292
448,5946
449,5860
450,5621
451,5485
452,5597
453,5713
454,5503
455,5443
456,6051
457,6491
458,6406
459,6088
460,6094
461,6246
462,5974
463,6595
464,7121
465,7103
466,7216
467,6474
468,5927
469,5719
470,5655
471,5789
472,6220
473,6047
474,5984
475,5710
476,6080
477,5709
478,5671
479,5603
480,5598
481,6325
482,6301
483,5840
484,5978
485,6118
486,6071
487,6285
488,6662
489,6581
490,6426
491,6543
492,6434
493,6028
494,6049
495,5930
496,5792
497,5906
498,6124
499,6058
500,5486
501,5296
502,5770
503,5730
504,5400
505,5529
506,5432
507,5365
508,5511
509,5423
510,5669
511,5268
512,4909
513,4968
514,5031
515,5129
516,5350
517,5466
518,5123
519,5083
520,5284
521,5240
522,5080
523,5165
524,5115
525,4992
526,5028
527,5100
528,5088
529,4948
530,4987
531,5194
532,5205
533,5075
534,5106
535,5107
536,4940
537,4839
538,4741
539,4809
540,4819
541,4891
542,4882
543,4740
544,4736
545,4641
546,4729
547,4806
548,4806
549,4763
550,4745
551,4795
552,4932
553,4921
554,4796
555,4716
556,4829
557,4917
558,5044
559,5024
560,4799
561,4751
562,4820
563,4829
564,4774
565,4869
566,4806
567,5026
568,4977
569,4914
570,4934
571,4957
572,4975
573,5086
574,4867
575,5035
576,4936
577,5111
578,4914
579,4857
580,5003
581,4888
582,4869
583,4875
584,4828
585,4856
586,4850
587,5002
588,5098
589,5094
590,4877
591,5062
592,5314
593,5594
594,5493
595,4981
596,5101
597,5296
598,5515
599,5650
600,5613
601,5744
602,5777
603,5528
604,5149
605,5285
606,5303
607,5280
608,5507
609,5310
610,5109
611,5159
612,5547
613,5665
614,5428
615,5544
616,5744
617,5741
618,5891
619,5915
620,5499
621,5287
622,5098
623,5283
624,5640
625,5548
626,5542
627,5610
628,5369
629,5358
630,5093
631,5322
632,5972
633,5808
634,5361
635,5780
636,5435
637,5117
638,5275
639,5556
640,5531
641,5808
642,5491
643,5139
644,5087
645,5364
646,5607
647,5546
648,5347
649,5183
650,5746
651,5962
652,6238
653,6315
654,5911
655,5667
656,5430
657,5562
658,5768
659,5806
660,6202
661,6482
662,6577
663,6547
664,6925
665,7041
666,6445
667,6379
668,6298
669,6222
670,5938
671,5873
672,5620
673,5646
674,6134
675,6572
676,6178
677,6267
678,6075
679,6251
680,6147
681,6491
682,6259
683,6300
684,5911
685,5651
686,5688
687,5350
688,5528
689,5679
690,5984
691,6249
692,6166
693,5700
694,5700
695,6165
696,5923
697,6381
698,6457
699,6390
700,6356
701,6803
702,6735
703,6912
704,6424
705,6034
706,6494
707,6361
708,6241
709,5877
710,6623
711,6912
712,6627
713,6243
714,6212
715,6281
716,6869
717,6641
718,6073
719,5904
720,6187
721,6236
722,6085
723,5580
724,5633
725,6004
726,6213
727,6345
728,6479
729,6400
730,5910
731,5988
732,5703
733,5625
734,5962
735,6373
736,6313
737,6391
738,6447
739,5981
740,5972
741,5928
742,5779
743,5901
744,5993
745,6044
746,5903
747,5924
748,5696
749,5552
750,5619
751,5628
752,5611
753,6224
754,6794
755,6751
756,7066
757,7099
758,7231
759,6580
760,6339
761,5976
762,5914
763,6199
764,6098
765,5545
766,5522
767,5372
768,5151
769,5236
770,5522
771,5807
772,5891
773,6194
774,6564
775,6769
776,6505
777,6351
778,6041
779,6148
780,6738
781,6271
782,6148
783,6150
784,6228
785,6011
786,6008
787,5934
788,5831
789,6040
790,6124
791,6276
792,6183
793,5582
794,5737
795,5899
796,6368
797,6245
798,6069
799,6069
800,6142
801,5852
802,5810
803,5467
804,5222
805,5620
806,6059
807,6293
808,6471
809,6337
810,6247
811,5966
812,6049
813,6154
814,6752
815,6785
816,6051
817,5977
818,6007
819,5591
820,5438
821,5446
822,5698
823,5912
824,6011
825,5655
826,5509
827,5568
828,5617
829,5657
830,6015
831,5994
832,5762
833,6193
834,6284
835,6077
836,5514
837,5401
838,5244
839,5056
840,4966
841,5307
842,5463
843,5478
844,5429
845,5286
846,5163
847,5068
848,4965
849,4952
850,5025
851,5111
852,5020
853,5214
854,5283
855,5475
856,5416
857,5392
858,5093
859,5149
860,4997
861,5124
862,5163
863,5230
864,5434
865,5473
866,5610
867,5484
868,5488
869,5605
870,5501
871,5651
872,5613
873,5968
874,5949
875,6235
876,6753
877,6123
878,6018
879,6064
880,6051
881,6063
882,6209
883,6372
884,6081
885,5959
886,5987
887,5946
888,6460
889,6238
890,6365
891,6254
892,6591
893,6511
894,6539
895,6592
896,6456
897,6810
898,7248
899,6669
900,6361
901,6538
902,6436
903,6692
904,6476
905,5989
906,5865
907,6251
908,6578
909,6250
910,6662
911,6091
912,5928
913,6138
914,5693
915,5481
916,5628
917,5415
918,5422
919,5541
920,5719
921,5464
922,5658
923,5820
924,6127
925,5983
926,6350
927,6064
928,5915
929,6350
930,6216
931,6262
932,6272
933,5853
934,5550
935,5666
936,6083
937,5945
938,5815
939,5786
940,5977
941,5828
942,6282
943,6342
944,5797
945,5922
946,5826
947,5712
948,5335
949,5238
950,5298
951,5323
952,5137
953,5129
954,5283
955,5299
956,5323
957,5313
958,5149
959,5109
960,5139
961,5168
962,5124
963,5024
964,5145
965,5250
966,5212
967,5058
968,4880
969,4906
970,4784
971,4815
972,4769
973,4769
974,4824
975,4680
976,4573
977,4747
978,4774
979,4778
980,4782
981,4744
982,4686
983,4721
984,4734
985,4807
986,4717
987,4688
988,4716
989,4740
990,4780
991,4778
992,4750
993,4802
994,4834
995,4915
996,4885
997,4940
998,5095
999,5067
1000,4962
1001,5056
1002,5055
1003,5115
1004,5093
1005,5055
1006,4938
1007,5115
1008,5176
1009,5187
1010,4998
1011,4948
1012,5085
1013,5050
1014,4924
1015,5001
1016,5026
1017,5013
1018,5002
1019,5027
1020,4991
1021,4938
1022,5039
1023,5234
1024,5077
1025,5192
1026,5037
1027,5105
1028,5049
1029,4998
1030,5105
1031,5132
1032,5040
1033,5033
1034,5038
1035,5228
1036,5149
1037,5160
1038,5274
1039,5378
1040,5382
1041,5328
1042,5338
1043,5737
1044,5641
1045,5724
1046,5861
1047,5833
1048,5750
1049,5459
1050,5416
1051,5343
1052,5419
1053,5245
1054,5424
1055,5498
1056,5216
1057,5212
1058,5427
1059,5394
1060,5602
1061,5340
1062,5355
1063,5422
1064,5457
1065,5190
1066,5314
1067,5651
1068,5370
1069,5302
1070,5270
1071,5303
1072,5339
1073,5177
1074,5261
1075,5184
1076,5033
1077,5190
1078,5089
1079,4877
1080,5169
1081,5535
1082,5472
1083,5978
1084,6498
1085,6630
1086,6063
1087,5867
1088,5949
1089,5623
1090,6292
1091,6385
1092,7235
1093,7788
1094,7367
1095,7313
1096,6520
1097,5136
1098,5201
1099,5777
1100,6936
1101,7499
1102,8262
1103,7993
1104,7396
1105,7763
1106,7538
1107,6540
1108,6650
1109,8363
1110,7435
1111,6075
1112,5651
1113,6120
1114,5808
1115,5775
1116,6774
1117,7008
1118,6783
1119,5820
1120,6213
1121,6196
1122,5540
1123,5101
1124,4449
1125,4581
1126,4749
1127,4993
1128,5141
1129,5480
1130,5488
1131,5413
1132,5445
1133,5150
1134,6262
1135,6486
1136,6262
1137,6132
1138,5800
1139,6426
1140,7242
1141,7760
1142,7985
1143,7830
1144,6033
1145,6798
1146,7698
1147,7287
1148,6823
1149,6472
1150,6735
1151,6771
1152,5688
1153,5006
1154,4785
1155,4942
1156,5043
1157,5934
1158,5860
1159,5004
1160,5490
1161,5006
1162,4725
1163,5201
1164,5184
1165,4979
1166,5676
1167,6050
1168,5254
1169,5339
1170,5996
1171,6608
1172,6505
1173,7048
1174,6028
1175,5389
1176,4786
1177,5017
1178,5466
1179,6108
1180,6396
1181,5589
1182,6351
1183,7521
1184,7531
1185,6829
1186,5595
1187,6468
1188,6370
1189,6237
1190,7508
1191,8542
1192,6444
1193,6920
1194,6393
1195,6417
1196,5784
1197,5833
1198,6612
1199,6897
1200,7189
1201,7102
1202,6323
1203,5746
1204,6451
1205,6067
1206,6413
1207,6636
1208,7428
1209,6622
1210,6526
1211,6056
1212,5797
1213,6181
1214,5511
1215,5982
1216,5672
1217,5000
1218,4908
1219,5838
1220,6031
1221,6419
1222,5377
1223,5251
1224,5680
1225,5998
1226,5284
1227,6188
1228,5951
1229,5644
1230,6955
1231,7301
1232,6274
1233,6452
1234,6085
1235,6035
1236,5733
1237,5064
1238,4904
1239,4934
1240,5178
1241,5145
1242,5278
1243,5081
1244,5139
1245,5277
1246,5604
1247,6578
1248,6846
1249,7079
1250,7193
1251,7037
1252,9190
1253,9387
1254,7444
1255,7113
1256,7172
1257,7435
1258,7481
1259,7504
1260,7407
1261,6668
1262,7291
1263,7137
1264,7146
1265,6609
1266,6715
1267,6523
1268,6185
1269,6423
1270,7325
1271,7659
1272,7482
1273,8056
1274,9361
1275,9929
1276,10321
1277,9426
1278,8082
1279,8405
1280,7614
1281,7400
1282,7432
1283,6410
1284,7047
1285,7720
1286,7173
1287,6993
1288,8039
1289,7657
1290,7170
1291,6581
1292,6507
1293,6915
1294,6670
1295,6901
1296,6067
1297,4965
1298,4998
1299,4971
1300,4909
1301,4529
1302,4679
1303,5191
1304,6259
1305,6449
1306,6774
1307,6975
1308,7939
1309,7914
1310,8509
1311,7394
1312,6799
1313,7026
1314,6364
1315,7399
1316,7257
1317,6697
1318,6726
1319,5935
1320,5502
1321,6096
1322,7801
1323,7884
1324,7655
1325,7712
1326,8204
1327,6949
1328,7124
1329,6195
1330,5554
1331,6525
1332,7691
1333,7030
1334,6898
1335,5920
1336,6628
1337,5987
1338,5872
1339,5914
1340,5959
1341,5336
1342,5370
1343,5387
1344,6605
1345,6951
1346,6930
1347,6722
1348,7399
1349,9112
1350,9085
1351,8822
1352,8180
1353,7081
1354,7610
1355,7558
1356,7604
1357,7804
1358,8025
1359,8392
1360,6894
1361,6861
1362,7470
1363,7718
1364,6761
1365,6883
1366,7574
1367,6512
1368,6998
1369,8777
1370,9880
1371,10410
1372,8225
1373,7013
1374,6938
1375,7261
1376,7749
1377,8360
1378,8254
1379,7894
1380,7869
1381,7307
1382,7414
1383,7550
1384,6955
1385,8062
1386,8546
1387,7870
1388,6548
1389,6173
1390,7849
1391,7769
1392,7868
1393,9991
1394,9530
1395,10299
1396,9857
1397,10989
1398,9293
1399,8717
1400,11535
1401,14077
1402,14590
1403,13743
1404,11333
1405,9817
1406,10372
1407,9418
1408,9675
1409,10431
1410,13304
1411,14806
1412,11729
1413,8230
1414,7698
1415,8680
1416,9610
1417,8427
1418,7474
1419,7837
1420,8353
1421,8431
1422,8496
1423,7935
1424,7892
1425,8226
1426,7600
1427,7290
1428,7548
1429,7507
1430,6462
1431,5893
1432,6618
1433,5964
1434,6181
1435,6322
1436,5988
1437,7190
1438,7652
1439,6585
1440,6412
1441,6526
1442,6981
1443,8276
1444,9676
1445,9186
1446,8619
1447,7473
1448,9592
1449,10794
1450,8564
1451,7392
1452,8109
1453,8746
1454,7918
1455,8162
1456,7586
1457,8690
1458,8342
1459,9632
1460,9832
1461,8721
1462,8606
1463,8973
1464,8933
1465,8352
1466,7531
1467,7311
1468,6647
1469,9190
1470,10639
1471,9507
1472,8308
1473,9287
1474,8870
1475,8355
1476,8352
1477,8361
1478,7752
1479,6868
1480,7450
1481,8320
1482,8230
1483,9022
1484,11203
1485,9819
1486,10141
1487,12844
1488,11670
1489,12566
1490,11176
1491,8835
1492,7464
1493,9035
1494,9288
1495,10986
1496,11392
1497,11550
1498,11906
1499,12870
1500,11589
1501,9822
1502,9389
1503,7475
1504,7119
1505,7760
1506,8650
1507,8899
1508,9939
1509,10177
1510,9504
1511,8957
1512,9336
1513,9357
1514,10208
1515,10233
1516,9607
1517,8723
1518,8381
1519,8649
1520,10508
1521,8323
1522,8492
1523,8879
1524,8434
1525,8700
1526,8336
1527,10702
1528,11684
1529,11583
1530,8342
1531,8867
1532,8414
1533,7836
1534,8711
1535,8475
1536,11988
1537,11109
1538,10380
1539,11309
1540,11127
1541,12043
1542,12738
1543,11850
1544,8416
1545,10940
1546,12033
1547,11179
1548,8279
1549,8429
1550,7895
1551,7330
1552,9655
1553,8532
1554,7391
1555,7961
1556,9560
1557,10066
1558,10052
1559,9869
1560,8595
1561,8018
1562,8590
1563,9323
1564,9473
1565,8852
1566,8693
1567,9024
1568,10133
1569,10010
1570,10096
1571,10287
1572,9999
1573,10305
1574,10196
1575,10956
1576,12717
1577,14111
1578,15674
1579,13035
1580,11305
1581,10579
1582,14258
1583,12054
1584,11286
1585,9827
1586,10120
1587,10604
1588,9746
1589,8359
1590,7753
1591,8222
1592,7903
1593,8114
1594,7670
1595,8327
1596,7714
1597,8379
1598,7709
1599,7230
1600,7727
1601,9046
1602,9992
1603,8450
1604,7701
1605,8098
1606,8395
1607,9663
1608,9598
1609,8593
1610,10166
1611,9057
1612,8888
1613,7823
1614,8168
1615,7914
1616,8117
1617,8654
1618,9628
1619,9424
1620,9166
1621,8434
1622,8834
1623,8510
1624,8543
1625,7913
1626,9548
1627,9523
1628,8752
1629,8693
1630,8184
1631,7973
1632,7232
1633,8206
1634,9806
1635,9758
1636,8817
1637,7643
1638,8634
1639,8503
1640,9465
1641,9392
1642,9507
1643,11454
1644,10807
1645,10827
1646,12355
1647,12388
1648,10022
1649,10983
1650,10912
1651,12490
1652,11205
1653,10499
1654,10886
1655,10126
1656,9804
1657,11332
1658,13583
1659,13802
1660,10144
1661,9968
1662,12051
1663,9053
1664,9049
1665,8930
1666,10609
1667,10064
1668,10640
1669,10268
1670,9582
1671,12120
1672,11441
1673,9955
1674,9190
1675,8474
1676,9344
1677,12540
1678,10421
1679,10455
1680,11318
1681,11516
1682,9663
1683,9437
1684,8846
1685,8092
1686,7636
1687,8068
1688,6785
1689,6681
1690,6472
1691,6935
1692,7405
1693,8074
1694,8934
1695,9531
1696,8936
1697,9763
1698,10453
1699,11284
1700,11385
1701,11923
1702,11537
1703,9031
1704,8318
1705,9449
1706,8418
1707,7410
1708,8873
1709,9178
1710,9512
1711,8924
1712,7741
1713,8261
1714,9049
1715,8865
1716,8669
1717,7728
1718,8237
1719,7733
1720,7056
1721,7675
1722,8970
1723,9765
1724,8974
1725,9257
1726,8345
1727,7892
