MDTU,min_min,min_max,max_min,max_max5
1,-0.734784,0.212232,-0.170532,0.447227
2,-0.946183,0.223767,-0.234434,0.449771
3,-1.17287,0.241958,-0.324775,0.4673
4,-1.16098,0.246251,-0.251687,0.499066
5,-1.41283,0.268294,-0.297569,0.477388
6,-1.65677,0.260206,-0.413096,0.534081
7,-1.18026,0.338001,-0.239459,0.557649
8,-2.08998,0.303042,-0.328272,0.521433
9,-1.24687,0.282581,-0.225876,0.523803
10,-1.3482,0.28365,-0.356477,0.536026
11,-1.44125,0.261773,-0.356692,0.533843
12,-1.44125,0.261773,-0.356692,0.533843
13,-1.44125,0.261773,-0.356692,0.533843
14,-1.37938,0.298218,-0.346016,0.520238
15,-1.82589,0.273397,-0.332661,0.600832
16,-1.76302,0.2393,-0.263885,0.526471
17,-1.36815,0.294518,-0.39517,0.55777
18,-1.36879,0.267238,-0.411448,0.511747
19,-1.5412,0.287013,-0.323676,0.569711
20,-1.34235,0.278828,-0.359704,0.510682
21,-1.72431,0.277237,-0.2884,0.574205
22,-1.54667,0.272123,-0.369765,0.560958
23,-1.75956,0.289175,-0.30688,0.526782
24,-1.34141,0.328596,-0.352305,0.589996
25,-1.4186,0.278885,-0.33562,0.535506
26,-1.83063,0.27535,-0.321131,0.527959
27,-1.79801,0.320177,-0.384145,0.527137
28,-1.46421,0.326497,-0.312414,0.537026
29,-1.49228,0.276108,-0.338201,0.536758
30,-1.35445,0.302293,-0.317785,0.565853
31,-1.35445,0.302294,-0.317785,0.565853
32,-1.35445,0.302294,-0.317785,0.565853
33,-1.35445,0.302294,-0.317785,0.565853
34,-1.99432,0.270822,-0.38993,0.485154
35,-1.39091,0.261575,-0.396586,0.541356
36,-1.39634,0.243736,-0.301619,0.517432
37,-1.8075,0.276643,-0.280173,0.510008
38,-2.03823,0.272178,-0.389741,0.509942
39,-1.54256,0.263648,-0.27472,0.5439
40,-1.32143,0.244648,-0.33884,0.52954
41,-1.63918,0.258323,-0.343055,0.544524
42,-1.25725,0.301074,-0.401557,0.565795
43,-1.52087,0.250909,-0.330242,0.541903
44,-1.21206,0.303254,-0.358885,0.505858
45,-1.39774,0.271846,-0.537256,0.513482
46,-1.45388,0.298352,-0.293653,0.527023
47,-1.24734,0.238991,-0.267771,0.518381
48,-1.26659,0.268087,-0.40952,0.583419
49,-1.31372,0.264581,-0.328578,0.526997
50,-1.31623,0.274577,-0.289664,0.613602
51,-1.51546,0.31438,-0.432941,0.56399
52,-1.32864,0.335376,-0.309268,0.583053
53,-1.73408,0.254663,-0.354092,0.550337
54,-1.42526,0.291165,-0.303736,0.5479
55,-1.57877,0.272324,-0.329785,0.551439
56,-1.65135,0.306265,-0.4307,0.533678
57,-1.31812,0.265863,-0.36296,0.595666
58,-1.40899,0.245396,-0.306715,0.504321
59,-1.7841,0.308658,-0.390406,0.524118
60,-1.54391,0.286005,-0.480383,0.580978
61,-1.29079,0.292301,-0.305491,0.537155
62,-1.3639,0.307759,-0.289274,0.537704
63,-1.25266,0.24058,-0.355555,0.549172
64,-1.52023,0.266263,-0.360947,0.539008
65,-1.65316,0.255294,-0.309353,0.543997
66,-2.09705,0.275276,-0.399691,0.548323
67,-1.57144,0.269498,-0.292884,0.577932
68,-1.41055,0.230921,-0.312514,0.540176
69,-1.1944,0.276462,-0.359822,0.526188
70,-2.59381,0.239096,-0.363382,0.534114
71,-1.32503,0.265736,-0.336152,0.50569
72,-1.2795,0.256424,-0.373139,0.519772
73,-1.48205,0.27526,-0.326852,0.557358
74,-1.48205,0.27526,-0.326852,0.557358
75,-1.98438,0.262829,-0.251831,0.592907
76,-1.27509,0.273933,-0.304996,0.543965
77,-1.26808,0.273961,-0.283705,0.531835
78,-1.14881,0.248571,-0.273422,0.545715
79,-1.52814,0.276119,-0.301914,0.547556
80,-1.41105,0.241531,-0.344571,0.543019
81,-1.26747,0.256403,-0.393,0.542514
82,-1.63694,0.314912,-0.378785,0.554907
83,-1.58395,0.250691,-0.399783,0.571688
84,-2.0148,0.311647,-0.37088,0.582327
85,-1.47344,0.271026,-0.389706,0.597095
86,-1.38615,0.265599,-0.331933,0.554267
87,-1.30985,0.269763,-0.326264,0.519924
88,-1.53187,0.290587,-0.289838,0.572653
89,-2.07575,0.298122,-0.419076,0.614507
90,-1.28549,0.24982,-0.364228,0.594506
91,-1.28549,0.24982,-0.364228,0.594506
92,-1.47313,0.252329,-0.310887,0.586062
93,-1.47313,0.252329,-0.310887,0.586062
94,-1.64418,0.226862,-0.332143,0.630753
95,-1.2712,0.285947,-0.27626,0.651212
96,-1.38169,0.304242,-0.355649,0.572581
97,-1.22302,0.262323,-0.421885,0.600482
98,-1.41961,0.257056,-0.285935,0.602493
99,-1.47142,0.254994,-0.328794,0.584917
100,-1.54655,0.267035,-0.364694,0.559887
101,-1.48633,0.265665,-0.452339,0.566819
102,-1.37502,0.247916,-0.328958,0.560066
103,-1.39168,0.267672,-0.364024,0.572482
104,-1.63372,0.261844,-0.575351,0.565487
105,-1.36363,0.257262,-0.355298,0.579061
106,-1.29525,0.269376,-0.415436,0.549622
107,-1.60119,0.252178,-0.385178,0.545039
108,-1.40744,0.270005,-0.38522,0.534004
109,-1.44358,0.261425,-0.384072,0.566637
110,-1.44327,0.288687,-0.511766,0.560787
111,-1.42963,0.337111,-0.392527,0.589273
112,-1.35551,0.299611,-0.49494,0.556331
113,-1.40148,0.279197,-0.387308,0.56671
114,-1.29871,0.28889,-0.321125,0.556424
115,-1.28984,0.341263,-0.399546,0.58067
116,-1.29436,0.280127,-0.352789,0.579183
117,-1.57287,0.289629,-0.321996,0.550824
118,-1.87388,0.274516,-0.384092,0.584513
119,-1.87388,0.274516,-0.384092,0.584513
120,-1.73996,0.301726,-0.39833,0.56498
121,-1.55021,0.270175,-0.407082,0.603448
122,-1.52684,0.230841,-0.360012,0.566625
123,-1.42026,0.27634,-0.303528,0.542054
124,-1.88576,0.298485,-0.28744,0.560164
125,-1.60004,0.259308,-0.310977,0.619822
126,-1.88227,0.250488,-0.405252,0.546058
127,-1.74658,0.354812,-0.491547,0.580395
128,-1.41179,0.267253,-0.390559,0.540415
129,-2.44692,0.298511,-0.350954,0.555281
130,-1.36008,0.267812,-0.469169,0.592135
131,-1.72049,0.260157,-0.355425,0.572587
132,-1.49406,0.29759,-0.323994,0.559369
133,-1.55889,0.25509,-0.290389,0.568409
134,-1.39556,0.243547,-0.380229,0.548033
135,-1.51416,0.235449,-0.304135,0.551525
136,-1.60626,0.304732,-0.494925,0.534967
137,-1.26342,0.245678,-0.344884,0.538147
138,-2.08267,0.244611,-0.291706,0.607511
139,-1.66537,0.270692,-0.408206,0.541004
140,-1.38229,0.244618,-0.349457,0.580371
141,-1.36276,0.248182,-0.34234,0.535306
142,-2.11297,0.272913,-0.400532,0.548264
143,-1.29394,0.272025,-0.418168,0.570191
144,-1.37677,0.329077,-0.357515,0.570511
145,-1.52898,0.268808,-0.329623,0.542545
146,-1.37541,0.244828,-0.370068,0.62524
147,-1.9385,0.272152,-0.382349,0.581139
148,-1.9385,0.272152,-0.382349,0.581139
149,-1.39293,0.231426,-0.436051,0.542998
150,-1.42579,0.269683,-0.329467,0.514536
151,-1.49348,0.280091,-0.347441,0.575722
152,-1.30126,0.262745,-0.325573,0.571866
153,-1.49735,0.255854,-0.257349,0.567853
154,-1.37504,0.287196,-0.410971,0.525061
155,-1.7029,0.305311,-0.477404,0.545167
156,-1.3538,0.267715,-0.400301,0.594434
157,-1.3538,0.267715,-0.400301,0.594434
158,-1.24847,0.257713,-0.364369,0.560137
159,-1.60636,0.345857,-0.387967,0.575498
160,-1.90728,0.306599,-0.321972,0.54206
161,-1.59095,0.275,-0.286675,0.563266
162,-1.59095,0.275,-0.286675,0.563266
163,-1.3556,0.27732,-0.343026,0.592618
164,-1.69317,0.251568,-0.289734,0.558695
165,-1.38756,0.28831,-0.447488,0.582405
166,-1.53103,0.289271,-0.57288,0.573256
167,-1.2745,0.250024,-0.382845,0.549533
168,-1.50142,0.27999,-0.39136,0.5703
169,-1.26628,0.242418,-0.49216,0.557086
170,-1.2704,0.278036,-0.333802,0.582706
171,-1.47594,0.247876,-0.386873,0.567354
172,-2.18268,0.263901,-0.436022,0.556188
