MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.268839,-0.1811,-0.000301108
2,0.386477,-0.19935,0.000379886
3,0.364245,-0.10484,-0.00142417
4,0.417371,-0.10118,0.000344834
5,0.416755,-0.06706,-0.00173706
6,0.403105,-0.01547,-0.00210109
7,0.415666,-0.04414,-0.00244032
8,0.376968,-0.0024,-0.00103894
9,0.397916,-0.03694,-0.000632489
10,0.390736,0.012507,-0.00160402
11,0.415935,-0.03458,-0.00192604
12,0.415935,-0.03458,-0.00192604
13,0.415935,-0.03458,-0.00192604
14,0.385872,0.009026,-0.00232623
15,0.41404,-0.00169,-0.000380178
16,0.407007,-0.01859,0.000546974
17,0.383542,0.013406,0.00197228
18,0.393112,-0.00244,0.00139566
19,0.415938,-0.00535,0.00325855
20,0.383057,0.024371,0.00232022
21,0.416904,-0.0023,0.00196733
22,0.437376,-0.00681,0.000709204
23,0.451222,0.007195,0.00230818
24,0.4596,-0.02069,0.0015607
25,0.428413,0.0103,-0.00144216
26,0.436876,0.005983,-4.96641e-06
27,0.445894,0.006339,0.00203293
28,0.418569,0.000221,-9.81993e-05
29,0.42365,0.002942,0.000192699
30,0.422798,-0.01236,-0.00278515
31,0.422798,-0.01236,-0.00278515
32,0.422798,-0.01236,-0.00278515
33,0.422798,-0.01236,-0.00278515
34,0.411198,0.016507,-0.000187282
35,0.406861,-0.00925,0.00100188
36,0.412207,-0.00536,0.000158459
37,0.410417,-0.00756,-0.0038214
38,0.418873,-0.00843,-0.000971911
39,0.414171,-0.00982,0.00112503
40,0.40336,0.008759,0.00129166
41,0.411641,-0.02395,-0.000988941
42,0.399795,0.001234,-0.000934532
43,0.384233,0.020172,-0.000366574
44,0.408912,-0.01356,0.00149062
45,0.413084,0.003049,0.000909519
46,0.406164,0.014875,4.71339e-07
47,0.41667,-0.01115,-0.000353584
48,0.404414,-0.00316,0.00158261
49,0.405526,0.003623,0.00164393
50,0.433897,0.010545,-0.000740019
51,0.461274,-0.00828,0.000456531
52,0.426977,0.013967,2.86669e-06
53,0.436948,0.007927,0.00160386
54,0.434168,0.003338,0.000997949
55,0.423635,0.011746,-0.000952823
56,0.414252,0.034412,0.00141076
57,0.456877,-0.01527,0.0013808
58,0.41122,0.034263,-0.000767231
59,0.439081,-0.00581,0.00191066
60,0.441028,0.001107,-0.00250554
61,0.429445,0.003602,-0.00254299
62,0.415018,0.00557,-0.00107034
63,0.413656,0.014021,-0.00112483
64,0.431167,-0.01839,0.00168642
65,0.409562,0.022053,-0.000226433
66,0.424535,0.016673,-0.000634105
67,0.428337,0.004264,0.00210299
68,0.405203,0.005789,0.00344169
69,0.415358,-0.00752,0.00109172
70,0.408941,0.013629,0.00097933
71,0.425336,-0.00582,-0.00020406
72,0.413861,0.00777,-0.000466556
73,0.444971,-0.02035,-0.000842835
74,0.444971,-0.02035,-0.000842835
75,0.40758,0.026448,0.00085178
76,0.41474,-0.0141,0.00213453
77,0.424418,0.006536,0.00297006
78,0.403558,0.018843,-0.00058582
79,0.439492,0.006089,0.000398133
80,0.417731,-0.00347,-0.000531005
81,0.403987,0.016923,0.000861254
82,0.425224,-0.00749,-0.00137582
83,0.413054,0.010713,-0.00124513
84,0.420413,-0.00362,0.000404866
85,0.446918,0.007831,0.00234239
86,0.432337,-0.00656,0.00200041
87,0.422656,0.010487,-0.00136848
88,0.41819,-0.00537,0.00182197
89,0.410774,0.019554,-0.000293423
90,0.421752,0.006465,-0.00164376
91,0.421752,0.006465,-0.00164376
92,0.434711,0.000667,-0.00184786
93,0.434711,0.000667,-0.00184786
94,0.398997,0.022826,-0.0025133
95,0.438553,-0.01788,-0.000342086
96,0.419815,0.012328,-0.00079295
97,0.445153,-0.00492,-0.00230796
98,0.422881,-0.00012,-0.00116773
99,0.435573,-0.00403,0.000501392
100,0.41829,0.029944,0.000326423
101,0.444768,-0.0081,0.000694597
102,0.420059,0.017769,-0.00231771
103,0.46001,0.003904,0.000441155
104,0.431188,0.013441,5.97124e-05
105,0.433676,0.005223,-0.00115219
106,0.443455,0.004843,0.000954741
107,0.420149,0.003156,0.000336627
108,0.418283,0.010214,-0.000858713
109,0.431774,-0.00624,-0.000246943
110,0.426984,0.004766,-0.000193991
111,0.4518,-0.0104,0.00121928
112,0.443489,0.00858,0.00144109
113,0.448265,0.009689,-0.000290752
114,0.448446,0.00084,-9.97583e-05
115,0.443175,-0.00648,0.000615561
116,0.431606,-0.00423,-0.000417216
117,0.443205,-0.00829,0.000671737
118,0.435367,0.005605,0.000400749
119,0.435367,0.005605,0.000400749
120,0.409503,0.008203,-0.00224367
121,0.441318,-0.02109,0.000443189
122,0.399481,0.001223,-0.000606015
123,0.401785,0.002275,-0.000759063
124,0.40498,-0.00735,-0.00159311
125,0.412863,0.00386,-0.00187237
126,0.418266,0.00358,-0.000205611
127,0.426073,0.003172,0.00292943
128,0.434768,-0.00383,0.00137357
129,0.428588,-0.00062,0.000659189
130,0.431814,-0.00466,0.000620986
131,0.422713,-0.0095,0.00142514
132,0.409618,0.006488,-0.00222893
133,0.429456,-0.01634,-0.000740357
134,0.409516,0.009425,0.000373094
135,0.425097,-0.01302,0.00110261
136,0.412615,-0.00581,0.00359179
137,0.423462,-0.0004,0.000834162
138,0.410059,0.004116,0.00120483
139,0.405966,0.012535,0.00176989
140,0.393831,0.021586,-8.94084e-05
141,0.400056,-0.00802,-0.00138115
142,0.40007,0.013564,-0.00205333
143,0.420003,-0.00651,-0.00162758
144,0.397388,0.001203,-0.00276198
145,0.424829,0.004991,-0.000219709
146,0.415182,-0.00728,0.00113326
147,0.423032,-0.015,0.00140777
148,0.423032,-0.015,0.00140777
149,0.416322,-0.00586,1.08871e-05
150,0.409971,0.00836,-0.0018337
151,0.421051,0.000996,1.32157e-06
152,0.408882,0.001693,-0.000965317
153,0.435897,-0.01836,-0.00252915
154,0.412062,0.007027,0.0010861
155,0.410754,-0.00113,0.000706755
156,0.401088,0.001498,0.000524915
157,0.401088,0.001498,0.000524915
158,0.406595,0.006565,0.000887112
159,0.448625,-0.01744,0.00256005
160,0.41772,0.000533,-0.000830918
161,0.425701,-0.00192,0.00153966
162,0.425701,-0.00192,0.00153966
163,0.4206,0.014371,0.000647226
164,0.433576,0.004584,0.00146034
165,0.432192,0.001444,-0.000668935
166,0.439751,-0.00289,0.00156791
167,0.419652,0.001582,-0.00221884
168,0.448616,0.001686,0.000791888
169,0.414784,0.01431,0.00100095
170,0.455802,-0.00049,0.000487156
171,0.449616,-0.00459,0.00191076
172,0.465342,-0.00024,0.000460201
173,0.449517,0.000356,0.00155237
174,0.490622,-0.01892,0.000255381
175,0.483415,0.00048,-0.00186797
176,0.512757,-0.00345,-0.000119382
177,0.511277,0.006467,-0.0009904
178,0.510048,0.00324,-0.000391652
179,0.495176,0.006506,0.000672178
180,0.520895,0.000881,0.00103229
181,0.505363,-0.00187,0.000843958
182,0.494403,0.017094,0.0011673
183,0.523905,0.004352,-0.00300049
184,0.522255,-0.00039,-0.00268889
185,0.522255,-0.00039,-0.00268889
186,0.529754,-0.01306,0.0006058
187,0.511805,0.010442,-0.000980016
188,0.524829,0.000497,0.00013902
189,0.503647,0.012911,-0.000220257
190,0.522084,0.001259,0.00243179
191,0.522084,0.001259,0.00243179
192,0.574566,-0.02302,0.00382682
193,0.556215,0.014141,0.000938677
194,0.567457,-0.01972,-0.00202712
195,0.529046,0.001548,0.00213611
196,0.529986,0.005912,-0.00252235
197,0.547313,0.004496,0.000736206
198,0.528898,0.002382,-0.00236625
199,0.560884,-0.00691,-0.00225639
200,0.537465,-0.0132,0.00223618
201,0.537465,-0.0132,0.00223618
202,0.570137,-0.0116,0.00122434
