MDTU,0,2,4,6,8,10
10,0.0017458,0.00319078,0.0048257,0.00550152,0.00581394,0.0066192
20,0.00382721,0.00428194,0.00496263,0.00539605,0.00698709,0.00714966
30,0.00371908,0.0039971,0.00485851,0.00604705,0.00656539,0.00730329
40,0.00341441,0.00418217,0.00489524,0.00564037,0.00715677,0.0075338
50,0.00369492,0.004009,0.00519324,0.00583433,0.00676588,0.00753604
60,0.00380103,0.00524769,0.00543694,0.00641,0.00734687,0.00801495
70,0.00466407,0.00530792,0.00559289,0.00650189,0.00826168,0.00854892
80,0.00447524,0.00499815,0.00534934,0.00627612,0.00753701,0.00805129
90,0.00503295,0.00547984,0.00580714,0.0064395,0.00774232,0.00805997
100,0.00414387,0.00499226,0.00532561,0.0059286,0.00673526,0.00713395
110,0.00338739,0.0047272,0.00511403,0.00634463,0.00662056,0.00688543
120,0.00451508,0.00455837,0.00545654,0.00569492,0.00682941,0.0069213
130,0.00456142,0.00490656,0.00530232,0.00565206,0.00648895,0.00669674
140,0.00502056,0.00562064,0.00631063,0.00709928,0.00720487,0.00780034
150,0.00497195,0.00551926,0.00575121,0.00658008,0.00744171,0.00794116
160,0.00530037,0.00606825,0.0064351,0.00714699,0.00726771,0.00815979
170,0.00439492,0.00531291,0.00631015,0.00711009,0.00832796,0.00896379
180,0.00464299,0.00513279,0.00614229,0.00680072,0.00836193,0.00872541
190,0.003955,0.00514507,0.00578531,0.00651887,0.00748556,0.00826942
200,0.0035306,0.00418025,0.00539255,0.00633685,0.0069117,0.00756152
210,0.00385204,0.00460329,0.00498325,0.00552655,0.00682392,0.00765509
220,0.00393623,0.00442695,0.00524339,0.00577231,0.00716652,0.00766972
230,0.00372929,0.00429964,0.00473125,0.00582513,0.006954,0.00744483
240,0.00241639,0.00321438,0.00440935,0.005289,0.00599401,0.00672088
250,0.00258073,0.00331265,0.00537901,0.00592941,0.00655875,0.00705817
260,0.00311652,0.00347397,0.00399724,0.00461118,0.00625011,0.00697666
270,0.00326177,0.00415862,0.00521951,0.00548976,0.006652,0.00706787
280,0.00241278,0.00311649,0.00375078,0.00435229,0.00590594,0.00597823
290,0.00351177,0.00411718,0.00504839,0.00561517,0.00687883,0.00730499
300,0.00393788,0.00440125,0.00497215,0.00540358,0.00612266,0.00653349
310,0.00379526,0.00425591,0.00499493,0.00542786,0.00601141,0.00701923
320,0.00396167,0.00433371,0.00506995,0.00559687,0.00592829,0.00712364
330,0.00322029,0.00416354,0.00461339,0.0049937,0.00542184,0.00671056
340,0.00359436,0.00410273,0.00452785,0.00523153,0.00620237,0.00649397
350,0.00271961,0.00365242,0.00446901,0.00506795,0.00554316,0.00615939
360,0.00276972,0.0035367,0.00443636,0.00521517,0.00562761,0.00616686
370,0.00429988,0.00450779,0.00519457,0.00583089,0.00673761,0.00704758
380,0.00415503,0.00454072,0.00538726,0.00654845,0.00716688,0.00735244
390,0.00465868,0.00506974,0.00538758,0.0058711,0.00700043,0.00714079
400,0.00370548,0.00411933,0.00493315,0.0054313,0.00647244,0.00654715
410,0.00308345,0.00379427,0.00462166,0.00566722,0.00643399,0.00668186
420,0.00379623,0.00410411,0.00535318,0.0059515,0.00688141,0.00706038
430,0.00311954,0.00410228,0.0043904,0.00612966,0.00670236,0.00684405
440,0.00311363,0.00425588,0.00456601,0.00565189,0.00648256,0.006799
450,0.00349534,0.00425605,0.00472096,0.00516125,0.00631501,0.00660392
460,0.00269688,0.00341082,0.00422302,0.00469753,0.00551481,0.00662991
470,0.00306922,0.0043403,0.0048396,0.005594,0.00606326,0.00674871
480,0.00249679,0.00408264,0.00436567,0.00518946,0.00618053,0.00669184
490,0.00252746,0.00343994,0.00396838,0.00440592,0.00507103,0.00640211
500,0.00362124,0.00454658,0.00550372,0.00623429,0.00703407,0.00758564
510,0.00369887,0.00408132,0.0052981,0.00597813,0.0067485,0.00699008
520,0.00373904,0.00480395,0.00537567,0.00600673,0.00708925,0.00758503
530,0.00421512,0.00494059,0.00566578,0.00592534,0.00652096,0.00753084
540,0.00473288,0.00529348,0.00566873,0.00605117,0.00630995,0.00734835
550,0.0048842,0.0053838,0.00633625,0.00674821,0.00704007,0.00816521
560,0.00489903,0.00546941,0.00585361,0.00655547,0.00675027,0.00728512
570,0.0046071,0.00543473,0.00602487,0.00659279,0.0077877,0.00829137
580,0.00440183,0.00491674,0.00548527,0.00627365,0.00732994,0.00788977
590,0.00474697,0.00517822,0.0057055,0.00601459,0.0069379,0.00802219
600,0.00340802,0.00425615,0.00580019,0.00686915,0.00740218,0.00801188
610,0.00397978,0.00483583,0.00543542,0.00684662,0.00712911,0.00764885
620,0.00379241,0.004893,0.00549395,0.00587029,0.0072668,0.00767493
630,0.00451075,0.00480057,0.00541737,0.00596728,0.00647843,0.00757309
640,0.00299527,0.00388741,0.0055004,0.00618468,0.00704602,0.00754124
650,0.00264608,0.00386572,0.00408312,0.00518327,0.00563869,0.00664091
660,0.00296949,0.00314758,0.00383738,0.00513317,0.0063237,0.00661037
670,0.00332004,0.00368981,0.00455338,0.0054938,0.00595612,0.00638259
680,0.00255439,0.00324207,0.0039825,0.00479904,0.00589791,0.00607024
690,0.00239285,0.00349544,0.00385758,0.00487547,0.00535205,0.00566982
700,0.00216904,0.00306429,0.00344813,0.00416286,0.00448091,0.00485034
710,0.00180744,0.00270247,0.00330161,0.0037607,0.00489919,0.00580382
720,0.00274517,0.00292708,0.00424454,0.00442823,0.00556049,0.00586696
730,0.0031021,0.00393666,0.00440275,0.00519399,0.00602113,0.00654539
740,0.00297101,0.00379864,0.0046223,0.00516357,0.00591868,0.00675332
750,0.0028934,0.00418968,0.00533055,0.00602885,0.00675948,0.00707493
760,0.00284547,0.00382955,0.00448913,0.00553412,0.0057127,0.00609922
770,0.00314379,0.00451706,0.00504713,0.00570434,0.00623843,0.00667926
780,0.00214348,0.00295761,0.00396969,0.00451295,0.0055342,0.00616013
790,0.00262479,0.00324873,0.00388262,0.00532674,0.00597093,0.00684385
800,0.00293998,0.00361713,0.00486877,0.00536527,0.00641641,0.00700361
810,0.00287883,0.00333606,0.00406106,0.00430796,0.00515878,0.00617022
820,0.00382678,0.00446362,0.00473182,0.00598887,0.0062999,0.00681628
830,0.00253578,0.00353231,0.00480825,0.00546565,0.00585988,0.00656112
840,0.00393927,0.00467632,0.00514316,0.00561207,0.00606261,0.00705786
850,0.00431252,0.00461619,0.00540917,0.00617536,0.00684084,0.00713873
