MDTU,abs_delta_S
1983,0.2826
1984,1.874
1985,2.01
1986,1.526
1987,0.2095
1988,0.5837
1989,1.015
1990,1.211
1991,0.08629
1992,0.8816
1993,0.6656
1994,0.9445
1995,1.435
1996,0.4337
1997,0.5842
1998,0.2582
1999,0.3673
2000,0.2873
2001,0.653
2002,1.084
2003,1.699
2004,1.809
2005,1.631
2006,0.8795
2007,1.194
2008,1.268
2009,0.5222
2010,0.4654
2011,2.375
2012,0.7539
2013,0.9734
2014,1.251
2015,1.67
2016,0.7549
2017,2.2
2018,0.3905
2019,2.315
2020,0.6233
2021,1.34
2022,1.524
2023,0.2321
2024,0.5239
2025,0.3288
2026,1.823
2027,0.8385
2028,1.727
2029,1.294
2030,0.67
2031,0.8515
2032,1.314
2033,1.486
2034,0.1387
2035,0.06991
2036,0.9023
2037,0.7898
2038,0.1995
2039,0.8762
2040,0.7339
2041,0.5224
2042,0.05157
2043,0.6229
2044,1.055
2045,0.9218
2046,0.9614
2047,0.1429
2048,0.01629
2049,1.023
2050,0.3886
2051,0.8698
2052,0.5669
2053,0.1736
2054,0.3502
2055,0.9588
2056,0.3851
2057,0.7167
2058,0.5508
2059,0.09602
2060,0.2542
2061,0.5593
2062,0.5811
2063,1.523
2064,2.818
2065,1.665
2066,0.7204
2067,0.5058
2068,0.0835
2069,0.9473
2070,0.1275
2071,0.1285
2072,0.778
2073,0.8134
2074,1.03
2075,1.133
2076,0.6858
2077,0.4441
2078,1.525
2079,3.655
2080,1.565
2081,2.274
2082,0.5822
2083,1.476
2084,1.126
2085,1.843
2086,2.199
2087,0.2282
2088,1.642
2089,1.462
2090,1.026
2091,0.3718
2092,1.16
2093,0.4762
2094,1.077
2095,0.2809
2096,0.3659
2097,0.6845
2098,0.4407
2099,0.4842
2100,1.53
2101,0.6947
2102,0.5513
2103,0.7668
2104,0.1326
2105,0.6325
2106,0.8426
2107,0.5114
2108,0.5232
2109,0.8859
2110,1.616
2111,0.5812
2112,1.045
2113,2.159
2114,2.526
2115,2.307
2116,1.014
2117,2.012
2118,0.9771
2119,0.06772
2120,1.44
2121,0.5679
2122,1.776
2123,0.06409
2124,2.016
2125,1.421
2126,2.717
2127,1.345
2128,1.38
2129,0.01586
2130,1.394
2131,0.2135
2132,0.0147
2133,1.537
2134,2.035
2135,1.184
2136,0.07234
2137,0.5033
2138,1.21
2139,1.282
2140,1.46
2141,1.981
2142,3.145
2143,1.858
2144,1.898
2145,1.997
2146,2.638
2147,2.094
2148,1.857
2149,2.346
2150,1.444
2151,0.4772
2152,0.4119
2153,0.9375
2154,2.382
2155,0.2664
2156,2.543
2157,2.33
2158,1.485
2159,0.1718
2160,0.6394
2161,0.1143
2162,0.6748
2163,0.1275
2164,0.6397
2165,0.9832
2166,0.9503
2167,1.004
2168,0.7196
2169,0.9364
2170,0.459
2171,1.824
2172,0.006081
2173,0.007414
2174,0.08325
2175,0.9308
2176,1.59
2177,0.3438
2178,0.1557
2179,1.112
2180,0.7221
2181,0.003107
2182,0.6691
2183,2.323
2184,1.633
2185,0.899
2186,2.745
2187,2.001
2188,0.6083
2189,0.2943
2190,0.06503
2191,1.63
2192,1.851
2193,0.4453
2194,0.2496
2195,0.9073
2196,1.413
2197,0.1652
2198,0.5773
2199,0.2543
2200,0.5133
2201,0.04612
2202,0.734
2203,1.607
2204,0.307
2205,1.402
2206,1.696
2207,0.1309
2208,1.558
2209,0.8633
2210,0.5105
2211,0.8265
2212,1.255
2213,0.06186
2214,0.6445
2215,0.3838
2216,0.3041
2217,0.09639
2218,0.1405
2219,0.1883
2220,1.929
2221,0.3913
2222,1.354
2223,0.3872
2224,0.1124
2225,1.215
2226,1.824
2227,1.172
2228,0.8359
2229,1.306
2230,1.298
2231,2.048
2232,1.519
2233,0.2211
2234,0.9018
2235,1.385
2236,0.8513
2237,0.3807
2238,0.3942
2239,0.3927
2240,1.328
2241,0.7992
2242,1.467
2243,1.888
2244,0.7845
2245,0.3293
2246,1.711
2247,1.069
2248,1.149
2249,1.929
2250,2.246
2251,0.9328
2252,1.106
2253,2.148
2254,0.9029
2255,0.3958
2256,1.379
2257,0.9122
2258,0.107
2259,1.193
2260,1.204
2261,0.3212
2262,0.4724
2263,0.4525
2264,0.04261
2265,0.08274
2266,0.6728
2267,0.2741
2268,0.01696
2269,0.00429
2270,0.889
2271,1.1
2272,0.5039
2273,1.702
2274,0.5018
2275,2.76
2276,1.283
2277,0.2597
2278,1.037
2279,0.8275
2280,1.473
2281,1.86
2282,0.965
2283,1.065
2284,0.002354
2285,0.4813
2286,0.2597
2287,1.349
2288,0.2967
2289,0.5636
2290,0.1987
2291,0.2564
2292,0.7416
2293,0.676
2294,0.4911
2295,1.678
2296,0.1104
2297,0.8276
2298,2.198
2299,0.1361
2300,0.2711
2301,0.735
2302,0.4503
2303,0.08336
2304,0.1328
2305,1.258
2306,0.4824
2307,0.1563
2308,0.5533
2309,0.7932
2310,0.7912
2311,1.228
2312,1.286
2313,0.005472
2314,0.07194
2315,0.09456
2316,0.5912
2317,0.292
2318,0.3608
2319,0.5747
2320,0.02523
2321,1.058
2322,0.1254
2323,0.3865
2324,0.2218
2325,0.3337
2326,0.1156
2327,1.047
2328,1.624
2329,1.425
2330,0.3838
2331,0.1507
2332,1.106
2333,0.4716
2334,0.4688
2335,0.962
2336,0.3506
2337,0.3298
2338,0.472
2339,1.173
2340,0.3055
2341,1.419
2342,0.9455
2343,2.594
2344,2.004
2345,0.9163
2346,1.493
2347,1.048
2348,0.6064
2349,1.027
2350,0.4259
2351,2.529
2352,2.529
2353,0.1123
2354,2.01
2355,0.7881
2356,0.897
2357,0.01314
2358,2.273
2359,0.7704
2360,0.329
2361,0.1121
2362,0.5268
2363,0.03351
2364,1.5
2365,0.9369
2366,1.876
2367,1.402
2368,0.7015
2369,0.9929
2370,1.091
2371,1.069
2372,0.7827
2373,1.387
2374,0.6831
2375,0.2674
2376,1.031
2377,1.415
2378,0.2502
2379,0.06945
2380,0.626
2381,0.0256
2382,0.8332
2383,0.5748
2384,1.067
2385,0.3971
2386,0.68
2387,0.4431
2388,1.248
2389,0.03757
2390,0.7458
2391,0.812
2392,0.03754
2393,1.309
2394,1.626
2395,1.379
2396,2.524
2397,2.328
2398,0.1745
2399,1.581
2400,0.2233
2401,1.7
2402,0.3417
2403,0.07246
2404,0.93
2405,0.0761
2406,0.5967
2407,1.284
2408,0.06427
2409,0.3217
2410,0.9973
2411,0.6164
2412,1.903
2413,0.3145
2414,0.04124
2415,0.2344
2416,1.534
2417,0.5296
2418,0.6538
2419,1.058
2420,0.4709
2421,0.4421
2422,1.757
2423,0.5424
2424,0.6863
2425,0.6783
2426,0.2188
2427,1.577
2428,1.122
2429,0.9745
2430,0.8117
2431,1.015
2432,1.366
2433,1.571
2434,0.4451
2435,0.8397
2436,0.6546
2437,1.086
2438,1.374
2439,1.597
2440,1.114
2441,1.251
2442,1.079
2443,0.2842
2444,0.5835
2445,0.01801
2446,0.04831
2447,0.2838
2448,0.3495
2449,0.8993
2450,0.8093
2451,1.232
2452,0.6938
2453,0.723
2454,0.4688
2455,0.7442
2456,1.79
2457,1.105
2458,0.3065
2459,2.155
2460,1.63
2461,0.8653
2462,0.4664
2463,0.07136
2464,0.9769
2465,0.2002
2466,0.3409
2467,1.794
2468,0.2795
2469,0.4941
2470,0.2352
2471,1.694
2472,0.4838
2473,0.3825
2474,0.3764
2475,0.9312
2476,0.02366
2477,0.8789
2478,0.0004483
2479,0.4548
2480,0.05649
2481,0.9056
2482,0.461
2483,0.8051
2484,0.1761
2485,0.5694
2486,0.2312
2487,1.306
2488,2.368
2489,0.1892
2490,0.973
2491,0.4201
2492,1.115
2493,0.1158
2494,0.53
2495,1.061
2496,1.891
2497,1.057
2498,0.04265
2499,0.616
2500,1.102
2501,1.466
2502,1.82
2503,1.312
2504,0.5966
2505,0.4196
2506,1.777
2507,1.34
2508,0.663
2509,1.916
2510,1.236
2511,0.8721
2512,0.006982
2513,1.174
2514,0.7766
2515,0.2236
2516,1.23
2517,0.9629
2518,2.143
2519,0.8523
2520,2.123
2521,2.057
2522,2.757
2523,2.514
2524,2.537
2525,2.622
2526,0.6217
2527,0.9925
2528,2.471
2529,2.069
2530,0.887
2531,3.312
2532,0.8341
2533,1.14
2534,3.034
2535,0.6993
2536,0.572
2537,2.348
2538,0.2326
2539,0.5167
2540,0.7951
2541,2.253
2542,0.5506
2543,3.977
2544,4.257
2545,1.703
2546,2.88
2547,1.916
2548,1.145
2549,1.301
2550,0.313
2551,0.1289
2552,1.092
2553,0.06228
2554,1.838
2555,0.03809
2556,0.2228
2557,0.09908
2558,0.05721
2559,0.04469
2560,1.23
2561,1.005
2562,0.2508
2563,0.5592
2564,0.9789
2565,0.5242
2566,1.057
2567,0.1092
2568,0.577
2569,1.752
2570,1.283
2571,0.8408
2572,0.1954
2573,1.781
2574,0.1484
2575,0.2052
2576,0.4717
2577,0.3193
2578,1.362
2579,0.6679
2580,0.757
2581,1.341
2582,2.094
2583,2.019
2584,2.378
2585,0.462
2586,0.7302
2587,0.2705
2588,1.23
2589,0.4898
2590,0.0006852
2591,2.06
2592,1.681
2593,0.3402
2594,0.3541
2595,0.9997
2596,2.156
2597,0.07419
2598,1.708
2599,0.5515
2600,1.082
2601,1.129
2602,0.09417
2603,0.723
2604,1.618
2605,1.374
2606,0.06701
2607,0.07736
2608,1.276
2609,1.371
2610,0.2088
2611,0.4357
2612,0.8057
2613,1.234
2614,1.075
2615,1.492
2616,0.2389
2617,1.186
2618,0.5793
2619,1.134
2620,1.238
2621,0.0218
2622,0.6059
2623,0.8617
2624,0.8366
2625,0.3119
2626,0.1635
2627,0.4389
2628,0.4046
2629,0.4501
2630,0.2231
2631,0.09179
2632,0.07444
2633,0.585
2634,0.006914
2635,1.034
2636,1.23
2637,0.04251
2638,0.3059
2639,0.3885
2640,0.421
2641,0.952
2642,1.172
2643,1.431
2644,0.4145
2645,1.47
2646,1.13
2647,1.217
2648,0.3608
2649,0.246
2650,0.8324
2651,0.4333
2652,0.5326
2653,0.4804
2654,1.413
2655,0.4371
2656,0.9861
2657,0.3141
2658,0.5216
2659,0.5956
2660,1.707
2661,2.627
2662,2.674
2663,1.903
2664,3.369
2665,3.427
2666,2.035
2667,4.604
2668,2.061
2669,2.191
2670,1.325
2671,2.744
2672,1.849
2673,0.419
2674,0.6608
2675,2.022
2676,0.4044
2677,1.213
2678,0.7335
2679,0.37
2680,1.387
2681,0.4498
2682,0.3759
2683,0.1924
2684,2.001
2685,0.4366
2686,0.9781
2687,1.058
2688,0.6242
2689,1.723
2690,2.497
2691,1.232
2692,0.7387
2693,0.6362
2694,1.122
2695,0.0828
2696,2.942
2697,1.403
2698,0.7555
2699,1.947
2700,2.436
2701,1.36
2702,0.2311
2703,0.8869
2704,0.5158
2705,1.466
2706,1.184
2707,0.897
2708,3.263
2709,1.5
2710,1.581
2711,0.6558
2712,0.5542
2713,0.7193
2714,0.5045
2715,1.29
2716,1.399
2717,0.00508
2718,0.7437
2719,2.615
2720,1.032
2721,0.8006
2722,0.2778
2723,2.072
2724,1.491
2725,1.615
2726,0.05521
2727,0.4468
2728,0.8726
2729,0.06241
2730,0.2128
2731,0.458
2732,0.4411
2733,0.3132
2734,0.00545
2735,1.591
2736,0.6278
2737,1.235
2738,0.7003
2739,1.573
2740,0.8054
2741,0.7432
2742,0.3792
2743,0.9637
2744,0.9818
2745,1.302
2746,0.875
2747,0.1236
2748,0.41
2749,1.792
2750,0.4941
2751,0.218
2752,0.6488
2753,0.5952
2754,1.385
2755,1.613
2756,1.637
2757,0.7842
2758,0.02833
2759,0.4739
2760,2.233
2761,0.2005
2762,2.161
2763,0.7615
2764,1.199
2765,0.3112
2766,0.5928
2767,0.4541
2768,1.547
2769,0.273
2770,0.7342
2771,1.484
2772,0.5279
2773,2.732
2774,2.31
2775,1.236
2776,2.479
2777,1.327
2778,0.6065
2779,0.1365
2780,1.151
2781,2.71
2782,0.03845
2783,1.027
2784,0.3322
2785,0.04929
2786,0.04845
2787,1.576
2788,0.7548
2789,1.658
2790,0.6373
2791,0.5394
2792,0.8472
2793,0.7039
2794,1.186
2795,0.1208
2796,0.03309
2797,0.03939
2798,0.1688
2799,1.613
2800,0.8673
2801,0.5394
2802,0.8604
2803,0.7508
2804,1.829
2805,0.8972
2806,0.8167
2807,0.4494
2808,0.3541
2809,0.3521
2810,0.6717
2811,0.2152
2812,1.055
2813,0.8139
2814,1.346
2815,1.691
2816,1.183
2817,1.033
2818,1.02
2819,1.532
2820,0.06214
2821,0.2513
2822,1.532
2823,1.338
2824,0.059
2825,0.1606
2826,0.8582
2827,2.161
2828,1.491
2829,1.325
2830,1.753
2831,0.2795
2832,0.2968
2833,2.054
2834,1.063
2835,1.207
2836,0.5381
2837,1.716
2838,0.02739
2839,1.546
2840,1.02
2841,0.9065
2842,1.805
2843,2.465
2844,3.028
2845,1.748
2846,0.8
2847,1.187
2848,1.025
2849,1.539
2850,0.09754
2851,1.04
2852,1.419
2853,0.8169
2854,2.167
2855,2.095
2856,0.3301
2857,2.594
2858,1.328
2859,3.47
2860,1.406
2861,1.234
2862,1.009
2863,0.2547
2864,0.1551
2865,0.2908
2866,1.132
2867,2.224
2868,1.361
2869,0.138
2870,2.037
2871,0.3211
2872,0.6681
2873,0.1047
2874,1.606
2875,2.027
2876,2.422
2877,2.599
2878,0.1884
2879,1.002
2880,1.396
2881,0.1852
2882,0.8356
2883,0.9568
2884,0.523
2885,1.53
2886,0.6344
2887,0.2567
2888,1.804
2889,0.2624
2890,0.1974
2891,0.684
2892,0.3786
2893,0.01928
2894,1.037
2895,0.5585
2896,0.8046
2897,1.55
2898,0.9504
2899,1.035
2900,1.322
2901,0.3491
2902,1.039
2903,1.509
2904,0.4451
2905,0.9727
2906,2.336
2907,1.837
2908,0.8415
2909,0.883
2910,0.9265
2911,0.1005
2912,1.677
2913,1.452
2914,0.3587
2915,0.2272
2916,0.1332
2917,0.2146
2918,0.5421
2919,0.5189
2920,0.2041
2921,0.5559
2922,1.613
2923,1.264
2924,1.279
2925,2.134
2926,1.999
2927,2.097
2928,0.0739
2929,1.657
2930,3.044
2931,2.699
2932,1.823
2933,2.201
2934,2.6
2935,0.5708
2936,0.1208
2937,1.825
2938,1.263
2939,0.1392
2940,0.1827
2941,1.162
2942,1.535
2943,1.45
2944,0.9072
2945,1.817
2946,0.5238
2947,2.113
2948,1.614
2949,2.501
2950,1.505
2951,1.814
2952,2.252
2953,1.375
2954,1.335
2955,0.4314
2956,0.6961
2957,1.649
2958,0.1147
2959,0.4072
2960,0.7434
2961,0.8922
2962,0.3118
2963,1.165
2964,0.8398
2965,0.1733
2966,0.3873
2967,0.3468
2968,1.363
2969,1.311
2970,1.474
2971,0.788
2972,0.798
2973,0.1828
2974,0.8702
2975,1.627
2976,1.647
2977,0.1127
2978,0.944
2979,0.123
2980,1.394
2981,1.032
2982,1.139
2983,0.6146
2984,0.06768
2985,0.433
2986,0.5591
2987,1.479
2988,1.078
2989,1.228
2990,2.146
2991,0.1165
2992,0.5282
2993,1.907
2994,1.656
2995,1.314
2996,1.198
2997,0.9193
2998,1.25
2999,0.3253
3000,0.7533
