MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,2.24799,1.39594,1.76205
2,2.24799,1.39594,1.76205
3,2.24799,1.39594,1.76205
4,2.24799,1.39594,1.76205
5,2.24799,1.39594,1.76205
6,2.24799,1.39594,1.76205
7,2.24799,1.39594,1.76205
8,2.24799,1.39594,1.76205
9,2.24799,1.39594,1.76205
10,2.29823,1.4062,1.81781
11,2.41813,1.3585,2.00046
12,2.42429,1.39729,1.9811
13,2.47895,1.24291,2.14485
14,2.51265,1.40568,2.08266
15,2.57323,1.39714,2.16091
16,2.6417,1.3199,2.28832
17,2.62749,1.40552,2.21995
18,2.521,1.38334,2.10756
19,2.521,1.38334,2.10756
20,2.61306,1.42379,2.1911
21,2.482,1.42649,2.03112
22,2.482,1.42649,2.03112
23,2.52146,1.43156,2.07566
24,2.49262,1.34961,2.09564
25,2.49926,1.41536,2.05986
26,2.63625,1.54315,2.1374
27,2.48864,1.40316,2.05535
28,2.56739,1.48568,2.09386
29,2.56739,1.48568,2.09386
30,2.56739,1.48568,2.09386
31,2.74127,1.54574,2.2639
32,2.67629,1.54784,2.18329
33,2.66981,1.60027,2.13705
34,2.57056,1.53145,2.06456
35,2.57056,1.53145,2.06456
36,2.5404,1.56019,2.00485
37,2.5404,1.56019,2.00485
38,2.5192,1.54377,1.99076
39,2.5192,1.54377,1.99076
40,2.5192,1.54377,1.99076
41,2.5192,1.54377,1.99076
42,2.52633,1.7164,1.85373
43,2.54427,1.73274,1.86304
44,2.58732,1.91671,1.73794
45,2.58732,1.91671,1.73794
46,2.56226,1.93836,1.67569
47,2.56301,1.93271,1.68335
48,2.58589,1.96437,1.68169
49,2.60894,1.89138,1.79701
50,2.66164,1.9083,1.85545
51,2.71591,1.99717,1.8405
52,2.71591,1.99717,1.8405
53,2.69114,1.98843,1.81339
54,2.67556,1.94119,1.84131
55,2.64222,1.95904,1.77299
56,2.60654,1.84649,1.83971
57,2.60654,1.84649,1.83971
58,2.7532,1.93416,1.95936
59,2.7532,1.93416,1.95936
60,2.7532,1.93416,1.95936
61,2.65209,1.84339,1.9067
62,2.60862,1.86856,1.82026
63,2.65906,1.77604,1.97896
64,2.5868,1.83051,1.82777
65,2.58265,1.81615,1.83621
66,2.64494,1.72236,2.00727
67,2.64494,1.72236,2.00727
68,2.64494,1.72236,2.00727
69,2.64494,1.72236,2.00727
70,2.64494,1.72236,2.00727
71,2.64494,1.72236,2.00727
72,2.68161,1.67034,2.09786
73,2.73412,1.68291,2.15481
74,2.63943,1.60092,2.09849
75,2.62669,1.51586,2.14515
76,2.57819,1.59333,2.02691
77,2.58227,1.55691,2.06014
78,2.63783,1.6108,2.08889
79,2.54705,1.4288,2.10855
80,2.53431,1.26611,2.19537
81,2.47099,1.11469,2.20527
82,2.47099,1.11469,2.20527
83,2.51486,0.985167,2.31386
84,2.43418,0.999894,2.21934
85,2.43418,0.999894,2.21934
86,2.43418,0.999894,2.21934
87,2.43418,0.999894,2.21934
88,2.43418,0.999894,2.21934
89,2.43418,0.999894,2.21934
90,2.43418,0.999894,2.21934
91,2.55431,1.03146,2.33679
92,2.46129,0.892989,2.29359
93,2.42625,0.965498,2.22587
94,2.42625,0.965498,2.22587
95,2.35662,0.950943,2.15624
96,2.44941,0.94225,2.26092
97,2.49396,0.8273,2.35275
98,2.49396,0.8273,2.35275
99,2.49396,0.8273,2.35275
100,2.49663,0.825612,2.35616
101,2.39892,0.791111,2.26472
102,2.47783,0.700529,2.37674
103,2.47278,0.682127,2.37684
104,2.42974,0.567087,2.36264
105,2.40722,0.539711,2.34594
106,2.54861,0.577388,2.48235
107,2.63751,0.782904,2.51864
108,2.63751,0.782904,2.51864
109,2.63751,0.782904,2.51864
110,2.63751,0.782904,2.51864
111,2.5641,0.888907,2.40509
112,2.57632,0.875581,2.42298
113,2.54769,0.935044,2.3699
114,2.49624,0.803659,2.36334
115,2.49624,0.803659,2.36334
116,2.53573,0.851119,2.38863
117,2.40945,0.968548,2.20621
118,2.4104,1.13839,2.12464
119,2.4104,1.13839,2.12464
120,2.4104,1.13839,2.12464
121,2.43467,1.18023,2.12947
122,2.42693,1.14045,2.14228
123,2.41817,1.16158,2.12091
124,2.37067,1.18765,2.05172
125,2.44147,1.30819,2.06141
126,2.42175,1.11019,2.15229
127,2.34194,1.07368,2.08133
128,2.34162,1.02981,2.10301
129,2.35182,1.15067,2.0511
130,2.29018,1.18946,1.95706
131,2.29018,1.18946,1.95706
132,2.2974,1.15403,1.98653
133,2.2601,0.923227,2.06294
134,2.22811,0.975995,2.00298
135,2.22811,0.975995,2.00298
136,2.22811,0.975995,2.00298
137,2.22811,0.975995,2.00298
138,2.22811,0.975995,2.00298
139,2.20482,0.933206,1.99759
140,2.13523,1.00496,1.88395
141,2.19975,0.961244,1.97861
142,2.14229,1.08976,1.8444
143,2.09111,1.07427,1.79408
144,2.05877,1.12907,1.72155
145,2.05877,1.12907,1.72155
146,2.05877,1.12907,1.72155
147,2.15677,1.0978,1.85648
148,2.10719,1.16962,1.75277
149,2.14132,1.2359,1.74866
150,2.21133,1.34891,1.75226
151,2.21133,1.34891,1.75226
152,2.21133,1.34891,1.75226
