ReTr(Lx),ImTr(Lx)
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0612849,-0.0158699
-0.0783919,-0.0194721
-0.0380286,0.00767983
-0.0452997,-0.00587015
-0.0715325,0.00289144
-0.0429278,-0.0352791
-0.0578281,-0.0307408
-0.0575271,-0.021613
-0.0488284,-0.0512917
-0.0671709,-0.0257095
-0.0671709,-0.0257095
-0.0311123,-0.0597414
-0.0362466,-0.0724265
-0.0362466,-0.0724265
-0.0432175,-0.0137135
-0.0728888,-0.0115096
-0.0612174,-0.0439741
0.0275549,-0.0606495
0.0306412,-0.051502
0.0443564,-0.00380542
0.0443564,-0.00380542
0.0443564,-0.00380542
0.0177586,-0.0673877
0.00209555,-0.0760829
-0.0117142,-0.0476458
0.0103994,-0.0474793
0.0103994,-0.0474793
0.0356498,-0.0178099
0.0356498,-0.0178099
-0.0111929,-0.00525976
-0.0111929,-0.00525976
-0.0111929,-0.00525976
-0.0111929,-0.00525978
0.0130479,0.013618
-0.00151848,-0.0116021
0.0355427,0.025984
0.0355427,0.025984
0.0300535,-0.0189649
-0.0279991,-0.0356649
0.0198147,-0.0551845
-0.0348981,-0.044917
-0.0183507,-0.0148039
-0.0331712,-0.019173
-0.0331712,-0.019173
-0.039438,0.0102571
-0.0460035,-0.0251485
-0.0655366,-0.0546061
-0.0194908,-0.0727485
-0.0194908,-0.0727485
-0.0206388,-0.0353864
-0.0206388,-0.0353864
-0.0206388,-0.0353864
-0.0228776,-0.0790427
0.019036,-0.066346
-0.0281595,-0.0300478
0.0124055,-0.0105678
-0.0105991,-0.0256319
-0.0259779,-0.0381719
-0.0259779,-0.0381719
-0.0259779,-0.0381719
-0.0259779,-0.0381719
-0.0259779,-0.0381719
-0.0259779,-0.0381719
-0.0122109,-0.0149806
0.00763362,-0.00636997
-0.0578824,-0.000365501
-0.0176531,0.0232648
-0.0082102,0.0143159
0.00735049,0.0108069
-0.00294656,0.0222178
-0.0188232,0.0428059
-0.0500725,0.0122114
-0.0259253,-0.0079349
-0.0259253,-0.0079349
-0.0276845,0.013111
-0.0622933,0.0198535
-0.0622933,0.0198535
-0.0622933,0.0198535
