MDTU,link
1,1.08249
2,1.08249
3,1.08249
4,1.08249
5,1.08249
6,1.08249
7,1.08249
8,1.08249
9,1.08249
10,1.06978
11,1.06968
12,1.06929
13,1.0685
14,1.06779
15,1.0693
16,1.06874
17,1.06747
18,1.06862
19,1.06862
20,1.07086
21,1.07002
22,1.07002
23,1.06984
24,1.07065
25,1.06988
26,1.07124
27,1.07208
28,1.07216
29,1.07216
30,1.07216
31,1.07394
32,1.07305
33,1.07269
34,1.07414
35,1.07414
36,1.0731
37,1.0731
38,1.07165
39,1.07165
40,1.07165
41,1.07165
42,1.07352
43,1.07176
44,1.07051
45,1.07051
46,1.07113
47,1.07033
48,1.07185
49,1.07402
50,1.07307
51,1.07236
52,1.07236
53,1.07232
54,1.07329
55,1.07419
56,1.07217
57,1.07217
58,1.07253
59,1.07253
60,1.07253
61,1.07346
62,1.07225
63,1.07336
64,1.07199
65,1.07336
66,1.07398
67,1.07398
68,1.07398
69,1.07398
70,1.07398
71,1.07398
72,1.07163
73,1.07357
74,1.07439
75,1.07392
76,1.0744
77,1.07401
78,1.07339
79,1.07327
80,1.07308
81,1.07273
82,1.07273
83,1.07279
84,1.0744
85,1.0744
86,1.0744
87,1.0744
88,1.0744
89,1.0744
90,1.0744
91,1.07417
92,1.07371
93,1.07485
94,1.07485
95,1.0765
96,1.07632
97,1.0746
98,1.0746
99,1.0746
100,1.0735
101,1.07396
102,1.07443
103,1.07498
104,1.07409
105,1.07563
106,1.07533
107,1.07412
108,1.07412
109,1.07412
110,1.07412
111,1.07224
112,1.07089
113,1.07142
114,1.07195
115,1.07195
116,1.07035
117,1.07313
118,1.07146
119,1.07146
120,1.07146
121,1.07028
122,1.06978
123,1.0697
124,1.07138
125,1.07244
126,1.07175
127,1.072
128,1.07321
129,1.07401
130,1.07377
131,1.07377
132,1.07434
133,1.07453
134,1.07493
135,1.07493
136,1.07493
137,1.07493
138,1.07493
139,1.07495
140,1.07598
141,1.07647
142,1.07561
143,1.0755
144,1.0776
145,1.0776
146,1.0776
147,1.07811
148,1.07566
149,1.0758
150,1.07717
151,1.07717
152,1.07717
153,1.07717
154,1.07536
155,1.07693
156,1.07365
157,1.07365
158,1.07471
159,1.0751
160,1.07523
161,1.07394
162,1.07447
163,1.075
164,1.075
165,1.075
166,1.07601
167,1.07488
168,1.07537
169,1.07537
170,1.07669
171,1.07669
172,1.07653
173,1.07606
174,1.07685
175,1.07685
176,1.07595
177,1.07595
178,1.07369
179,1.07369
180,1.07369
181,1.07437
182,1.0728
183,1.07542
184,1.0734
185,1.0734
186,1.0734
187,1.07453
188,1.07444
189,1.07522
190,1.07522
191,1.07438
192,1.07438
193,1.07471
194,1.07606
195,1.07493
196,1.07581
197,1.07581
198,1.07717
199,1.07717
200,1.07717
201,1.07717
202,1.07685
203,1.07676
204,1.0767
205,1.07779
206,1.07697
207,1.07697
208,1.07561
209,1.07561
210,1.07428
211,1.0741
212,1.07322
213,1.07337
214,1.07337
215,1.07337
216,1.07337
217,1.07337
218,1.07337
219,1.07337
220,1.07474
221,1.07474
