MDTU,plaq,Re(det),Im(det),link
1,2.35715,0.0189028,0.00376569,0.108481
2,2.35715,0.0189028,0.00376569,0.108481
3,2.37094,0.020883,0.00422801,0.114092
4,2.3644,0.020466,0.00394346,0.110453
5,2.40949,0.0239799,0.0046906,0.111226
6,2.40949,0.0239799,0.0046906,0.111226
7,2.42534,0.0250124,0.00497808,0.114304
8,2.4437,0.0286318,0.00572617,0.125377
9,2.4437,0.0286318,0.00572617,0.125377
10,2.4437,0.0286318,0.00572617,0.125377
11,2.44452,0.02864,0.0055667,0.125972
12,2.44452,0.02864,0.0055667,0.125972
13,2.46933,0.0307316,0.00592855,0.127445
14,2.46933,0.0307316,0.00592855,0.127445
15,2.49814,0.0348043,0.00676917,0.128892
16,2.49814,0.0348043,0.00676917,0.128892
17,2.49473,0.0320163,0.00613266,0.121966
18,2.49473,0.0320163,0.00613266,0.121966
19,2.49473,0.0320163,0.00613266,0.121966
20,2.50001,0.0363836,0.00714996,0.129973
21,2.50001,0.0363836,0.00714996,0.129973
22,2.48539,0.033001,0.00630416,0.129653
23,2.5292,0.0391499,0.00732419,0.13891
24,2.55309,0.041512,0.00790821,0.137712
25,2.55813,0.0430739,0.00825041,0.142754
26,2.55813,0.0430739,0.00825041,0.142754
27,2.59303,0.0479941,0.00917861,0.142044
28,2.58222,0.0472394,0.0090564,0.147844
29,2.6126,0.050047,0.00971717,0.147506
30,2.60789,0.0520135,0.00977174,0.154006
31,2.60789,0.0520135,0.00977174,0.154006
32,2.60789,0.0520135,0.00977174,0.154006
33,2.60789,0.0520135,0.00977174,0.154006
34,2.60789,0.0520135,0.00977174,0.154006
35,2.60789,0.0520135,0.00977174,0.154006
36,2.60789,0.0520135,0.00977174,0.154006
37,2.60789,0.0520135,0.00977174,0.154006
38,2.60869,0.0512593,0.00954413,0.147493
39,2.60869,0.0512593,0.00954413,0.147493
40,2.60869,0.0512593,0.00954413,0.147493
41,2.60869,0.0512593,0.00954413,0.147493
42,2.60869,0.0512593,0.00954413,0.147493
43,2.59646,0.049862,0.00930684,0.150329
44,2.59646,0.049862,0.00930684,0.150329
45,2.62154,0.0529459,0.00995163,0.154479
46,2.63752,0.0563461,0.0105899,0.144974
47,2.65226,0.0618217,0.0113749,0.151472
48,2.64576,0.0620316,0.0113078,0.152103
49,2.64327,0.058091,0.0109197,0.147019
50,2.66861,0.0599838,0.0110373,0.142287
51,2.69201,0.0670905,0.0126147,0.151264
52,2.71063,0.074976,0.0136843,0.153918
53,2.74596,0.0770022,0.0142751,0.153399
54,2.75094,0.0779878,0.014404,0.149507
55,2.75094,0.0779878,0.014404,0.149507
56,2.78493,0.0874967,0.0155531,0.152068
57,2.79213,0.0878597,0.0160645,0.147218
58,2.81716,0.0914645,0.0170371,0.140191
59,2.7695,0.0806144,0.0149303,0.138655
60,2.7695,0.0806144,0.0149303,0.138655
61,2.7695,0.0806144,0.0149303,0.138655
62,2.7695,0.0806144,0.0149303,0.138655
63,2.78894,0.0826821,0.0152974,0.140125
64,2.83773,0.0953619,0.0173118,0.144958
65,2.83728,0.0929456,0.0171868,0.134172
66,2.81218,0.0841301,0.0152834,0.130659
67,2.81259,0.0862918,0.0158157,0.130221
68,2.84904,0.0993184,0.0184017,0.137255
69,2.8654,0.105126,0.018666,0.137981
70,2.86447,0.108153,0.0198457,0.143703
71,2.86447,0.108153,0.0198457,0.143703
72,2.87807,0.110631,0.0195951,0.146756
73,2.85204,0.101378,0.018197,0.148537
74,2.85204,0.101378,0.018197,0.148537
75,2.8858,0.113016,0.0199242,0.149177
76,2.8858,0.113016,0.0199242,0.149177
77,2.8675,0.108882,0.0194232,0.142654
78,2.8675,0.108882,0.0194232,0.142654
79,2.8675,0.108882,0.0194232,0.142654
80,2.8675,0.108882,0.0194232,0.142654
81,2.89878,0.119298,0.0213814,0.153745
82,2.88941,0.115115,0.0205284,0.154396
83,2.87915,0.112721,0.0201289,0.155744
84,2.87915,0.112721,0.0201289,0.155744
85,2.891,0.113838,0.0204384,0.151551
86,2.891,0.113838,0.0204384,0.151551
87,2.891,0.113838,0.0204384,0.151551
88,2.86255,0.107549,0.0190289,0.157008
89,2.86546,0.106965,0.0194127,0.151398
90,2.87917,0.108082,0.0193384,0.1483
91,2.87917,0.108082,0.0193384,0.1483
92,2.91008,0.115465,0.0211208,0.154344
93,2.93278,0.124357,0.0221186,0.152323
94,2.93278,0.124357,0.0221186,0.152323
95,2.93391,0.118717,0.020952,0.144675
96,2.93639,0.117203,0.0208655,0.13887
97,2.95762,0.119481,0.021398,0.125206
98,2.94859,0.121773,0.0214777,0.13464
99,2.95658,0.124193,0.022183,0.138637
100,2.95658,0.124193,0.022183,0.138637
101,2.95814,0.126379,0.0221082,0.143536
102,2.97715,0.133236,0.0234432,0.144807
103,2.97715,0.133236,0.0234432,0.144807
104,3.00171,0.147618,0.0255539,0.148145
105,2.99184,0.1465,0.0257468,0.155545
106,3.03531,0.164619,0.028789,0.157761
107,3.03531,0.164619,0.028789,0.157761
108,3.02532,0.156252,0.0275807,0.156637
109,3.03975,0.161012,0.0282805,0.158251
110,3.04889,0.164962,0.0291673,0.151366
111,3.07543,0.175316,0.0303796,0.15054
112,3.07543,0.175316,0.0303796,0.15054
113,3.07543,0.175316,0.0303796,0.15054
114,3.07543,0.175316,0.0303796,0.15054
