MDTU ,delta_S
1853,0.2488
1854,0.3012
1855,1.259
1856,0.3365
1857,-0.4004
1858,0.01849
1859,0.503
1860,-0.6715
1861,1.146
1862,-0.6615
1863,0.2815
1864,-0.5492
1865,0.645
1866,1.566
1867,0.4313
1868,0.3608
1869,1.668
1870,0.2975
1871,0.7807
1872,0.4672
1873,-0.1863
1874,0.5873
1875,0.5784
1876,-0.366
1877,-0.02231
1878,-0.7726
1879,1.137
1880,0.8032
1881,0.3641
1882,-1.487
1883,-0.01578
1884,-0.1169
1885,-0.1194
1886,1.599
1887,0.5145
1888,-1.321
1889,0.4217
1890,-0.4703
1891,-0.5954
1892,-0.9403
1893,1.491
1894,1.117
1895,0.08112
1896,-0.007522
1897,1.061
1898,-0.3194
1899,-1.134
1900,-1.303
1901,0.2505
1902,0.2582
1903,-0.01197
1904,-0.3985
1905,1.118
1906,0.5193
1907,0.1581
1908,-0.5881
1909,0.167
1910,0.3619
1911,0.6785
1912,0.785
1913,0.1157
1914,1.096
1915,-0.5111
1916,0.6994
1917,-0.5228
1918,-0.309
1919,-1.166
1920,0.001234
1921,-0.1979
1922,0.07703
1923,1.356
1924,-0.92
1925,1.488
1926,-0.8373
1927,-0.2826
1928,-0.5514
1929,0.01575
1930,0.5611
1931,0.6114
1932,0.433
1933,0.4972
1934,0.0638
1935,0.0652
1936,-0.9369
1937,-0.01796
1938,-0.7132
1939,0.0487
1940,0.8268
1941,0.403
1942,-1.033
1943,0.5024
1944,1.118
1945,0.03383
1946,0.7585
1947,-0.9043
1948,-1.16
1949,0.5221
1950,1.205
1951,0.1559
1952,-0.9425
1953,1.387
1954,1.744
1955,0.5628
1956,0.4431
1957,0.2084
1958,1.293
1959,0.2523
1960,0.5395
1961,-0.2498
1962,-0.06695
1963,0.1157
1964,-0.05036
1965,0.8586
1966,0.4487
1967,-0.1884
1968,0.6482
1969,0.1198
1970,-0.5192
1971,0.5553
1972,-0.3866
1973,-0.1866
1974,-0.8381
1975,1.396
1976,-0.3857
1977,0.6689
1978,0.7936
1979,1.436
1980,0.5087
1981,-0.1268
1982,0.08753
1983,1.058
1984,-0.6261
1985,-0.2087
1986,0.3671
1987,-0.6831
1988,-1.485
1989,-0.79
1990,0.2611
1991,-0.1974
1992,-0.3746
1993,0.2415
1994,1.008
1995,1.112
1996,0.3869
1997,0.1125
1998,0.6103
1999,2.508
2000,-0.5396
2001,1.908
2002,0.7265
2003,-0.3702
2004,0.03035
2005,0.997
2006,0.09193
2007,-0.1945
2008,0.2339
2009,0.8617
2010,1.085
2011,-1.135
2012,-0.3709
2013,-0.2831
2014,0.0449
2015,0.6905
2016,-0.4389
2017,1.074
2018,0.2958
2019,1.371
2020,-0.2363
2021,1.658
2022,-0.2791
2023,0.9266
2024,-0.0507
2025,0.6246
2026,1.423
2027,-1.033
2028,0.3414
2029,0.5583
2030,-1.082
2031,0.1928
2032,-0.3618
2033,-1.222
2034,1.303
2035,-1.165
2036,1.053
2037,0.3166
2038,-1.212
2039,1.722
2040,0.8427
2041,0.9924
2042,-0.2004
2043,0.7
2044,-0.03664
2045,0.347
2046,0.4165
2047,-1.036
2048,0.8373
2049,0.3889
2050,0.2612
2051,1.334
2052,0.5766
2053,0.6485
2054,-0.1467
2055,0.7758
2056,1.112
2057,1.99
2058,1.431
2059,-0.04109
2060,0.4897
2061,1.031
2062,0.6028
2063,0.3476
2064,0.3441
2065,1.131
2066,-0.4284
2067,0.4413
2068,0.2267
2069,0.4497
2070,-0.1266
2071,-0.1314
2072,-0.02057
2073,0.01973
2074,1.136
2075,0.4486
2076,-0.1089
2077,1.663
2078,1.063
2079,-1.459
2080,0.226
2081,1.464
2082,-0.1869
2083,-0.7646
2084,0.8768
2085,-0.52
2086,0.4039
2087,0.6249
2088,-1.004
2089,0.04518
2090,0.3281
2091,0.6483
2092,-1.307
2093,-0.8156
2094,0.565
2095,0.5985
2096,-1.463
2097,0.3932
2098,-1.113
2099,-0.7192
2100,-0.1496
2101,0.4184
2102,1.462
2103,1.7
2104,-0.07782
2105,0.6497
2106,-0.3294
2107,-0.1377
2108,0.849
2109,0.5714
2110,0.6921
2111,1.303
2112,1.799
2113,0.006875
2114,-0.1108
2115,1.192
2116,0.45
2117,1.194
2118,0.2268
2119,0.9684
2120,-0.01189
2121,0.8645
2122,-0.0587
2123,1.12
2124,0.02208
2125,0.9859
2126,-1.513
2127,1.36
2128,0.5453
2129,0.216
2130,0.5674
2131,0.0972
2132,0.1209
2133,0.5633
2134,1.696
2135,0.9555
2136,0.8046
2137,-0.1513
2138,0.6969
2139,0.4016
2140,1.497
2141,0.5212
2142,-0.1816
2143,0.8604
2144,0.3781
2145,0.3529
2146,0.2423
2147,0.02194
2148,0.4845
2149,-0.3125
2150,0.2245
2151,-1.328
2152,0.9941
2153,0.4271
2154,-0.4286
2155,1.692
2156,0.1323
2157,1.679
2158,1.493
2159,0.9139
2160,0.542
2161,-0.293
2162,0.6376
2163,0.3268
2164,-0.04016
2165,-0.5466
2166,-0.6469
2167,0.3418
2168,-0.1841
2169,-0.3011
2170,0.5132
2171,1.223
2172,1.06
2173,0.5727
2174,-1.229
2175,-0.07386
2176,-0.09354
2177,1.216
2178,0.2177
2179,0.4283
2180,-0.8148
2181,-0.7541
2182,-0.003663
2183,0.2971
2184,0.1903
2185,0.355
2186,0.1076
2187,0.7374
2188,0.1452
2189,1.676
2190,1.395
2191,-0.8251
2192,0.6061
2193,0.7201
2194,-0.1503
2195,0.3033
2196,-0.7727
2197,-1.138
2198,-0.8236
2199,-1.234
2200,-1.512
2201,0.7621
2202,1.265
2203,-0.1451
2204,0.08132
2205,0.7118
2206,1.016
2207,0.4521
2208,0.5113
2209,0.2347
2210,-0.03628
2211,0.9259
2212,-0.6601
2213,-0.8588
2214,0.4284
2215,-0.7532
2216,1.658
2217,0.2538
2218,-0.1783
2219,0.07097
2220,0.1708
2221,1.283
2222,0.308
2223,-0.3478
2224,-0.08966
2225,-0.6074
2226,0.5576
2227,0.6899
2228,0.2438
2229,1.247
2230,0.3395
2231,-0.705
2232,0.7327
2233,-0.01985
2234,1.209
2235,-0.2099
2236,0.5932
2237,0.8415
2238,-0.1085
2239,-0.7888
2240,0.8418
2241,0.2011
2242,0.6255
2243,0.5739
2244,-0.8251
2245,1.264
2246,0.2278
2247,1.356
2248,-0.4093
2249,0.06578
2250,0.03371
2251,-0.7551
2252,1.001
2253,0.4855
2254,-0.1398
2255,1.179
2256,0.5192
2257,1.324
2258,-1.222
2259,-0.06033
2260,0.4192
2261,0.558
2262,0.555
2263,-0.2071
2264,0.02849
2265,0.4231
2266,0.6613
2267,0.9061
2268,1.015
2269,-0.04451
2270,1.005
2271,0.8969
2272,0.7351
2273,0.1349
2274,-0.2766
2275,1.056
2276,0.5217
2277,0.4536
2278,0.6602
2279,0.8443
2280,1.109
2281,0.3879
2282,1.847
2283,0.5329
2284,0.3828
2285,-0.03179
2286,-0.2632
2287,0.5573
2288,-0.06932
2289,-1.194
2290,-1.665
2291,0.1695
2292,-0.4344
2293,0.1466
2294,-6.399e-05
2295,0.03285
2296,-0.56
2297,0.2156
2298,0.5253
2299,0.03599
2300,-0.1348
2301,0.6305
2302,-0.5624
2303,0.2711
2304,1.053
2305,-0.3854
2306,1.802
2307,1.127
2308,-0.5737
2309,0.1268
2310,1.19
2311,0.7441
2312,-0.3315
2313,0.7375
2314,-0.5015
2315,-0.4277
2316,0.8301
2317,0.2283
2318,0.8859
2319,0.5965
2320,-0.4811
2321,0.8543
2322,0.5157
2323,-1.449
2324,-1.148
2325,-0.582
2326,0.3113
2327,-0.1547
2328,-0.3657
2329,0.8436
2330,0.4455
2331,1.226
2332,0.6526
2333,-0.485
2334,-0.005519
2335,0.02611
2336,0.08078
2337,0.519
2338,0.03983
2339,-0.2793
2340,0.1742
2341,1.375
2342,0.8365
2343,0.6121
2344,-1.752
2345,0.77
2346,-0.1812
2347,-0.03662
2348,-0.576
2349,-0.1833
2350,0.3244
2351,1.069
2352,-0.6246
2353,0.4037
2354,0.923
2355,-0.35
2356,0.2867
2357,1.033
2358,-0.09526
2359,0.04991
2360,-0.7105
2361,0.1809
2362,1.906
2363,0.1013
2364,-0.2503
2365,0.1989
2366,-0.4242
2367,0.04808
2368,0.09001
2369,0.1945
2370,-0.7664
2371,0.2002
2372,1.899
2373,0.1894
2374,0.03752
2375,0.2982
2376,1.75
2377,0.5127
2378,1.695
2379,0.6765
2380,0.4439
2381,0.6527
2382,-0.5033
2383,0.0279
2384,0.4469
2385,-0.0397
2386,-0.758
2387,1.406
2388,0.5514
2389,-0.6456
2390,0.1898
2391,0.2194
2392,0.5572
2393,0.4957
2394,0.4
2395,0.4137
2396,0.3807
2397,-0.1484
2398,0.4654
2399,0.08196
2400,0.3174
2401,1.345
2402,0.2569
2403,0.798
2404,-0.655
2405,-0.7258
2406,-1.122
2407,-0.703
2408,0.08577
2409,0.7207
2410,-0.2801
2411,-0.7912
2412,-0.1218
2413,1.837
2414,-0.3962
2415,0.4498
2416,-0.189
2417,-0.2289
2418,1.53
2419,-0.3621
2420,0.5362
2421,-0.1226
2422,0.1615
2423,1.208
2424,0.3067
2425,0.1639
2426,0.4102
2427,1.037
2428,0.5912
2429,0.001898
2430,0.4789
2431,1.132
2432,-0.3837
2433,0.6174
2434,1.595
2435,0.4532
2436,0.3859
2437,0.9456
2438,-0.2856
2439,-0.5244
2440,0.9954
2441,-1.739
2442,1.234
2443,-0.4882
2444,-0.2209
2445,0.1454
2446,0.5804
2447,0.09262
2448,-0.3065
2449,0.8118
2450,1.474
2451,0.8732
2452,0.0917
2453,0.147
2454,0.04936
2455,-0.8337
2456,0.9733
2457,0.2147
2458,1.343
2459,0.3081
2460,0.2713
2461,1.86
2462,-0.8537
2463,0.4079
2464,0.04899
2465,-1.766
2466,-0.4686
2467,0.06216
2468,0.03865
2469,0.7534
2470,1.332
2471,0.1821
2472,-0.705
2473,0.6925
2474,0.6009
2475,0.1095
2476,0.2477
2477,-0.3272
2478,0.5926
2479,0.2348
2480,0.771
2481,0.8221
2482,-0.3784
2483,0.7851
2484,0.8227
2485,-0.7547
2486,-1.287
2487,0.9561
2488,-0.02704
2489,-0.002636
2490,-0.7785
2491,-0.9608
2492,-0.257
2493,-0.9405
2494,0.5218
2495,0.686
2496,1.238
2497,-0.403
2498,0.7811
2499,0.2304
2500,-0.11
2501,0.2298
2502,1.408
2503,0.3565
2504,-0.05968
2505,0.186
2506,0.5753
2507,1.183
2508,-0.4271
2509,0.3373
2510,0.2316
2511,-0.3784
2512,1.051
2513,0.9014
2514,0.07906
2515,1.709
2516,-0.3721
2517,0.9085
2518,-0.875
2519,0.2726
2520,-1.319
2521,0.422
2522,-1.239
2523,1.556
2524,0.2596
2525,1.355
2526,-0.4408
2527,-0.5396
2528,-0.4781
2529,1.057
2530,-0.2806
2531,-0.5636
2532,1.257
2533,1.095
2534,1.108
2535,-0.7641
2536,1.014
2537,-0.1766
2538,0.4624
2539,1.769
2540,0.7172
2541,0.2882
2542,-0.6511
2543,0.1464
2544,0.7372
2545,-0.4366
2546,0.3054
2547,-0.7307
2548,0.5056
2549,0.08696
2550,0.8885
2551,0.202
2552,1.328
2553,-0.8915
2554,-0.4373
2555,0.08434
2556,0.7493
2557,0.7777
2558,1.289
2559,0.09399
2560,-0.1396
2561,-0.0671
2562,-0.3019
2563,-0.373
2564,-0.1755
2565,0.5605
2566,1.594
2567,0.01128
2568,0.04818
2569,1.166
2570,0.427
2571,-0.717
2572,0.3408
2573,-0.7902
2574,-0.7502
2575,0.5301
2576,-0.5966
2577,-0.08439
2578,0.2257
2579,0.7596
2580,-0.2405
2581,-0.0686
2582,1.564
2583,-0.4759
2584,0.4854
2585,0.5198
2586,0.197
2587,1.278
2588,-0.3319
2589,-0.07977
2590,0.553
2591,0.4253
2592,0.1011
2593,-1.607
2594,-0.2553
2595,1.823
2596,0.01338
2597,0.2347
2598,0.6962
2599,1.557
2600,-1.132
2601,-1.13
2602,0.802
2603,1.465
2604,0.5277
2605,0.7902
2606,0.5609
2607,1.642
2608,-0.4191
2609,0.3071
2610,0.5075
2611,-0.1994
2612,-0.7573
2613,-0.103
2614,0.1573
2615,0.02245
2616,-0.04717
2617,0.4692
2618,0.09993
2619,0.6231
2620,0.2374
2621,0.4123
2622,0.5561
2623,0.179
2624,0.4652
2625,0.03808
2626,-0.064
2627,0.7947
2628,0.266
2629,1.147
2630,0.3059
2631,1.035
2632,-0.7966
2633,2.206
2634,0.3243
2635,0.7159
2636,-0.03332
2637,-0.3247
2638,0.3355
2639,0.1622
2640,0.7758
2641,0.9524
2642,0.8016
2643,0.06478
2644,1.607
2645,0.2558
2646,0.06491
2647,-1.27
2648,1.486
2649,-0.8479
2650,-0.4599
2651,-0.2549
2652,0.5219
2653,1.154
2654,1.012
2655,-0.1469
2656,0.9022
2657,0.4795
2658,0.1983
2659,-1.101
2660,-1.264
2661,-0.08337
2662,0.06684
2663,-0.2816
2664,0.2189
2665,0.883
2666,0.6082
2667,-0.5966
2668,-1.261
2669,0.9047
2670,0.6128
2671,-0.4795
2672,-0.03322
2673,0.2732
2674,-0.5812
2675,0.6417
2676,-0.03774
2677,-0.7937
2678,-1.161
2679,0.2106
2680,0.5618
2681,0.7621
2682,-0.2529
2683,0.6469
2684,0.4949
2685,-0.9734
2686,0.6252
2687,-0.005784
2688,0.201
2689,1.249
2690,-1.306
2691,0.1198
2692,-0.5825
2693,0.6899
2694,0.09834
2695,0.6294
2696,1.335
2697,1.122
2698,-0.3654
2699,0.5464
2700,0.3364
2701,0.7462
2702,0.03166
2703,0.8262
2704,-0.3658
2705,0.5904
2706,-0.8
2707,-0.004579
2708,0.6093
2709,0.8758
2710,-0.065
2711,0.04196
2712,-0.00301
2713,0.09546
2714,0.4964
2715,0.3328
2716,-0.5655
2717,0.1018
2718,0.5319
2719,0.5242
2720,0.1781
2721,0.7418
2722,-0.526
2723,-0.1349
2724,-0.6423
2725,1.045
2726,-0.6729
2727,-1.063
2728,0.8462
2729,0.8431
2730,0.7812
2731,-0.07107
2732,-0.7008
2733,0.4229
2734,0.1865
2735,0.3226
2736,-0.4168
2737,-0.556
2738,0.71
2739,1.162
2740,1.241
2741,-0.7762
2742,0.05009
2743,-0.3896
2744,1.381
2745,-0.08784
2746,1.807
2747,0.7246
2748,-0.105
2749,0.4859
2750,-1.028
2751,0.4328
2752,0.4752
2753,-1.122
2754,-0.3188
2755,-1.226
2756,0.2012
2757,0.4483
2758,-0.3284
2759,-0.4172
2760,1.197
2761,0.7465
2762,-0.3924
2763,1.542
2764,0.4701
2765,0.303
2766,1.08
2767,0.7319
2768,0.1343
2769,0.01359
2770,0.6172
2771,1.136
2772,0.2959
2773,-0.186
2774,-0.2068
2775,-1.429
2776,0.02895
2777,-0.6383
2778,-0.2624
2779,1.632
2780,-0.01033
2781,0.523
2782,0.2608
2783,0.543
2784,1.071
2785,0.08731
2786,0.3115
2787,-0.1755
2788,1.282
2789,1.847
2790,-0.09845
2791,-0.0748
2792,-0.7585
2793,0.9554
2794,0.5192
2795,0.6902
2796,1.658
2797,0.496
2798,2.086
2799,0.3766
2800,-0.3124
2801,0.9133
2802,-0.497
2803,0.1693
2804,-0.7438
2805,0.2977
2806,0.7685
2807,1.26
2808,-0.291
2809,0.3926
2810,0.04331
2811,-0.04319
2812,-0.3826
2813,0.5742
2814,-0.6881
2815,0.004885
2816,-0.3545
2817,0.6362
2818,1.001
2819,-0.3535
2820,0.06704
2821,0.3332
2822,-0.1934
2823,0.7984
2824,0.6391
2825,0.5654
2826,-0.1531
2827,0.2149
2828,0.5272
2829,-0.1965
2830,0.8082
2831,0.1603
2832,0.7299
2833,1.202
2834,0.749
2835,-1.194
2836,-0.8723
2837,-0.1763
2838,-0.00732
2839,1.058
2840,-0.1875
2841,-0.8899
2842,0.4364
2843,1.128
2844,0.9522
2845,0.5566
2846,-0.9943
2847,0.1709
2848,0.4718
2849,1.163
2850,2.297
2851,-0.1863
2852,0.7211
2853,0.2225
2854,-1.318
2855,0.5685
2856,0.3933
2857,-0.9974
2858,-0.6941
2859,0.4257
2860,-0.8309
2861,0.5524
2862,1.727
2863,-1.025
2864,-0.5403
2865,0.629
2866,1.209
2867,0.3857
2868,0.03106
2869,-0.4645
2870,0.6217
2871,0.7924
2872,1.455
2873,1.203
2874,0.3574
2875,0.3523
2876,0.1336
2877,1.287
2878,0.182
2879,0.4832
2880,-0.1533
2881,0.8621
2882,-0.02398
2883,1.046
2884,0.8278
2885,0.229
2886,0.8756
2887,-0.334
2888,0.9428
2889,1.188
2890,0.9827
2891,0.5606
2892,0.1317
2893,0.3193
2894,-0.4611
2895,0.1779
2896,0.5166
2897,0.4904
2898,0.4215
2899,-0.4051
2900,0.8613
2901,0.8881
2902,-0.6481
2903,0.7265
2904,0.1999
2905,0.6402
2906,1.317
2907,0.4513
2908,-0.4892
2909,-0.1904
2910,0.8754
2911,1.942
2912,0.7666
2913,0.5266
2914,0.01154
2915,-0.3425
2916,-0.852
2917,0.8012
2918,0.484
2919,1.024
2920,1.061
2921,-0.7758
2922,-0.8748
2923,0.3475
2924,0.5643
2925,0.5314
2926,1.125
2927,1.071
2928,0.248
2929,-1.316
2930,-0.314
2931,-0.1535
2932,1.045
2933,0.812
2934,0.07306
2935,0.6952
2936,0.4885
2937,-1.102
2938,0.9803
2939,0.2924
2940,-0.02037
2941,-0.0657
2942,0.5228
2943,0.3897
2944,0.0422
2945,0.8708
2946,1.801
2947,0.1094
2948,0.9108
2949,0.7597
2950,-0.4179
2951,-0.7906
2952,0.2396
2953,0.1957
2954,-1.001
2955,-0.02333
2956,-0.1272
2957,-0.279
2958,0.4988
2959,-1.734
2960,0.02276
2961,-0.79
2962,-0.3083
2963,0.9582
2964,0.5496
2965,0.7949
2966,-0.4548
2967,-0.098
2968,-0.01715
2969,0.3128
2970,-0.895
2971,-0.8157
2972,-0.1699
2973,0.7108
2974,0.04913
2975,0.5752
2976,0.1223
2977,0.5085
2978,0.1076
2979,-0.06806
2980,-0.4485
2981,-0.6132
2982,-0.3789
2983,-0.9423
2984,-0.644
2985,0.5783
2986,0.5564
2987,-0.8057
2988,0.4202
2989,0.6479
2990,0.7791
2991,0.4868
2992,-1.067
2993,-0.3687
2994,1.024
2995,-0.08027
2996,-1.041
2997,0.5863
2998,0.01403
2999,0.7948
3000,0.6944
3001,0.3725
3002,-0.7157
3003,0.9281
3004,0.5895
3005,0.6911
3006,-1.24
3007,0.7066
3008,0.0819
3009,0.04319
3010,-0.6411
3011,0.6795
3012,0.2405
3013,1.421
3014,-0.4862
3015,0.5701
3016,-0.394
3017,-0.6034
3018,-0.5777
3019,0.478
3020,-0.4536
3021,0.3928
3022,0.05034
3023,0.9051
3024,0.5481
3025,1.421
3026,0.2866
3027,-0.1705
3028,1.868
3029,-0.56
3030,0.7386
3031,-0.1095
3032,-0.05439
3033,0.5133
3034,0.1064
3035,0.4323
3036,-1.071
3037,-0.4925
3038,-0.8979
3039,0.4949
3040,0.6079
3041,0.9926
3042,-0.2129
3043,1.725
3044,1.759
3045,2.272
3046,-0.291
3047,0.2388
3048,0.586
3049,0.1819
3050,0.7677
3051,0.9989
3052,0.005464
3053,0.4236
3054,-1.549
3055,0.241
3056,0.5612
3057,0.2976
3058,0.8212
3059,1.046
3060,0.3363
3061,0.7133
3062,0.08393
3063,-0.02764
3064,1.229
3065,0.2984
3066,-0.77
3067,0.4186
3068,0.4894
3069,-0.7404
3070,0.6463
3071,-0.6294
3072,0.1413
3073,-0.1424
3074,0.3966
3075,-0.3102
3076,0.04748
3077,-0.1138
3078,1.126
3079,-0.111
3080,1.317
3081,0.3516
3082,0.5546
3083,0.1926
3084,-0.01152
3085,1.938
3086,-0.941
3087,1.168
3088,0.1775
3089,1.032
3090,0.3751
3091,1.05
3092,-0.1102
3093,0.521
3094,0.5395
3095,-0.2937
3096,-0.7925
3097,0.9576
3098,0.1566
3099,0.8276
3100,-0.4297
3101,0.8882
3102,-0.5736
3103,-0.1757
3104,0.9324
3105,-0.6161
3106,-0.0174
3107,0.5097
3108,-0.4155
3109,1.257
3110,-0.4796
3111,0.255
3112,-0.04768
3113,0.6369
3114,-0.7951
3115,-0.1861
3116,0.6943
3117,-0.04214
3118,0.614
3119,-0.09434
3120,0.3444
3121,0.4357
3122,0.08614
3123,0.5813
3124,-0.03269
3125,-0.01966
3126,1.266
3127,0.03233
3128,0.8418
3129,-0.9354
3130,-0.196
3131,-1.664
3132,0.3556
3133,-0.007969
3134,-0.1947
3135,0.2313
3136,0.2851
3137,-1.006
3138,-0.2436
3139,-0.4199
3140,0.2896
3141,0.144
3142,2.281
3143,0.6137
3144,1.288
3145,0.3028
3146,-0.03887
3147,-0.1221
3148,-0.994
3149,-0.9587
3150,0.6143
3151,0.1042
3152,0.7618
3153,-0.297
3154,0.05199
3155,1.27
3156,-0.6156
3157,0.9833
3158,-0.5031
3159,-0.5947
3160,0.4867
3161,-0.4414
3162,0.8366
3163,0.7371
3164,1.249
3165,0.8816
3166,0.7576
3167,0.4453
3168,0.6615
3169,0.8242
3170,-0.5365
3171,0.3796
3172,0.5135
3173,-0.4137
3174,0.9824
3175,0.2163
3176,-0.03962
3177,-0.3838
3178,1.265
3179,-0.09908
3180,0.8003
3181,0.317
3182,0.4223
3183,0.4447
3184,-0.3664
3185,0.252
3186,0.03807
3187,0.2807
3188,0.5143
3189,0.5163
3190,-0.1352
3191,-0.4643
3192,-0.001817
3193,0.9531
3194,-0.2368
3195,0.6629
3196,1.291
3197,0.913
3198,0.5491
3199,2.156
3200,-0.5224
3201,0.04715
3202,0.5395
3203,0.8603
3204,0.1474
3205,-0.7613
3206,1.211
3207,0.6753
3208,-0.01106
3209,0.6389
3210,1.416
3211,-0.666
3212,0.1337
3213,-0.3222
3214,0.6109
3215,-1.007
3216,0.3159
3217,-0.4057
3218,0.4427
3219,-0.7333
3220,-1.223
3221,-0.06624
3222,-0.8768
3223,-0.4083
3224,0.8045
3225,-0.1693
3226,-0.3349
3227,0.1446
3228,-0.04712
3229,1.459
3230,0.7796
3231,0.1123
3232,0.1395
3233,-0.2026
3234,0.4561
3235,0.02091
3236,0.3331
3237,-0.3341
3238,1.14
3239,-3.249e-05
3240,-1.364
3241,-0.2499
3242,-0.285
3243,0.07615
3244,-0.2476
3245,0.2187
3246,0.5664
3247,1.149
3248,1.079
3249,0.8217
3250,-0.1693
3251,1.684
3252,0.7485
3253,-0.9056
3254,0.7785
3255,2.004
3256,-0.1287
3257,0.3154
3258,1.088
3259,0.8417
3260,-0.6807
3261,-0.5735
3262,0.2504
3263,0.1051
3264,0.868
3265,1.086
3266,-0.06056
3267,0.4392
3268,-0.5948
3269,-0.2821
3270,0.3469
3271,0.6883
3272,-0.2833
3273,1.012
3274,0.5029
3275,0.6092
3276,1.052
3277,0.2489
3278,-0.5629
3279,0.5687
3280,0.2855
3281,1.102
3282,1.08
3283,0.7748
3284,-1.394
3285,-0.2244
3286,-0.579
3287,0.03226
3288,0.9009
3289,-0.6603
3290,0.1769
3291,0.1175
3292,-0.1306
3293,0.01388
3294,0.9331
3295,0.02719
3296,-1.13
3297,0.4821
3298,-0.888
3299,-0.6107
3300,-0.02558
3301,0.868
3302,0.2864
3303,0.4484
3304,0.4362
3305,0.064
3306,-0.2445
3307,-0.9205
3308,0.8296
3309,0.7253
3310,0.415
3311,0.262
3312,0.7076
3313,0.05848
3314,0.1062
3315,-0.6554
3316,-0.4553
3317,0.4271
3318,0.5181
3319,0.8044
3320,1.342
3321,-0.5914
3322,1.574
3323,0.6021
3324,0.9399
3325,0.8897
3326,-0.3094
3327,-0.6819
3328,0.9186
3329,-0.3876
3330,-1.101
3331,-0.6748
3332,-0.401
3333,-0.5421
3334,0.9689
3335,0.1047
3336,0.7046
3337,-0.6766
3338,-0.6797
3339,0.04016
3340,1.928
3341,0.9321
3342,0.6333
3343,1.345
3344,1.638
3345,1.322
3346,-1.998
3347,-0.7494
3348,0.6098
3349,-0.04689
3350,-0.6866
3351,-0.4847
3352,-0.01477
3353,1.038
3354,0.02069
3355,-0.8839
3356,0.2544
3357,0.7345
3358,0.09828
3359,0.1794
3360,0.5279
3361,0.2918
3362,0.4801
3363,-0.4316
3364,1.561
3365,-0.7421
3366,0.2951
3367,-0.6605
3368,0.219
3369,0.9248
3370,-0.0619
3371,0.0868
3372,0.7863
3373,0.1929
3374,1.334
3375,-0.09063
3376,0.3357
3377,1.528
3378,1.161
3379,0.6526
3380,0.02147
3381,0.8739
3382,-0.4389
3383,-0.9453
3384,0.2497
3385,-0.09896
3386,0.1498
3387,-1.268
3388,0.5116
3389,0.1202
3390,0.1539
3391,0.9192
3392,-0.2413
3393,0.4918
3394,0.03192
3395,0.3524
3396,0.4565
3397,-1.494
3398,1.148
3399,0.1312
3400,1.024
3401,1.399
3402,-0.2585
3403,-0.4211
3404,-1.405
3405,0.454
3406,1.222
3407,0.4115
3408,-0.03688
3409,-0.0668
3410,0.5941
3411,-0.0006283
3412,0.9563
3413,0.04512
3414,-0.4075
3415,0.4663
3416,0.519
3417,0.4953
3418,-0.1503
3419,-0.7185
3420,1.147
3421,-0.4172
3422,-0.1701
3423,0.2674
3424,0.7818
3425,-0.6891
3426,1.097
3427,0.2785
3428,0.6674
3429,-0.1997
3430,0.1767
3431,-0.7647
3432,0.7718
3433,0.1911
3434,0.9708
3435,-0.5148
3436,-0.9137
3437,-1.357
3438,-0.5206
3439,-0.09257
3440,0.9681
3441,-0.2048
3442,-0.9272
3443,-0.9492
3444,-0.3397
3445,0.9892
3446,0.09169
3447,0.3322
3448,-0.07001
3449,-0.1596
3450,0.4871
3451,-0.7319
3452,-0.3645
3453,1.588
3454,0.2506
3455,0.6002
3456,0.01881
3457,0.8938
3458,0.1384
3459,0.2874
3460,0.02412
3461,0.604
3462,0.5001
3463,-0.1679
3464,1.063
3465,0.1556
3466,1.118
3467,1.379
3468,-0.7454
3469,1.357
3470,-0.2727
3471,0.657
3472,-0.6857
3473,1.446
3474,-0.2993
3475,0.1715
3476,-0.2403
3477,-0.5659
3478,0.4769
3479,0.4436
3480,0.1629
3481,1.396
3482,0.2642
3483,1.569
3484,0.184
3485,-0.4306
3486,-0.3458
3487,-0.06211
3488,-0.1182
3489,2.176
3490,0.9029
3491,-0.6401
3492,-0.2468
3493,0.2682
3494,0.63
3495,0.5518
3496,-0.3597
3497,-1.177
3498,-0.4297
3499,0.0511
3500,1.296
3501,-0.5282
3502,0.1318
3503,1.478
3504,0.7477
3505,-0.5698
3506,-0.7236
3507,0.08112
3508,-0.01165
3509,0.9829
3510,-0.9019
3511,0.8042
3512,0.1867
3513,1.145
3514,1.024
3515,1.071
3516,-0.4941
3517,-0.6103
3518,0.222
3519,2.055
3520,1.141
3521,1.041
3522,0.887
3523,1.084
3524,-0.1222
3525,1.265
3526,1.111
3527,0.6926
3528,0.04393
3529,1.088
3530,0.1286
3531,-0.05505
3532,-0.08285
3533,0.07582
3534,-0.6001
3535,0.1332
3536,-0.07312
3537,1.342
3538,-0.508
3539,-0.4113
3540,0.6402
3541,0.01759
3542,0.7158
3543,0.005424
3544,-0.6814
3545,-0.6592
3546,0.4823
3547,-0.2363
3548,-0.6491
3549,-0.2635
3550,0.001896
3551,-0.4517
3552,-0.8917
3553,-0.01659
3554,1.739
3555,0.3974
3556,-0.1429
3557,-1.975
3558,0.08016
3559,1.305
3560,2.11
3561,1.539
3562,-0.9214
3563,1.033
3564,0.637
3565,0.8088
3566,1.892
3567,0.9198
3568,0.4487
3569,0.2825
3570,1.296
3571,0.4547
3572,-0.7507
3573,-0.03559
3574,0.4604
3575,1.482
3576,-0.7823
3577,0.3212
3578,0.02425
3579,0.6705
3580,-0.372
3581,0.567
