ReTr(Lx),ImTr(Lx)
-0.0511877,-0.0656406
-0.0511877,-0.0656406
-0.0463476,-0.0787085
-0.0433646,-0.0795388
-0.0439536,-0.0820366
-0.0439536,-0.0820366
-0.0249886,-0.0861607
-0.0399858,-0.072986
-0.0399858,-0.072986
-0.0399858,-0.072986
-0.0192392,-0.0665076
-0.0192392,-0.0665076
-0.0278846,-0.074114
-0.0278846,-0.074114
-0.0189752,-0.0790154
-0.0189752,-0.0790154
-0.0363651,-0.068823
-0.0363651,-0.068823
-0.0363651,-0.068823
-0.0284315,-0.0806731
-0.0284315,-0.0806731
-0.0397552,-0.069366
-0.0383537,-0.0659218
-0.0418968,-0.0740177
-0.0303875,-0.0636928
-0.0303875,-0.0636928
-0.0442649,-0.0524675
-0.0585548,-0.0500156
-0.0453708,-0.0258779
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.0540844,-0.0376665
-0.049673,-0.0420695
-0.049673,-0.0420695
-0.049673,-0.0420695
-0.049673,-0.0420695
-0.049673,-0.0420695
-0.0479471,-0.0432159
-0.0479471,-0.0432159
-0.0393731,-0.0410017
-0.0436564,-0.0387771
-0.0785786,-0.0236309
-0.0751417,-0.044687
-0.0865637,-0.0513661
-0.101507,-0.0353689
-0.0880868,-0.0210052
-0.0845792,-0.0158901
-0.074491,-0.0250119
-0.0852171,-0.0241836
-0.0852171,-0.0241836
-0.0965415,-0.0511751
-0.0750745,-0.0807264
-0.0478269,-0.0829602
-0.0380406,-0.0988715
-0.0380406,-0.0988715
-0.0380406,-0.0988715
-0.0380406,-0.0988715
-0.0384785,-0.0782285
-0.0265027,-0.099207
-0.0138902,-0.063889
0.0176946,-0.0650124
0.038671,-0.0559221
0.0315532,-0.0568478
0.0289615,-0.0720823
0.021122,-0.0783306
0.021122,-0.0783306
0.0282825,-0.0767906
0.0041245,-0.08583
0.0041245,-0.08583
0.0312805,-0.0884906
0.0312805,-0.0884906
0.00518339,-0.117596
0.00518339,-0.117596
0.00518339,-0.117596
0.00518339,-0.117596
0.0243445,-0.100848
0.0213123,-0.107015
0.0388661,-0.114531
0.0388661,-0.114531
0.0369981,-0.102251
0.0369981,-0.102251
0.0369981,-0.102251
0.0363984,-0.093948
0.0376374,-0.0907331
0.04424,-0.100687
0.04424,-0.100687
0.0441199,-0.083922
0.0305696,-0.122238
0.0305696,-0.122238
0.0614663,-0.0967391
0.0857592,-0.0929645
0.110755,-0.135079
0.119851,-0.0949315
0.0773659,-0.109657
0.0773659,-0.109657
0.106664,-0.104603
0.0833934,-0.0966129
0.0833934,-0.0966129
0.111502,-0.099463
0.100416,-0.115732
0.110798,-0.0943971
0.110798,-0.0943971
0.092727,-0.0908507
0.0656281,-0.0981522
0.0989763,-0.0984556
0.152941,-0.115659
0.152941,-0.115659
0.152941,-0.115659
0.152941,-0.115659
0.13827,-0.0619621
0.147321,-0.0477714
0.147321,-0.0477714
0.147321,-0.0477714
0.0963986,-0.0409788
0.0882984,-0.0392851
0.0882984,-0.0392851
0.0822626,-0.0418704
0.0925597,-0.0336561
0.0925597,-0.0336561
0.0925597,-0.0336561
0.0763014,-0.0374915
0.0763014,-0.0374915
0.0777785,-0.0237956
0.0777785,-0.0237956
0.0956662,-0.0410154
0.0956662,-0.0410154
0.0956662,-0.0410154
0.0956662,-0.0410154
0.118346,-0.0375285
0.133659,0.0130875
0.133659,0.0130875
0.145174,0.0277145
0.145174,0.0277145
0.145174,0.0277145
0.145174,0.0277145
0.141072,0.0104764
0.141072,0.0104764
0.167656,0.00713589
0.167656,0.00713589
0.167656,0.00713589
0.167656,0.00713589
0.169464,0.017118
0.169464,0.017118
0.166445,0.0270005
0.17002,0.0115556
0.184669,0.0270996
0.172492,0.0295762
0.180026,-0.00188509
0.17487,-0.0251634
0.17487,-0.0251634
0.158801,-0.0196942
0.166721,-0.0453186
0.220754,-0.049558
0.205421,-0.0655725
0.205421,-0.0655725
0.205421,-0.0655725
0.205421,-0.0655725
0.20831,-0.0238252
