MDTU,|Tr(Lx)|,|Tr(Ly)|
1,0.625795,0.608118
2,0.545314,0.525588
3,0.558943,0.503478
4,0.49,0.425939
5,0.422464,0.429227
6,0.447164,0.415777
7,0.459552,0.450565
8,0.45365,0.459823
9,0.472606,0.381928
10,0.403959,0.366071
11,0.444252,0.324472
12,0.444252,0.324472
13,0.444252,0.324472
14,0.397024,0.295621
15,0.431539,0.26106
16,0.456882,0.411732
17,0.410313,0.362783
18,0.392363,0.370806
19,0.401304,0.391899
20,0.446714,0.41873
21,0.417052,0.410724
22,0.393885,0.391571
23,0.400606,0.438969
24,0.389415,0.430748
25,0.423845,0.440978
26,0.458256,0.403294
27,0.413904,0.382428
28,0.424197,0.353375
29,0.422582,0.337424
30,0.409724,0.286099
31,0.378353,0.346354
32,0.356566,0.259262
33,0.346706,0.23181
34,0.311534,0.238353
35,0.372098,0.214751
36,0.437138,0.191976
37,0.390843,0.266142
38,0.327549,0.301843
39,0.393041,0.36846
40,0.327024,0.322797
41,0.267683,0.436435
42,0.329586,0.396273
43,0.334891,0.324991
44,0.375956,0.378027
45,0.374914,0.440119
46,0.305246,0.308802
47,0.385925,0.354104
48,0.376281,0.406049
49,0.427213,0.330077
50,0.397947,0.184974
51,0.371566,0.286824
52,0.313834,0.239885
53,0.381205,0.263768
54,0.357568,0.304025
55,0.358112,0.374477
56,0.315458,0.348559
57,0.408948,0.308126
58,0.418601,0.287147
59,0.343652,0.387988
60,0.392032,0.387551
61,0.405685,0.389457
62,0.328534,0.42126
63,0.388773,0.373386
64,0.376396,0.356974
65,0.355801,0.30817
66,0.306776,0.3311
67,0.259782,0.380427
68,0.263167,0.401072
69,0.15943,0.43092
70,0.193952,0.344204
71,0.167641,0.349411
72,0.221088,0.331608
73,0.285778,0.361944
74,0.102538,0.359285
75,0.0973377,0.343384
76,0.158974,0.315618
77,0.207256,0.313042
78,0.317579,0.262221
79,0.276021,0.364527
80,0.274182,0.361516
81,0.274182,0.361516
82,0.32462,0.302177
83,0.380287,0.336538
84,0.388039,0.319211
85,0.405156,0.294047
86,0.363782,0.312032
87,0.312319,0.216364
88,0.267944,0.213101
89,0.270715,0.21527
90,0.37672,0.290843
91,0.393283,0.288242
92,0.394182,0.27965
93,0.377911,0.273757
94,0.352014,0.389422
95,0.388871,0.317152
96,0.389565,0.176669
97,0.410157,0.294647
98,0.298097,0.298416
99,0.463052,0.251642
100,0.390283,0.172505
101,0.437077,0.260408
102,0.331194,0.257298
103,0.343516,0.267678
104,0.343516,0.267678
105,0.367626,0.323194
106,0.397151,0.350707
107,0.346684,0.35138
108,0.36854,0.399133
109,0.312274,0.319733
110,0.236539,0.340973
111,0.206929,0.384257
112,0.131466,0.304183
113,0.0201393,0.347935
114,0.0590352,0.311628
115,0.0593646,0.344888
116,0.0418697,0.30462
117,0.0593994,0.31401
118,0.0926234,0.166906
119,0.0926234,0.166906
120,0.12088,0.160956
121,0.163834,0.289114
122,0.192854,0.254981
123,0.240357,0.44414
124,0.0917101,0.402347
125,0.0486122,0.404876
126,0.21526,0.398608
127,0.213721,0.367957
128,0.24404,0.381701
129,0.194815,0.380791
130,0.136304,0.363394
131,0.105723,0.397263
132,0.0289791,0.466498
133,0.0289791,0.466498
134,0.0324253,0.471826
135,0.101667,0.438629
136,0.123811,0.401594
137,0.114021,0.439449
138,0.0904743,0.405429
139,0.0761708,0.433603
140,0.108853,0.453065
141,0.124469,0.389217
142,0.200567,0.42959
143,0.135857,0.39138
144,0.0764563,0.378163
145,0.152466,0.440095
146,0.183303,0.408354
147,0.250011,0.444362
148,0.179607,0.428182
149,0.0784424,0.404249
150,0.0708044,0.375321
151,0.0536194,0.348101
152,0.0876482,0.417323
153,0.0446496,0.40503
154,0.0458198,0.350268
155,0.0231268,0.371035
156,0.0397567,0.383784
157,0.0464927,0.380491
158,0.0217238,0.422816
159,0.0375615,0.37621
160,0.023112,0.386892
161,0.0853569,0.384833
162,0.0194659,0.425325
163,0.0750333,0.402457
164,0.0581751,0.36057
165,0.0522118,0.446343
166,0.118982,0.434128
167,0.0478926,0.349325
168,0.106112,0.353468
169,0.12903,0.356114
170,0.226669,0.356305
171,0.0983159,0.326526
172,0.147004,0.377369
173,0.123531,0.334522
174,0.167512,0.407483
175,0.126921,0.375454
176,0.165043,0.370535
177,0.165043,0.370535
178,0.170208,0.500228
179,0.208549,0.419388
180,0.194572,0.426519
181,0.244872,0.331907
182,0.196212,0.355072
183,0.186517,0.374183
184,0.106541,0.350111
185,0.189727,0.413618
186,0.191539,0.383454
187,0.0423235,0.446803
188,0.0934914,0.435378
189,0.0717209,0.405296
190,0.124734,0.42415
191,0.124734,0.42415
192,0.140427,0.457142
193,0.173568,0.407178
194,0.180614,0.37413
195,0.201151,0.453636
196,0.251844,0.403834
197,0.188578,0.387942
198,0.180111,0.404946
199,0.279128,0.336966
200,0.249331,0.378033
201,0.301024,0.346894
202,0.357465,0.359633
203,0.353879,0.424588
204,0.310201,0.473889
205,0.3796,0.435054
