MDTU,plaq,Re(det),Im(det),link
1,1.03929,0.566499,0.164763,0.148435
2,1.05584,0.585786,0.198287,0.170984
3,1.0203,0.546079,0.201786,0.178985
4,1.02012,0.551421,0.212689,0.189434
5,1.00907,0.536631,0.211751,0.197088
6,0.98571,0.513809,0.207121,0.195325
7,1.0043,0.52634,0.217304,0.195205
8,0.983396,0.507196,0.210428,0.195649
9,0.998757,0.524077,0.216386,0.195649
10,0.981342,0.503883,0.212172,0.196683
11,1.00593,0.526365,0.220751,0.199816
12,1.00593,0.526365,0.220751,0.199816
13,1.00593,0.526365,0.220751,0.199816
14,0.983195,0.506352,0.210711,0.20132
15,0.985366,0.51361,0.216364,0.202993
16,0.988702,0.517441,0.214202,0.199058
17,0.975464,0.503485,0.208483,0.197839
18,0.983282,0.508582,0.212931,0.197014
19,0.986428,0.512844,0.213594,0.201638
20,0.975243,0.501177,0.206945,0.200703
21,0.981659,0.512176,0.215168,0.202483
22,0.984977,0.513595,0.214412,0.205037
23,0.983245,0.510455,0.216804,0.207236
24,0.985974,0.519843,0.213532,0.207084
25,0.981343,0.507471,0.216379,0.202006
26,0.979816,0.510726,0.214923,0.203727
27,0.978311,0.510161,0.215136,0.204985
28,0.973266,0.508306,0.214757,0.201832
29,0.977536,0.510024,0.211342,0.200688
30,0.982475,0.512972,0.213991,0.20019
31,0.978082,0.511745,0.212883,0.202284
32,0.985269,0.514154,0.211774,0.201412
33,0.980613,0.50927,0.213336,0.202531
34,0.976578,0.504543,0.213882,0.20082
35,0.976568,0.508042,0.216848,0.201512
36,0.989361,0.51681,0.217086,0.199285
37,0.975159,0.504889,0.214663,0.200683
38,0.977584,0.507642,0.215161,0.201791
39,0.983706,0.515569,0.215181,0.201352
40,0.969601,0.50192,0.210992,0.200676
41,0.975635,0.509673,0.212573,0.201531
42,0.986411,0.5196,0.2162,0.200193
43,0.977076,0.508631,0.213255,0.201606
44,0.978924,0.510965,0.214334,0.200629
45,0.988487,0.516161,0.213853,0.19577
46,0.975519,0.503667,0.212774,0.19971
47,0.990755,0.522759,0.21699,0.202057
48,0.977018,0.508078,0.211829,0.199066
49,0.982075,0.51822,0.21534,0.206595
50,0.98325,0.514282,0.21405,0.204717
51,0.985038,0.516748,0.216027,0.202122
52,0.974318,0.508862,0.214866,0.200909
53,0.970393,0.502627,0.210874,0.19903
54,0.975777,0.505564,0.213841,0.196444
55,0.977135,0.509314,0.21509,0.20156
56,0.977323,0.504188,0.212372,0.202265
57,0.983608,0.517618,0.215011,0.204493
58,0.971012,0.501339,0.207804,0.199291
59,0.979088,0.511517,0.210064,0.201082
60,0.985026,0.51202,0.213361,0.199281
61,0.976798,0.507714,0.211451,0.201285
62,0.979915,0.513801,0.213466,0.199777
63,0.974308,0.510232,0.213391,0.201749
64,0.981192,0.5093,0.214521,0.201867
65,0.980828,0.513737,0.213739,0.200446
66,0.971621,0.505828,0.207684,0.200657
67,0.974827,0.507249,0.213279,0.197469
68,0.97895,0.513959,0.216649,0.202383
69,0.978317,0.513237,0.216591,0.197641
70,0.966384,0.502766,0.210254,0.20073
71,0.984584,0.50959,0.214577,0.196249
72,0.978613,0.508178,0.209574,0.199859
73,0.987622,0.519444,0.217998,0.202444
74,0.97305,0.50283,0.208671,0.200126
75,0.97977,0.509265,0.217183,0.201269
76,0.974185,0.504616,0.212313,0.201115
77,0.979935,0.512272,0.215471,0.199453
78,0.969643,0.504963,0.209589,0.20058
79,0.979167,0.507633,0.211322,0.19487
80,0.982388,0.514696,0.212905,0.199078
81,0.982388,0.514696,0.212905,0.199078
82,0.962433,0.497529,0.207768,0.202155
83,0.984162,0.517774,0.212483,0.20084
84,0.969595,0.502683,0.210581,0.20361
85,0.985771,0.510877,0.211902,0.20063
86,0.976994,0.506098,0.212433,0.201383
87,0.979894,0.50821,0.211137,0.196313
88,0.990647,0.523888,0.216369,0.20186
89,0.979049,0.508163,0.211616,0.202762
90,0.986084,0.517713,0.214942,0.20059
91,0.9756,0.499882,0.210471,0.196968
92,0.988843,0.515525,0.217751,0.200903
93,0.976984,0.504211,0.211308,0.198481
94,0.985233,0.519486,0.214687,0.201255
95,0.98298,0.518823,0.214131,0.206215
96,0.968506,0.498216,0.20843,0.198019
97,0.98547,0.513403,0.215103,0.201657
98,0.972428,0.504904,0.213933,0.202013
99,0.987701,0.520847,0.218364,0.201419
100,0.973495,0.503059,0.212905,0.200958
101,0.97862,0.508591,0.21334,0.202359
102,0.974822,0.509965,0.212841,0.202954
103,0.977627,0.509359,0.2155,0.201514
104,0.977627,0.509359,0.2155,0.201514
105,0.972272,0.505082,0.212546,0.200932
106,0.983229,0.516347,0.216657,0.199704
107,0.973914,0.511309,0.217575,0.204905
108,0.987531,0.523909,0.216089,0.202034
109,0.97724,0.508006,0.213948,0.20007
110,0.985095,0.515792,0.215983,0.199464
111,0.983922,0.51156,0.211796,0.20034
112,0.982958,0.506796,0.213851,0.199601
113,0.982303,0.512779,0.214195,0.201088
114,0.979345,0.508262,0.214603,0.202935
115,0.982445,0.513975,0.213428,0.200908
116,0.978899,0.508159,0.21433,0.200502
117,0.968593,0.496871,0.205706,0.201008
118,0.975222,0.504295,0.211824,0.198535
119,0.975222,0.504295,0.211824,0.198535
120,0.969493,0.501437,0.211232,0.20034
