MDTU,susyTrans,Im(bilin)
1920,-0.0992931,0.00235169
1930,-0.0455586,-0.000415347
1940,-0.0948839,-0.00119232
1950,-0.055435,0.00196383
1960,-0.119499,-0.000435781
1970,-0.0751125,-0.00289703
1980,-0.110765,0.00375942
1990,-0.0979376,0.00408718
2000,-0.0375424,-0.00198596
2010,-0.0412706,-0.000564058
2020,-0.0649041,0.000352564
2030,-0.06419,0.000400048
2040,-0.106863,0.000775424
2050,-0.122312,-0.00023051
2060,-0.0632602,0.00160488
2070,-0.115324,-2.20987e-05
2080,-0.0877252,0.00349689
2090,-0.186906,-0.00129087
2100,-0.129193,0.00111149
2110,-0.209733,-0.0069693
2120,-0.1276,-0.0024438
2130,-0.154549,-0.00161875
2140,-0.18815,-0.000768051
2150,0.0184297,0.00051294
2160,-0.143872,0.00255409
2170,-0.0990589,0.00113427
2180,-0.0614398,0.00260898
2190,-0.0153023,0.000989266
2200,-0.0944379,-0.00144106
2210,-0.0554589,-0.00176329
2220,-0.070686,0.00212618
2230,-0.0933693,0.00462387
2240,-0.0737593,0.00281835
2250,-0.109913,-0.00413529
2260,-0.0984259,0.00324715
2270,-0.129646,-0.000343178
2280,-0.114326,-0.00034596
2290,-0.0311042,-0.000827507
2300,-0.266048,-0.0020617
2310,-0.0695719,-0.00194491
2320,-0.123681,-0.00032592
2330,-0.0636814,0.00338376
2340,-0.0687575,0.000212646
2350,-0.0364551,-0.00135974
2360,-0.122556,-0.00158608
2370,-0.120333,-0.000126262
2380,-0.127712,0.00101047
2390,-0.165302,-0.00198954
2400,-0.126938,-0.00108081
2410,-0.0770006,-0.00576459
2420,0.025122,-0.00463463
2430,-0.14327,0.000110601
2440,-0.146231,0.000879496
2450,-0.0820323,-0.00133034
2460,-0.111402,-0.00212537
2470,-0.041793,-0.000306561
2480,-0.187672,-0.000553726
2490,-0.0945229,-0.000378202
2500,-0.0510734,0.00195157
2510,-0.164601,-0.00119608
2520,-0.0641773,-0.00303641
2530,-0.0279096,-0.000414411
2540,-0.179137,-0.000723293
2550,-0.12858,-0.00254612
2560,-0.121215,0.000914794
2570,-0.0958662,-0.00203707
2580,-0.113289,0.00185698
2590,-0.105407,0.00174646
2600,-0.0720503,0.00292927
2610,-0.149118,-0.00139919
2620,-0.0626817,0.00150127
2630,-0.167966,-0.00211785
2640,-0.0375596,-0.000949496
2650,-0.179958,-0.00125655
2660,-0.0640947,0.003696
2670,-0.101687,0.000456359
2680,-0.0997811,-0.000936891
2690,-0.163959,-0.00107169
2700,-0.148789,-0.000230135
2710,-0.0796602,-0.000620272
2720,-0.116859,0.0019066
2730,-0.08384,-0.00317166
2740,-0.0949588,0.000795944
2750,-0.0882591,0.000672121
2760,-0.0726098,-0.000251085
2770,-0.128887,-0.00216153
2780,-0.0581964,-0.000799883
2790,-0.135415,0.00185385
2800,-0.171265,-0.00164296
2810,-0.153411,0.00288214
2820,-0.0846783,0.000453584
2830,-0.0801928,-0.00118066
2840,-0.0497863,8.37594e-05
2850,-0.138524,0.000732069
2860,-0.104162,-0.00149123
2870,-0.0785984,-0.00167782
2880,-0.148901,0.00166313
2890,-0.123749,-0.00178413
2900,-0.0413572,-0.00104488
2910,-0.110628,-0.00624669
2920,-0.10606,0.00156915
2930,-0.0359533,-0.000688699
2940,-0.207661,-0.00473639
2950,-0.136578,-0.00423983
2960,-0.088637,0.00170712
2970,-0.11667,0.00154011
2980,-0.119688,0.0014025
2990,-0.0983113,0.000153471
3000,-0.102423,0.001638
3010,-0.0736428,0.00124726
3020,-0.164888,0.000541683
3030,-0.0950067,0.00114682
3040,-0.0954913,-0.00302956
3050,-0.0372973,0.000661698
3060,-0.128065,-0.00168761
3070,-0.0397365,-0.0042504
3080,-0.062768,-0.000605469
3090,-0.121029,0.00155725
3100,-0.0905142,0.000235014
3110,-0.132902,0.00360248
3120,-0.103827,-0.00288252
3130,-0.090919,-0.00404225
3140,-0.0381027,-0.00362043
3150,-0.0558573,0.000559942
3160,-0.0425503,0.00286836
3170,-0.114935,0.00485357
3180,0.00923086,-0.000993015
3190,-0.0546026,0.00166798
3200,-0.108312,0.00333403
3210,-0.188065,-0.00142066
3220,0.00600238,0.00107648
3230,-0.113657,-0.000101488
3240,-0.171376,0.000819265
3250,-0.138272,0.00134971
3260,-0.131354,-0.000420887
3270,-0.107585,0.00635904
3280,-0.0451739,0.00188343
3290,-0.149157,-0.00198682
3300,-0.0560603,0.00053251
3310,-0.094113,-0.00194959
3320,-0.0917992,-0.00199675
3330,-0.122047,-0.00228838
3340,-0.0765827,0.000255202
3350,-0.138023,0.000105822
3360,-0.160737,-0.00105159
3370,-0.141246,0.00239756
3380,-0.16239,0.00119737
3390,-0.155291,-0.00138087
3400,-0.0912321,-0.00240826
3410,-0.0736109,-0.00141539
3420,-0.0667444,-0.00360838
3430,-0.126419,-0.00254647
3440,-0.0325997,0.000395789
3450,-0.0708147,0.00292179
3460,-0.079952,0.00276295
3470,-0.189945,-0.00416173
3480,-0.144606,0.00464586
3490,-0.135524,-0.000487851
3500,-0.0682175,0.00265134
3510,-0.155588,0.00562894
3520,-0.138615,4.47992e-05
3530,-0.0513624,-0.00240424
3540,-0.0876588,0.00398772
3550,-0.15546,0.00164215
3560,-0.0817087,3.65065e-05
3570,-0.164892,-0.000482109
3580,-0.026116,0.00307947
3590,-0.203206,0.00035317
3600,-0.128471,0.00266374
3610,-0.0294763,0.00453324
3620,-0.0676107,-0.000989597
3630,-0.0530776,-0.0021373
3640,-0.0787361,0.00106872
3650,-0.13888,0.00251615
3660,-0.0904435,0.000900088
3670,-0.0735557,0.00196661
3680,-0.0576181,-0.000856198
3690,-0.149694,0.00068972
3700,-0.154891,1.1778e-05
3710,-0.0707967,0.00250154
3720,-0.127458,-0.00234897
3730,-0.154024,0.00196677
3740,-0.0829007,5.66576e-05
3750,-0.0916597,-0.000381578
3760,-0.0550971,0.00593177
3770,-0.121941,-0.00159561
3780,-0.237499,0.000641532
3790,-0.0871015,0.000528985
3800,-0.0497487,0.0026667
3810,-0.182978,-0.00328695
3820,-0.11956,0.00267042
3830,-0.117298,-0.000249952
3840,-0.0598937,8.77253e-05
3850,-0.172546,0.00289277
3860,-0.119838,-0.0012819
3870,-0.120271,0.00200128
3880,-0.148887,0.000915525
3890,-0.0973324,0.00287086
3900,-0.105538,0.00333448
3910,-0.0674921,-0.000698605
3920,-0.116572,0.00166485
3930,-0.116955,0.000358014
3940,-0.0788185,-0.00416497
3950,-0.0880326,-0.00329151
3960,-0.146789,0.00101159
3970,-0.037039,0.00152179
3980,-0.121059,0.00225576
3990,-0.0845894,0.00225241
4000,-0.11614,-0.000464538
4010,-0.190169,-0.00140898
