t,cost
10,5.30933
20,3.35333
30,3.12933
40,3.836
50,4.548
60,4.392
70,3.63467
80,3.81467
90,3.736
100,3.60133
110,3.97867
120,3.54933
130,3.81867
140,3.508
150,3.31333
160,3.464
170,4.428
180,4.81733
190,4.184
200,3.54667
210,3.71733
220,4.01067
230,3.64267
240,3.57733
250,3.35733
260,3.86133
270,3.87867
280,3.41467
290,3.212
300,3.432
310,3.224
320,3.34667
330,3.13733
340,3.044
350,3.11733
360,3.10267
370,3.17333
380,3.37867
390,3.6
400,3.524
410,3.59467
420,3.59867
430,3.528
440,3.768
450,3.40267
460,3.58933
470,3.624
480,3.488
490,3.97733
500,4.15333
510,3.79733
520,3.70267
530,3.49733
540,3.85333
550,3.972
560,3.704
570,3.764
580,3.46267
590,3.4
600,3.48267
610,3.20267
620,3.552
630,3.77733
640,3.39067
650,3.484
660,3.44933
670,3.656
680,3.55467
690,3.41067
700,3.156
710,3.272
720,3.384
730,3.16667
740,3.136
750,3.528
760,4.308
770,3.85733
780,3.46533
790,3.70667
800,3.808
810,4.21867
820,3.59867
830,3.40267
840,3.63467
850,4.17467
860,5.324
870,4.25867
880,4.29333
890,4.28533
900,4.32533
910,4.35333
920,4.27067
930,4.13333
940,4.41867
950,3.74667
960,3.51867
970,3.49867
980,3.34667
990,3.37733
1000,3.47733
1010,4.012
1020,4
1030,3.71733
1040,4.02267
1050,4.71467
1060,4.372
1070,4.23467
1080,4.15733
1090,3.54
1100,3.92533
1110,3.48
1120,3.556
1130,3.73733
1140,3.772
1150,3.57067
1160,3.43067
1170,3.512
1180,3.74667
1190,3.95867
1200,3.38667
1210,3.43733
1220,3.13733
1230,3.20533
1240,3.48267
1250,3.40933
1260,3.656
1270,3.67067
1280,3.67067
1290,3.87467
1300,3.50533
1310,3.296
1320,3.28533
1330,3.624
1340,3.58267
1350,3.22933
1360,3.36133
1370,3.52667
1380,3.70667
1390,3.56133
1400,4.20667
1410,3.84267
1420,3.91333
1430,3.604
1440,3.50267
1450,3.84133
1460,3.85867
1470,3.348
1480,3.46533
1490,3.692
1500,3.77867
1510,3.952
1520,5.128
1530,3.94
1540,3.66533
1550,3.316
1560,3.568
1570,4.13867
1580,3.76267
1590,4.088
1600,3.54933
1610,3.76133
1620,3.45867
1630,3.55067
1640,3.42533
1650,4.03867
1660,3.64667
1670,4.29067
1680,3.83067
1690,3.71067
1700,3.73067
1710,3.47067
1720,3.35867
1730,3.46667
1740,3.756
1750,3.51333
1760,3.42667
1770,4.17467
1780,3.55733
1790,3.892
1800,3.87333
1810,3.58133
1820,4.62133
1830,5.11067
1840,5.46933
1850,4.64933
1860,4.084
1870,3.268
1880,3.492
1890,3.19733
1900,3.34267
1910,3.59467
1920,3.608
1930,3.49333
1940,3.432
1950,3.564
1960,3.70267
1970,4.02267
1980,3.54533
1990,3.20667
2000,3.49067
2010,3.412
2020,3.268
2030,3.31867
2040,3.82933
2050,4.14533
2060,3.85067
2070,4.29333
2080,4.23467
2090,3.67333
2100,3.136
2110,3.50267
2120,3.1
2130,3.18267
2140,3.45733
2150,3.33333
2160,3.71867
2170,3.56133
2180,3.40667
2190,3.408
2200,3.33333
2210,3.54933
2220,3.56667
2230,3.50933
2240,3.40933
2250,3.296
2260,3.45333
2270,3.35333
2280,4.16667
2290,4.34133
2300,3.65467
2310,3.29067
2320,3.252
2330,3.45733
2340,3.69733
2350,3.66933
2360,3.92667
2370,3.96
2380,3.95467
2390,3.964
2400,4.232
2410,4.27733
2420,4.368
2430,4.29733
2440,4.028
2450,3.66933
2460,3.52533
2470,3.56267
2480,3.73333
2490,3.54667
2500,3.45467
2510,3.67733
2520,4.72133
2530,4.35867
2540,3.68933
2550,3.51867
2560,3.47733
2570,3.52533
2580,3.71067
2590,3.728
2600,3.85333
2610,3.76267
2620,3.516
2630,3.49733
2640,4.156
2650,3.65867
2660,3.284
2670,3.81733
2680,4.12533
2690,4.68133
2700,4.364
2710,4.05467
2720,4.05067
2730,4.076
2740,3.66267
2750,3.66267
2760,4.06
2770,3.98933
2780,3.77467
2790,4.00133
2800,4.22667
2810,4.21333
2820,4.03333
2830,4.27867
2840,4.48133
2850,4.02933
2860,3.62
2870,3.74133
2880,3.73333
2890,3.804
2900,4.044
2910,3.77867
2920,3.808
2930,3.812
2940,4.144
2950,4.18933
2960,3.85733
2970,3.58533
