MDTU,min_width,max_width
1,0.10996,0.0761979
2,0.127821,0.086094
3,0.138736,0.0911688
4,0.146749,0.0940841
5,0.153834,0.0980987
6,0.157733,0.0979274
7,0.157115,0.0983676
8,0.16202,0.0983871
9,0.158279,0.0974053
10,0.16344,0.0982137
11,0.163517,0.0997301
12,0.163517,0.0997301
13,0.163517,0.0997301
14,0.162041,0.100286
15,0.162831,0.100716
16,0.161889,0.0991736
17,0.162105,0.0989561
18,0.161875,0.0982493
19,0.165152,0.100194
20,0.163262,0.101096
21,0.165734,0.0999668
22,0.167741,0.101464
23,0.168426,0.102378
24,0.168365,0.102621
25,0.160889,0.101081
26,0.170528,0.0998583
27,0.167077,0.102135
28,0.163917,0.100441
29,0.163532,0.0998013
30,0.160474,0.100305
31,0.16323,0.101527
32,0.162932,0.100174
33,0.165262,0.101339
34,0.162921,0.100836
35,0.161781,0.10013
36,0.162092,0.0999036
37,0.162788,0.100823
38,0.159769,0.10135
39,0.162448,0.0995601
40,0.161668,0.101144
41,0.159763,0.101224
42,0.159732,0.099792
43,0.165297,0.100578
44,0.165038,0.0996747
45,0.16052,0.0981931
46,0.165796,0.0993204
47,0.164755,0.100688
48,0.16018,0.100437
49,0.164501,0.102544
50,0.164698,0.100955
51,0.16165,0.0996619
52,0.16025,0.100901
53,0.160092,0.101055
54,0.159186,0.0989552
55,0.163668,0.100897
56,0.164077,0.101377
57,0.164881,0.10039
58,0.162453,0.100783
59,0.163691,0.0998409
60,0.164383,0.0997339
61,0.162029,0.100715
62,0.160899,0.0995101
63,0.161164,0.100357
64,0.161794,0.100668
65,0.160385,0.0994318
66,0.162456,0.100472
67,0.159457,0.0986887
68,0.16399,0.101054
69,0.160644,0.098783
70,0.164381,0.0999873
71,0.160311,0.0985699
72,0.162498,0.0998663
73,0.164503,0.100162
74,0.163372,0.0999111
75,0.162594,0.0996988
76,0.162706,0.100627
77,0.160799,0.100233
78,0.162156,0.10055
79,0.158864,0.0977468
80,0.159017,0.099291
81,0.159017,0.099291
82,0.16613,0.100463
83,0.163359,0.100118
84,0.166718,0.101182
85,0.165881,0.0994612
86,0.163074,0.100791
87,0.159332,0.0986511
88,0.161488,0.100255
89,0.166137,0.100521
90,0.163134,0.0994394
91,0.164362,0.098382
92,0.162756,0.0999631
93,0.162572,0.0987333
94,0.162581,0.0988129
95,0.161965,0.102661
96,0.165243,0.0993381
97,0.165179,0.100356
98,0.165315,0.100446
99,0.164522,0.0994726
100,0.162016,0.100517
101,0.163323,0.101288
102,0.166991,0.100567
103,0.161663,0.100165
104,0.161663,0.100165
105,0.16196,0.100133
106,0.160475,0.100031
107,0.164947,0.101722
108,0.161072,0.100215
109,0.163938,0.10035
110,0.158555,0.0998921
111,0.162309,0.100828
112,0.163631,0.0992733
113,0.165854,0.0992849
114,0.164522,0.102424
115,0.163482,0.0989052
116,0.164319,0.0997328
117,0.16562,0.101147
118,0.159764,0.0998396
119,0.159764,0.0998396
120,0.164806,0.0997275
121,0.160946,0.099567
122,0.160872,0.0987483
123,0.162713,0.0997494
124,0.162794,0.10057
125,0.157296,0.0993917
126,0.16172,0.100969
127,0.165707,0.0990252
128,0.161806,0.100837
129,0.162994,0.0998529
130,0.164167,0.0998231
131,0.165015,0.100775
132,0.163622,0.101802
133,0.163622,0.101802
134,0.165711,0.100828
135,0.163633,0.10035
