MDTU,plaq_ss,plaq_st
1,1.10784,1.12053
2,1.12641,1.12737
3,1.10613,1.07475
4,1.10918,1.06693
5,1.09071,1.05479
6,1.06062,1.03197
7,1.08329,1.05089
8,1.05392,1.03102
9,1.06079,1.05341
10,1.0527,1.02687
11,1.06725,1.05894
12,1.06725,1.05894
13,1.06725,1.05894
14,1.03929,1.03529
15,1.02869,1.04263
16,1.05401,1.03779
17,1.02897,1.02949
18,1.06615,1.0237
19,1.07246,1.02269
20,1.04932,1.01642
21,1.02852,1.03769
22,1.02368,1.04466
23,1.03781,1.03179
24,1.0384,1.03756
25,1.04315,1.02821
26,1.0306,1.03191
27,1.04264,1.02272
28,1.0316,1.02262
29,1.01821,1.03608
30,1.03641,1.03611
31,1.02231,1.03351
32,1.04163,1.03695
33,1.03087,1.0358
34,1.03342,1.02749
35,1.02409,1.03236
36,1.03581,1.04815
37,1.02732,1.02915
38,1.03027,1.03189
39,1.02812,1.04087
40,1.0139,1.02576
41,1.01572,1.03528
42,1.04065,1.04095
43,1.03724,1.02544
44,1.03122,1.0324
45,1.05714,1.03682
46,1.02804,1.02821
47,1.06037,1.03547
48,1.06253,1.01521
49,1.08077,1.00841
50,1.05706,1.02409
51,1.05308,1.03153
52,1.0263,1.02706
53,1.02393,1.02262
54,1.03653,1.02574
55,1.02176,1.03478
56,1.00066,1.04396
57,1.02016,1.04326
58,1.03105,1.02009
59,1.03674,1.02799
60,1.04255,1.03694
61,1.00918,1.03918
62,1.00625,1.0458
63,1.00313,1.03962
64,1.03101,1.03661
65,1.02734,1.03787
66,1.0198,1.02683
67,1.01131,1.03727
68,1.01703,1.03825
69,1.03838,1.02928
70,1.03617,1.00882
71,1.04112,1.03976
72,1.03726,1.02929
73,1.04631,1.03752
74,1.02172,1.02765
75,1.01968,1.04096
76,1.03259,1.02434
77,1.04576,1.02702
78,1.02626,1.01797
79,1.03401,1.03479
80,1.00664,1.05194
81,1.00664,1.05194
82,0.977406,1.0306
83,1.02516,1.04309
84,1.01093,1.02453
85,1.03954,1.04077
86,1.03354,1.02671
87,1.04744,1.02764
88,1.04627,1.0428
89,1.02524,1.03478
90,1.0433,1.03743
91,1.03335,1.02807
92,1.04909,1.03789
93,1.03776,1.02641
94,1.04588,1.03531
95,1.02962,1.03584
96,1.01973,1.02165
97,1.06488,1.02536
98,1.05178,1.0098
99,1.05242,1.03547
100,1.05067,1.01353
101,1.04472,1.02529
102,1.03724,1.02224
103,1.04922,1.0221
104,1.04922,1.0221
105,1.02347,1.02445
106,1.03813,1.03666
107,1.03439,1.02008
108,1.03673,1.04271
109,1.04138,1.02428
110,1.05485,1.03146
111,1.05201,1.03086
112,1.06298,1.02316
113,1.05042,1.02927
114,1.03782,1.02926
115,1.03624,1.03552
116,1.02654,1.03508
117,1.00621,1.02756
118,1.02637,1.03053
119,1.02637,1.03053
120,1.0234,1.02057
121,1.02606,1.0408
122,1.02763,1.02851
123,1.02148,1.0359
124,1.02959,1.02575
125,1.04921,1.03935
126,1.03484,1.02087
127,1.04774,1.03378
128,1.03726,1.03124
129,1.04021,1.02332
130,1.02595,1.04017
131,1.04006,1.04838
132,1.01002,1.04011
133,1.01002,1.04011
134,1.01528,1.04408
135,1.00401,1.04808
136,1.03469,1.04526
137,0.999319,1.03207
138,1.02009,1.04782
139,0.993529,1.03329
140,0.989613,1.04987
141,1.01216,1.03504
142,1.02401,1.02583
143,1.02716,1.0329
144,1.0178,1.03792
145,1.03702,1.03625
146,1.0263,1.04155
147,1.0471,1.03617
148,1.04244,1.01833
149,1.05903,1.03299
150,1.0542,1.00924
151,1.05652,1.01722
152,1.03539,1.01891
153,1.0486,1.02868
154,1.04589,1.02576
155,1.04312,1.03566
156,1.04539,1.03067
157,1.01361,1.03488
158,1.03194,1.03698
159,1.03285,1.02429
160,1.02732,1.03868
161,1.02555,1.02273
162,1.04563,1.0295
163,1.03186,1.03122
164,1.04182,1.03146
165,1.04661,1.02461
166,1.05823,1.02428
167,1.03101,1.03225
168,1.02186,1.03773
169,1.02069,1.02333
170,1.00691,1.03443
171,1.00969,1.02756
172,1.03165,1.01905
173,1.04085,1.01921
174,1.04588,1.0284
175,1.02085,1.04016
176,1.02333,1.03246
177,1.02333,1.03246
178,1.02165,1.03534
179,1.03831,1.03396
180,1.01173,1.04829
181,1.03249,1.02707
182,1.03079,1.02548
183,1.05379,1.02679
184,1.05106,1.01663
185,1.062,1.02889
186,1.06408,1.01293
187,1.06471,1.01588
188,1.0526,1.00859
189,1.04213,1.02121
190,1.05274,1.0204
191,1.05274,1.0204
192,1.03827,1.03606
193,1.05925,1.02342
194,1.057,1.02435
195,1.04928,1.02551
196,1.0357,1.02525
197,1.05477,1.02369
198,1.03656,1.01714
199,1.05555,1.03125
200,1.035,1.01896
201,1.02576,1.03675
202,1.00142,1.04203
203,1.00812,1.04361
204,1.02775,1.03852
205,1.03814,1.02889
206,1.03839,1.01905
207,1.07412,1.0192
208,1.06511,1.01153
209,1.04354,1.0174
210,1.07421,1.00819
211,1.05349,1.02913
212,1.05585,1.01747
213,1.03257,1.0363
214,1.02552,1.02178
215,1.03794,1.03153
216,1.02731,1.02747
217,1.02668,1.02923
218,1.02792,1.03352
219,1.00972,1.03644
220,1.02673,1.02895
221,1.0156,1.04483
222,1.01393,1.03873
223,1.0219,1.04582
224,1.03358,1.03645
225,1.03252,1.03285
226,1.03236,1.03443
227,1.01436,1.02347
228,1.01335,1.03565
229,1.02124,1.04205
230,1.00681,1.02971
231,1.02122,1.0377
232,1.02136,1.02783
233,1.03298,1.02181
234,1.05597,1.03895
235,1.02446,1.02365
236,1.0343,1.04015
237,1.01619,1.01454
238,1.05329,1.03095
239,1.01704,1.01886
240,1.04998,1.05141
241,1.04998,1.05141
242,1.01641,1.02245
243,1.04287,1.0364
244,1.04287,1.0364
245,1.01627,1.0162
246,1.03506,1.03423
247,1.0202,1.03853
248,1.03302,1.04808
249,1.03302,1.04808
250,1.00128,1.02812
