MDTU,S_F
1,0.981169
2,0.993045
3,1.00376
4,0.999374
5,1.00396
6,0.999995
7,0.996477
8,1.00311
9,0.999864
10,0.99935
11,1.00135
12,0.998721
13,0.997172
14,1.0038
15,0.99796
16,0.998762
17,0.995563
18,1.00299
19,0.995736
20,0.995068
21,0.995333
22,1.00079
23,0.998901
24,1.00415
25,0.99996
26,0.999248
27,0.995163
28,0.996155
29,0.995473
30,1.00237
31,0.999468
32,1.00137
33,0.997928
34,1.00248
35,0.999253
36,1.00009
37,1.00081
38,1.00245
39,0.996238
40,0.997817
41,1.0009
42,1.00074
43,0.995437
44,1.00123
45,1.00172
46,0.998985
47,0.998913
48,1.00047
49,0.999772
50,0.998929
51,1.0009
52,1.00201
53,0.997382
54,0.994601
55,0.998487
56,0.998629
57,0.998147
58,0.994821
59,0.996474
60,1.00161
61,1.00195
62,1.00366
63,0.999808
64,0.998314
65,0.999536
66,0.997471
67,0.997868
68,1.00162
69,0.999395
70,0.997219
71,1.00084
72,1.00429
73,1.00345
74,0.998387
75,0.999835
76,1.00463
77,1.00317
78,0.998777
79,0.998768
80,1.00321
81,1.00262
82,1.0008
83,0.992606
84,1.00421
85,0.999644
86,1.00231
87,0.991585
88,0.999233
89,0.998839
90,1.00111
91,0.998598
92,1.0002
93,1.00156
94,0.998865
95,1.00306
96,1.00086
97,1.00257
98,0.99998
99,0.997804
100,1.00265
101,0.999559
102,1.00038
103,1.00231
104,0.99705
105,0.999731
106,0.998238
107,1.00246
108,0.999105
109,0.999872
110,0.994722
111,0.998083
112,0.996302
113,0.997755
114,0.995824
115,1.00084
116,1.00274
117,1.00008
118,1.00127
119,1.00088
120,0.996963
121,1.00602
122,0.997932
123,0.999627
124,0.998907
125,0.996949
126,1.00189
127,0.998139
128,0.999391
129,0.998106
130,1.00044
131,1.00168
132,1.00233
133,1.00111
134,1.00031
135,0.996754
136,1.00708
137,1.00127
138,0.994645
139,1.00593
140,0.999331
141,0.999616
142,1.00121
143,0.999453
144,1.00018
145,0.997707
146,1.00129
147,1.00568
148,1.00208
149,1.00126
150,1.00069
151,0.99672
152,1.00024
153,1.00503
154,1.003
155,1.00256
156,1.00136
157,0.998416
158,0.997544
159,1.00032
160,1.00172
161,1.00227
162,0.998035
163,0.994642
164,1.0007
165,0.998318
166,1.00077
167,1.00317
168,1.00063
169,0.996519
170,0.999633
171,1.00191
172,1.00078
173,0.998849
174,0.998931
175,0.999574
176,0.99604
177,0.999473
178,0.995148
179,0.998482
180,0.998241
181,0.998925
182,0.998317
183,0.99629
184,1.00009
185,0.997763
186,1.00387
187,1.00265
188,0.99893
189,0.99522
190,1.00092
191,0.996991
192,1.00006
193,0.995371
194,1.00046
195,1.00074
196,1.00106
197,0.994249
198,1.00011
199,0.994634
200,1.00011
201,0.996142
202,0.996716
203,0.997829
204,1.00321
205,0.999253
206,1.00006
207,1.00034
208,0.998649
209,1.00016
210,0.993533
211,1.0018
212,1.00361
213,1.00318
214,1.00213
215,1.0008
216,1.00324
217,0.99727
218,0.99723
219,1.00112
220,1.0006
221,0.99735
222,1.00581
223,0.998377
224,1.00475
225,1.0035
226,1.00218
227,0.996236
228,0.997411
229,0.999682
230,1.00041
231,0.999075
232,1.00181
233,0.997052
234,0.999736
235,1.00028
236,0.997892
