t,e^(-dS)
1,113.636
2,4.62742
3,1.33629
4,1.57145
5,1.3693
6,1.04492
7,1.2798
8,1.02613
9,1.03562
10,1.05919
11,1.43161
12,0.773291
13,0.782157
14,0.950146
15,0.861225
16,1.00311
17,0.952686
18,1.06058
19,1.06066
20,0.826463
21,1.32684
22,1.44817
23,0.947726
24,0.865195
25,0.996833
26,1.23183
27,1.09385
28,0.991492
29,1.07695
30,0.933934
31,1.03204
32,0.895476
33,1.02514
34,1.03403
35,1.48691
36,1.4034
37,0.58737
38,1.19842
39,1.38362
40,1.0621
41,1.037
42,0.959321
43,1.11963
44,0.801476
45,1.17892
46,1.02042
47,0.97492
48,0.899874
49,1.17998
50,0.750212
51,0.804045
52,0.886566
53,0.815136
54,0.751263
55,1.22507
56,1.02898
57,1.13383
58,0.94693
59,0.98339
60,0.909155
61,1.11004
62,1.20057
63,1.07444
64,0.909009
65,1.30408
66,0.718852
67,1.17128
68,1.27954
69,0.994939
70,1.14568
71,1.09688
72,0.945208
73,1.2452
74,0.878798
75,0.992525
76,0.945804
77,1.23689
78,0.814729
79,0.867621
80,1.22937
81,0.90981
82,1.08076
83,0.906014
84,1.08968
85,1.01142
86,0.80276
87,0.948437
88,1.15016
89,0.775071
90,1.13122
91,1.11885
92,1.48929
93,1.34165
94,1.05714
95,0.883822
96,0.965161
97,1.68809
98,1.00145
99,1.09579
100,0.741189
101,0.950336
102,0.914151
103,0.76552
104,0.879326
105,0.849166
106,1.29227
107,0.784899
108,1.18803
109,0.762693
110,1.09056
111,0.72673
112,1.02824
113,1.30382
114,1.02835
115,1.08947
116,1.27622
117,0.844002
118,1.2107
119,0.878535
120,0.925788
121,1.60208
122,0.709071
123,1.05574
124,0.946826
125,1.27609
126,0.822177
127,1.15361
128,0.723467
129,0.882762
130,1.19256
131,1.03605
132,0.987617
133,0.864158
134,1.11115
135,0.826711
136,0.859762
137,0.978945
138,1.28737
139,1.02294
140,1.09685
141,0.915917
142,0.916668
143,0.985092
144,1.14752
145,1.1959
146,0.934924
147,1.43147
148,0.902488
149,1.10561
150,0.825142
151,1.15673
152,0.983301
153,1.13021
154,0.880734
155,0.957394
156,1.00439
157,0.946921
158,0.857787
159,1.41737
160,0.891723
161,1.04648
162,1.10871
163,1.14924
164,0.60224
165,1.02087
166,1.46302
167,0.875991
168,0.77608
169,1.12423
170,1.04993
171,1.08912
172,0.899515
173,0.860278
174,1.47418
175,1.15385
176,1.11851
177,0.828035
178,0.912908
179,1.20069
180,0.983567
181,0.93412
182,1.03877
183,1.15039
184,0.96331
185,1.0853
186,0.826298
187,1.0592
188,0.94433
189,0.749462
190,0.960348
191,0.80493
192,0.852485
193,1.22888
194,0.828698
195,0.916283
196,1.28801
197,1.07199
198,0.896013
199,0.967645
200,0.937555
201,1.15627
202,0.906087
203,0.997727
204,1.17457
205,0.764143
206,0.819796
207,1.0475
208,0.855303
209,1.13156
210,0.965181
211,1.11027
212,1.05437
213,0.717631
214,0.954488
215,1.07854
216,1.11896
217,0.759724
218,0.829776
219,0.891099
220,0.786392
221,0.983871
222,1.09077
223,1.02484
224,1.05921
225,1.18388
226,1.05374
227,1.04498
228,0.738673
229,1.13928
230,1.20852
231,0.834018
232,1.11004
233,1.3992
234,0.806058
235,0.725133
236,0.911421
237,0.92453
238,1.04779
239,0.781766
240,1.34272
241,0.811882
242,0.806864
243,1.05014
244,0.873366
245,0.865022
246,0.982426
247,1.07991
248,1.11149
249,0.694544
250,0.983547
251,1.12053
252,0.870141
253,1.24061
254,0.726222
255,1.05528
256,0.951505
257,1.00645
258,1.31193
259,0.751263
260,1.06889
261,0.78537
262,0.807995
263,0.773446
264,0.947082
265,1.21604
266,0.888607
267,1.0153
268,0.877481
269,1.16766
270,1.11862
271,0.942377
272,1.05839
273,0.939329
274,0.746321
275,1.06307
276,1.04784
277,0.952981
278,1.14305
279,0.987459
280,0.87564
281,1.09467
282,1.19327
283,0.721156
284,0.997282
285,0.944424
286,0.928505
287,0.841895
288,1.07648
289,1.10476
290,0.891277
291,0.981592
292,0.853935
293,0.805333
294,1.19925
295,1.11986
296,0.945501
297,0.840045
298,0.979621
299,0.928467
300,0.922277
301,0.945908
302,1.16276
303,0.817585
304,0.970416
305,1.31246
306,0.736755
307,0.997111
308,1.03154
309,1.27061
310,0.720003
311,0.85274
312,0.857443
313,1.19578
314,0.869011
315,1.11605
316,0.95383
317,0.96903
318,1.19089
319,0.795488
320,0.861569
321,0.882938
322,0.972447
323,0.668178
324,1.26757
325,0.807026
326,0.784115
327,1.33349
328,1.01306
329,1.33136
330,0.764373
331,1.25232
332,0.832518
333,0.848148
334,1.24583
335,0.952857
336,0.778489
337,0.97199
338,0.744904
339,0.784978
340,1.07355
341,0.991453
342,0.877306
343,1.16102
344,0.938765
345,0.979278
346,0.751638
347,0.983803
348,1.0057
349,1.11004
350,1.12998
351,0.879502
352,1.00443
353,0.774839
354,1.33096
355,0.688803
356,0.982289
357,1.13066
358,0.939704
359,0.99158
360,1.0574
361,0.810746
362,0.814973
363,0.887897
364,0.879238
365,1.16276
366,0.988329
367,0.953086
368,1.05184
369,1.00613
370,1.17351
371,0.859762
372,1.12457
373,0.867101
374,1.58043
375,1.06951
376,0.975964
377,0.807106
378,1.30434
379,0.867968
380,1.11907
381,0.895476
382,1.00149
383,1.12953
384,0.759952
385,0.774916
386,0.926112
387,1.20683
388,0.934027
389,1.03488
390,1.06054
391,1.26554
392,0.909964
393,0.932953
394,0.897987
395,1.23961
396,0.900054
397,1.20816
398,0.884175
399,1.19614
400,0.870141
401,1.41964
402,1.03247
403,0.93747
404,0.846115
405,1.31285
406,0.737418
407,1.07822
408,0.852399
409,1.25747
410,0.913328
411,0.897717
412,0.83527
413,1.10251
414,1.11049
415,1.22275
416,1.03875
417,0.90732
418,1.15569
419,0.845523
420,1.01862
421,1.04332
422,0.790808
423,1.20166
424,1.08307
425,0.975164
426,1.0068
427,0.902037
428,1.20901
429,1.12626
430,1.13633
431,0.940889
432,1.11427
433,1.02754
434,0.789149
435,1.02572
436,1.20527
437,1.14236
438,1.18282
439,1.00676
440,0.690527
441,0.928709
442,0.919431
443,0.977419
444,0.828201
445,1.07934
446,0.821437
447,0.897269
448,1.07988
449,0.961683
450,0.807752
451,1.10387
452,1.26833
453,1.06503
454,0.721012
455,0.910001
456,0.886743
457,1.17845
458,0.95122
459,1.06702
460,0.74349
461,0.97096
462,0.778411
463,1.04795
464,1.17175
465,0.952981
466,1.09327
467,0.852229
468,0.890297
469,0.841895
470,1.03224
471,1.11941
472,0.958065
473,1.07683
474,0.781063
475,0.913054
476,1.13292
477,0.813182
478,0.824812
479,0.995688
480,0.895297
481,1.16906
482,1.03295
483,1.15986
484,1.2682
485,0.811476
486,0.755255
487,1.22777
488,0.997218
489,1.42134
490,1.1165
491,0.947328
492,0.971145
493,1.06045
494,1.20852
495,0.877744
496,1.03881
497,1.24957
498,0.793819
499,1.06636
500,1.15974
501,1.17692
502,1.2682
503,1.25157
504,1.26364
505,0.945955
506,1.07844
507,0.794851
508,0.882144
509,1.09245
510,1.26352
511,1.34608
512,1.02984
513,0.95794
514,1.04298
515,0.990728
516,1.18922
517,0.860278
518,1.03567
519,1.09794
520,1.33991
521,1.0448
522,0.955453
523,0.817095
524,0.81424
525,1.07915
526,1.12232
527,1.0263
528,0.853594
529,0.744159
530,1.24932
531,1.18875
532,0.804689
533,0.894581
534,1.28788
535,1.06863
536,0.810584
537,1.01036
538,1.25533
539,0.966301
540,0.753595
541,0.665911
542,1.30761
543,0.839037
544,0.98667
545,0.953563
546,1.22654
547,0.801717
548,1.04195
549,0.709567
550,1.31193
551,0.810098
552,1.05794
553,0.985802
554,0.949205
555,0.916182
556,1.36043
557,0.817258
558,0.88763
559,0.831936
560,0.878886
561,1.08525
562,0.956763
563,1.15592
564,1.09929
565,1.27316
566,0.88391
567,1.19901
568,1.55815
569,1.01346
570,1.10378
571,1.00933
572,0.882585
573,0.935625
574,0.960367
575,0.935822
576,0.980552
577,1.01264
578,1.1361
579,1.2884
580,0.845438
581,0.982377
582,1.21555
583,0.934158
584,1.23602
585,1.14522
586,0.71634
587,1.11038
588,0.835855
589,0.912616
590,1.06818
591,1.0443
592,1.2743
593,1.1616
594,1.09246
595,1.03167
596,1.02155
597,0.933103
598,0.805413
599,1.05396
600,0.866581
601,1.03133
602,0.869445
603,1.31469
604,1.21896
605,1.1572
606,0.95934
607,0.869532
608,0.960194
609,1.15777
610,1.29875
611,0.863294
612,1.31456
613,0.837612
614,1.01421
615,0.987815
616,0.864849
617,1.01729
618,1.04964
619,0.882673
620,0.853167
621,1.09798
622,0.900865
623,1.29227
624,0.968662
625,1.17598
626,0.884264
627,0.956017
628,1.10949
629,0.856843
630,0.981101
631,0.873454
632,0.826298
633,1.01193
634,1.04967
635,0.99519
636,0.793263
637,1.09898
638,0.829942
639,0.936693
640,1.10683
641,0.963204
642,0.920259
643,0.995495
644,0.935981
645,1.21799
646,1.07549
647,0.78075
648,0.871012
649,0.925584
650,1.25458
651,0.920296
652,1.14316
653,0.833851
654,1.54775
655,0.949918
656,0.893955
657,1.34299
658,0.819468
659,1.11997
660,1.1535
661,1.00473
662,0.994957
663,0.925677
664,1.3704
665,0.891099
666,1.12187
667,0.697049
668,0.791837
669,1.04991
670,1.31403
671,1.20117
672,0.762616
673,0.741559
674,1.19818
675,0.980189
676,0.641722
677,0.998496
678,1.26011
679,0.940946
680,0.990229
681,1.09714
682,1.2274
683,1.08942
684,1.14065
685,1.03947
686,1.21933
687,1.04361
688,0.992611
689,1.00585
690,0.947517
691,1.30109
692,0.875903
693,0.895834
694,0.807106
695,1.16766
696,1.10129
697,1.0409
698,0.955309
699,0.822506
700,1.00218
701,1.10333
702,0.76805
703,1.16323
704,0.984432
705,0.978377
706,0.745575
707,1.20865
708,0.908446
709,0.916136
710,0.772518
711,1.45252
712,0.747516
713,0.915779
714,0.783409
715,1.21288
716,0.979444
717,0.840717
718,0.741856
719,0.98064
720,1.26188
721,1.16684
722,1.19339
723,1.21507
724,1.25157
725,0.818485
726,0.855217
727,1.28236
728,0.958458
729,1.08375
730,0.923495
731,0.793263
732,1.15673
733,1.06635
734,0.938446
735,0.965712
736,0.925575
737,0.858044
738,0.694891
739,1.05733
740,1.15616
741,0.832768
742,1.23454
743,0.727021
744,0.829444
745,1.00049
746,1.14351
747,1.25898
748,0.909864
749,1.43562
750,1.00854
751,0.970145
752,0.744978
753,1.14202
754,1.26985
755,0.884706
756,0.814484
757,0.908446
758,1.04923
759,1.31036
760,0.903662
761,1.31943
762,1.2591
763,0.897179
764,0.863467
765,0.982092
766,1.213
767,0.993285
768,0.909118
769,1.11093
770,1.02396
771,0.979532
772,1.01783
773,1.02999
774,0.939075
775,0.694197
776,1.2416
777,0.715267
778,0.844847
779,0.987074
780,0.92141
781,0.935747
782,1.11327
783,1.47772
784,0.668112
