t,cond_num
10,9.25565
20,8.43861
30,8.4072
40,9.68381
50,9.65346
60,8.95903
70,8.99535
80,9.12377
90,8.58705
100,9.07793
110,8.46329
120,8.63956
130,9.05228
140,8.67007
150,8.68742
160,9.23423
170,10.2968
180,9.82197
190,9.03124
200,8.58756
210,10.1464
220,9.10427
230,8.80009
240,8.71076
250,8.58514
260,8.82588
270,8.88468
280,8.48756
290,8.53372
300,8.47614
310,8.39221
320,8.94383
330,8.36164
340,8.3264
350,8.54629
360,8.52778
370,8.6776
380,8.53899
390,8.73767
400,8.64447
410,8.79007
420,8.86507
430,8.71857
440,9.06203
450,8.72236
460,9.46148
470,8.46085
480,9.10234
490,8.98057
500,8.74873
510,8.79551
520,8.72791
530,9.13523
540,8.93956
550,8.84835
560,9.05163
570,8.57166
580,8.86734
590,8.50674
600,8.60665
610,8.66655
620,8.70239
630,8.67794
640,8.57592
650,8.67623
660,8.81664
670,8.81977
680,8.46705
690,8.62148
700,8.33296
710,8.79827
720,8.24053
730,8.42801
740,8.7263
750,9.39609
760,9.14113
770,8.66577
780,8.86711
790,9.27662
800,9.1295
810,9.34147
820,8.90084
830,8.80983
840,8.55392
850,10.0781
860,9.92122
870,9.27906
880,9.17993
890,8.87293
900,9.56954
910,9.09837
920,9.63803
930,9.23929
940,9.36543
950,8.35275
960,8.61116
970,8.34551
980,8.66946
990,8.86013
1000,8.56048
1010,9.05522
1020,8.8423
1030,8.76645
1040,9.1898
1050,9.80769
1060,9.09192
1070,8.78872
1080,9.16626
1090,8.68141
1100,9.21691
1110,8.4407
1120,8.98273
1130,9.02139
1140,8.76111
1150,8.78411
1160,8.65049
1170,8.67354
1180,9.34946
1190,8.82264
1200,8.67935
1210,8.52887
1220,8.44921
1230,8.77021
1240,8.58762
1250,8.85464
1260,8.6521
1270,8.57462
1280,8.7722
1290,9.01342
1300,8.6561
1310,8.58045
1320,8.53336
1330,8.90108
1340,8.55289
1350,8.68487
1360,8.97027
1370,8.53792
1380,9.10106
1390,8.59896
1400,9.37971
1410,8.96115
1420,8.93694
1430,8.82099
1440,8.74531
1450,9.06527
1460,8.97926
1470,8.74295
1480,8.41176
1490,8.87092
1500,8.64076
1510,9.96694
1520,9.17518
1530,9.10248
1540,8.98408
1550,8.59521
1560,9.11804
1570,9.02871
1580,9.17414
1590,9.15835
1600,8.93528
1610,8.89911
1620,8.71499
1630,8.95744
1640,8.6456
1650,9.23766
1660,8.74947
1670,9.32635
1680,8.54192
1690,8.7749
1700,8.70895
1710,8.34157
1720,8.41928
1730,8.75031
1740,8.8193
1750,8.51956
1760,9.10135
1770,9.01603
1780,8.82011
1790,9.12808
1800,9.06325
1810,8.89725
1820,11.0029
1830,9.78506
1840,10.0193
1850,9.57496
1860,8.43513
1870,8.90345
1880,8.50967
1890,8.39656
1900,8.80368
1910,9.25087
1920,9.05083
1930,8.95282
1940,8.58517
1950,nan
