MDTU,S_B
1,0.513241
2,0.687839
3,0.788808
4,0.849358
5,0.89919
6,0.923603
7,0.953805
8,0.962842
9,0.972809
10,0.977903
11,0.992218
12,0.992218
13,0.992218
14,0.986159
15,0.983419
16,0.989119
17,0.989188
18,0.984338
19,0.988147
20,0.98517
21,0.990584
22,0.993123
23,0.996391
24,0.991496
25,0.994661
26,0.994002
27,0.99751
28,0.988767
29,0.992394
30,0.988379
31,0.986473
32,0.988606
33,0.996299
34,0.99198
35,0.997708
36,0.992577
37,0.987758
38,0.987621
39,0.986217
40,0.989871
41,0.990457
42,0.990055
43,0.99469
44,0.990762
45,0.991911
46,0.990782
47,0.991351
48,0.989659
49,0.988499
50,0.987346
51,0.987258
52,0.984985
53,0.989307
54,0.985284
55,0.989196
56,0.993578
57,0.994957
58,0.993255
59,0.990327
60,0.994788
61,0.990824
62,0.992931
63,0.991488
64,0.996124
65,0.999263
66,0.99065
67,0.998588
68,0.994914
69,0.995425
70,0.992997
71,1.00097
72,0.991856
73,0.997309
74,0.991132
75,1.00017
76,0.994617
77,0.992275
78,0.986532
79,0.993794
80,0.992859
81,0.992859
82,0.996052
83,0.998507
84,0.997854
85,1.00149
86,0.990246
87,0.982588
88,0.991943
89,0.985645
90,0.993657
91,0.995536
92,0.997222
93,0.995204
94,0.992615
95,0.99478
96,0.994735
97,1.00673
98,1.00167
99,1.00621
100,0.991109
101,0.996901
102,1.00263
103,0.995828
104,0.995828
105,0.987429
106,0.99214
107,0.993791
108,0.993286
109,0.992532
110,0.99038
111,0.982567
112,0.98826
113,0.991186
114,0.995702
115,0.989128
116,0.995697
117,0.987281
118,0.993797
119,0.993797
120,0.997112
121,0.996818
122,0.994328
123,0.997554
124,0.996783
125,0.989142
126,0.99148
127,0.996052
128,0.989632
129,0.990479
130,0.989033
131,0.993399
132,0.993617
133,0.993617
134,0.996944
135,0.993936
136,0.987494
137,0.983913
138,0.990152
139,0.990239
140,0.997414
141,0.988812
142,0.986447
143,0.983778
144,0.986062
145,0.989914
146,0.990455
147,0.992426
148,0.992319
149,1.00145
150,0.990757
151,0.993261
152,0.986376
153,0.98586
154,0.990356
155,0.984598
156,0.986229
157,0.988119
158,0.988542
159,0.986893
160,0.988114
161,0.989147
162,0.994413
163,0.992916
164,0.984117
165,0.985497
166,0.990182
167,0.99032
168,0.986603
169,0.994324
170,1.00173
171,1.00177
172,0.999991
173,0.997167
174,0.998622
175,0.996761
176,0.992744
177,0.992744
178,0.994194
179,0.99529
180,0.989571
181,0.992338
182,0.994915
183,0.998605
184,0.993813
185,0.998939
186,0.987562
187,0.99489
188,0.991584
189,0.997745
190,0.996843
191,0.996843
192,0.995046
193,0.992689
194,0.988728
195,0.989755
196,0.994161
197,0.994588
198,0.985945
199,0.990557
200,0.992768
201,0.988222
202,0.984934
203,0.988021
204,0.991976
205,0.983896
206,0.983726
207,0.990662
208,0.990141
209,0.994801
210,0.990624
211,0.991713
212,0.991789
213,0.989927
214,0.98605
215,0.987697
216,0.992013
217,0.986867
218,0.993778
219,0.991949
220,0.990646
221,0.994381
222,0.991588
223,0.992794
224,0.990725
225,1.00177
226,0.996057
227,0.996607
228,1.00085
229,0.999494
230,0.997312
231,0.993603
232,1.0002
233,1.00271
234,0.998806
235,0.993509
236,0.99595
237,0.988308
238,1.0057
239,0.994471
240,1.00292
241,1.00292
242,0.993858
243,0.992756
244,0.992756
245,0.990808
246,0.993514
247,0.989695
248,0.991671
249,0.991671
250,0.992077
251,0.998654
252,0.992931
253,1.00091
254,0.991095
255,0.99021
256,0.993112
257,0.987513
258,0.996033
259,0.98894
260,0.997131
261,0.989901
262,0.993051
263,0.993051
264,0.992809
265,0.992575
266,0.990811
267,0.994061
268,0.988498
269,0.99124
270,0.999174
271,0.99767
272,0.99062
273,0.993315
274,0.993315
275,0.995554
276,0.993964
277,0.993964
278,0.995674
279,0.9935
280,0.991897
281,0.989986
282,0.99083
283,0.99083
284,0.99384
285,0.989031
286,0.998085
287,0.997617
288,0.995908
289,0.997795
290,0.992438
291,0.992754
292,0.989336
293,0.986403
294,0.988683
295,0.989215
296,0.988645
297,0.985716
298,0.988659
299,0.998639
300,0.993993
301,0.993993
302,0.992428
303,0.996471
304,0.985715
305,0.993236
306,0.985347
307,0.990901
308,0.983287
309,0.986969
310,0.990026
311,0.989981
312,0.988625
313,1.00256
314,0.996568
315,0.997392
316,0.998139
317,0.997228
318,0.999823
319,0.999823
320,0.996265
321,0.988811
322,0.995387
323,0.986584
324,0.989977
325,0.991689
326,0.991689
327,0.998904
328,0.992282
329,0.997379
330,0.992767
331,0.988536
332,0.993235
333,0.995578
334,0.99648
335,0.999012
336,0.999012
337,0.989937
338,0.989937
339,0.992405
340,0.992698
341,1.00126
342,0.99639
343,0.996087
344,0.989981
345,0.992268
346,0.983981
347,0.985174
348,0.985688
349,0.984613
350,0.992184
351,0.989505
352,0.99305
353,0.980984
354,0.990048
355,0.990048
356,0.988038
357,0.986344
358,0.992721
359,0.996312
360,0.992076
361,0.998364
362,0.994085
363,0.991768
364,0.985
365,0.991341
366,0.988585
367,0.989459
368,0.993728
369,0.985193
370,0.989641
371,0.986048
372,0.995406
373,0.994307
374,0.993275
375,0.991612
376,0.993747
377,0.9865
378,0.999335
379,0.990944
380,0.998362
381,0.998
382,1.00291
383,0.997207
384,0.990091
385,0.987868
386,0.987868
387,0.987208
388,0.986795
389,0.993377
390,0.992388
391,0.996824
392,0.986863
393,0.993473
394,0.991181
395,0.997371
396,0.990826
397,0.992359
398,0.992359
399,0.996894
400,0.988022
401,0.995324
402,0.989323
403,0.990772
404,0.990284
405,0.999276
406,0.988153
407,0.998465
408,0.992358
409,0.994049
410,0.997291
411,0.997291
412,0.98742
413,1.00319
414,0.995173
415,1.00497
416,0.996744
417,0.99249
418,0.995508
419,0.995395
420,0.992956
421,0.997562
422,0.992525
423,0.992716
424,1.0012
425,0.990414
426,0.994146
427,0.98643
428,0.983626
429,0.992171
430,0.991046
431,0.997129
432,0.99685
433,0.996532
434,0.996532
435,0.989375
436,0.990491
437,0.993564
438,0.993014
439,0.994635
440,0.986545
441,0.992673
442,0.995502
443,0.99676
444,0.98804
445,0.996622
446,0.990647
447,0.988549
448,0.989336
449,0.989162
450,0.993706
451,0.997352
452,0.996228
453,0.998187
454,0.991133
455,0.992966
456,0.988944
457,0.986429
458,0.984892
459,0.982362
460,0.982362
461,0.985598
462,0.985598
463,0.988978
464,0.997953
465,0.993857
466,0.998442
467,0.989656
468,0.992092
469,0.99271
470,0.989207
471,0.99217
472,0.995631
473,0.991686
474,0.982038
475,0.98142
476,0.987527
477,0.987527
478,0.98909
479,0.98212
480,0.988459
481,0.996066
482,0.993597
483,0.999131
484,0.99183
485,0.99183
486,0.986603
487,0.996505
488,0.988413
489,0.987743
490,0.99886
491,0.991225
492,0.993105
493,1.00417
494,1.00194
495,1.00187
496,1.00398
497,0.99379
498,0.99379
499,0.9969
500,0.996944
501,0.995913
502,0.99349
503,0.986911
504,1.00068
505,0.997008
506,0.998365
507,0.998365
508,0.99309
509,0.984785
510,0.987914
511,0.990868
512,0.98909
513,0.990992
514,0.992478
515,0.992267
516,0.994201
517,0.994021
518,0.990775
519,0.991642
520,0.994228
521,0.987085
522,0.992484
523,0.992484
524,0.992484
525,0.988561
526,0.993134
527,0.995302
528,0.996231
529,0.98924
530,0.989599
531,0.997933
532,0.988771
533,0.990234
534,1.00283
535,0.99865
536,1.00059
537,0.995578
538,0.995886
539,0.988866
540,0.988866
541,0.984098
542,0.992743
543,0.989638
544,0.9892
545,0.985919
546,0.992507
547,0.992507
548,0.995435
549,0.995435
550,0.999734
551,0.994996
552,0.987332
553,0.995987
554,0.992925
555,0.995345
556,0.998967
557,0.998967
558,1.00062
