MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.986407,0.993164,-1.02519e-05
2,0.986407,0.993164,-1.02519e-05
3,0.987915,0.993926,4.96842e-07
4,0.987915,0.993926,4.96842e-07
5,0.986024,0.992968,-3.20226e-06
6,0.986102,0.99301,-4.28856e-07
7,0.986102,0.99301,-4.28856e-07
8,0.984197,0.992046,-2.46833e-06
9,0.983629,0.991755,-7.27341e-06
10,0.983466,0.991673,1.73227e-05
11,0.983466,0.991673,1.73227e-05
12,0.983147,0.991513,7.88917e-07
13,0.982827,0.991349,1.65907e-06
14,0.982827,0.991349,1.65907e-06
15,0.982827,0.991349,1.65907e-06
16,0.982827,0.991349,1.65907e-06
17,0.982827,0.991349,1.65907e-06
18,0.982827,0.991349,1.65907e-06
19,0.980916,0.99038,-3.86317e-06
20,0.980916,0.99038,-3.86317e-06
21,0.979047,0.989427,-2.00133e-05
22,0.980555,0.990196,-1.99154e-05
23,0.980555,0.990196,-1.99154e-05
24,0.978641,0.989224,-6.50196e-06
25,0.978641,0.989224,-6.50196e-06
26,0.978641,0.989224,-6.50196e-06
27,0.978641,0.989224,-6.50196e-06
28,0.978641,0.989224,-6.50196e-06
29,0.977134,0.988455,-3.67393e-06
30,0.97557,0.987659,-2.14792e-06
31,0.974271,0.986995,-2.84876e-05
32,0.974271,0.986995,-2.84876e-05
33,0.974271,0.986995,-2.84876e-05
34,0.970987,0.985312,-3.8317e-06
35,0.970987,0.985312,-3.8317e-06
36,0.970987,0.985312,-3.8317e-06
37,0.969779,0.984694,-1.39677e-05
38,0.968758,0.984174,-2.53696e-05
39,0.968758,0.984174,-2.53696e-05
40,0.968758,0.984174,-2.53696e-05
41,0.968758,0.984174,-2.53696e-05
42,0.968758,0.984174,-2.53696e-05
43,0.966495,0.983014,-3.66575e-05
44,0.965311,0.982398,-1.39616e-05
45,0.960407,0.979878,-2.35382e-05
46,0.960395,0.979868,-1.91988e-05
47,0.960395,0.979868,-1.91988e-05
48,0.960395,0.979868,-1.91988e-05
49,0.960395,0.979868,-1.91988e-05
50,0.960395,0.979868,-1.91988e-05
51,0.959342,0.97933,-2.66484e-05
52,0.959342,0.97933,-2.66484e-05
53,0.96264,0.981028,3.17243e-06
54,0.96264,0.981028,3.17243e-06
55,0.958754,0.979005,-2.11802e-06
56,0.958754,0.979005,-2.11802e-06
57,0.958754,0.979005,-2.11802e-06
58,0.954586,0.976821,-3.67808e-06
59,0.954586,0.976821,-3.67808e-06
60,0.953503,0.976228,-2.80503e-05
61,0.953503,0.976228,-2.80503e-05
62,0.949763,0.974271,-3.27964e-05
63,0.945283,0.971933,1.10697e-05
64,0.945283,0.971933,1.10697e-05
65,0.944342,0.971388,2.62696e-06
66,0.936539,0.967209,-1.38565e-05
67,0.942717,0.970609,-2.16809e-05
68,0.942717,0.970609,-2.16809e-05
69,0.938471,0.968406,6.43798e-07
70,0.938471,0.968406,6.43798e-07
71,0.930096,0.964012,-1.95054e-05
72,0.930096,0.964012,-1.95054e-05
73,0.928788,0.963315,-2.53869e-05
74,0.919271,0.958242,-2.97417e-06
75,0.919271,0.958242,-2.97417e-06
76,0.919271,0.958242,-2.97417e-06
77,0.919271,0.958242,-2.97417e-06
78,0.912983,0.954866,-2.16349e-05
79,0.916326,0.956681,2.48125e-05
80,0.907883,0.952111,-8.78882e-06
81,0.907883,0.952111,-8.78883e-06
82,0.902796,0.949336,-7.38535e-05
83,0.902796,0.949336,-7.38535e-05
84,0.902796,0.949336,-7.38535e-05
85,0.902796,0.949336,-7.38535e-05
86,0.902796,0.949336,-7.38535e-05
87,0.902796,0.949336,-7.38535e-05
88,0.902796,0.949336,-7.38535e-05
89,0.88449,0.939312,-1.26254e-05
90,0.88449,0.939312,-1.26254e-05
91,0.88626,0.940226,-3.64392e-05
92,0.878657,0.936083,-1.21367e-05
93,0.878657,0.936083,-1.21367e-05
94,0.870951,0.931768,7.30909e-06
95,0.870951,0.931768,7.30909e-06
96,0.866028,0.92898,-6.34793e-05
97,0.866028,0.92898,-6.34793e-05
98,0.863988,0.927817,-5.93366e-05
99,0.859504,0.925325,-3.25216e-05
100,0.858156,0.924606,-6.33003e-05
101,0.857048,0.923968,-0.000122722
102,0.857048,0.923968,-0.000122722
103,0.857048,0.923968,-0.000122722
104,0.838953,0.913594,-4.65124e-05
105,0.845684,0.917494,-5.56272e-05
106,0.845684,0.917494,-5.56272e-05
107,0.845684,0.917494,-5.56272e-05
108,0.838912,0.913593,-2.45758e-06
109,0.834703,0.911116,-1.63598e-05
110,0.836766,0.912315,4.40865e-05
111,0.847043,0.918322,-4.52521e-05
112,0.83936,0.913902,-6.75099e-05
113,0.833232,0.910267,-7.96205e-05
114,0.81303,0.898557,-3.48509e-05
115,0.81303,0.898557,-3.48509e-05
116,0.825898,0.90614,7.16214e-05
117,0.817299,0.901057,2.6129e-05
118,0.801928,0.891751,0.000108744
119,0.801928,0.891751,0.000108744
120,0.801453,0.891531,2.59108e-05
121,0.797042,0.888977,-1.82765e-06
122,0.780245,0.878583,1.31608e-05
123,0.762972,0.867898,6.0671e-05
124,0.761817,0.867065,-0.000118825
125,0.761817,0.867065,-0.000118825
126,0.761817,0.867065,-0.000118825
127,0.754163,0.862244,-0.000167213
128,0.772463,0.873626,-0.000126482
129,0.772463,0.873626,-0.000126482
130,0.762688,0.867443,6.57141e-05
131,0.74253,0.854508,-4.90119e-05
132,0.74253,0.854508,-4.90119e-05
133,0.736174,0.85036,6.25911e-05
134,0.736174,0.85036,6.25911e-05
135,0.735549,0.850086,-1.03162e-05
136,0.719038,0.839268,-3.73807e-05
137,0.719038,0.839268,-3.73807e-05
138,0.713487,0.835332,4.1866e-05
139,0.722999,0.841924,-0.000346473
140,0.699421,0.82489,-9.02495e-05
141,0.685261,0.816709,-8.97877e-05
142,0.674638,0.809008,-0.000135352
143,0.664917,0.801865,8.7887e-05
144,0.670916,0.805933,-1.47613e-05
145,0.641285,0.784219,-5.82489e-05
146,0.633386,0.778774,-0.000116621
147,0.613571,0.76062,-0.000106784
148,0.61845,0.766763,0.000136954
149,0.61845,0.766763,0.000136954
150,0.608729,0.758467,-0.000137627
151,0.608729,0.758467,-0.000137627
152,0.608729,0.758467,-0.000137627
153,0.600496,0.752902,-0.000210138
154,0.586077,0.740914,1.44387e-05
155,0.551648,0.713081,9.39702e-05
156,0.565757,0.724267,1.48706e-05
157,0.565757,0.724267,1.48706e-05
158,0.565757,0.724267,1.48706e-05
159,0.565757,0.724267,1.48706e-05
160,0.548168,0.705565,0.000181259
161,0.554967,0.714902,-1.58879e-05
162,0.536116,0.69717,-0.000145327
163,0.516814,0.68067,-2.04748e-06
164,0.516814,0.68067,-2.04748e-06
165,0.504047,0.667579,-0.000191488
166,0.518482,0.682045,-5.11492e-05
167,0.518482,0.682045,-5.11492e-05
168,0.518482,0.682045,-5.11492e-05
169,0.499143,0.663071,0.000287337
170,0.499143,0.663071,0.000287337
171,0.498271,0.665677,-0.000239811
172,0.491622,0.659681,0.000142647
173,0.499034,0.66586,0.000111085
174,0.52689,0.695793,-0.000173179
175,0.52689,0.695793,-0.000173179
176,0.515652,0.684737,7.397e-05
177,0.485436,0.654748,0.000306755
178,0.480307,0.645947,0.000225665
179,0.513395,0.68129,6.97591e-05
180,0.461492,0.627677,-0.000190505
181,0.453766,0.619747,-4.80573e-06
182,0.453766,0.619747,-4.80573e-06
183,0.453214,0.625654,9.7652e-05
184,0.464099,0.63606,-0.000131856
185,0.464099,0.63606,-0.000131856
186,0.464099,0.63606,-0.000131856
187,0.464099,0.63606,-0.000131856
188,0.464099,0.63606,-0.000131856
189,0.474005,0.64635,-0.000372985
190,0.474005,0.64635,-0.000372985
191,0.484962,0.657708,-0.000244972
192,0.47917,0.649966,-0.000126548
193,0.469058,0.637398,-0.000164992
194,0.436449,0.600015,-0.000228694
195,0.436449,0.600015,-0.000228694
