t,e^(-dS)
1,1.03474e+10
2,0.635146
3,2.59945
4,0.147489
5,0.390276
6,0.604774
7,0.233167
8,0.399756
9,1.35948
10,0.802118
11,0.127837
12,0.989604
13,0.436049
14,0.137243
15,0.140999
16,0.257432
17,0.760256
18,0.125055
19,0.521368
20,0.209088
21,0.0959431
22,1.91707
23,0.263949
24,0.345418
25,0.205358
26,0.152438
27,0.189191
28,0.744829
29,0.626316
30,0.273351
31,0.437841
32,0.421136
33,0.048364
34,0.229008
35,0.199888
36,0.520638
37,0.427543
38,0.334874
39,0.110914
40,0.337564
41,0.296413
42,0.54384
43,0.355938
44,0.685436
45,0.1469
46,1.34811
47,0.332538
48,0.446999
49,0.216969
50,0.562086
51,0.177107
52,0.685505
53,0.330549
54,0.222684
55,0.246597
56,0.305135
57,0.207837
58,0.500674
59,0.574417
60,0.510431
61,0.116717
62,0.654293
63,0.873803
64,0.045275
65,1.1043
66,0.841642
67,1.13326
68,0.131862
69,0.654882
70,0.283371
71,0.50987
72,0.304526
73,1.00217
74,0.215025
75,0.497082
76,0.552446
77,0.330219
78,1.05377
79,0.542916
80,0.188059
81,0.277482
82,0.850016
83,0.449509
84,0.125556
85,0.155206
86,0.787966
87,0.593689
88,0.0753207
89,0.343009
90,0.232701
91,1.73759
92,0.410368
93,0.0989639
94,0.307279
95,0.26767
96,0.494257
97,0.184151
98,0.371057
99,1.14889
100,0.635718
101,1.03243
102,0.148377
103,0.442905
104,0.698514
105,0.416945
106,0.280551
107,0.200488
108,0.566771
109,0.611097
110,1.14729
111,0.917539
112,0.919735
113,0.32726
114,0.471564
115,0.414949
116,1.12086
117,3.72475
118,0.41082
119,0.188435
120,0.490711
121,0.461534
122,0.283087
123,1.12829
124,1.81249
125,0.458544
126,0.281113
127,1.19411
128,0.603566
129,0.395818
130,0.984915
131,0.322066
132,0.634511
133,0.96751
134,0.235746
135,1.34784
136,1.19363
137,0.322066
138,0.31918
139,1.14534
140,0.98738
141,0.575509
142,0.311299
143,1.11807
144,0.518041
145,0.535101
146,0.746321
147,0.276098
148,1.2884
149,0.571152
150,0.630085
151,0.453255
152,0.344728
153,0.588017
154,0.497579
155,1.82832
156,0.594818
157,0.724771
158,0.120513
159,0.418073
160,0.339935
161,1.42091
162,0.928384
163,0.903662
164,0.303917
165,1.07719
166,0.890208
167,0.692879
168,0.347497
169,0.895118
170,0.548592
171,1.38819
172,2.78988
173,0.357722
174,0.552335
175,0.431322
176,1.08385
177,0.560066
178,0.284506
179,1.03733
180,0.475162
181,0.813182
182,0.52566
183,0.979101
184,1.88344
185,0.416279
186,0.501676
187,0.387399
188,0.381593
189,1.6991
190,0.322388
191,2.41669
192,1.52638
193,1.14912
194,1.0897
195,0.154587
196,1.78979
197,0.700613
198,0.183599
199,0.866841
200,0.707725
201,0.294346
202,1.24222
203,3.78861
204,0.369576
205,1.77749
206,0.567225
207,0.541236
208,0.737197
209,1.67096
210,0.773059
211,0.598637
212,0.321744
213,0.471659
214,0.724771
215,2.95353
216,1.12547
217,1.64263
218,0.599236
219,1.12232
220,0.548812
221,1.09155
222,0.551673
223,1.52806
224,0.703139
225,1.63117
226,0.55013
227,0.338578
228,0.706664
229,0.839625
230,0.288517
231,0.201493
232,0.591851
233,0.489192
234,0.609023
235,0.348541
236,3.01018
237,0.905199
238,1.08887
239,0.303917
240,0.648042
241,0.957461
242,1.22826
243,0.481909
244,0.837947
245,0.358438
