MDTU,plaq,Re(det),Im(det),link
1,1.95229,0.00430086,0.00103067,0.106434
2,1.95229,0.00430086,0.00103067,0.106434
3,1.91923,0.00384197,0.000941242,0.108248
4,1.91923,0.00384197,0.000941242,0.108248
5,1.9452,0.00455432,0.00112603,0.11517
6,1.95101,0.00439432,0.00104708,0.112982
7,1.95101,0.00439432,0.00104708,0.112982
8,1.97773,0.00497972,0.0011828,0.119549
9,1.98391,0.00529945,0.00126722,0.118118
10,1.98913,0.00529514,0.00122596,0.114425
11,1.98913,0.00529514,0.00122596,0.114425
12,1.99268,0.00530288,0.00126569,0.121442
13,1.99607,0.00548722,0.0013238,0.120861
14,1.99607,0.00548722,0.0013238,0.120861
15,1.99607,0.00548722,0.0013238,0.120861
16,1.99607,0.00548722,0.0013238,0.120861
17,1.99607,0.00548722,0.0013238,0.120861
18,1.99607,0.00548722,0.0013238,0.120861
19,2.01972,0.0060473,0.00143342,0.127221
20,2.01972,0.0060473,0.00143342,0.127221
21,2.03861,0.00673388,0.00155853,0.133083
22,2.02297,0.00620055,0.00148424,0.130257
23,2.02297,0.00620055,0.00148424,0.130257
24,2.04554,0.00670132,0.00162507,0.132644
25,2.04554,0.00670132,0.00162507,0.132644
26,2.04554,0.00670132,0.00162507,0.132644
27,2.04554,0.00670132,0.00162507,0.132644
28,2.04554,0.00670132,0.00162507,0.132644
29,2.06904,0.00721612,0.00173267,0.128828
30,2.08159,0.00765189,0.00181891,0.136982
31,2.08931,0.00809837,0.00193429,0.141046
32,2.08931,0.00809837,0.00193429,0.141046
33,2.08931,0.00809837,0.00193429,0.141046
34,2.1154,0.0092069,0.00209889,0.148707
35,2.1154,0.0092069,0.00209889,0.148707
36,2.1154,0.0092069,0.00209889,0.148707
37,2.13109,0.00956343,0.00224456,0.139706
38,2.14477,0.00975795,0.00232158,0.135434
39,2.14477,0.00975795,0.00232158,0.135434
40,2.14477,0.00975795,0.00232158,0.135434
41,2.14477,0.00975795,0.00232158,0.135434
42,2.14477,0.00975795,0.00232158,0.135434
43,2.16871,0.0104206,0.00240284,0.129885
44,2.16968,0.0109707,0.00249353,0.13959
45,2.2146,0.0122964,0.00279942,0.132724
46,2.21057,0.0123955,0.00278694,0.134618
47,2.21057,0.0123955,0.00278694,0.134618
48,2.21057,0.0123955,0.00278694,0.134618
49,2.21057,0.0123955,0.00278694,0.134618
50,2.21057,0.0123955,0.00278694,0.134618
51,2.2205,0.0125824,0.00283251,0.137626
52,2.2205,0.0125824,0.00283251,0.137626
53,2.19808,0.0116648,0.00259865,0.13089
54,2.19808,0.0116648,0.00259865,0.13089
55,2.21774,0.0132229,0.0029295,0.139635
56,2.21774,0.0132229,0.0029295,0.139635
57,2.21774,0.0132229,0.0029295,0.139635
58,2.23837,0.0149612,0.00336489,0.140468
59,2.23837,0.0149612,0.00336489,0.140468
60,2.2403,0.0158381,0.00354724,0.13898
61,2.2403,0.0158381,0.00354724,0.13898
62,2.26499,0.0171061,0.00376713,0.141631
63,2.28192,0.0183836,0.00403332,0.151085
64,2.28192,0.0183836,0.00403332,0.151085
65,2.28614,0.0194527,0.0042565,0.147226
66,2.31995,0.0227174,0.00483311,0.147088
67,2.30795,0.0188297,0.00417249,0.141186
68,2.30795,0.0188297,0.00417249,0.141186
69,2.3337,0.0197171,0.0043189,0.13862
70,2.3337,0.0197171,0.0043189,0.13862
71,2.36889,0.0219712,0.0047595,0.145949
72,2.36889,0.0219712,0.0047595,0.145949
73,2.37447,0.0224133,0.00487732,0.145962
74,2.41658,0.0254611,0.00558355,0.143789
75,2.41658,0.0254611,0.00558355,0.143789
76,2.41658,0.0254611,0.00558355,0.143789
77,2.41658,0.0254611,0.00558355,0.143789
78,2.43346,0.0275112,0.0059195,0.147868
79,2.42817,0.0262074,0.00580348,0.142671
80,2.45754,0.0292087,0.00620996,0.145808
81,2.45754,0.0292087,0.00620996,0.145808
82,2.47163,0.0310062,0.00670676,0.154497
83,2.47163,0.0310062,0.00670676,0.154497
84,2.47163,0.0310062,0.00670676,0.154497
85,2.47163,0.0310062,0.00670676,0.154497
86,2.47163,0.0310062,0.00670676,0.154497
87,2.47163,0.0310062,0.00670676,0.154497
88,2.47163,0.0310062,0.00670676,0.154497
89,2.52135,0.0369549,0.0079068,0.160964
90,2.52135,0.0369549,0.0079068,0.160964
91,2.51873,0.0368748,0.00782101,0.152007
92,2.54017,0.0388622,0.00830411,0.153031
93,2.54017,0.0388622,0.00830411,0.153031
94,2.55923,0.0415646,0.00882165,0.157587
95,2.55923,0.0415646,0.00882165,0.157587
96,2.57132,0.0434117,0.00904947,0.158783
97,2.57132,0.0434117,0.00904947,0.158783
98,2.58219,0.0441351,0.00944763,0.153031
99,2.59585,0.045422,0.00954489,0.15054
100,2.60287,0.0455941,0.00962051,0.148113
101,2.60512,0.0460687,0.00953885,0.14841
102,2.60512,0.0460687,0.00953885,0.14841
103,2.60512,0.0460687,0.00953885,0.14841
104,2.6394,0.0524074,0.0105356,0.156799
105,2.62663,0.0499397,0.0101087,0.151893
106,2.62663,0.0499397,0.0101087,0.151893
107,2.62663,0.0499397,0.0101087,0.151893
108,2.64537,0.0522194,0.0108903,0.149292
109,2.6496,0.0539347,0.0110184,0.150028
110,2.6475,0.053176,0.0110019,0.151984
111,2.63014,0.0491511,0.0101778,0.143064
112,2.6473,0.0518404,0.010602,0.143481
113,2.66232,0.0543858,0.0112611,0.142276
114,2.71082,0.0607518,0.0125765,0.136587
115,2.71082,0.0607518,0.0125765,0.136587
116,2.68441,0.0562169,0.0115016,0.135507
117,2.70344,0.0593546,0.0123117,0.135651
118,2.73274,0.0655252,0.0134032,0.133904
119,2.73274,0.0655252,0.0134032,0.133904
120,2.73339,0.065378,0.0135593,0.134858
121,2.73894,0.06653,0.0138097,0.138229
122,2.76174,0.0732486,0.015216,0.146807
123,2.79363,0.0795309,0.016026,0.145171
124,2.78712,0.0803001,0.016355,0.153033
125,2.78712,0.0803001,0.016355,0.153033
126,2.78712,0.0803001,0.016355,0.153033
127,2.79623,0.0831712,0.0166429,0.153569
128,2.76327,0.0767307,0.0154432,0.157582
129,2.76327,0.0767307,0.0154432,0.157582
130,2.77936,0.0806123,0.016152,0.157327
131,2.8162,0.0884406,0.0181018,0.154381
132,2.8162,0.0884406,0.0181018,0.154381
133,2.82396,0.0910816,0.0180335,0.15661
134,2.82396,0.0910816,0.0180335,0.15661
135,2.82829,0.0909456,0.0178669,0.153849
136,2.85307,0.0971566,0.019646,0.154325
137,2.85307,0.0971566,0.019646,0.154325
138,2.86096,0.0999597,0.0203638,0.15364
139,2.8511,0.0954673,0.0195628,0.146589
140,2.88036,0.108125,0.0210047,0.154932
141,2.90691,0.109872,0.021389,0.152077
142,2.92249,0.114932,0.022235,0.148436
143,2.9295,0.119442,0.0235863,0.154677
144,2.91557,0.117403,0.0232756,0.160731
145,2.95643,0.130444,0.0254503,0.159058
146,2.97191,0.132906,0.0261247,0.154255
147,2.99129,0.147471,0.0281895,0.160778
148,2.99483,0.140971,0.0266226,0.150913
149,2.99483,0.140971,0.0266226,0.150913
150,3.00403,0.146734,0.0275136,0.152045
151,3.00403,0.146734,0.0275136,0.152045
152,3.00403,0.146734,0.0275136,0.152045
153,3.01983,0.148666,0.028473,0.146928
154,3.03549,0.156,0.0299521,0.147124
155,3.07859,0.170808,0.0325816,0.145784
156,3.06065,0.165318,0.0315306,0.143489
157,3.06065,0.165318,0.0315306,0.143489
158,3.06065,0.165318,0.0315306,0.143489
159,3.06065,0.165318,0.0315306,0.143489
160,3.08743,0.17923,0.0344332,0.144098
161,3.07484,0.170627,0.0334664,0.147714
162,3.09851,0.181713,0.0354942,0.148537
163,3.11853,0.190037,0.0367529,0.150288
164,3.11853,0.190037,0.0367529,0.150288
165,3.13129,0.198289,0.037453,0.14852
166,3.11495,0.189529,0.0360263,0.15
167,3.11495,0.189529,0.0360263,0.15
168,3.11495,0.189529,0.0360263,0.15
169,3.14563,0.200604,0.0379677,0.140833
170,3.14563,0.200604,0.0379677,0.140833
171,3.15184,0.196652,0.0366627,0.136252
172,3.164,0.199521,0.0380193,0.129884
173,3.15536,0.196674,0.0382729,0.132429
174,3.13462,0.17645,0.0335794,0.117429
175,3.13462,0.17645,0.0335794,0.117429
176,3.14641,0.183491,0.0352036,0.118295
177,3.17373,0.201601,0.0375673,0.124937
178,3.17584,0.208957,0.039739,0.132552
179,3.14392,0.186629,0.0356665,0.123582
180,3.20663,0.218385,0.0409058,0.1235
181,3.22045,0.222455,0.0422177,0.11765
182,3.22045,0.222455,0.0422177,0.11765
183,3.22271,0.215194,0.0406366,0.110185
184,3.20236,0.210096,0.0391485,0.11705
185,3.20236,0.210096,0.0391485,0.11705
186,3.20236,0.210096,0.0391485,0.11705
187,3.20236,0.210096,0.0391485,0.11705
188,3.20236,0.210096,0.0391485,0.11705
189,3.19145,0.204119,0.038346,0.116341
190,3.19145,0.204119,0.038346,0.116341
191,3.177,0.197313,0.0372368,0.11651
192,3.18531,0.203038,0.0389832,0.115134
193,3.19605,0.211697,0.0403678,0.119436
194,3.23172,0.233619,0.0441444,0.122484
195,3.23172,0.233619,0.0441444,0.122484
196,3.20672,0.214785,0.041003,0.119251
197,3.23607,0.23624,0.0447955,0.124053
198,3.23607,0.23624,0.0447955,0.124053
199,3.22592,0.233872,0.0433704,0.124993
200,3.22592,0.233872,0.0433704,0.124993
201,3.22592,0.233872,0.0433704,0.124993
202,3.26282,0.255057,0.0477806,0.124629
203,3.24435,0.238526,0.045138,0.123323
204,3.24435,0.238526,0.045138,0.123323
205,3.26234,0.250976,0.0464881,0.121737
206,3.26234,0.250976,0.0464881,0.121737
207,3.26234,0.250976,0.0464881,0.121737
208,3.28782,0.276035,0.0513515,0.13294
209,3.29897,0.280308,0.0516596,0.13133
