MDTU,abs_delta_S
415,0.2826
416,0.1269
417,0.3728
418,0.4791
419,0.9803
420,0.6083
421,0.1168
422,1.289
423,0.5897
424,0.326
425,0.5369
426,0.5709
427,0.4479
428,1.188
429,0.2883
430,0.7106
431,0.7249
432,0.06231
433,0.685
434,0.09606
435,0.488
436,0.03244
437,0.04349
438,0.28
439,0.6074
440,0.2152
441,0.04641
442,0.7407
443,0.7132
444,0.6628
445,0.2676
446,1.273
447,0.3121
448,1.42
449,0.6046
450,0.372
451,1.115
452,0.6667
453,1.532
454,1.22
455,0.7947
456,0.1449
457,0.6129
458,0.6914
459,0.3155
460,1.237
461,0.08681
462,0.5323
463,0.4192
464,0.06811
465,1.217
466,0.7423
467,0.03902
468,0.6449
469,0.2859
470,1.607
471,0.3821
472,0.319
473,0.8154
474,1.182
475,0.4375
476,0.4633
477,1.036
478,0.3364
479,0.1347
480,0.03348
481,0.2708
482,0.6109
483,0.2785
484,0.9038
485,0.06565
486,0.3995
487,0.3967
488,0.08328
489,0.329
490,0.1579
491,1.488
492,0.4699
493,0.2689
494,0.2904
495,1.591
496,0.5938
497,1.785
498,0.9195
499,0.6091
500,0.7928
501,0.2082
502,1.226
503,0.4438
504,0.713
505,0.7561
506,1.629
507,0.1273
508,1.211
509,0.7083
510,1.011
511,1.119
512,0.5427
513,1.133
514,1.564
515,1.3
516,0.5828
517,0.009546
518,0.9932
519,0.3634
520,0.4417
521,0.2025
522,0.6747
523,0.07418
524,1.861
525,0.2701
526,0.503
527,0.371
528,0.2036
529,0.5173
530,0.1686
531,0.5052
532,0.79
533,0.3187
534,0.2368
535,0.7356
536,0.6119
537,0.5485
538,0.07434
539,1.196
540,0.3183
541,0.8168
542,0.5195
543,0.007381
544,0.7253
545,0.8695
546,0.5103
547,0.437
548,0.8022
549,0.03053
550,1.034
551,0.7641
552,0.07593
553,0.565
554,0.6611
555,1.141
556,0.5315
557,0.4938
558,1.08
559,0.5136
560,0.192
561,0.8091
562,0.1916
563,0.2801
564,0.1834
565,0.1978
566,0.5816
567,0.05394
568,0.6266
569,0.022
570,0.6432
571,0.943
572,0.138
573,1.723
574,1.63
575,0.8021
576,0.6153
577,0.2676
578,0.6988
579,0.01296
580,0.3786
581,1.608
582,0.5819
583,1.508
584,0.3057
585,0.4735
586,0.5704
587,1.325
588,0.482
589,0.2278
590,0.415
591,0.3743
592,0.535
593,0.5692
594,0.05014
595,0.03561
596,1.036
597,0.3966
598,0.183
599,0.6139
600,0.3525
601,0.1235
602,1.11
603,0.9473
604,0.9378
605,0.193
606,0.615
607,0.3473
608,0.1387
609,0.008895
610,0.4851
611,0.4063
612,0.2629
613,0.2272
614,0.2095
615,0.525
616,0.1744
617,0.3036
618,1.087
619,0.5261
620,1.03
621,0.3455
622,0.2153
623,0.805
624,1.104
625,0.1705
626,0.3266
627,0.2559
628,0.583
629,1.614
630,0.07762
631,1.126
632,0.3375
633,1.006
634,0.5411
635,1.342
636,0.5276
637,0.9897
638,0.8207
639,0.9886
640,0.1481
641,0.1568
642,0.2292
643,0.4737
644,0.8169
645,0.02617
646,0.5583
647,1.714
648,0.5778
649,0.008193
650,0.1844
651,0.7621
652,0.5548
653,0.9949
654,0.03533
655,0.63
656,0.8974
657,0.2473
658,0.5299
659,0.978
660,0.5471
661,0.4738
662,0.1735
663,0.5504
664,0.4393
665,0.3131
666,0.4568
667,0.824
668,1.526
669,0.1564
670,0.03579
671,0.9295
672,0.1522
673,0.0008679
674,1.164
675,0.5346
676,0.3694
677,0.3911
678,0.4889
679,0.3388
680,0.9945
681,0.6563
682,0.3863
683,0.08525
684,0.4268
685,0.7342
686,0.7979
687,1.238
688,0.0972
689,0.01047
690,0.6166
691,0.5096
692,0.6573
693,0.951
694,0.7235
695,0.9812
696,0.3145
697,1.23
698,0.4158
699,1.032
700,0.7943
701,0.8671
702,0.3472
703,1.215
704,0.7519
705,0.232
706,1.338
707,0.1758
708,0.3337
709,0.9614
710,0.2207
711,0.2891
712,0.2378
713,0.4622
714,0.9203
715,0.9948
716,0.8968
717,0.8401
718,0.1736
719,0.8493
720,0.1742
721,0.06252
722,1.799
723,0.5491
724,0.255
725,0.5647
726,0.3096
727,0.159
728,0.9114
729,0.6229
730,0.05244
731,0.02309
732,0.3786
733,0.3338
734,0.2725
735,0.8817
736,0.7721
737,1.192
738,0.7359
739,0.5579
740,1.514
741,1.365
742,0.3245
743,0.5726
744,0.4297
745,0.1933
746,0.7777
747,0.2379
748,0.1376
749,0.5947
750,1.363
751,0.8779
752,1.996
753,0.9999
754,0.7221
755,0.6889
756,1.06
757,0.6435
758,0.359
759,0.2369
760,1.031
761,1.344
762,1.165
763,0.5239
764,0.4098
765,0.1415
766,0.2842
767,0.491
768,0.07631
769,1.115
770,0.9657
771,1.186
772,0.1109
773,0.6537
774,0.6819
775,1.631
776,0.407
777,0.104
778,0.2505
779,1.366
780,0.9133
781,0.8943
782,0.1151
783,1.189
784,0.2199
785,0.4495
786,1.228
787,0.3158
788,0.02145
789,0.06076
790,0.9694
791,0.03186
792,0.2398
793,0.2824
794,0.4699
795,0.2403
796,0.3754
797,1.236
798,0.4724
799,0.6664
800,0.00491
801,0.08476
802,0.4825
803,0.2251
804,0.2916
805,0.3039
806,0.04101
807,0.9445
808,0.9165
809,0.09041
810,0.8243
811,0.6673
812,0.3471
813,0.3607
814,1.01
815,1.682
816,0.06988
817,0.8579
818,0.6426
819,0.4319
820,0.1887
821,0.6031
822,0.3837
823,0.6734
824,0.1456
825,0.5892
826,0.4221
827,0.8189
828,0.3768
829,0.1981
830,0.09933
831,1.61
832,0.4083
833,0.05176
834,0.9195
835,0.7618
836,0.5478
837,0.3429
838,0.9886
839,1.656
840,0.6442
841,0.8116
842,0.597
843,0.7994
844,0.1782
845,0.01876
846,0.5196
847,0.3678
848,0.5354
849,0.9696
850,1.022
851,0.678
852,0.02083
853,1.053
854,0.6476
855,0.9262
856,0.4119
857,0.6315
858,0.8724
859,0.6503
860,0.851
861,1.286
862,0.2261
863,1.015
864,0.2431
865,0.1695
866,0.1603
867,1.893
868,0.1244
869,0.6358
870,0.1923
871,0.2504
872,1.241
873,1.585
874,0.1529
875,0.1139
876,0.1939
877,0.4477
878,0.2709
879,0.3316
880,0.4649
881,1.012
882,0.4067
883,1.717
884,0.3528
885,0.3329
886,0.03287
887,0.1793
888,0.5168
889,1.082
890,1.35
891,0.5456
892,0.0396
893,0.5081
894,0.09514
895,0.3389
896,0.7084
897,0.3306
898,0.03709
899,0.5388
900,0.6264
901,0.2994
902,0.3537
903,0.2682
904,0.2508
905,0.5573
906,0.04278
907,1.4
908,0.07019
909,0.3283
910,0.4333
911,0.166
912,0.1344
913,0.7236
914,0.5575
915,1.213
916,1.313
917,0.1622
918,0.2575
919,1.141
920,0.8072
921,0.1207
922,0.2984
923,1.268
924,0.405
925,1.26
926,1.252
927,0.7502
928,0.7356
929,0.6881
930,0.1308
931,0.429
932,0.4218
933,0.3234
934,1.472
935,0.2773
936,0.8669
937,0.5559
938,0.1712
939,0.3075
940,0.7139
941,0.7426
942,0.2939
943,0.355
944,0.9851
945,0.1704
946,0.6622
947,0.8048
948,1.228
949,0.3349
950,0.5466
951,0.737
952,0.0711
953,0.7226
954,0.1569
955,0.06807
956,0.6989
957,0.9266
958,0.5309
959,0.931
960,1.452
961,1.063
962,0.7768
963,0.8427
964,0.4445
965,0.1941
966,0.2403
967,0.5158
968,0.3288
969,0.7726
970,0.7498
971,0.4673
972,0.08745
973,0.4679
974,0.3079
975,1.173
976,0.8133
977,1.4
978,0.9488
979,1.278
980,0.2301
981,0.2928
982,0.08149
983,0.5798
984,0.3213
985,0.119
986,0.4818
987,1.015
988,0.05637
989,0.2119
990,0.8254
991,0.6379
992,0.1938
993,0.9853
994,0.4978
995,0.03554
996,0.1319
997,0.6408
998,0.8026
999,0.6542
1000,2.247
1001,0.3827
1002,0.6922
1003,1.238
1004,0.2272
1005,0.5712
1006,0.2144
1007,1.46
1008,1.049
1009,0.03865
1010,0.4281
1011,1.541
1012,0.02403
1013,0.1998
1014,0.4465
1015,0.1594
1016,0.2375
1017,1.155
1018,0.2505
1019,1.218
1020,0.2559
1021,0.2476
1022,0.3959
1023,0.1962
1024,1.412
1025,0.8144
1026,0.8907
1027,0.2082
1028,0.4007
1029,0.6666
1030,0.5609
1031,0.4925
1032,0.1076
1033,1.087
1034,0.1629
1035,1.48
1036,1.112
1037,1.672
1038,0.2856
1039,0.6605
1040,0.389
1041,0.6122
1042,0.05137
1043,0.5882
1044,0.02411
1045,0.7186
1046,0.8297
1047,0.1723
1048,0.02126
1049,0.3677
1050,1.437
1051,0.2603
1052,1.607
1053,0.1396
1054,0.1569
1055,0.3335
1056,0.07016
1057,2.36
1058,0.1583
1059,0.3577
1060,0.4937
1061,0.4378
1062,0.07355
1063,0.5943
1064,0.8324
1065,1.477
1066,0.1925
1067,0.4018
1068,0.07275
1069,0.1553
1070,0.261
1071,0.1123
1072,1.1
1073,0.5464
1074,0.5514
1075,0.8378
1076,0.5929
1077,0.7593
1078,0.7238
1079,0.003431
1080,1.306
1081,0.3392
1082,1.044
1083,0.5673
1084,1.109
1085,0.1654
1086,0.9827
1087,0.4073
1088,0.6886
1089,0.03805
1090,0.1994
1091,0.693
1092,0.1247
1093,1.752
1094,0.5165
1095,0.3705
1096,0.02578
1097,0.6316
1098,0.4692
1099,1.076
1100,0.8488
1101,0.5217
1102,0.6931
1103,0.5825
1104,0.2802
1105,1.484
1106,1.488
1107,1.109
1108,0.5662
1109,1.61
1110,0.9768
1111,0.406
1112,0.3165
1113,0.9137
1114,0.551
1115,1.108
1116,0.2012
1117,0.5395
1118,0.3224
1119,0.856
1120,1.229
1121,0.6643
1122,0.2552
1123,1.605
1124,1.505
1125,0.9872
1126,0.4586
1127,1.87
1128,1.53
1129,0.3701
1130,0.2852
1131,0.06408
1132,0.16
1133,0.6785
1134,0.6163
1135,0.227
1136,1.109
1137,0.1328
1138,0.4044
1139,0.2915
1140,0.7536
1141,0.4711
1142,0.6247
1143,0.8607
1144,0.1725
1145,0.7597
1146,1.062
1147,0.5278
1148,0.6083
1149,0.6759
1150,0.3007
1151,0.4095
1152,0.8456
1153,0.01267
1154,0.1385
1155,0.5185
1156,0.1421
1157,0.2034
1158,0.7073
1159,0.2973
1160,0.3062
1161,0.1456
1162,0.9909
1163,0.749
1164,0.02027
1165,0.06533
1166,0.218
1167,0.7556
1168,0.007736
1169,0.3302
1170,0.07349
1171,0.2184
1172,0.7156
1173,1.243
1174,0.8138
1175,0.4116
1176,0.6366
1177,0.5618
1178,1.511
1179,0.396
1180,0.2464
1181,0.04884
1182,0.03762
1183,0.8955
1184,1.149
1185,0.7558
1186,0.1804
1187,1.053
1188,0.2243
1189,0.5559
1190,0.2641
1191,0.1439
1192,0.009169
1193,0.4831
1194,0.7899
1195,0.6589
1196,0.005652
1197,0.2997
1198,0.4612
1199,0.748
1200,1.209
1201,0.1397
1202,0.7022
1203,0.7635
1204,0.2666
1205,0.5303
1206,0.02149
1207,0.9889
1208,0.4817
1209,0.4484
1210,1.637
1211,1.577
1212,0.3161
1213,0.1719
1214,0.5956
1215,0.1237
1216,1.469
1217,1.202
1218,0.3347
1219,0.05312
1220,0.2737
1221,0.3155
1222,0.3568
1223,0.5979
1224,1.054
1225,0.5875
1226,0.3559
1227,0.05061
1228,1.213
1229,1.062
1230,0.9948
1231,0.4851
1232,0.05694
1233,0.3881
1234,0.2122
1235,1.11
1236,1.222
1237,0.3802
1238,0.7458
1239,0.5532
1240,0.2182
1241,1.093
1242,0.4605
1243,0.8777
1244,0.2235
1245,0.1735
1246,0.166
1247,0.5313
1248,0.8126
1249,0.0877
1250,0.7807
1251,0.0952
1252,0.7825
1253,0.02738
1254,0.1323
1255,0.003737
1256,0.1281
1257,0.2835
1258,0.4654
1259,0.9686
1260,0.5542
1261,0.4102
1262,0.333
1263,0.3674
1264,0.6825
1265,1.39
1266,0.5806
1267,0.6299
1268,0.1963
1269,0.1049
1270,0.2589
1271,0.6309
1272,0.5314
1273,0.2256
1274,0.1437
1275,0.1146
1276,0.1031
1277,0.1834
1278,0.4361
1279,1.143
1280,0.2675
1281,0.504
1282,0.3538
1283,0.3325
1284,1.271
1285,0.6705
1286,0.2134
1287,0.1034
1288,1.148
1289,0.1251
1290,0.6348
1291,1.731
1292,0.8003
1293,0.08739
1294,0.3792
1295,0.2425
1296,0.2268
1297,0.01319
1298,0.6754
1299,0.2042
1300,1.145
1301,0.3259
1302,0.2859
1303,0.2845
1304,0.05907
1305,0.5177
1306,0.3501
1307,0.6621
1308,0.5214
1309,0.2744
1310,0.5878
1311,0.07477
1312,0.4952
1313,0.9053
1314,0.904
1315,1.394
1316,2.113
1317,0.374
1318,0.9623
1319,0.5098
1320,0.8186
1321,0.2216
1322,0.4254
1323,0.03202
1324,1.232
1325,1.027
1326,0.3259
1327,0.5035
1328,0.1565
1329,0.4918
1330,0.5686
1331,0.5302
1332,0.5326
1333,0.2323
1334,0.7849
1335,0.7596
1336,0.9976
1337,2.276
1338,1.028
1339,0.1421
1340,1.14
1341,0.8175
1342,0.4233
1343,0.5666
1344,0.3365
1345,0.131
1346,0.2986
1347,0.4443
1348,0.09283
1349,0.3281
1350,0.5633
1351,1.347
1352,0.8956
1353,1.399
1354,0.2772
1355,0.2013
1356,0.4746
1357,0.2767
1358,0.2565
1359,0.4299
1360,0.3882
1361,0.5179
1362,0.6301
1363,0.2934
1364,1.434
1365,0.5005
1366,1.734
1367,0.4264
1368,0.2345
1369,1.142
1370,0.3119
1371,0.2358
1372,0.2945
1373,0.7022
1374,0.1485
1375,0.004919
1376,0.6178
1377,1.142
1378,1.54
1379,0.5919
1380,0.06497
1381,0.2961
1382,1.791
1383,1.884
1384,1.519
1385,0.3058
1386,0.3805
1387,0.07684
1388,0.6363
1389,0.9126
1390,1.384
1391,0.9621
1392,0.001579
1393,0.4011
1394,0.246
1395,0.616
1396,0.03363
1397,0.5109
1398,0.03133
1399,0.2517
1400,1.381
1401,0.252
1402,0.1899
1403,0.09981
1404,0.9609
1405,0.2514
1406,0.7947
1407,0.2495
1408,1.665
1409,0.7993
1410,1.138
1411,0.3335
1412,0.06329
1413,0.4506
1414,1.527
1415,0.3491
1416,0.4417
1417,0.7368
1418,0.26
1419,0.994
1420,0.6241
1421,0.3234
1422,0.4823
1423,0.006508
1424,0.6487
1425,0.6823
1426,0.4261
1427,0.6776
1428,0.3148
1429,0.0255
1430,1.171
1431,0.6286
1432,0.04438
1433,1.254
1434,0.9737
1435,1.419
1436,0.575
1437,0.397
1438,0.1045
1439,0.7378
1440,0.8677
1441,1.307
1442,0.6846
1443,1.099
1444,0.8909
1445,0.2933
1446,1.119
1447,0.03192
1448,0.1534
1449,0.1057
1450,0.03229
1451,0.2664
1452,1.431
1453,1.204
1454,0.2802
1455,0.3037
1456,0.5646
1457,0.5765
1458,0.3789
1459,0.2865
1460,1.249
1461,0.705
1462,0.1904
1463,0.9549
1464,0.02353
1465,0.5232
1466,1.031
1467,0.08
1468,0.9824
1469,0.8007
1470,0.6021
1471,1.046
1472,0.4172
1473,0.4247
1474,0.5176
1475,1.127
1476,0.4075
1477,0.1117
1478,1.099
1479,0.1204
1480,0.315
1481,0.9794
1482,0.6192
1483,0.344
1484,0.1628
1485,0.004094
1486,0.5197
1487,1.441
1488,0.8253
1489,0.1409
1490,1.534
1491,0.9609
1492,0.1805
1493,0.9203
1494,1.348
1495,0.39
1496,1.037
1497,0.4726
1498,1.226
1499,0.03389
1500,0.2081
1501,1.404
1502,0.5535
1503,1.037
1504,0.0181
1505,1.19
1506,0.4287
1507,0.9017
1508,0.2516
1509,0.2151
1510,0.3215
1511,0.7772
1512,0.4749
1513,0.3304
1514,0.5038
1515,0.2122
1516,0.3369
1517,0.8222
1518,0.5902
1519,1.339
1520,0.2015
1521,0.3581
1522,0.4084
1523,0.4555
1524,0.2461
1525,0.6398
1526,0.5224
1527,1.84
1528,0.1844
1529,0.04493
1530,0.1465
1531,0.5112
1532,0.4754
1533,1.538
1534,0.02724
1535,0.7994
1536,1.009
1537,0.09719
1538,0.5175
1539,1.176
1540,0.3268
1541,0.4077
1542,0.795
1543,0.389
1544,0.4864
1545,0.03673
1546,0.6496
1547,0.4111
1548,0.7445
1549,0.6678
1550,0.2824
1551,0.3674
1552,1.197
1553,1.059
1554,0.7864
1555,0.01414
1556,0.6893
1557,0.4792
1558,0.65
1559,0.6168
1560,0.3417
1561,1.081
1562,0.05765
1563,1.863
1564,0.6134
1565,1.186
1566,0.8818
1567,0.3366
1568,1.042
1569,0.4724
1570,0.6432
1571,0.4887
1572,1.535
1573,0.6883
1574,0.4739
1575,0.2943
1576,0.7184
1577,0.4636
1578,0.3608
1579,1.327
1580,0.2103
1581,0.2357
1582,1.215
1583,0.2633
1584,0.5995
1585,0.8259
1586,0.1408
1587,1.3
1588,0.105
1589,0.1635
1590,0.1986
1591,0.429
1592,0.6992
1593,0.8364
1594,1.582
1595,0.2241
1596,0.3527
1597,0.3294
1598,1.21
1599,0.489
1600,0.2138
1601,0.1286
1602,0.9227
1603,0.2741
1604,0.5741
1605,0.3392
1606,0.8338
1607,0.1077
1608,0.1182
1609,0.5402
1610,1.257
1611,0.1323
1612,0.8137
1613,0.6651
1614,0.8166
1615,0.2778
1616,0.4971
1617,0.3553
1618,0.1855
1619,1.686
1620,0.1195
1621,0.5897
1622,0.0192
1623,1.719
1624,0.2701
1625,0.1957
1626,0.7307
1627,0.6967
1628,0.644
1629,0.09364
1630,0.03832
1631,0.7493
1632,0.4229
1633,0.2589
1634,0.142
1635,0.004137
1636,0.8973
1637,0.619
1638,1.055
1639,0.6099
1640,0.8397
1641,0.01611
1642,1.18
1643,1.068
1644,0.3345
1645,1.123
1646,0.3379
1647,0.4527
1648,1.533
1649,0.1859
1650,0.7539
1651,0.7795
1652,0.2764
1653,0.9243
1654,0.1228
1655,0.01586
1656,0.623
1657,0.03737
1658,1.36
1659,0.1199
1660,0.4874
1661,0.4741
1662,1.089
1663,0.5706
1664,0.6457
1665,0.5501
1666,0.2695
1667,0.03027
1668,0.4845
1669,0.1627
1670,0.1113
1671,1.41
1672,0.1199
1673,0.3421
1674,0.6531
1675,0.2611
1676,0.2339
1677,1.074
1678,0.001532
1679,1.235
1680,0.439
1681,0.6028
1682,0.1032
1683,1.477
1684,0.3632
1685,0.4966
1686,0.1708
1687,1.058
1688,1.356
1689,0.5082
1690,0.06709
1691,0.3618
1692,1.571
1693,1.205
1694,0.8595
1695,0.4431
1696,0.5283
1697,0.1213
1698,0.2747
1699,0.6268
1700,0.4126
1701,0.3935
1702,0.04328
1703,0.8004
1704,0.4207
1705,1.218
1706,0.775
1707,0.5825
1708,0.2436
1709,0.7325
1710,0.2948
1711,1.223
1712,1.39
1713,0.3003
1714,0.9389
1715,0.6586
1716,0.0842
1717,1.22
1718,1.055
1719,0.4704
1720,0.4369
1721,0.9545
1722,0.5445
1723,0.8631
1724,0.7318
1725,0.08453
1726,0.7071
1727,0.9984
1728,1.395
1729,1.296
1730,0.3023
1731,0.3721
1732,0.9995
1733,0.6171
1734,0.1499
1735,0.03621
1736,0.9853
1737,1.259
1738,1.192
1739,0.0695
1740,0.0473
1741,0.1908
1742,0.3653
1743,0.592
1744,0.4985
1745,1.073
1746,0.5854
1747,0.03793
1748,0.628
1749,1.242
1750,0.1836
1751,0.3397
1752,0.4616
1753,0.113
1754,0.5443
1755,1.311
1756,0.5175
1757,0.1435
1758,0.6954
1759,0.8356
1760,0.8358
1761,0.02524
1762,0.2952
1763,0.5396
1764,0.1456
1765,0.2296
1766,0.6231
1767,1.354
1768,0.04693
1769,0.7961
1770,0.7354
1771,0.1455
1772,1.283
1773,1.141
1774,0.2297
1775,0.5302
1776,0.2741
1777,2.235
1778,0.536
1779,0.4957
1780,0.6586
1781,0.6102
1782,0.3768
1783,0.1664
1784,0.963
1785,0.03339
1786,1.771
1787,0.1135
1788,1.333
1789,0.4175
1790,0.0112
1791,0.4016
1792,0.2457
1793,0.418
1794,0.5839
1795,1.094
1796,0.8014
1797,0.6173
1798,1.23
1799,0.8417
1800,0.6374
1801,0.6342
1802,0.02759
1803,0.1855
1804,0.2281
1805,0.6291
1806,0.2214
1807,0.4133
1808,1.52
1809,0.4003
1810,0.3602
1811,1.346
1812,0.2224
1813,0.1833
1814,0.5084
1815,1.085
1816,0.2558
1817,0.4989
1818,0.1871
1819,1.08
1820,0.8488
1821,0.6861
1822,0.2194
1823,0.02661
1824,0.8159
1825,0.1454
1826,1.44
1827,0.5181
1828,0.3953
1829,0.5772
1830,0.7535
1831,1.152
1832,0.6184
1833,0.3157
1834,0.7006
1835,0.2949
1836,0.672
1837,0.06381
1838,0.1867
1839,0.6499
1840,0.4131
1841,1.518
1842,0.541
1843,0.7831
1844,0.04305
1845,0.1786
1846,0.4925
1847,0.4679
1848,0.04959
1849,1.211
1850,0.3525
1851,0.5439
1852,0.09489
1853,0.2805
1854,0.9662
1855,0.2151
1856,0.6567
1857,0.3743
1858,1.439
1859,0.4958
1860,0.7948
1861,0.3141
1862,0.5021
1863,0.5963
1864,1.27
1865,1.424
1866,0.06087
1867,0.06762
1868,0.5249
1869,0.7479
1870,0.3135
1871,0.4104
1872,0.05226
1873,0.1861
1874,0.4398
1875,0.003691
1876,0.01292
1877,0.007085
1878,1.056
1879,1.692
1880,0.3211
1881,0.3416
1882,0.4945
1883,0.6169
1884,0.7313
1885,0.01027
1886,0.8776
1887,0.06093
1888,0.4078
1889,0.859
1890,0.9225
1891,0.4016
1892,1.157
1893,0.1721
1894,0.5473
1895,0.4484
1896,0.4801
1897,0.7219
1898,0.9766
1899,1.413
1900,0.8203
1901,0.6296
1902,0.03875
1903,0.04405
1904,0.7812
1905,0.4015
1906,0.8466
1907,0.8586
1908,0.5686
1909,1.63
1910,0.5949
1911,0.6079
1912,0.3649
1913,0.4315
1914,1.438
1915,2.272
1916,0.2405
1917,0.6997
1918,0.2564
1919,0.0195
1920,0.3992
1921,1.285
1922,0.6092
1923,0.105
1924,0.6978
1925,0.2739
1926,0.07043
1927,0.6301
1928,0.6274
1929,0.4005
1930,0.4033
1931,0.9801
1932,0.8694
1933,1.348
1934,1.307
1935,0.3426
1936,0.1778
