T,G,F
212,0.02182,0.02234
213,0.02184,0.02234
214,0.02182,0.02236
215,0.02184,0.02232
216,0.02189,0.02225
217,0.02187,0.02231
218,0.02184,0.02232
219,0.02189,0.02237
220,0.02189,0.02232
221,0.0219,0.02237
222,0.02178,0.02235
223,0.02177,0.02241
224,0.02184,0.02238
225,0.02188,0.02231
226,0.02185,0.02232
227,0.02187,0.02228
228,0.02188,0.02228
229,0.02189,0.02234
230,0.02181,0.02233
231,0.02183,0.0223
232,0.02187,0.02233
233,0.02191,0.02232
234,0.02188,0.02227
235,0.02191,0.02223
236,0.02192,0.02231
237,0.02193,0.0223
238,0.02191,0.02227
239,0.02192,0.02227
240,0.02187,0.02227
241,0.02195,0.02227
242,0.022,0.02224
243,0.02194,0.02218
244,0.02201,0.02224
245,0.022,0.02223
246,0.02201,0.02214
247,0.02208,0.02215
248,0.02199,0.02213
249,0.02199,0.02214
250,0.02206,0.02216
251,0.02204,0.02213
252,0.02202,0.02214
253,0.02197,0.02219
254,0.02196,0.02215
255,0.02195,0.02218
256,0.02198,0.02215
257,0.022,0.02213
258,0.02196,0.02216
259,0.02203,0.02217
260,0.022,0.02215
261,0.02197,0.02223
262,0.02197,0.02219
263,0.02201,0.02218
264,0.02202,0.02214
265,0.02204,0.02206
266,0.02211,0.02208
267,0.02223,0.02205
268,0.02217,0.02201
269,0.02217,0.02195
270,0.02219,0.02198
271,0.02217,0.02192
272,0.02219,0.02196
273,0.0222,0.02198
274,0.02219,0.02194
275,0.02215,0.02199
276,0.02222,0.022
277,0.02231,0.02198
278,0.02226,0.0219
279,0.02225,0.02186
280,0.02225,0.02192
281,0.02216,0.02195
282,0.02225,0.02195
283,0.02227,0.02193
284,0.02227,0.02189
285,0.0223,0.02188
286,0.02228,0.02189
287,0.02226,0.02189
288,0.02225,0.02185
289,0.02235,0.02185
290,0.02234,0.02188
291,0.02234,0.02186
292,0.02228,0.0218
293,0.02239,0.02182
294,0.0223,0.0218
295,0.02234,0.02177
296,0.02233,0.02185
297,0.02234,0.0218
298,0.02231,0.02181
299,0.02229,0.02184
300,0.02228,0.02185
301,0.02226,0.02185
302,0.02226,0.02191
303,0.0223,0.02183
304,0.02226,0.02189
305,0.02221,0.0219
306,0.02221,0.0219
307,0.02232,0.02189
308,0.02229,0.02189
309,0.02222,0.02187
310,0.02225,0.02188
311,0.0223,0.02188
312,0.02225,0.02188
313,0.02224,0.02188
314,0.02225,0.02188
315,0.02226,0.02187
316,0.02224,0.02186
317,0.02222,0.02188
318,0.02224,0.02191
319,0.02229,0.02191
320,0.02236,0.02184
321,0.02229,0.02188
322,0.02232,0.02185
323,0.02228,0.02191
324,0.02226,0.02188
325,0.02225,0.02192
326,0.02226,0.02191
327,0.02222,0.02191
328,0.02224,0.02197
329,0.02224,0.0219
330,0.02223,0.0219
331,0.02225,0.02185
332,0.02234,0.02187
333,0.02233,0.0219
334,0.02227,0.02189
335,0.02225,0.02191
336,0.02229,0.02184
337,0.02226,0.02191
338,0.02229,0.02194
339,0.02235,0.02193
340,0.02234,0.02186
341,0.02234,0.02183
342,0.02236,0.02189
343,0.02238,0.02178
344,0.02232,0.02181
345,0.02238,0.02179
346,0.0224,0.02174
347,0.02238,0.02175
348,0.0224,0.02173
349,0.02236,0.02182
350,0.02238,0.0218
351,0.02239,0.02176
352,0.02239,0.02171
353,0.02237,0.02174
354,0.02242,0.02172
355,0.02243,0.0217
356,0.0224,0.02175
357,0.02239,0.0217
358,0.0224,0.02175
359,0.0224,0.02174
360,0.02236,0.02182
361,0.02234,0.02178
362,0.0223,0.02186
363,0.02234,0.02179
364,0.0223,0.02182
365,0.02235,0.02183
366,0.02227,0.02181
367,0.02227,0.02186
368,0.02229,0.02186
369,0.02227,0.02183
370,0.02226,0.02193
371,0.02223,0.02189
372,0.02224,0.02189
373,0.02219,0.02189
374,0.02221,0.02193
375,0.02225,0.02191
376,0.02221,0.02186
377,0.0223,0.02188
378,0.02216,0.02193
379,0.02223,0.0219
380,0.02231,0.02194
381,0.02224,0.02189
382,0.02225,0.02185
383,0.02222,0.02187
384,0.02229,0.02187
385,0.02227,0.02187
386,0.02228,0.02186
387,0.02228,0.02188
388,0.02224,0.02192
389,0.02227,0.0219
390,0.02224,0.02192
391,0.02221,0.02191
392,0.02223,0.022
393,0.02216,0.02199
394,0.0222,0.02199
395,0.02219,0.02191
396,0.02221,0.02197
397,0.02233,0.02191
398,0.02222,0.02195
399,0.0222,0.02198
400,0.02215,0.02197
401,0.02222,0.02195
402,0.02227,0.02192
403,0.02222,0.02192
404,0.02232,0.02188
405,0.02226,0.02187
406,0.02222,0.02188
407,0.02227,0.0219
408,0.02225,0.02191
409,0.02226,0.02187
410,0.02232,0.02184
411,0.02233,0.02189
412,0.02234,0.02184
413,0.02227,0.02187
414,0.02235,0.02184
415,0.0223,0.02187
416,0.0223,0.02184
417,0.02227,0.02187
418,0.02232,0.02186
419,0.0223,0.02183
420,0.02225,0.02185
421,0.02232,0.02187
422,0.02228,0.02188
423,0.02226,0.02186
424,0.02232,0.02187
425,0.02228,0.02182
426,0.0223,0.02183
427,0.02237,0.02184
428,0.02234,0.02172
429,0.02235,0.02183
430,0.02229,0.02178
431,0.02228,0.02182
432,0.02228,0.02185
433,0.02228,0.02188
434,0.02234,0.02185
435,0.02229,0.02182
436,0.02228,0.02182
437,0.02224,0.02188
438,0.02227,0.02189
439,0.02224,0.02184
440,0.0223,0.02185
441,0.02236,0.02182
442,0.02237,0.02185
443,0.02229,0.02182
444,0.0223,0.02188
445,0.02233,0.02182
446,0.02234,0.02184
447,0.02233,0.02181
448,0.02234,0.02176
449,0.02235,0.02181
450,0.02232,0.02178
451,0.02235,0.02178
452,0.02237,0.02178
453,0.02237,0.02176
454,0.02245,0.02176
455,0.02236,0.02175
456,0.02235,0.02177
457,0.0224,0.02176
458,0.02243,0.02175
459,0.02241,0.02176
460,0.02239,0.0217
461,0.02238,0.02172
462,0.02247,0.02169
463,0.02242,0.02177
464,0.02242,0.0217
465,0.02241,0.02167
466,0.02246,0.02168
467,0.02245,0.02171
468,0.02248,0.02167
469,0.02245,0.02161
470,0.02249,0.0217
471,0.02247,0.02167
472,0.02247,0.02165
473,0.02245,0.02164
474,0.02243,0.02165
475,0.02248,0.02164
476,0.02253,0.0216
477,0.02252,0.0216
478,0.02251,0.02162
479,0.02247,0.02162
480,0.02248,0.02164
481,0.02248,0.02167
482,0.02251,0.02171
483,0.02245,0.02173
484,0.02236,0.02176
485,0.02233,0.02178
486,0.0223,0.02178
487,0.02234,0.0218
488,0.02235,0.02184
489,0.02225,0.02184
490,0.02225,0.02186
491,0.02228,0.0219
492,0.02228,0.0219
493,0.0223,0.02183
494,0.0223,0.02188
495,0.02228,0.02189
496,0.02229,0.02188
497,0.02232,0.02193
498,0.02226,0.02184
499,0.02231,0.02186
500,0.02231,0.02178
501,0.02231,0.02182
502,0.02233,0.0218
503,0.0224,0.02182
504,0.02234,0.02183
505,0.02235,0.0219
506,0.02231,0.02186
507,0.02227,0.02189
508,0.02225,0.02186
509,0.0223,0.02187
510,0.02224,0.02191
511,0.02224,0.02191
512,0.02225,0.02188
513,0.0223,0.02188
514,0.02224,0.02194
515,0.02225,0.02191
516,0.02221,0.02185
517,0.02227,0.02193
518,0.02215,0.02193
519,0.02218,0.02198
520,0.02221,0.02199
521,0.0222,0.02193
522,0.0222,0.02194
523,0.0222,0.02197
524,0.02225,0.02194
525,0.02219,0.02193
526,0.0222,0.02198
527,0.02213,0.022
528,0.02219,0.02199
529,0.02217,0.02197
530,0.02214,0.02195
531,0.02213,0.02199
532,0.02215,0.022
533,0.02215,0.02199
534,0.02212,0.02202
535,0.02217,0.02196
536,0.02219,0.02204
537,0.02206,0.02211
538,0.02209,0.02203
539,0.02211,0.02211
540,0.02207,0.02206
541,0.02209,0.02207
542,0.02209,0.0221
543,0.02207,0.02206
544,0.02205,0.02207
545,0.02211,0.02199
546,0.02212,0.02205
547,0.02214,0.02204
548,0.02213,0.02203
549,0.02215,0.02196
550,0.02214,0.02198
551,0.02213,0.02203
552,0.02213,0.02206
553,0.02208,0.02205
554,0.02206,0.0221
555,0.02206,0.02207
556,0.02211,0.02208
557,0.02211,0.02206
558,0.02212,0.02205
559,0.0221,0.02208
560,0.0221,0.02203
561,0.02216,0.02199
562,0.02219,0.02204
563,0.02219,0.02198
564,0.02214,0.02198
565,0.02214,0.02197
566,0.02219,0.022
567,0.02217,0.02196
568,0.02219,0.02196
569,0.02219,0.02192
570,0.02217,0.02198
571,0.02219,0.02194
572,0.02216,0.022
573,0.02218,0.02197
574,0.02224,0.02199
575,0.02223,0.02198
576,0.02217,0.02198
577,0.02222,0.022
578,0.02223,0.0219
579,0.02222,0.02193
580,0.02224,0.02188
581,0.02227,0.02191
582,0.02224,0.02193
583,0.02221,0.02195
584,0.0222,0.02194
585,0.02225,0.02196
586,0.02221,0.02195
587,0.02224,0.02192
588,0.02223,0.02195
589,0.02217,0.02192
590,0.02214,0.02195
591,0.02223,0.02188
592,0.02217,0.02196
593,0.02219,0.02199
594,0.02219,0.02195
595,0.02218,0.02199
596,0.02222,0.02197
597,0.02227,0.02193
598,0.02229,0.0219
599,0.02228,0.02187
600,0.02226,0.02194
601,0.02219,0.02191
602,0.02223,0.02194
603,0.02227,0.02189
604,0.02227,0.02192
605,0.02223,0.02186
606,0.02225,0.02192
607,0.02225,0.02192
608,0.02227,0.02199
609,0.02227,0.0219
610,0.02226,0.02183
611,0.0223,0.02187
612,0.02227,0.02184
613,0.02229,0.02184
614,0.02226,0.02187
615,0.02231,0.02188
616,0.02233,0.02188
617,0.02238,0.02181
618,0.02234,0.02181
619,0.02234,0.0218
620,0.02232,0.02183
621,0.02234,0.02178
622,0.02238,0.02179
623,0.02235,0.02178
624,0.02236,0.02176
625,0.02236,0.02174
626,0.02243,0.02178
627,0.02239,0.02172
628,0.02242,0.02175
629,0.02245,0.02169
630,0.02242,0.02169
631,0.02244,0.02174
632,0.02238,0.02178
633,0.02238,0.02175
634,0.02242,0.0217
635,0.02243,0.0217
636,0.02245,0.02172
637,0.02254,0.02169
638,0.02247,0.02164
639,0.02244,0.02164
640,0.02246,0.02166
641,0.02246,0.0217
642,0.0224,0.02174
643,0.02244,0.02176
644,0.02239,0.02169
645,0.0224,0.02178
646,0.02235,0.02174
647,0.02239,0.02177
648,0.02236,0.02176
649,0.02238,0.02172
650,0.02239,0.02172
651,0.02237,0.02171
652,0.02235,0.02176
653,0.02248,0.02174
654,0.02237,0.02168
655,0.0224,0.02168
656,0.02239,0.02177
657,0.02236,0.02177
658,0.02232,0.02177
659,0.02236,0.02182
660,0.02234,0.02177
661,0.02233,0.02177
662,0.02233,0.02177
663,0.02238,0.02179
664,0.02238,0.0218
665,0.02234,0.02177
666,0.02233,0.02177
667,0.02239,0.02179
668,0.02246,0.02182
669,0.02235,0.02178
670,0.02238,0.02176
671,0.02239,0.02186
672,0.02232,0.02184
673,0.02231,0.02182
674,0.02229,0.02185
675,0.02232,0.02183
676,0.02228,0.02184
677,0.02228,0.0218
678,0.02229,0.02187
679,0.02228,0.02188
680,0.02216,0.02195
681,0.02227,0.02192
682,0.02218,0.02193
683,0.0222,0.02193
684,0.0222,0.02194
685,0.02219,0.02194
686,0.02221,0.02194
687,0.02221,0.02191
688,0.02223,0.02189
689,0.0222,0.0219
690,0.02216,0.02195
691,0.02222,0.022
692,0.0222,0.02194
693,0.02221,0.02199
694,0.02221,0.02197
695,0.02221,0.02195
696,0.02225,0.02198
697,0.02215,0.022
698,0.02222,0.02197
699,0.02215,0.02195
700,0.02215,0.02194
701,0.02219,0.022
702,0.02215,0.022
703,0.02215,0.02194
704,0.02218,0.02196
705,0.02215,0.02197
706,0.02219,0.02198
707,0.02217,0.02196
708,0.02217,0.02198
709,0.02219,0.02193
710,0.02213,0.02196
711,0.02215,0.02192
712,0.02221,0.02199
713,0.02224,0.02198
714,0.02214,0.02194
715,0.02215,0.02199
716,0.02218,0.02195
717,0.02219,0.02192
718,0.02222,0.02192
719,0.0222,0.02198
720,0.02223,0.02196
721,0.02223,0.02189
722,0.02223,0.0219
723,0.02225,0.022
724,0.02215,0.02198
725,0.02218,0.02203
726,0.02213,0.02198
727,0.02221,0.02204
728,0.02221,0.02201
729,0.02214,0.02198
730,0.02212,0.02203
731,0.02219,0.02203
732,0.02223,0.02203
733,0.02213,0.02201
734,0.02211,0.02203
735,0.0221,0.02207
736,0.02209,0.02203
737,0.02204,0.02203
738,0.02214,0.02206
739,0.02211,0.02201
740,0.02213,0.02206
741,0.02211,0.02204
742,0.0221,0.02206
743,0.02205,0.02207
744,0.02216,0.02207
745,0.02211,0.02206
746,0.02214,0.02206
747,0.02211,0.02205
748,0.02212,0.02206
749,0.02213,0.0221
750,0.02211,0.02208
751,0.02203,0.02204
752,0.02216,0.02206
753,0.02208,0.02207
754,0.02209,0.02206
755,0.02208,0.02204
756,0.02215,0.02209
757,0.02208,0.02207
758,0.02205,0.02207
759,0.02205,0.02209
760,0.02214,0.02213
761,0.02212,0.02216
762,0.02201,0.02221
763,0.02199,0.02217
764,0.02195,0.02214
765,0.02204,0.02219
766,0.02202,0.02214
767,0.02208,0.02216
768,0.02197,0.02216
769,0.02205,0.02213
770,0.02202,0.02215
771,0.02205,0.0222
772,0.02206,0.02213
773,0.02205,0.02208
774,0.0221,0.02211
775,0.02209,0.02208
776,0.02209,0.02201
777,0.02211,0.02208
778,0.02203,0.02209
779,0.02207,0.02205
780,0.0221,0.0221
781,0.02203,0.02209
782,0.02209,0.02214
783,0.02201,0.02207
784,0.02204,0.02212
785,0.02212,0.02208
786,0.02213,0.02205
787,0.02216,0.02202
788,0.02209,0.02198
789,0.0221,0.02204
790,0.02211,0.02204
791,0.02207,0.02215
792,0.02211,0.0221
793,0.02209,0.02205
794,0.02211,0.02206
795,0.02203,0.02217
796,0.02207,0.02208
797,0.02204,0.0221
798,0.02203,0.02206
799,0.02208,0.0221
800,0.02204,0.02211
801,0.022,0.02212
802,0.0221,0.02209
803,0.02213,0.02205
804,0.02213,0.02201
805,0.02217,0.02201
806,0.0221,0.02202
807,0.02212,0.02199
808,0.02225,0.02201
809,0.02223,0.02193
810,0.02225,0.02191
811,0.02223,0.0219
812,0.02223,0.02191
813,0.02231,0.02188
814,0.02225,0.02192
815,0.02218,0.02193
816,0.02218,0.02196
817,0.0221,0.02197
818,0.02213,0.02195
819,0.02218,0.02201
820,0.02224,0.02195
821,0.02226,0.02193
822,0.02222,0.02194
823,0.02229,0.02196
824,0.02222,0.02196
825,0.02217,0.02197
826,0.02215,0.02193
827,0.02225,0.02197
828,0.02217,0.02194
829,0.02215,0.02195
830,0.02219,0.02199
831,0.02219,0.02206
832,0.02208,0.02208
833,0.02207,0.02208
834,0.02215,0.02203
835,0.02211,0.02205
836,0.02219,0.02203
837,0.02213,0.02201
838,0.02218,0.02202
839,0.02214,0.02198
840,0.02211,0.022
841,0.02217,0.02199
842,0.02218,0.02197
843,0.02216,0.022
844,0.02217,0.02198
845,0.02217,0.02198
846,0.02214,0.022
847,0.02215,0.02196
848,0.02223,0.02191
849,0.02213,0.02194
850,0.0222,0.02196
851,0.02217,0.02195
852,0.02221,0.022
853,0.02221,0.02194
854,0.0222,0.02193
855,0.02222,0.0219
856,0.02217,0.02201
857,0.02212,0.02197
858,0.02211,0.02206
859,0.02216,0.02201
860,0.02211,0.02202
861,0.02215,0.02206
862,0.02213,0.02207
863,0.02214,0.02202
864,0.02214,0.02211
865,0.02218,0.02201
866,0.0221,0.02206
867,0.02218,0.02204
868,0.02216,0.022
869,0.02216,0.02194
870,0.02215,0.02198
871,0.02214,0.02198
872,0.02217,0.02198
873,0.02223,0.02197
874,0.0222,0.02196
875,0.02216,0.02194
876,0.02222,0.02198
877,0.02222,0.02201
878,0.02215,0.022
879,0.02218,0.02204
880,0.02217,0.02196
881,0.02226,0.02197
882,0.02216,0.02204
883,0.0222,0.02206
884,0.02215,0.02202
885,0.02214,0.02197
886,0.02214,0.02196
887,0.02214,0.02198
888,0.02217,0.02198
889,0.02217,0.02199
890,0.02215,0.02202
891,0.02219,0.022
892,0.02212,0.02199
893,0.02215,0.022
894,0.02215,0.02203
895,0.0221,0.02196
896,0.02218,0.02201
897,0.02216,0.02198
898,0.0222,0.02194
899,0.02226,0.02196
900,0.02229,0.02187
901,0.02227,0.02188
902,0.0223,0.02191
903,0.02231,0.02189
904,0.02227,0.02191
905,0.02231,0.02191
906,0.02228,0.02187
907,0.02226,0.02185
908,0.02234,0.02185
909,0.02234,0.02183
910,0.02237,0.02183
911,0.02239,0.02176
912,0.02235,0.02172
913,0.02238,0.02172
914,0.02237,0.02178
915,0.02228,0.0218
916,0.02229,0.02189
917,0.02225,0.02188
918,0.0223,0.02188
919,0.02226,0.0219
920,0.02221,0.02187
921,0.02221,0.02187
922,0.02223,0.02187
923,0.02225,0.02188
924,0.02223,0.02186
925,0.0223,0.0219
926,0.02219,0.0219
927,0.02229,0.0219
928,0.02223,0.02191
929,0.0222,0.02197
930,0.02217,0.02201
931,0.02215,0.02195
932,0.02215,0.02196
933,0.02215,0.02198
934,0.02221,0.02197
935,0.02218,0.0219
936,0.02217,0.02202
937,0.02213,0.02198
938,0.0222,0.02199
939,0.02225,0.02194
940,0.0223,0.02192
941,0.0222,0.02192
942,0.02216,0.02197
943,0.02221,0.02194
944,0.02219,0.02194
945,0.02222,0.02197
946,0.02215,0.02197
947,0.0221,0.02196
948,0.02215,0.02196
949,0.02218,0.02199
950,0.02217,0.02196
951,0.02222,0.02195
952,0.02215,0.02201
953,0.02219,0.02194
954,0.02225,0.02193
955,0.02216,0.02193
956,0.02217,0.02196
957,0.0222,0.02195
958,0.02224,0.02197
959,0.02218,0.02196
960,0.02216,0.02201
961,0.02219,0.02197
962,0.02218,0.0219
963,0.02219,0.022
964,0.02215,0.02199
965,0.02214,0.02203
966,0.02212,0.02199
967,0.02214,0.02198
968,0.02214,0.02198
969,0.0221,0.02201
970,0.02217,0.022
971,0.0222,0.02198
972,0.02226,0.02188
973,0.02227,0.02194
974,0.0222,0.02196
975,0.0222,0.02197
976,0.02219,0.02194
977,0.02224,0.02195
978,0.0222,0.02195
979,0.02222,0.0219
980,0.02218,0.02194
981,0.02222,0.02193
982,0.02218,0.02198
983,0.02216,0.02201
984,0.02216,0.02199
985,0.0221,0.02199
986,0.02214,0.02201
987,0.02212,0.02199
988,0.02212,0.02194
989,0.02217,0.02199
990,0.02212,0.02197
991,0.02215,0.02203
992,0.02221,0.02193
993,0.0222,0.02198
994,0.02226,0.022
995,0.02213,0.022
996,0.02217,0.02199
997,0.02216,0.02198
998,0.0222,0.02199
999,0.02218,0.02199
1000,0.02217,0.02197
1001,0.02213,0.02202
1002,0.02211,0.02204
1003,0.0221,0.02203
1004,0.02214,0.02202
1005,0.02213,0.02201
1006,0.02217,0.02201
1007,0.02219,0.02201
1008,0.02215,0.02202
1009,0.02216,0.02194
1010,0.02216,0.02194
1011,0.02219,0.02194
1012,0.02218,0.02194
1013,0.02226,0.02196
1014,0.0222,0.02191
1015,0.02227,0.02193
1016,0.02222,0.02192
1017,0.02221,0.02195
1018,0.02222,0.02188
1019,0.02223,0.02189
1020,0.02226,0.0219
1021,0.02224,0.02187
1022,0.02226,0.02183
1023,0.0223,0.02186
1024,0.02229,0.02185
1025,0.0223,0.02194
1026,0.02223,0.02189
1027,0.02222,0.02193
1028,0.02218,0.02191
1029,0.02223,0.02191
1030,0.02224,0.0219
1031,0.02226,0.02188
1032,0.02235,0.02187
1033,0.02237,0.02183
1034,0.02234,0.02181
1035,0.02235,0.0218
1036,0.02231,0.02185
1037,0.02235,0.02179
1038,0.02231,0.02184
1039,0.02229,0.02183
1040,0.0223,0.02186
1041,0.02233,0.02185
1042,0.02233,0.02179
1043,0.0224,0.02178
1044,0.02245,0.02171
1045,0.02247,0.02169
1046,0.02241,0.0217
1047,0.02243,0.02178
1048,0.02239,0.02182
1049,0.02241,0.02179
1050,0.02244,0.02176
1051,0.02244,0.0217
1052,0.02244,0.02173
1053,0.02243,0.02167
1054,0.02244,0.02168
1055,0.02244,0.02173
1056,0.02244,0.02169
1057,0.02245,0.0217
1058,0.02241,0.02167
1059,0.02239,0.02171
1060,0.02241,0.02168
1061,0.02246,0.02172
1062,0.02248,0.02175
1063,0.02239,0.0217
1064,0.02245,0.02174
1065,0.02242,0.02174
1066,0.02246,0.02174
1067,0.02248,0.02167
1068,0.02243,0.02168
1069,0.02249,0.02166
1070,0.0224,0.02172
1071,0.02243,0.0217
1072,0.02239,0.02175
1073,0.0224,0.02173
1074,0.0224,0.02176
1075,0.0224,0.02173
1076,0.02235,0.02177
1077,0.02238,0.02176
1078,0.02236,0.02174
1079,0.02234,0.02176
1080,0.02236,0.02178
1081,0.02233,0.02176
1082,0.02232,0.02177
1083,0.02239,0.02179
1084,0.02231,0.02176
1085,0.02235,0.0218
1086,0.02237,0.02193
1087,0.0223,0.0219
1088,0.0223,0.0219
1089,0.02222,0.02196
1090,0.02221,0.02189
1091,0.02219,0.02193
1092,0.0222,0.02205
1093,0.02219,0.02199
1094,0.02218,0.022
1095,0.02216,0.02197
1096,0.02215,0.02201
1097,0.02217,0.02202
1098,0.0222,0.02193
1099,0.02217,0.02198
1100,0.02219,0.02205
1101,0.0221,0.02201
1102,0.02213,0.02199
1103,0.02213,0.02198
1104,0.02215,0.02201
1105,0.02215,0.02197
1106,0.02216,0.02198
1107,0.02222,0.022
1108,0.02214,0.02195
1109,0.02212,0.02196
1110,0.02218,0.02199
1111,0.02212,0.02196
1112,0.02217,0.02197
1113,0.02214,0.02211
1114,0.02207,0.02208
1115,0.02211,0.02211
1116,0.0221,0.02207
1117,0.02204,0.02204
1118,0.02205,0.02204
1119,0.02209,0.0221
1120,0.02209,0.02209
1121,0.02206,0.0221
1122,0.02203,0.0221
1123,0.02209,0.02211
1124,0.02207,0.02208
1125,0.02206,0.02212
1126,0.02201,0.02212
1127,0.02205,0.02212
1128,0.02208,0.02208
1129,0.02203,0.02221
1130,0.02195,0.02219
1131,0.02201,0.02221
1132,0.022,0.02225
1133,0.02197,0.02214
1134,0.02207,0.02213
1135,0.02213,0.02206
1136,0.02213,0.02206
1137,0.02217,0.02201
1138,0.02211,0.02201
1139,0.02209,0.02201
1140,0.02214,0.02202
1141,0.02213,0.02199
1142,0.02217,0.02202
1143,0.02215,0.02195
1144,0.02223,0.02195
1145,0.02219,0.02197
1146,0.02212,0.022
1147,0.02214,0.02194
1148,0.02221,0.02196
1149,0.02221,0.02194
1150,0.02218,0.02194
1151,0.0222,0.02193
1152,0.02215,0.02198
1153,0.02217,0.02197
1154,0.02217,0.02194
1155,0.02221,0.02197
1156,0.02219,0.02194
