MDTU,|Tr(Lx)|,|Tr(Ly)|
1,0.247087,0.188626
2,0.247087,0.188626
3,0.244344,0.214262
4,0.244344,0.214262
5,0.265216,0.198967
6,0.223515,0.231552
7,0.223515,0.231552
8,0.162742,0.197217
9,0.168169,0.233864
10,0.193383,0.187727
11,0.193383,0.187727
12,0.189655,0.11643
13,0.169314,0.171381
14,0.169314,0.171381
15,0.169314,0.171381
16,0.169314,0.171381
17,0.169314,0.171381
18,0.169314,0.171381
19,0.149086,0.195583
20,0.149086,0.195583
21,0.0875392,0.182622
22,0.102962,0.165296
23,0.102962,0.165296
24,0.0855568,0.198838
25,0.0855568,0.198838
26,0.0855568,0.198838
27,0.0855568,0.198838
28,0.0855568,0.198838
29,0.0269477,0.202022
30,0.0680239,0.236997
31,0.121618,0.176602
32,0.121618,0.176602
33,0.121618,0.176602
34,0.11884,0.168541
35,0.11884,0.168541
36,0.11884,0.168541
37,0.0534033,0.141348
38,0.075122,0.113042
39,0.075122,0.113042
40,0.075122,0.113042
41,0.075122,0.113042
42,0.075122,0.113042
43,0.00286989,0.106026
44,0.00550108,0.128302
45,0.0957937,0.16316
46,0.121945,0.241797
47,0.121945,0.241797
48,0.121945,0.241797
49,0.121945,0.241797
50,0.121945,0.241797
51,0.0673995,0.238546
52,0.0673995,0.238546
53,0.0913095,0.267327
54,0.0913095,0.267327
55,0.0506169,0.223873
56,0.0506169,0.223873
57,0.0506169,0.223873
58,0.0342593,0.225123
59,0.0342593,0.225123
60,0.123716,0.190597
61,0.123716,0.190597
62,0.109148,0.244675
63,0.114596,0.260146
64,0.114596,0.260146
65,0.0933404,0.240871
66,0.174128,0.241188
67,0.189321,0.235986
68,0.189321,0.235986
69,0.197376,0.096957
70,0.197376,0.096957
71,0.208776,0.12941
72,0.208776,0.12941
73,0.23202,0.0821519
74,0.248953,0.0901152
75,0.248953,0.0901152
76,0.248953,0.0901152
77,0.248953,0.0901152
78,0.280836,0.18079
79,0.245131,0.0981158
80,0.297242,0.107024
81,0.297242,0.107024
82,0.304266,0.0435382
83,0.304266,0.0435382
84,0.304266,0.0435382
85,0.304266,0.0435382
86,0.304266,0.0435382
87,0.304266,0.0435382
88,0.304266,0.0435382
89,0.316609,0.0329311
90,0.316609,0.0329311
91,0.319777,0.0389992
92,0.229738,0.0951654
93,0.229738,0.0951654
94,0.247651,0.0428092
95,0.247651,0.0428092
96,0.1791,0.0890704
97,0.1791,0.0890704
98,0.181745,0.0971462
99,0.272544,0.130444
100,0.198676,0.114381
101,0.224275,0.130963
102,0.224275,0.130963
103,0.224275,0.130963
104,0.181147,0.165895
105,0.183435,0.120191
106,0.183435,0.120191
107,0.183435,0.120191
108,0.234776,0.0588548
109,0.198546,0.0635634
110,0.183396,0.114846
111,0.16694,0.0822302
112,0.202088,0.140393
113,0.195522,0.121345
114,0.177698,0.11623
115,0.177698,0.11623
116,0.172827,0.142158
117,0.182493,0.145459
118,0.201769,0.139662
119,0.201769,0.139662
120,0.198175,0.18043
121,0.127329,0.188176
122,0.152919,0.168403
123,0.145154,0.212364
124,0.155469,0.171314
125,0.155469,0.171314
126,0.155469,0.171314
127,0.16687,0.21462
128,0.209289,0.200215
129,0.209289,0.200215
130,0.161701,0.26699
131,0.249182,0.267852
132,0.249182,0.267852
133,0.234704,0.263478
134,0.234704,0.263478
135,0.14345,0.305625
136,0.223994,0.401094
137,0.223994,0.401094
138,0.294308,0.381206
139,0.243573,0.355398
140,0.215061,0.320824
141,0.252821,0.335113
142,0.299799,0.306575
143,0.294924,0.229596
144,0.233104,0.314277
145,0.235922,0.317299
146,0.200441,0.327212
147,0.258641,0.266497
148,0.230902,0.280263
149,0.230902,0.280263
150,0.279184,0.313748
151,0.279184,0.313748
152,0.279184,0.313748
153,0.29228,0.34839
154,0.254219,0.352955
155,0.247668,0.304542
156,0.326922,0.332581
157,0.326922,0.332581
158,0.326922,0.332581
159,0.326922,0.332581
160,0.293932,0.259462
161,0.27275,0.212956
162,0.218841,0.230497
163,0.186378,0.347478
164,0.186378,0.347478
165,0.132704,0.422958
166,0.196221,0.461148
167,0.196221,0.461148
168,0.196221,0.461148
169,0.112262,0.502023
170,0.112262,0.502023
171,0.152221,0.47613
172,0.120607,0.493329
173,0.153871,0.529183
174,0.137142,0.560592
175,0.137142,0.560592
176,0.0745799,0.593049
177,0.0937438,0.664456
178,0.137963,0.60097
179,0.194362,0.658901
180,0.160559,0.647434
181,0.15727,0.63027
182,0.15727,0.63027
183,0.151832,0.639982
184,0.184493,0.527054
185,0.184493,0.527054
186,0.184493,0.527054
187,0.184493,0.527054
188,0.184493,0.527054
189,0.260252,0.514343
190,0.260252,0.514343
191,0.242505,0.603506
192,0.207221,0.583269
193,0.20118,0.552919
194,0.237712,0.56951
195,0.237712,0.56951
196,0.266093,0.532818
197,0.325247,0.552126
198,0.325247,0.552126
199,0.32395,0.566122
200,0.32395,0.566122
