1,0.114509,0.0375098
2,0.0859931,0.0633131
3,0.0731788,0.0794406
4,0.061828,0.0944503
5,0.0375322,0.0845542
6,0.0339716,0.122376
7,0.0391925,0.114313
8,0.0306018,0.0639496
9,0.0151971,0.0353946
10,0.010163,0.0489805
11,0.0245127,0.106636
12,0.0473704,0.061038
13,0.0225094,0.0396538
14,0.0225094,0.0396538
15,0.0492411,0.0472947
16,0.0492411,0.0472947
17,0.0492411,0.0472947
18,0.0373557,0.0208487
19,0.0317482,0.0337475
20,0.0317482,0.0337475
21,0.0311683,0.0609163
22,0.0418132,0.0551186
23,0.0365503,0.0440189
24,0.0298052,0.067768
25,0.0578419,0.0454483
26,0.0243225,0.0578484
27,0.0251771,0.0364868
28,0.0326017,0.0308477
29,0.0171793,0.0367538
30,0.0626891,0.0200114
31,0.100951,0.0476023
32,0.0782754,0.00738769
33,0.0769022,0.0252471
34,0.0589881,0.0278476
35,0.0350395,0.0161471
36,0.0142795,0.00946202
37,0.020538,0.0401168
38,0.050121,0.0502944
39,0.0401639,0.0383423
40,0.0423032,0.0824923
41,0.0231507,0.0335995
42,0.0231507,0.0335995
43,0.0327256,0.0162195
44,0.0375588,0.0472454
45,0.0180815,0.0763889
46,0.0349578,0.0635745
47,0.0114029,0.0548442
48,0.051552,0.035733
49,0.0534985,0.0562401
50,0.0307557,0.0799823
51,0.0412232,0.0523096
52,0.0474127,0.0799632
53,0.0462878,0.068558
54,0.0349304,0.0928935
55,0.036475,0.0963362
56,0.0446754,0.10189
57,0.0655759,0.103379
58,0.0655759,0.103379
59,0.0520108,0.103688
60,0.0275244,0.117201
61,0.0474461,0.0773994
62,0.0474461,0.0773994
63,0.0474461,0.0773994
64,0.0244012,0.0837135
65,0.0190321,0.081839
66,0.0598615,0.0582942
67,0.0261905,0.0393581
68,0.0583661,0.0109647
69,0.0158875,0.0355741
70,0.0128377,0.0444724
71,0.0523301,0.0401546
72,0.0411231,0.0434799
73,0.0436213,0.0371836
74,0.0340342,0.0673136
75,0.0340342,0.0673136
76,0.010404,0.0846357
77,0.0417844,0.0597158
78,0.041727,0.0712342
79,0.0571627,0.0455166
80,0.078573,0.0444
81,0.078573,0.0444
82,0.0593314,0.0396747
83,0.0410599,0.0600125
84,0.0541381,0.0305375
85,0.0404764,0.0206918
86,0.0222878,0.0291515
87,0.0535748,0.0489185
88,0.00467811,0.0364154
89,0.0238058,0.0365083
90,0.0454197,0.0497118
91,0.0631958,0.0512581
92,0.0232266,0.0121325
93,0.00649739,0.0524803
94,0.0332137,0.0437245
95,0.0411841,0.052688
96,0.0126281,0.0721601
97,0.0476671,0.0289072
98,0.0615799,0.0326235
99,0.0687471,0.0570242
100,0.0687471,0.0570242
101,0.0499666,0.0484137
102,0.0406759,0.0661213
103,0.0294897,0.042015
104,0.029148,0.0483007
105,0.010941,0.0647194
106,0.0164994,0.0499386
107,0.021721,0.0283312
108,0.021721,0.0283312
109,0.0783384,0.055208
110,0.0783384,0.055208
111,0.0558833,0.0724843
