ReTr(Lx),ImTr(Lx)
-0.0802379,0.046644
-0.0329687,0.02837
-0.024433,0.0468239
-0.0135274,0.0658689
-0.0135274,0.0658689
0.000606283,0.0453501
-0.00439053,0.0646439
-0.0122742,0.0732538
-0.0228987,0.0161314
-0.0267284,0.0235681
-0.010416,0.0183836
-0.0332829,0.0401087
-0.0241941,0.0413109
-0.0241941,0.0413109
-0.0561533,0.00140745
-0.0561533,0.00140745
-0.0857143,0.0213617
-0.066203,-0.00523319
-0.0343941,-0.0387368
-0.0343941,-0.0387368
-0.0471763,-0.00946436
-0.0305356,-0.0169394
-0.0305356,-0.0169394
-0.0236596,-0.0224399
-0.0285849,-0.0301671
-0.00536773,-0.0476398
-0.0346183,-0.0365007
-0.0185433,0.0160892
-0.0325968,-0.00440315
0.0160654,0.0171567
-0.022444,0.0166691
-0.0327305,-0.00109183
0.00555869,-0.0163395
0.00555869,-0.0163395
0.00138422,0.00746854
-0.00344294,-0.00172908
-0.00344294,-0.00172908
-0.00344294,-0.00172908
-0.028354,0.03375
0.00447599,0.001212
-0.00505854,-0.0141535
-0.00505854,-0.0141535
0.000493439,0.00796526
-0.0178205,-0.0241639
-0.055199,-0.00924951
-0.0318681,-0.020462
0.00687526,-0.0261833
-0.0499742,-0.0541681
-0.0499742,-0.0541681
-0.0499742,-0.0541681
-0.0388633,-0.0365779
-0.0287845,-0.0103238
0.00133067,-0.0163966
0.0309204,0.00551879
-0.00838275,-0.0203589
-0.0186352,-0.0132718
0.0192136,-0.0142016
0.0176514,-0.00355105
0.0176514,-0.00355105
0.00638718,-0.036092
-0.00746324,-0.0542986
-0.00746324,-0.0542986
-0.00746324,-0.0542986
0.0393867,-0.019989
0.0264755,-0.0193651
0.0264755,-0.0193651
0.0264755,-0.0193651
0.0132955,-0.0192308
0.00245535,-0.0210975
-0.00740596,-0.0415136
-0.00876694,-0.0159421
0.0106164,-0.0151879
-0.036141,-0.0232871
-0.01273,-0.0284368
-0.0107117,-0.0119067
0.00972919,-0.0142404
0.00401619,0.0276853
-0.00657148,-0.00477016
-0.0141008,0.00560961
0.00529429,0.00145419
0.00529429,0.00145418
0.00529429,0.00145418
0.00566409,0.013407
0.0130542,0.0089814
-0.0216168,0.0123332
0.0300846,0.0074842
0.00215488,0.0340129
-0.0251154,0.004169
-0.00105376,-0.021722
0.0275586,-0.0164364
-0.00692542,-0.0192674
0.0060324,-0.00648558
0.00956917,0.00283295
-0.00814469,0.0170017
-0.00428321,-0.0042909
-0.00840249,0.0136022
0.00322778,0.0111593
-0.0119643,0.0117726
-0.0172172,0.00154507
-0.0172172,0.00154507
-0.000522014,-0.00395844
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0016124,-0.00513952
0.0138771,-0.00034191
