1,-0.002769
2,0.2557
3,-0.3489
4,-0.6563
5,0.2307
6,-0.5051
7,0.722
8,-0.265
9,0.3609
10,0.2818
11,0.2699
12,0.01558
13,-1.054
14,0.636
15,-0.8354
16,0.9935
17,0.635
18,0.3007
19,0.1034
20,-0.0009461
21,0.01045
22,0.8119
23,0.09934
24,-0.04095
25,0.4147
26,-0.07821
27,0.4919
28,0.04116
29,0.08578
30,0.8694
31,-0.4216
32,0.1601
33,0.5668
34,-0.9697
35,0.7315
36,0.299
37,1.206
38,-0.7711
39,0.4254
40,-0.5327
41,-0.0679
42,0.9469
43,0.8661
44,-0.02722
45,-0.4919
46,-0.7551
47,1.144
48,0.5982
49,-0.864
50,0.4464
51,-0.4233
52,0.9007
53,-0.2485
54,0.2594
55,0.08604
56,-0.5964
57,-1.044
58,0.1163
59,-0.7367
60,0.2734
61,0.1769
62,0.231
63,-0.9015
64,-0.8431
65,-0.3266
66,0.4079
67,0.05419
68,-0.7948
69,-1.369
70,-0.4624
71,-0.05622
72,-0.6978
73,-0.2362
74,0.1731
75,0.936
76,0.6391
77,-0.8155
78,0.5373
79,0.3381
80,-0.67
81,0.2687
82,0.9297
83,0.2856
84,-0.3031
85,0.7471
86,0.08687
87,-0.3507
88,0.787
89,0.7075
90,0.2166
91,1.052
92,0.02594
93,-0.0378
94,-0.12
95,-0.08089
96,-0.8584
97,-0.1117
98,0.7431
99,0.02304
100,1.177
101,-0.2601
102,-0.05669
103,0.7301
104,0.7596
105,0.3139
106,0.2579
107,0.6842
108,-0.1371
109,0.6561
110,0.4074
111,-0.331
112,-0.08647
113,-0.2409
114,-0.7074
115,-0.2633
116,-0.5993
117,-0.08308
118,-0.5496
119,0.1608
120,-0.3445
121,0.5146
122,1.126
123,0.6171
124,0.7724
125,0.1854
126,-0.41
127,0.4861
128,0.3639
129,0.3922
130,1.284
131,-0.6395
132,0.6228
133,-1.129
134,-1.111
135,0.3848
136,0.6877
137,-0.4008
138,-0.2971
139,0.03985
140,0.5052
141,0.4314
142,-0.1187
143,-0.606
144,-1.107
145,0.6116
146,-0.02566
147,-0.2935
148,0.03041
149,0.2674
150,-0.4308
151,0.2413
152,-1.284
153,0.2121
154,-0.4578
155,-1.768
156,-0.1819
157,0.1764
158,1.461
159,0.5138
160,0.2232
161,-0.09284
162,0.0573
163,0.3645
164,0.07435
165,-0.662
166,0.3172
167,0.0007639
168,0.4159
169,-0.8365
170,-0.8934
171,0.2708
172,-0.001964
173,0.07685
174,0.3782
175,-1.06
176,1.387
177,-0.5041
178,-0.5497
179,-0.2907
180,0.222
181,0.2042
182,-0.2503
183,-0.8116
184,0.0233
185,-0.8456
186,-0.1499
187,-0.4819
188,-1.343
189,-0.1296
190,-0.7143
191,-0.5542
192,0.1604
193,-0.9608
194,0.4207
195,0.5691
196,-0.4773
197,-0.9121
198,-1.081
199,-0.5066
200,-0.27
201,-0.1455
202,0.4889
203,-0.2613
204,-1.389
205,-1.429
206,-0.4221
207,-1.847
208,-0.5297
209,-1.824
210,-1.992
211,-0.6761
212,-2.805
213,0.07273
214,-0.429
215,0.2541
216,0.0007716
217,0.05353
218,0.6373
219,0.4864
220,0.7638
221,0.665
222,1.342
223,1.409
224,2.638
225,1.6
226,1.478
227,1.502
228,0.2683
229,1.369
230,0.7186
231,1.425
232,0.8823
233,1.633
234,2.537
235,1.215
236,1.268
237,1.804
238,1.179
239,0.9978
240,0.7202
241,0.6923
242,1.272
243,1.15
244,1.101
245,2.008
246,0.3354
247,1.797
248,1.361
249,2.493
250,1.575
251,2.74
252,2.412
253,2.968
254,1.165
255,1.693
256,1.991
257,1.026
258,2.429
259,1.926
260,1.062
261,0.6092
262,1.327
263,2.419
264,0.7675
265,0.8228
266,1.988
267,2.053
268,1.464
269,1.949
270,1.75
271,1.086
272,0.711
273,0.9589
274,1.348
275,0.3516
276,1.847
277,0.6097
278,0.8095
279,1.768
280,1.351
281,0.9518
282,2.923
283,0.2691
284,2.206
285,2.205
286,2.809
287,3.021
288,2.17
289,2.351
290,1.328
291,2.004
292,2.01
293,1.804
294,1.333
295,1.817
296,2.245
297,0.05256
298,0.9586
299,1.004
300,2.058
301,2.244
302,1.288
303,1.694
304,2.295
305,1.05
306,0.422
307,1.285
308,0.7607
309,1.388
310,1.869
311,2.023
312,1.857
313,1.468
314,0.01442
315,1.984
316,1.727
317,1.806
318,1.466
319,0.6795
320,1.046
321,2.229
322,1.823
323,1.549
324,1.965
325,0.4025
326,1.748
327,0.9711
328,1.472
329,0.6651
330,1.093
331,0.6485
332,2.77
333,1.782
334,0.4896
335,0.7456
336,0.5921
337,1.105
338,0.8117
339,1.006
340,-0.7734
341,1.655
342,0.9399
343,0.05887
344,0.5558
345,-0.2935
346,-0.4262
347,0.7015
348,0.2185
349,-0.1611
350,0.5403
351,1.279
352,-0.3461
353,1.841
354,0.5839
355,0.1441
356,0.8297
357,-0.5025
358,0.892
359,1.865
360,0.02373
361,0.1821
362,0.6722
363,0.7057
364,0.2536
365,-0.2082
366,0.6565
367,1.152
368,1.557
369,-0.2702
370,0.9914
371,1.14
372,0.7801
373,-0.3797
374,0.4728
375,0.972
376,0.6547
377,0.8646
378,-0.2919
379,0.4843
380,1.067
381,0.3164
382,-0.1789
383,0.005189
384,-0.88
385,0.586
386,0.09763
387,1.242
388,0.1469
389,0.1083
390,0.8404
391,0.5757
392,0.08939
393,-0.1592
394,-0.3323
395,0.2888
396,-0.4848
397,-0.9681
398,0.4495
399,0.6816
400,0.2236
401,0.2259
