MDTU,plaq,Re(det),Im(det),link
1,1.04376,0.57197,0.166021,0.151723
2,1.06169,0.593336,0.200306,0.174913
3,1.02637,0.55363,0.203954,0.183138
4,1.02674,0.559922,0.215174,0.193899
5,1.01585,0.545818,0.214393,0.202992
6,0.99238,0.522997,0.209743,0.201144
7,1.01148,0.53471,0.220109,0.200026
8,0.989951,0.514428,0.212657,0.199428
9,1.0055,0.53134,0.218747,0.199167
10,0.987927,0.511391,0.21457,0.200933
11,1.01313,0.534168,0.223397,0.20371
12,0.985278,0.508,0.212052,0.205032
13,1.003,0.532169,0.220137,0.209394
14,0.991093,0.507428,0.21134,0.198721
15,1.00229,0.521479,0.217068,0.202698
16,1.00601,0.526156,0.21986,0.202868
17,0.981256,0.504489,0.213497,0.203802
18,1.00281,0.52376,0.218697,0.201279
19,0.996649,0.514052,0.214437,0.202473
20,0.988723,0.512672,0.214713,0.20298
21,0.994682,0.517355,0.216957,0.206739
22,0.998238,0.51934,0.215311,0.206117
23,0.994617,0.51646,0.216567,0.206389
24,0.997784,0.527566,0.219962,0.206062
25,0.985118,0.515148,0.215308,0.206732
26,0.991426,0.523327,0.212649,0.213324
27,0.991426,0.523327,0.212649,0.213324
28,0.996287,0.522777,0.2165,0.205558
29,0.984867,0.509189,0.212043,0.203936
30,1.00141,0.522781,0.219473,0.20309
31,0.99922,0.522522,0.213598,0.204028
32,0.995417,0.521387,0.218022,0.20531
33,1.00165,0.524754,0.221645,0.206456
34,0.998997,0.526609,0.218928,0.207934
35,0.995182,0.515943,0.215481,0.203615
36,1.00075,0.524248,0.216867,0.203451
37,0.988404,0.516934,0.215476,0.210648
38,0.996335,0.528467,0.219073,0.2077
39,0.988117,0.516246,0.212974,0.204822
40,0.993843,0.522639,0.218581,0.210971
41,0.986367,0.516628,0.21938,0.208265
42,0.986817,0.521185,0.219593,0.207784
43,0.987799,0.518212,0.215717,0.209131
44,0.990275,0.518402,0.217045,0.20625
45,0.994038,0.517804,0.217145,0.205604
46,0.981381,0.506175,0.2131,0.206561
47,0.998356,0.522347,0.2203,0.202055
48,0.989462,0.512743,0.214598,0.201448
49,0.997859,0.527058,0.217282,0.206504
50,0.988744,0.517925,0.212385,0.205066
51,0.989187,0.518967,0.219618,0.2062
52,0.990479,0.516694,0.215835,0.202071
53,0.983907,0.508694,0.211825,0.20616
54,0.998179,0.525461,0.21841,0.204465
55,0.985926,0.515239,0.217527,0.205172
56,0.98261,0.514937,0.215764,0.208422
57,0.990327,0.518509,0.217135,0.205871
58,0.985299,0.517139,0.214521,0.207857
59,0.989669,0.517556,0.216243,0.208467
60,0.984442,0.515863,0.221214,0.205976
61,0.987912,0.514246,0.215324,0.205505
62,0.995798,0.522492,0.218488,0.205791
63,0.978339,0.510603,0.210442,0.210228
64,0.988616,0.520746,0.214112,0.209047
65,0.97958,0.512076,0.2128,0.205923
66,0.988954,0.515676,0.220209,0.204719
67,0.988487,0.518118,0.220879,0.210382
68,0.989854,0.516806,0.216187,0.207958
69,0.991354,0.522554,0.218425,0.206899
70,0.977581,0.507092,0.212433,0.203019
71,0.98692,0.516881,0.216288,0.205046
72,0.985238,0.5216,0.214776,0.211424
73,0.985338,0.525206,0.218836,0.210737
74,0.980153,0.514022,0.217258,0.208861
75,0.990397,0.518128,0.218444,0.201511
76,0.984959,0.514089,0.214929,0.204214
77,0.996168,0.52301,0.217639,0.201663
78,0.976446,0.508078,0.212872,0.205684
79,0.983185,0.518996,0.21622,0.207053
80,0.989376,0.522115,0.216599,0.209995
81,0.991926,0.516872,0.216447,0.205009
82,0.986064,0.5108,0.216993,0.204283
83,0.980475,0.509076,0.214168,0.204283
84,0.992317,0.524632,0.218092,0.205518
85,0.980455,0.511343,0.209815,0.207896
86,0.988188,0.519961,0.218583,0.204824
87,0.978721,0.509601,0.212543,0.20137
88,0.986847,0.524309,0.217962,0.206984
89,0.981783,0.515876,0.211464,0.207701
90,0.99332,0.526932,0.216478,0.206955
91,0.99332,0.526932,0.216478,0.206955
92,0.977487,0.508999,0.215344,0.205257
93,0.992426,0.523625,0.219479,0.203449
94,0.975871,0.507031,0.213609,0.203017
95,0.988341,0.52057,0.218208,0.207075
96,0.980091,0.512227,0.213406,0.2061
97,1.00048,0.53053,0.224195,0.207542
98,0.967977,0.501163,0.212629,0.206236
99,0.989972,0.521858,0.217525,0.207195
100,0.976788,0.506467,0.215479,0.204455
101,0.976788,0.506467,0.215479,0.204455
102,0.981898,0.514488,0.218231,0.202223
103,0.978193,0.513163,0.215478,0.204499
104,0.985618,0.521684,0.215424,0.206586
105,0.97517,0.511089,0.211831,0.205795
106,0.986148,0.523683,0.215147,0.207015
107,0.985632,0.518831,0.216082,0.202982
108,0.979607,0.520717,0.215475,0.207914
109,0.984192,0.521662,0.214155,0.2061
110,0.979099,0.514651,0.21063,0.209678
111,0.99381,0.526786,0.217798,0.205841
112,0.971893,0.506382,0.210609,0.2043
113,0.991841,0.525779,0.217856,0.205106
114,0.977853,0.509351,0.21488,0.204804
115,0.980047,0.515166,0.215912,0.206039
116,0.970792,0.510277,0.213876,0.208526
117,0.985674,0.521726,0.219308,0.206654
118,0.983183,0.5143,0.214318,0.203834
119,0.986886,0.517768,0.218044,0.20169
120,0.985777,0.517173,0.215668,0.206626
121,0.997922,0.533705,0.22099,0.210636
122,0.985214,0.516396,0.216086,0.20961
123,0.992934,0.520916,0.219177,0.208239
124,0.99351,0.520629,0.218244,0.208671
125,1.00523,0.528296,0.22371,0.207691
126,0.986843,0.512553,0.214692,0.205927
127,0.986164,0.512812,0.216644,0.20678
128,0.989397,0.518144,0.217021,0.205469
129,0.991488,0.518559,0.214651,0.21248
