t,deltaS
343,-0.1448
344,-0.01121
345,0.1566
346,0.06789
347,0.03505
348,-0.0006259
349,0.1396
350,-0.1197
351,0.2341
352,0.1724
353,0.07755
354,-0.255
355,-0.01208
356,-0.06509
357,-0.009679
358,-0.09276
359,-0.03542
360,0.1289
361,-0.04027
362,-0.07114
363,-0.009168
364,0.02921
365,-0.1271
366,0.05594
367,0.1688
368,0.0008122
369,-0.09536
370,0.0455
371,-0.0393
372,-0.1262
373,-0.1766
374,-0.02038
375,-0.1172
376,0.01925
377,0.1998
378,-0.01129
379,-0.06047
380,-0.03772
381,0.02837
382,-0.05062
383,0.1162
384,-0.03133
385,-0.03352
386,-0.1154
387,0.0536
388,-0.002707
389,-0.05804
390,-0.1862
391,-0.01473
392,-0.1428
393,0.03054
394,-0.0611
395,-0.09818
396,0.1023
397,0.003714
398,0.06487
399,0.03252
400,0.005412
401,0.04164
402,0.04576
403,0.08281
404,-0.1661
405,-0.05931
406,0.2449
407,0.1968
408,0.02421
409,0.006066
410,-0.03296
411,-0.01051
412,-0.246
413,-0.04501
414,0.02906
415,-0.04743
416,-0.03866
417,0.02206
418,-0.1772
419,-0.09772
420,0.06522
421,0.2295
422,0.04697
423,0.1339
424,-0.227
425,0.03195
426,-0.03828
427,0.165
428,-0.04949
429,0.06305
430,-0.02721
431,0.01749
432,-0.07433
433,-0.08393
434,-0.01496
435,-0.006599
436,0.08845
437,0.1829
438,0.113
439,0.1213
440,0.09217
441,-0.1841
442,-0.2528
443,0.225
444,0.1025
445,-0.07372
446,0.05234
447,-0.1027
448,0.06144
449,-0.0598
450,-0.174
451,0.004517
452,0.1088
453,0.02185
454,0.05312
455,-0.01963
456,-0.02435
457,0.1374
458,-0.1973
459,0.1424
460,-0.01044
461,-0.02324
462,-0.008606
463,0.05357
464,-0.09182
465,-0.0245
466,-0.001076
467,-0.01154
468,-0.1033
469,0.007623
470,0.06162
471,-0.2173
472,0.004431
473,-0.1714
474,0.07543
475,-0.01875
476,0.1493
477,-0.2017
478,0.03019
479,0.00196
480,-0.03899
481,0.1671
482,-0.01051
483,-0.005906
484,0.04909
485,0.09218
486,0.01675
487,-0.1158
488,0.108
489,0.2917
490,-0.134
491,0.01565
492,-0.06493
493,-0.02833
494,-0.001448
495,-0.05388
496,-0.1204
497,-0.01587
498,-0.06893
499,0.04311
500,-0.06396
501,0.03472
502,0.1658
503,0.1716
504,-0.1002
505,0.01574
506,-0.01669
507,-0.01808
508,-0.129
509,0.02136
510,0.06711
511,-0.07164
512,0.3246
513,-0.00872
514,-0.00946
515,-0.067
516,-0.03937
517,0.05933
518,-0.09879
519,-0.122
520,-0.2507
521,-0.1099
522,0.1072
523,0.1369
524,0.09927
525,0.08193
526,-0.2436
527,0.01508
528,0.0385
529,-0.2214
530,0.1631
531,0.1143
532,0.01516
533,-0.0756
534,0.1412
535,0.04225
536,-0.03348
537,0.01736
538,0.06029
539,-0.1417
540,-0.004461
541,0.03799
542,0.05219
543,0.04907
544,-0.06599
545,-0.1065
546,-0.01179
547,0.06765
548,-0.05223
549,0.09014
550,0.1385
551,0.0793
552,0.005643
553,-0.1498
554,-0.111
555,0.009877
556,0.09583
557,0.08383
558,-0.08091
559,0.1083
560,-0.03369
561,-0.01998
562,-0.008464
563,0.07461
564,0.02168
565,0.05136
566,0.1225
567,0.2759
568,-0.08265
569,0.04411
570,-0.1589
571,-0.05949
572,-0.08083
573,-0.1321
574,-0.2176
575,0.03028
576,0.1567
577,-0.06482
578,0.2603
579,-0.02043
580,-0.1119
581,-0.2166
582,-0.08869
583,-0.0769
584,0.06321
585,0.02033
586,-0.01736
587,0.0004312
588,0.0347
589,-0.04802
590,0.002081
591,-0.1507
592,0.1384
593,-0.09878
594,-0.1504
595,0.02232
596,-0.1326
597,0.1344
598,-0.02105
599,0.04728
600,0.03971
601,0.02068
602,-0.02462
603,0.1531
604,-0.1773
605,-0.1818
606,0.2135
607,-0.01794
608,-0.1369
609,0.06159
610,0.03971
611,-0.09579
612,-0.1078
613,0.0608
614,0.06126
615,0.04627
616,0.1006
617,-0.1733
618,0.06024
619,-0.02102
620,-0.1072
621,-0.0573
622,0.09922
623,0.06832
624,-0.02095
625,0.01427
626,0.1272
627,-0.02973
628,-0.06218
629,0.06442
630,-0.0009278
631,-0.004598
632,0.09278
633,-0.001399
634,-0.0003398
635,0.01546
636,-0.1009
637,0.1467
638,-0.1072
639,0.0085
640,-0.1227
641,0.03568
642,0.06868
643,-0.02113
644,-0.06632
645,0.2006
646,0.01785
647,-0.1969
648,-0.08963
649,0.01499
650,-0.008092
651,0.06538
652,-0.006856
653,-0.02082
654,-0.02626
655,-0.01439
656,0.001744
657,0.009919
658,0.005889
659,-0.004621
660,0.03506
661,-0.0619
662,0.0912
663,0.0728
664,-0.1644
665,0.02868
666,-0.1195
667,0.1621
668,0.1007
669,-0.2587
670,0.04692
671,0.08341
672,0.07387
673,-0.02544
674,0.04069
675,-0.1486
676,0.1683
677,-0.1054
678,0.05498
679,0.06614
680,-0.1146
681,-0.08214
682,0.06624
683,-0.02732
684,0.09461
685,-0.08098
686,-0.04856
687,0.3037
688,-0.1455
689,-0.1675
690,0.02568
691,0.2324
692,0.03563
693,0.09617
694,0.124
695,-0.1765
696,-0.00515
697,-0.0169
698,0.04596
699,0.03537
700,0.1296
701,0.02099
702,0.0323
703,-0.07499
704,0.09178
705,-0.03589
706,0.02393
707,-0.003549
708,0.1855
709,0.007574
710,-0.02824
711,-0.0622
712,0.09832
713,-0.0523
714,0.07844
715,0.07347
716,0.02419
717,0.08215
718,0.02028
719,0.07612
720,-0.2147
721,0.08191
722,-0.04557
723,-0.008201
724,0.01264
725,-0.1424
726,-0.03086
727,-0.1065
728,0.1521
729,0.1408
730,-0.01765
731,0.07639
732,-0.02877
733,0.1023
734,-0.04635
735,0.2041
736,0.1249
737,-0.04211
738,0.08244
739,-0.08433
740,-0.183
741,0.1515
742,-0.09932
743,0.002784
744,-0.09112
745,0.1389
746,-0.1857
747,-0.016
748,-0.1818
749,-0.01606
750,-0.002861
751,0.09238
752,0.008399
753,-0.1057
754,0.0763
755,-0.1172
756,0.04515
757,0.02918
758,-0.05686
759,0.253
760,-0.04883
761,-0.04243
762,0.1133
763,-0.09331
764,0.1069
765,-0.1218
766,0.1129
767,0.03904
768,0.06348
769,-0.05417
770,0.004756
771,-0.07713
772,0.09442
773,0.1004
774,0.1216
775,-0.0192
776,-0.01383
777,-0.05793
778,-0.04051
779,0.1256
780,0.1618
781,-0.09011
782,-0.04136
783,-0.1153
784,0.006389
785,-0.1161
786,0.1583
787,-0.03176
788,0.07633
789,0.08249
790,0.01652
791,0.05887
792,0.02012
793,-0.1587
794,0.1876
795,0.06511
796,0.2518
797,-0.08896
798,-0.184
799,-0.1523
800,-0.05582
801,-0.0584
802,0.06341
803,-0.003299
804,-0.03225
805,-0.04945
806,-0.2503
807,-0.001285
808,-0.1432
809,0.04228
810,-0.2118
811,0.113
812,-0.02916
813,0.0647
814,-0.1427
815,0.1874
816,-0.07901
817,0.04703
818,0.09548
819,0.1423
820,-0.2047
821,0.1271
822,-0.08095
823,-0.1358
824,-0.01122
825,-0.02663
826,0.1206
827,-0.08663
828,0.1161
829,-0.06614
830,-0.1507
831,-0.08895
832,-0.09785
833,0.02693
834,-0.09193
835,-0.002175
836,0.1334
837,0.1232
838,0.1524
839,-0.1265
840,0.06863
841,-0.03288
842,-0.1437
843,0.02441
844,-0.06059
845,0.00587
846,-0.009667
847,-0.09582
848,-0.1243
849,0.001328
850,0.01457
851,0.08061
852,0.02988
853,-0.02715
854,-0.1165
855,-0.1193
856,0.07746
857,0.01162
858,-0.04384
859,-0.09493
860,0.08862
861,-0.1515
862,0.1281
863,-0.1652
864,0.09515
865,0.07106
866,-0.02992
867,-0.1284
868,-0.01107
869,0.04263
870,-0.07621
871,0.1775
872,0.1626
873,-0.01304
874,0.2542
875,0.0007585
876,-0.01466
877,-0.07254
878,-0.07948
879,0.2368
880,0.01474
881,-0.1215
882,0.0007674
883,0.01713
884,0.07664
885,0.08937
886,0.1687
887,0.005848
888,0.2775
889,0.08909
890,-0.0204
891,0.1868
892,0.1966
893,-0.1622
894,0.09196
895,0.01668
896,0.1147
897,-0.06805
898,0.09926
899,-0.04762
900,0.01457
901,-0.1022
902,0.05072
903,0.0941
904,0.03036
905,0.05514
906,-0.1967
907,0.03831
908,-0.07957
909,-0.1096
910,0.1042
911,-0.006848
912,-0.06992
913,0.0246
914,-0.03819
915,-0.08885
916,0.09462
917,-0.07163
918,0.07942
919,0.0681
920,0.03297
921,0.1464
922,0.01191
923,-0.2443
924,-0.1313
925,-0.007567
926,-0.03162
927,0.0515
928,-0.02829
929,0.04256
930,-0.04213
931,0.01389
932,0.04062
933,-0.1121
934,-0.2527
935,-0.1348
936,-0.06956
937,0.05003
938,0.03513
939,-0.02252
940,-0.04211
941,0.03949
942,-0.1089
943,-0.08881
944,0.04625
945,0.1145
946,-0.2526
947,0.1696
948,-0.151
949,-0.03344
950,0.1301
951,0.1058
952,-0.03698
953,-0.08201
954,-0.03629
955,0.2633
956,0.1356
957,-0.1224
958,-0.1196
959,0.05931
960,-0.02313
961,-0.09252
962,0.1113
963,-0.02144
964,-0.256
965,0.04821
966,-0.03516
967,-0.02936
968,0.1358
969,-0.1711
970,0.1211
971,-0.01459
972,-0.1563
973,-0.03907
974,0.131
975,0.01389
976,-0.01338
977,-0.2132
978,0.1621
979,-0.09462
980,-0.07408
981,-0.01165
982,-0.01062
983,-0.0414
984,0.07981
985,0.1895
986,-0.1391
987,0.05204
988,0.03049
989,-0.0824
990,-0.08473
991,0.1127
992,0.07288
993,-0.05173
994,0.0593
995,0.003178
996,0.1703
997,0.1138
998,-0.09547
999,-0.0842
1000,0.2055
1001,0.132
1002,0.01586
1003,0.009655
1004,-0.1262
1005,0.1342
1006,-0.1327
1007,0.2476
1008,0.04289
1009,0.1242
1010,-0.03052
1011,0.03618
1012,0.0664
1013,0.1442
1014,-0.1142
1015,-0.07673
1016,-0.1967
1017,-0.07233
1018,-0.0517
1019,-0.1642
1020,0.1242
1021,0.01021
1022,-0.01942
1023,-0.1032
1024,-0.1017
1025,0.01247
1026,0.06381
1027,0.01533
1028,-0.1362
1029,0.09272
1030,-0.04624
1031,0.06395
1032,-0.01867
1033,0.145
1034,-0.04007
1035,0.2771
1036,0.07658
1037,-0.08191
1038,0.2513
1039,-0.2058
1040,0.01176
1041,0.06991
1042,0.0402
1043,0.01185
1044,-0.02601
1045,-0.1923
1046,-0.08327
1047,-0.02952
1048,0.1564
1049,0.1703
1050,-0.03877
1051,-0.08498
1052,-0.02883
1053,0.04448
1054,0.2161
1055,-0.1385
1056,0.1235
1057,-0.07436
1058,-0.02871
1059,-0.2349
1060,0.02456
1061,-0.02582
1062,-0.164
1063,-0.03417
1064,0.09265
1065,0.04974
1066,-0.07799
1067,-0.05672
1068,0.1732
1069,0.02776
1070,-0.07376
1071,-0.1029
1072,0.009759
1073,-0.121
1074,-0.07948
1075,0.01633
1076,-0.01323
1077,-0.1439
1078,0.1453
1079,-0.05556
1080,0.03339
1081,-0.1018
1082,-0.1853
1083,0.1301
1084,-0.0738
1085,0.00639
1086,0.1719
1087,-0.04001
1088,-0.01615
1089,0.07287
1090,-0.04991
1091,0.09397
1092,-0.1239
1093,-0.06755
1094,0.05738
1095,-0.09549
1096,0.07502
1097,0.1172
1098,0.02349
1099,-0.003596
1100,-0.08857
1101,0.05474
1102,-0.1681
1103,-0.112
1104,-0.06469
1105,0.06358
1106,-0.01896
1107,-0.09096
1108,0.009703
1109,0.003891
1110,-0.00241
1111,0.09988
1112,0.006036
1113,-0.06129
1114,-0.01463
1115,-0.06868
1116,0.1058
1117,-0.128
1118,0.2051
1119,-0.1165
1120,-0.00739
1121,0.06205
1122,0.01392
1123,0.003386
1124,0.01945
1125,-0.04544
1126,-0.1026
1127,0.1314
1128,-0.1261
1129,0.05207
1130,0.2453
1131,-0.07223
1132,0.2083
1133,-0.00246
1134,-0.0225
1135,-0.02988
1136,0.1106
1137,-0.2239
1138,0.0387
1139,0.09161
1140,0.2085
1141,0.09246
1142,-0.006259
1143,0.02096
1144,-0.1642
1145,0.004981
1146,0.04694
1147,0.03827
1148,0.1032
1149,0.00771
1150,-0.2031
1151,0.01147
1152,-0.147
1153,0.05988
1154,-0.1105
1155,0.114
1156,-0.07579
1157,0.05464
1158,0.02297
1159,0.2242
1160,0.03911
1161,0.04715
1162,0.1111
1163,0.1023
1164,-0.1317
1165,0.005976
1166,-0.0303
1167,-0.07448
1168,0.2608
1169,0.2848
1170,-0.02747
1171,0.1045
1172,-0.01075
1173,-0.06776
1174,0.044
1175,-0.06129
1176,0.2149
1177,0.1462
1178,-0.07711
1179,-0.01762
1180,0.07225
1181,0.0489
1182,0.07142
1183,-0.0169
1184,-0.1797
1185,0.1841
1186,-0.0591
1187,-0.00897
1188,-0.03214
1189,-0.0732
1190,-0.09906
1191,0.08087
1192,0.07083
1193,-0.08934
1194,0.1101
1195,0.1488
1196,0.04293
1197,-0.07036
1198,0.1403
1199,-0.002377
1200,0.103
1201,-0.06353
1202,0.0948
1203,-0.1174
1204,0.04462
1205,-0.04089
1206,0.1677
1207,-0.08601
1208,-0.01947
1209,-0.1553
1210,0.1531
1211,-0.001235
1212,0.03895
1213,-0.04098
1214,-0.02312
1215,0.1017
1216,-0.05064
1217,0.1013
1218,-0.01506
1219,-0.01444
1220,0.1032
1221,-0.08524
1222,-0.1274
1223,-0.04211
1224,0.1853
1225,-0.1415
1226,0.09633
1227,0.1236
1228,-0.04842
1229,-0.0364
1230,0.02759
1231,-0.06363
1232,0.1296
1233,-0.03812
1234,-0.0935
1235,0.1025
1236,-0.06985
1237,0.03914
1238,0.004378
1239,0.03712
1240,-0.07919
1241,0.08944
1242,0.04304
1243,0.05346
1244,-0.1461
1245,-0.04051
1246,0.129
1247,-0.05116
1248,0.03344
1249,-0.1153
1250,0.02325
1251,0.1409
1252,-0.1413
1253,0.1195
1254,0.00563
1255,0.05738
1256,0.07067
1257,0.1498
1258,-0.1154
1259,-0.09844
1260,-0.01873
1261,-0.09728
1262,0.01735
1263,0.004283
1264,-0.07598
1265,0.04022
1266,-0.0123
1267,-0.02022
1268,0.01725
1269,0.05916
1270,0.05458
1271,0.126
1272,-0.03395
1273,0.1809
1274,-0.1493
1275,0.1226
1276,-0.1791
1277,-0.06813
1278,0.04728
1279,-0.04894
1280,0.02771
1281,-0.07511
1282,0.02785
1283,0.049
1284,0.1604
1285,0.01383
1286,-0.0252
1287,0.1455
1288,-0.08471
1289,0.2607
1290,-0.02025
1291,0.01861
1292,-0.1426
1293,-0.07671
1294,-0.1169
1295,0.08206
1296,-0.02642
1297,0.01937
1298,0.06029
1299,-0.1255
1300,0.02112
1301,-0.1226
1302,0.03703
1303,0.1315
1304,0.01014
1305,0.05054
1306,0.1098
1307,0.2904
1308,0.03358
1309,0.2732
1310,-0.00597
1311,-0.07035
1312,0.1425
1313,-0.1115
1314,-0.2191
1315,0.1209
1316,-0.004751
1317,0.004945
1318,0.134
1319,0.1647
1320,0.1014
1321,-0.01288
1322,-0.05708
1323,0.06075
1324,-0.003107
1325,-0.2119
1326,0.07619
1327,0.1275
1328,0.05397
1329,0.1504
1330,0.1665
1331,0.01894
1332,0.09696
1333,-0.0112
1334,-0.1469
1335,0.1036
1336,0.2235
1337,0.1368
1338,-0.2159
1339,-0.2135
1340,-0.05408
1341,-0.02259
1342,0.2212
1343,0.07009
1344,-0.002771
1345,0.1157
1346,0.1081
1347,0.1288
1348,-0.009029
1349,-0.131
1350,-0.08171
1351,0.02029
1352,0.03974
1353,-0.1315
1354,0.1173
1355,0.05223
1356,-0.1418
1357,0.1449
1358,-0.1088
1359,-0.05238
1360,0.03453
1361,-0.04567
1362,-0.06249
1363,-0.0782
1364,0.07578
1365,0.02652
1366,0.1827
1367,0.06723
1368,-0.1808
1369,-0.0702
1370,0.05186
1371,0.2289
1372,0.1879
1373,0.05635
1374,0.07339
1375,0.06165
1376,-0.06722
1377,-0.09355
1378,0.1549
1379,0.01598
1380,0.09648
1381,-0.00511
1382,-0.05274
1383,0.1236
1384,-0.106
1385,-0.07557
1386,-0.1688
1387,0.1612
1388,-0.2207
1389,0.06112
1390,-0.0105
1391,0.178
1392,-0.07111
1393,0.1821
1394,-0.166
1395,0.1032
1396,-0.04508
1397,0.06436
1398,-0.2051
1399,0.312
1400,-0.1313
1401,0.06292
1402,-0.0642
1403,0.02209
1404,0.028
1405,0.01477
1406,0.1032
1407,-0.134
1408,0.03095
1409,-0.02057
1410,-0.03945
1411,-0.2681
1412,0.06062
1413,-0.1444
1414,-0.1094
1415,-0.1363
1416,0.1573
1417,0.04248
1418,-0.007692
1419,0.09554
1420,0.02305
1421,-0.07097
1422,0.07054
1423,0.0555
1424,-0.06169
1425,-0.0002621
1426,0.03021
1427,-0.0723
1428,0.1018
1429,-0.1994
1430,0.0011
1431,-0.1695
1432,-0.02265
1433,0.01139
1434,0.07509
1435,0.05121
1436,0.04235
1437,0.009438
1438,0.1011
1439,-0.08738
1440,-0.07401
1441,0.0672
1442,0.06237
1443,0.007653
1444,-0.02668
1445,-0.1472
1446,0.05833
1447,-0.2453
1448,0.05378
1449,-0.07612
1450,0.1108
1451,-0.1276
1452,-0.03323
1453,-0.05093
1454,0.05551
1455,0.01395
1456,0.1938
1457,0.02698
1458,-0.01811
1459,0.1771
1460,-0.1757
1461,-0.01333
1462,0.1808
1463,0.2023
1464,-0.05561
1465,0.1043
1466,0.07232
1467,0.0807
1468,0.04629
1469,0.2174
1470,-0.2128
1471,0.07309
1472,0.1175
1473,-0.1241
1474,0.002912
1475,-0.0559
1476,-0.002729
1477,0.1014
1478,-0.1951
1479,0.09137
1480,-0.1311
1481,-0.01426
1482,-0.002779
1483,-0.2338
1484,0.0002578
1485,-0.09874
1486,-0.04023
1487,-0.04587
1488,0.1295
1489,-0.1247
1490,0.03671
1491,-0.2209
1492,0.1952
1493,0.1486
1494,0.2101
1495,0.07593
1496,0.05575
1497,0.09562
1498,-0.0704
1499,-0.05156
1500,0.1998
1501,0.09941
1502,0.1567
1503,-0.0748
1504,0.05604
1505,-0.1244
1506,-0.01964
1507,-0.01101
1508,0.08483
1509,-0.01915
1510,-0.02284
1511,0.1315
1512,-0.09542
1513,0.09233
1514,0.003872
1515,0.1047
1516,-0.05573
1517,-0.08284
1518,0.1673
1519,0.1199
1520,0.2166
1521,-0.1403
1522,0.2287
1523,-0.1124
1524,0.03223
1525,-0.02364
1526,0.2821
1527,0.07304
1528,-0.179
1529,-0.04036
1530,-0.0458
1531,-0.1203
1532,-0.007788
1533,0.08785
1534,-0.002315
1535,0.08392
1536,0.09145
1537,-0.1138
1538,-0.1327
1539,0.06539
1540,-0.02911
1541,-0.1776
1542,-0.09427
1543,0.235
1544,-0.06597
1545,0.1991
1546,0.09694
1547,0.04312
1548,0.04537
1549,0.02819
1550,0.1325
1551,-0.1262
1552,0.05705
1553,0.005408
1554,0.09045
1555,0.05218
1556,0.05331
1557,-0.01384
1558,-0.105
1559,0.3062
1560,0.04323
1561,0.04529
1562,-0.05977
1563,-0.1013
1564,0.01281
1565,-0.002737
1566,0.09991
1567,-0.2128
1568,0.03619
1569,0.1182
1570,-0.07373
1571,-0.07913
1572,0.06892
1573,0.05335
1574,-0.3007
1575,0.1523
1576,0.0799
1577,0.03858
1578,-0.01304
1579,0.07381
1580,0.0343
1581,0.004634
1582,0.07626
1583,-0.2631
1584,0.1048
1585,-0.2905
1586,-0.05727
1587,0.2299
1588,0.07452
1589,0.02069
1590,0.1831
1591,0.2238
1592,0.1682
1593,-0.1906
1594,-0.07753
1595,-0.03918
1596,0.02465
1597,-0.02804
1598,0.1846
1599,0.0386
1600,0.0609
1601,0.0583
1602,0.06575
1603,0.1264
1604,-0.03602
1605,0.05018
1606,0.04951
1607,0.0441
1608,0.1204
1609,0.00327
1610,-0.1205
1611,0.1842
1612,0.03634
1613,0.1265
1614,0.07796
1615,0.01633
1616,-0.1818
1617,0.1335
1618,0.1027
1619,0.05639
1620,0.04688
1621,-0.1048
1622,-0.07638
1623,0.009449
1624,0.01232
1625,-0.02354
1626,0.07608
1627,-0.001602
1628,-0.0888
1629,-0.02817
1630,0.06476
1631,-0.06885
1632,0.09976
1633,0.1696
1634,0.1214
1635,0.08679
1636,0.05697
1637,-0.1189
1638,-0.04639
1639,0.007258
1640,-0.08053
1641,-0.1171
1642,0.07523
1643,-0.01804
1644,-0.131
1645,-0.009027
1646,0.07626
1647,-0.01007
1648,0.00432
1649,0.09206
1650,-0.07476
1651,0.1885
1652,-0.02435
1653,0.1398
1654,-0.1479
1655,-0.05318
1656,-0.1284
1657,-0.00804
1658,-0.02014
1659,-0.2053
1660,-0.01378
1661,-0.119
1662,0.2766
1663,0.1228
1664,-0.06076
1665,0.0333
1666,-0.04796
1667,0.1235
1668,-0.2141
1669,-0.01777
1670,0.02906
1671,-0.02882
1672,0.2491
1673,0.04961
1674,-0.183
1675,0.0256
1676,-0.001237
1677,-0.02627
1678,0.2642
1679,-0.2609
1680,0.1737
1681,-0.1235
1682,0.0785
1683,0.2527
1684,0.005778
1685,0.1744
1686,-0.09161
1687,-0.177
1688,-0.03352
1689,0.1312
1690,0.3175
1691,0.007569
1692,0.02803
1693,-0.1406
1694,0.08612
1695,-0.1853
1696,-0.1849
1697,0.1102
1698,0.0222
1699,-0.2175
1700,0.0217
1701,-0.02076
1702,-0.05208
1703,0.02995
1704,-0.03
1705,-0.03236
1706,-0.2027
1707,0.02433
1708,-0.06253
1709,0.2302
1710,-0.01962
1711,-0.09127
1712,0.1164
1713,-0.01854
1714,0.1993
1715,0.1356
1716,-0.04323
1717,0.01158
1718,-0.0426
1719,0.2723
1720,0.006897
1721,-0.1728
1722,0.1263
1723,0.007904
1724,0.2135
1725,0.05019
1726,-0.02915
1727,-0.08381
1728,-0.1115
1729,0.04698
1730,0.03373
1731,-0.04003
1732,-0.04792
1733,-0.174
1734,0.09588
1735,0.02135
1736,-0.04532
1737,0.1127
1738,-0.0192
1739,-0.01299
1740,0.05079
1741,-0.1443
1742,0.1439
1743,0.3129
1744,0.2122
1745,-0.09307
1746,-0.1198
1747,0.004916
1748,-0.1398
1749,-0.1236
1750,-0.03435
1751,0.1598
1752,-0.08401
1753,0.02431
1754,-0.1577
1755,0.1889
1756,0.05635
1757,0.05475
1758,-0.07602
1759,0.1061
1760,-0.01735
1761,0.02974
1762,-0.01791
1763,-0.2424
1764,-0.1362
1765,-0.009881
1766,-0.2087
1767,0.1206
1768,-0.003276
1769,-0.04906
1770,-0.1069
1771,-0.1752
1772,-0.05319
