t,cg_iters
1,5004
2,7034
3,7761
4,8290
5,8551
6,9146
7,8699
8,8209
9,8019
10,8714
11,8407
12,8212
13,7826
14,6986
15,6880
16,7079
17,6841
18,6605
19,6503
20,6595
21,6852
22,7015
23,7234
24,7012
25,6928
26,6641
27,7194
28,6709
29,6801
30,7407
31,7419
32,7653
33,7240
34,7032
35,7290
36,8149
37,8480
38,7404
39,7754
40,8577
41,8103
42,7400
43,7493
44,6895
45,6462
46,6806
47,6878
48,7418
49,7679
50,7105
51,6799
52,7672
53,7969
54,8423
55,7988
56,7850
57,7099
58,6511
59,6767
60,6986
61,6903
62,6962
63,6891
64,6883
65,7164
66,6794
67,6885
68,7313
69,7209
70,7115
71,7609
72,7279
73,7054
74,7110
75,8001
76,8671
77,8444
78,8495
79,8531
80,7755
81,7315
82,7119
83,7445
84,7297
85,7218
86,7357
87,7376
88,7673
89,8008
90,7858
91,7696
92,7245
93,7773
94,8890
95,8828
96,9645
97,10257
98,9584
99,10735
100,10617
101,9375
102,9496
103,8971
104,8812
105,9384
106,9259
107,7835
108,7013
109,7214
110,7688
111,6989
112,7157
113,7168
114,7542
115,7406
116,7042
117,6835
118,7100
119,7191
120,7483
121,7798
122,6970
123,6826
124,7096
125,6758
126,7122
127,7545
128,8503
129,8864
130,8139
131,7429
132,7526
133,7283
134,7454
135,7431
136,7617
137,7823
138,7644
139,7746
140,7993
141,7987
142,7580
143,7306
144,7228
145,7596
146,7535
147,7618
148,7865
149,8954
150,9437
151,8907
152,8000
153,7766
154,7865
155,7427
156,7530
157,7588
158,7386
159,7308
160,6696
161,7255
162,7502
163,7588
164,7152
165,7514
166,8016
167,7538
168,7019
169,6603
170,6409
171,6340
172,6273
173,6940
174,7442
175,7109
176,6886
177,7019
178,6730
179,6649
180,6703
181,6886
182,7204
183,7093
184,6784
185,6752
186,6785
187,7040
188,7065
189,6629
190,6595
191,6781
192,7112
193,6939
194,6561
195,6879
196,6821
197,6741
198,7115
199,6785
200,6901
201,7186
202,7396
203,6810
204,6650
205,7042
206,6819
207,6726
208,6792
209,7276
210,7516
211,7242
212,7234
213,7618
214,7288
215,6948
216,6519
217,6667
218,6725
219,6667
220,6558
221,6448
222,6456
223,6493
224,6364
225,6648
226,6662
227,6775
228,6895
229,6910
230,7178
231,7284
232,6856
233,7170
234,7175
235,7265
236,7016
237,7435
238,7365
239,6808
240,6628
241,6871
242,6640
243,6485
244,6902
245,6977
246,7199
247,7341
248,7145
249,7111
250,7426
251,7465
252,7112
253,6878
254,6864
255,7029
256,7416
257,7299
258,6990
259,6908
260,7005
261,6903
262,7592
263,7727
264,8527
265,9124
266,8821
267,8899
268,8990
269,8953
270,8480
271,8220
272,8447
273,8300
274,7955
275,8908
276,10018
277,9553
278,8492
279,7838
280,7564
281,7035
282,6679
283,7096
284,6854
285,7291
286,7437
287,7385
288,7309
289,6951
290,7050
291,6989
292,6722
293,6695
294,6976
295,7114
296,6778
297,6733
298,6567
299,6414
300,6609
301,6556
302,6645
303,6730
304,6460
305,6689
306,7347
307,7435
308,7061
309,7517
310,7215
311,6729
312,7262
313,7233
314,6996
315,7058
316,6670
317,6956
318,6595
319,6583
320,6616
321,6871
322,7902
323,8562
324,8275
325,8373
326,9453
327,10403
328,10207
329,8669
330,9229
331,10430
332,11109
333,12036
334,11515
335,10168
336,8674
337,8625
338,8801
339,8930
340,7883
341,7335
342,7345
343,8170
344,7997
345,7610
346,7048
347,7095
348,7617
349,7454
350,7065
351,7461
352,7636
353,6896
354,6818
355,7021
356,7172
357,7255
358,7000
359,8341
360,9903
361,9941
362,8479
363,8180
364,8255
365,7903
366,7857
367,7687
368,7855
369,8660
370,9315
371,8356
372,8050
373,7394
374,7803
375,7658
376,7843
377,8031
378,7816
379,8099
380,7782
381,7453
382,7100
383,7538
384,7777
385,7389
386,7379
387,8250
388,7666
389,6862
390,7344
391,8250
392,8271
393,7879
394,8037
395,8315
396,8671
397,8766
398,8697
399,8372
400,8072
401,7605
402,7228
403,6799
404,7345
405,7303
406,7324
407,7831
408,7906
409,7839
410,6877
411,7632
412,7768
413,7612
414,7656
415,7427
416,7543
417,8716
418,9042
419,8069
420,8029
421,7898
422,7171
423,6877
424,7046
425,7294
426,7595
427,7527
428,7556
429,8464
430,9387
431,9547
432,9549
433,10511
434,10504
435,9212
436,9478
437,9022
438,8727
439,9004
440,9345
441,8765
442,9172
443,9624
444,9665
445,10129
446,11006
447,10351
448,9317
449,8816
450,8067
451,7320
452,7498
453,7658
454,7568
455,7364
456,7347
457,6885
458,7270
459,7120
460,7297
461,7774
462,7628
463,7425
464,7496
465,9119
466,9809
467,9949
468,9666
469,7914
470,7595
471,8484
472,9618
473,9111
474,8139
475,7698
476,7319
477,6954
478,7450
479,7661
480,7327
481,7244
482,7893
483,8927
484,8894
485,8385
486,8257
487,8541
488,8540
489,7695
490,7884
491,8303
492,8520
493,8278
494,7892
495,7872
496,7961
497,7377
498,7340
499,7411
500,7803
501,7858
502,7687
503,7485
504,7961
505,8706
506,9219
507,8707
508,8980
509,8800
510,8753
511,9117
512,9056
513,8256
514,9106
515,8926
516,8326
517,8276
518,8147
519,8031
520,7420
521,7584
522,7941
523,8417
524,8681
525,8201
526,7966
527,7368
528,7203
529,7370
530,7111
531,7263
532,7315
533,7392
534,8321
535,8928
536,9207
537,9346
538,9340
539,8908
540,8966
541,8547
542,7959
543,7720
544,7074
545,7461
546,7490
547,8213
548,8493
549,7924
550,8095
551,7901
552,7948
553,7356
554,7541
555,7600
556,8648
557,9236
558,9492
559,9106
560,9462
561,9939
