MDTU,|Tr(Lx)|,|Tr(Ly)|
1,1.39031,1.52141
2,1.56143,1.8058
3,1.56295,1.61936
4,1.49076,1.76587
5,1.45008,1.6906
6,1.15217,1.46581
7,1.47284,1.40248
8,1.19881,1.79591
9,1.42687,1.3406
10,1.38148,1.17397
11,1.41829,1.22596
12,1.36345,1.31768
13,1.40271,1.40603
14,1.4905,1.15021
15,1.42353,1.13982
16,1.7915,1.24905
17,1.19684,0.846759
18,1.30268,1.15871
19,1.06568,1.20439
20,1.66592,1.19164
21,1.48746,1.16839
22,1.66803,1.16155
23,1.77321,1.09453
24,1.76229,1.1267
25,1.52412,0.978835
26,1.32196,1.27173
27,1.32196,1.27173
28,1.23026,1.39153
29,1.18798,1.11141
30,1.19903,1.20201
31,1.15853,1.14474
32,1.36128,1.24842
33,1.46197,1.10402
34,1.34335,1.05471
35,1.6333,0.877579
36,1.26754,0.671756
37,1.26482,0.863559
38,1.14598,1.00693
39,0.962994,0.934703
40,1.52432,1.06471
41,1.17033,1.06937
42,0.984579,1.00469
43,0.899318,0.951961
44,0.885175,1.1978
45,1.42446,0.855643
46,1.57487,0.929238
47,1.38892,1.04935
48,1.33278,1.03683
49,1.21917,0.65759
50,1.59267,0.37708
51,1.64817,0.489879
52,1.13643,0.728743
53,0.865842,0.86129
54,0.9391,0.829935
55,0.935592,0.799919
56,1.08321,0.566419
57,0.967611,0.687564
58,0.98386,0.618888
59,0.886436,0.781681
60,0.57631,0.553111
61,0.623531,0.55229
62,0.803397,0.297234
63,0.603453,0.743667
64,0.59452,0.822967
65,0.789043,0.999474
66,0.442622,1.16337
67,0.660153,1.29325
68,1.12086,1.46398
69,1.12834,1.09643
70,0.908425,0.842415
71,0.946469,1.04589
72,0.987115,0.796051
73,0.706422,0.867598
74,0.865644,1.18029
75,0.887158,0.753958
76,0.892944,0.340509
77,0.735309,0.654035
78,0.884075,0.437902
79,0.912316,0.489258
80,1.12108,0.49255
81,0.914208,0.65894
82,0.718646,0.462637
83,0.707056,0.362385
84,0.636712,0.520241
85,0.716107,0.712244
86,1.08853,0.327366
87,0.737725,0.493128
88,1.1263,0.363161
89,1.1324,0.249541
90,0.957092,0.166132
91,0.957092,0.166132
92,0.672902,0.42592
93,0.685806,0.398861
94,0.585128,0.347288
95,0.705906,0.494394
96,0.383436,0.409263
97,0.53776,0.223735
98,0.426812,0.45859
99,0.442457,0.236702
100,0.61136,0.148439
101,0.61136,0.148439
102,0.610647,0.0981754
103,0.710037,0.15121
104,0.57796,0.357941
105,0.640218,0.295656
106,0.662589,0.264754
107,0.622106,0.349637
108,0.491554,0.317404
109,0.456241,0.290608
110,0.624809,0.188954
111,0.647929,0.222787
112,0.721579,0.534053
113,0.868626,0.938817
114,0.746201,0.521484
115,0.73345,0.614918
116,0.80599,0.494542
117,0.492234,0.88796
118,0.890194,0.662628
119,0.887811,0.800636
120,0.577626,0.891451
121,0.618679,0.743509
122,0.580195,0.985903
123,0.482548,0.912139
124,0.674223,0.98714
125,0.724917,1.13353
126,0.643934,1.10386
127,0.554564,1.49966
128,1.04357,1.32308
129,0.811109,1.40639
130,0.698997,2.33936
131,0.716536,2.30513
132,0.836828,2.26317
