MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.25336,-0.16976,-0.000347726
2,0.359619,-0.18413,0.000351505
3,0.336988,-0.08984,-0.00126471
4,0.382679,-0.0849,0.000115726
5,0.376182,-0.05062,-0.00169723
6,0.358823,0.000306,-0.00196418
7,0.375829,-0.02782,-0.00236641
8,0.349619,0.011938,-0.00121365
9,0.370544,-0.02155,-0.000627445
10,0.362392,0.026413,-0.00139702
11,0.388725,-0.02062,-0.00172104
12,0.358515,0.03433,0.00157352
13,0.397484,-0.00577,0.000814188
14,0.345195,0.027009,-0.00348226
15,0.374442,0.007781,0.00122445
16,0.374459,-0.00677,-0.000464248
17,0.358722,0.041363,0.00150142
18,0.367881,-0.00426,-0.00121944
19,0.366082,0.022726,-6.3491e-05
20,0.373252,0.030846,-0.00194102
21,0.378633,0.021007,0.00120556
22,0.376634,0.016412,0.000658507
23,0.373375,0.019868,0.00175233
24,0.384004,-0.0036,-0.00299888
25,0.37524,0.025662,0.00126195
26,0.388054,0.017378,-0.000512736
27,0.388054,0.017378,-0.000512736
28,0.37943,0.008697,-0.00331097
29,0.366013,0.036776,0.00112585
30,0.372107,0.000389,2.17481e-05
31,0.376285,0.010053,-0.00227502
32,0.381958,0.01237,0.000734047
33,0.384596,0.002106,-0.00176582
34,0.382937,-0.00087,0.00375076
35,0.363275,0.015078,-0.000301973
36,0.373598,0.000504,0.00150058
37,0.381297,0.025429,-0.000495363
38,0.387562,-0.00239,0.00129142
39,0.366641,0.019265,-0.000655237
40,0.390443,0.014724,-0.00272707
41,0.380849,0.021856,0.000406215
42,0.385888,0.014032,-0.00174503
43,0.381787,0.022411,0.00237581
44,0.369882,0.012143,0.00520405
45,0.369315,0.013109,0.00113632
46,0.365064,0.042225,-0.000707495
47,0.374069,0.002004,0.000512356
48,0.363385,0.023825,-0.00175641
49,0.385945,0.00186,-0.000648581
50,0.367427,0.01631,-0.00223891
51,0.381027,0.016014,-0.00160138
52,0.363377,0.012952,0.00195347
53,0.364845,0.037354,0.00139491
54,0.380133,0.000541,0.000832867
55,0.377135,0.024515,0.00344368
56,0.374512,0.025195,-0.00177965
57,0.373827,0.014594,0.00117118
58,0.377961,0.023536,0.00235976
59,0.378828,0.021386,0.000114836
60,0.377949,0.019759,0.00254484
61,0.373751,0.026778,-0.000526424
62,0.380311,0.007981,-0.00143079
63,0.36551,0.034628,0.00250853
64,0.373932,0.012252,0.000847941
65,0.36977,0.031749,0.000180519
66,0.376591,0.0203,-0.0015989
67,0.390967,0.023822,0.00154624
68,0.376224,0.021429,0.000740109
69,0.386506,0.0123,-0.00204227
70,0.354083,0.032989,0.00390079
71,0.364723,0.012989,0.00104961
72,0.382751,0.015732,0.000284769
73,0.3927,0.009692,-0.000193737
74,0.38133,0.030702,-0.000263765
75,0.364988,0.007897,-0.000680878
76,0.360871,0.018449,-0.000444998
77,0.367772,-0.00137,-0.00130409
78,0.364373,0.037448,0.000192462
79,0.377849,0.017192,-0.00040907
80,0.389804,0.017604,-0.00278926
81,0.369861,0.016495,-0.000486755
82,0.359811,0.023549,-0.00161489
83,0.359127,0.030072,4.08268e-06
84,0.381348,0.003808,-0.0030267
85,0.365347,0.033359,-0.000183209
86,0.371703,0.008014,0.00371519
87,0.352075,0.025466,0.0011898
88,0.385118,0.007435,0.00115595
89,0.371462,0.025088,0.000273733
90,0.383464,0.001236,0.0019313
91,0.383464,0.001236,0.0019313
92,0.362783,0.031646,0.000954988
93,0.376286,0.001266,-0.000703117
94,0.355788,0.033159,0.00418303
95,0.379475,0.01243,0.00167735
96,0.368169,0.029649,0.00187071
97,0.40154,-0.00301,0.000789242
98,0.356582,0.048539,0.00254229
99,0.380411,0.010618,-0.000813687
100,0.358391,0.034453,-0.000882705
101,0.358391,0.034453,-0.000882705
102,0.36796,0.019124,-0.000870448
103,0.363781,0.022197,-2.16201e-05
104,0.372389,0.007497,-0.00284594
105,0.365283,0.031926,0.00197051
106,0.384219,0.011242,0.00207744
107,0.376441,0.016738,0.00123605
108,0.376819,0.012989,0.000385229
109,0.37091,0.007795,-0.000916744
110,0.372334,0.029502,-0.00163494
111,0.376482,-0.00476,0.000191028
112,0.354483,0.036772,-0.000525955
113,0.379139,-0.00039,-0.00029718
114,0.36495,0.0328,0.00247099
115,0.36548,0.018094,0.00117351
116,0.371176,0.035976,-3.57264e-05
117,0.378234,0.007549,-8.68394e-05
118,0.364646,0.02123,-0.00180786
119,0.36847,0.01167,-0.00126019
120,0.371559,0.017758,0.000194305
121,0.405818,-0.00461,-0.00111077
122,0.379733,0.025014,0.000142164
123,0.378168,0.009644,0.00108257
124,0.387083,0.017647,-0.000747486
125,0.399246,0.001502,0.000336847
126,0.364772,0.025169,0.00172833
127,0.374941,0.029741,0.00219285
128,0.377309,0.018076,-0.000392522
129,0.385324,0.025146,0.000895
130,0.368627,0.017879,0.000455999
131,0.38412,0.003268,-0.00012633
132,0.367583,0.019321,-0.000362826
133,0.382974,0.003391,-0.0005547
134,0.374292,0.006034,-0.00164129
135,0.377492,0.001509,-0.00273707
136,0.371405,-0.00186,0.00127406
137,0.359663,0.02796,0.00100296
138,0.384984,-0.00546,0.00111785
139,0.376616,0.009069,-0.000301551
140,0.378868,0.026686,-0.00293092
141,0.376522,0.009414,-0.000488662
142,0.368491,0.023245,-0.000257559
143,0.362685,0.014968,1.45853e-05
144,0.381693,0.006124,-0.00093032
145,0.366275,0.015926,5.60499e-05
146,0.37856,0.016753,0.000189766
147,0.37804,0.015079,0.00121691
148,0.379769,0.021486,0.00105287
149,0.358113,0.027964,-0.000930119
150,0.384351,-0.00094,0.00117036
151,0.371632,0.035974,-0.00127569
152,0.378842,-0.00785,-0.000956318
153,0.374505,0.004852,-0.00189337
154,0.388657,0.003815,0.000643324
155,0.376446,0.022136,0.00138679
156,0.365491,0.020404,0.0004878
157,0.388776,-0.01268,-0.00027933
158,0.350274,0.043632,-0.00214718
159,0.377082,-0.00427,-0.00176433
160,0.375103,0.020635,-0.000112537
161,0.377848,0.026687,-0.00300522
162,0.373527,0.025407,-0.000786084
163,0.379442,0.020165,-0.00161823
164,0.367407,0.019833,-0.000202444
165,0.390746,0.020668,-0.00268499
166,0.374556,0.016115,0.00159508
167,0.39048,0.015315,-0.00088978
168,0.369659,0.012852,0.000502048
169,0.389334,0.024645,-0.00341577
170,0.39944,0.005248,0.000564413
171,0.376041,0.018763,-0.00045579
172,0.374851,0.019989,0.000481547
173,0.387709,0.015652,0.0019039
174,0.384882,0.019248,8.09597e-06
175,0.387489,-0.00486,0.00069177
176,0.371088,0.02883,-0.000344735
177,0.369031,0.034863,-0.000875051
178,0.371682,0.014212,-0.00149691
179,0.367529,0.040374,-0.000539548
180,0.379024,0.008574,-0.000369886
181,0.373202,0.039423,0.00159558
182,0.387936,0.029468,-0.00145351
183,0.380685,0.033177,9.8966e-05
184,0.388476,0.017914,0.000365228
185,0.385811,0.025106,-0.00119532
186,0.394747,0.001501,-0.000987014
187,0.385557,0.037329,0.00237659
188,0.393353,0.008411,0.00121963
189,0.379873,0.034221,0.000339549
190,0.397314,0.011919,0.00110008
191,0.397314,0.011919,0.00110008
192,0.388165,0.013133,0.00165478
193,0.383384,0.028498,0.00205105
194,0.390904,0.012381,-0.00169596
195,0.368172,0.016607,-0.000149845
196,0.372075,0.011985,-0.00115998
197,0.380775,0.017278,-0.00132493
198,0.382434,0.009103,0.00201715
199,0.378246,0.017415,-0.00252193
200,0.383248,0.016519,0.00306542
201,0.381401,0.015441,-0.00175179
202,0.401504,0.006133,0.000674897
203,0.372871,0.032096,-0.000168029
204,0.369289,0.003227,-0.00213018
205,0.370584,0.032957,9.67135e-05
206,0.369246,0.011,0.000453084
207,0.369418,0.016053,0.00319736
208,0.368774,0.026996,0.00126441
209,0.36537,0.013159,-0.000635289
210,0.380829,0.023882,0.000843497
211,0.399924,0.013669,0.00228935
212,0.378643,0.018139,-0.00124708
213,0.386146,0.018486,0.000700071
214,0.395616,0.017495,0.00182062
215,0.381468,0.015922,4.59383e-05
216,0.367657,0.024296,0.00192636
217,0.383997,0.016473,0.00210611
218,0.382399,0.017765,0.00287609
219,0.388002,0.028091,-0.000501919
220,0.388604,0.013137,0.000247048
221,0.366397,0.034965,-0.00203216
222,0.374452,4.3e-05,0.00127817
223,0.369234,0.018495,-9.48986e-05
224,0.385952,-0.00541,0.00134908
225,0.374107,0.022479,0.000151773
226,0.380334,0.008663,-0.000391265
227,0.380334,0.008663,-0.000391265
228,0.376951,0.009942,0.000485169
229,0.374482,0.012975,-0.00258055
230,0.385048,0.016657,0.000527067
231,0.393336,0.013229,0.00300733
232,0.386476,0.007224,0.00153154
233,0.361129,0.032551,-0.00019634
234,0.383854,0.006108,0.000383936
235,0.37149,0.01367,-0.000530314
236,0.378852,0.004744,-0.000352669
237,0.369875,0.024756,0.00180952
238,0.375778,0.008021,-0.00140708
239,0.376729,0.013224,0.00227575
240,0.367306,0.008443,7.26648e-05
241,0.367306,0.008443,7.26649e-05
242,0.371792,0.014335,-0.000915374
243,0.381735,0.014387,0.00155832
244,0.381735,0.014387,0.00155832
245,0.382409,0.033191,0.000511229
246,0.376842,0.012693,0.00297328
247,0.374995,0.015567,0.000704824
248,0.365817,0.001903,-0.00147986
249,0.368543,0.023462,0.00339242
250,0.370369,0.016309,0.000982723
251,0.38429,0.000302,-0.000692157
252,0.365515,0.02935,0.00309354
253,0.372801,0.01468,0.00133914
254,0.377119,0.011412,0.000393323
255,0.385285,-0.00347,8.52943e-05
256,0.377897,-0.0014,0.00106513
257,0.366842,0.026653,0.00106416
258,0.388308,0.010749,0.000646818
259,0.36721,0.003593,-0.0010868
260,0.358072,0.036428,9.59565e-05
261,0.378429,0.002355,9.77472e-05
262,0.366705,0.028436,0.00198664
263,0.366705,0.028436,0.00198664
264,0.378803,-0.00692,0.00122601
265,0.359576,0.021036,0.00184373
266,0.377233,0.005363,0.00171853
267,0.364628,0.026826,0.000149865
268,0.369877,0.005715,-0.00163674
269,0.38291,0.014933,-9.53978e-05
270,0.377861,0.016113,0.000170806
271,0.371811,0.027409,0.00134542
272,0.375187,-0.00583,-0.000240115
273,0.36301,0.032863,-0.000338879
274,0.393183,-0.00463,0.00133599
275,0.371284,0.035252,0.00188015
276,0.370892,0.000946,-0.000102593
277,0.357726,0.028032,-0.00139214
278,0.383121,0.009453,0.000575266
279,0.377228,0.018688,0.000476051
280,0.368736,0.024284,0.000712027
281,0.363589,0.030492,0.00161632
282,0.378482,0.003345,0.00124777
283,0.374616,0.021218,0.000803288
284,0.383989,-0.00045,0.000640796
285,0.356582,0.023001,0.00170193
286,0.384209,0.008798,0.00168882
287,0.363169,0.032727,-0.00367132
288,0.381819,0.017563,0.00282418
289,0.381819,0.017563,0.00282418
290,0.36076,0.034912,-0.00319246
291,0.369224,0.022456,0.00171731
292,0.381611,0.00268,0.00012782
293,0.381421,0.004656,0.00205769
294,0.381261,0.018249,-0.000199659
295,0.37634,0.011563,-0.00116918
296,0.371852,0.023876,0.00179783
297,0.382642,0.006635,0.00151041
298,0.368889,0.024901,0.00395656
299,0.390336,0.012593,0.000928138
300,0.384654,-0.00044,0.000587819
301,0.384654,-0.00044,0.000587819
302,0.390174,0.010093,0.0017529
303,0.389012,0.018297,-0.00103764
304,0.400228,-0.00139,0.00152233
305,0.386656,0.01615,0.00403296
306,0.385353,0.024427,0.000666364
307,0.382051,0.004357,0.00446187
308,0.385201,0.010292,0.000572192
309,0.388744,0.016517,0.000729173
310,0.383393,0.00832,0.000361442
311,0.383466,0.019102,-0.00203064
312,0.391922,0.011877,-0.00135625
313,0.393747,0.019339,-0.00102541
314,0.380328,0.00755,-3.98885e-05
315,0.377246,0.012346,0.000269295
316,0.377246,0.012346,0.000269295
317,0.383202,0.018111,-0.00107879
318,0.385253,0.00236,-0.000895846
319,0.385253,0.00236,-0.000895846
320,0.363539,0.025653,0.000777114
321,0.382762,-0.00129,0.00137897
322,0.370611,0.011218,0.00189902
323,0.377315,0.01054,-0.00049802
324,0.370062,0.0263,-0.00103965
325,0.37923,0.022395,-0.00377535
326,0.377701,0.026829,-0.00121896
327,0.377812,0.021529,7.18663e-05
328,0.390894,0.008891,0.00194438
329,0.373557,0.016937,0.000968114
330,0.388863,-0.00873,-0.000778356
331,0.375964,0.016974,0.00194663
332,0.388135,7.9e-05,-0.000852903
333,0.377361,0.018734,0.00015628
334,0.366872,0.013403,1.0217e-06
335,0.382255,0.008818,0.000359296
336,0.373821,0.005821,-0.00185276
337,0.366222,0.03119,-0.00104384
338,0.376546,0.017975,-0.000318811
339,0.378503,0.000596,0.00114928
340,0.367313,0.024192,0.000431359
341,0.38867,-0.00575,-0.00178389
342,0.377521,0.028962,-0.000171978
343,0.387547,-0.00163,-0.000204222
344,0.376249,0.021648,-0.00240196
345,0.380194,0.013151,0.00064195
346,0.356199,0.038848,0.000130847
347,0.386463,0.00747,-0.000834115
348,0.373652,0.018895,0.00116729
349,0.364439,0.016733,0.000963373
350,0.360049,0.031127,-0.000583892
351,0.376344,0.010938,0.000104005
352,0.374825,0.009566,-0.000164109
353,0.360526,0.027336,0.000694452
354,0.369818,0.008059,0.000112208
355,0.360724,0.015528,0.00198552
356,0.374445,0.010402,-0.000185447
357,0.358671,0.032963,0.00193534
358,0.394987,-0.01039,0.000493556
359,0.367771,0.037577,0.0015043
360,0.381982,0.019704,-0.00131228
361,0.371766,0.015493,-0.000514598
362,0.362192,0.008132,-0.00278643
363,0.369073,0.021818,-0.00149277
364,0.375464,0.005654,-0.00412024
365,0.377994,0.00735,-0.00366508
366,0.368601,0.015352,-0.000879497
367,0.379184,0.004804,-0.00194496
368,0.384736,0.005469,-0.00446069
369,0.37678,0.025141,-0.00177519
370,0.372319,0.012349,-0.000196833
371,0.371724,0.034015,-0.00094731
372,0.361234,0.017785,0.00184518
373,0.376809,0.023802,0.00347892
374,0.379179,0.013776,0.000874831
375,0.371674,0.015075,0.000779462
376,0.368886,0.023273,-0.000132704
377,0.36915,0.025746,0.000341046
378,0.36441,0.013182,-3.93663e-06
379,0.379709,0.024202,-0.00197632
380,0.37528,0.011392,-0.00133894
381,0.36911,0.023921,-0.00064192
382,0.38127,0.00843,-0.00164827
383,0.382263,0.009111,-0.00104774
384,0.370864,0.011649,-0.000685958
385,0.369697,0.021512,-0.00161641
386,0.389638,-0.00313,-0.000694434
387,0.389638,-0.00313,-0.000694434
388,0.380151,0.01643,-0.00122092
389,0.382883,0.01419,0.00129918
390,0.37154,0.019778,-0.00398868
391,0.382359,0.014737,0.00183088
392,0.385263,0.029639,-0.00159334
393,0.374214,0.020602,-0.0022635
394,0.379263,0.020253,-0.000404449
395,0.388909,0.024488,-0.00071813
396,0.377408,0.020733,0.00144359
397,0.384299,0.002068,0.000750018
398,0.368472,0.030971,0.000485064
399,0.37333,0.012087,0.00150286
400,0.378486,0.02029,0.00105876
401,0.379771,0.008637,0.00111863
402,0.375023,0.011526,-0.000623224
403,0.363268,0.012596,-0.0010561
404,0.380492,0.012767,-2.16564e-05
405,0.369239,0.020011,0.00152562
406,0.379915,0.005552,0.00297097
407,0.379915,0.005552,0.00297097
408,0.367881,0.03336,0.000967514
409,0.363768,0.008707,-0.00240455
410,0.369718,0.023606,-0.00284556
411,0.369252,0.021213,0.00102415
412,0.367567,0.010438,-0.00127945
413,0.377825,0.015932,-0.000789886
414,0.366882,0.012852,-0.000292133
415,0.382146,0.015757,0.00125833
416,0.37163,0.020481,0.000493909
417,0.375097,0.007932,0.00107476
418,0.381174,0.011019,-0.00101818
419,0.371185,0.025783,0.000218199
420,0.380633,-0.00443,0.000734225
421,0.362947,0.025579,-0.00208002
422,0.367383,0.003952,0.000268776
423,0.360146,0.035279,-0.000580685
424,0.388865,0.008494,-0.000171094
425,0.360804,0.040027,-0.0015385
426,0.391601,-0.01034,0.000873056
427,0.365762,0.02456,0.000552532
428,0.370813,0.004017,-0.000432444
429,0.367454,0.011383,-5.55797e-05
430,0.393555,0.005292,0.000228628
431,0.382686,0.020145,0.00073719
432,0.392178,0.008075,0.00138766
433,0.369704,0.032909,0.00202214
434,0.37259,0.012842,-0.00241625
435,0.381789,0.010084,-0.000260741
436,0.381789,0.010084,-0.000260741
437,0.376213,0.024777,0.000834982
438,0.372297,0.006499,0.00138499
439,0.383259,0.011271,0.000514864
440,0.371977,0.009264,-9.67274e-05
