MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.67755,1.67517,0.0892261
2,1.45844,1.37982,-0.472359
3,1.03922,1.03388,0.105236
4,0.832686,0.832669,0.00535629
5,0.852396,0.828009,-0.202436
6,0.819002,0.750485,0.327929
7,0.901265,0.827807,0.356391
8,1.07703,1.00018,0.39954
9,0.911271,0.705342,0.576981
10,0.859289,0.793169,0.330543
11,1.20214,1.0166,0.641609
12,0.802429,0.783689,0.172406
13,0.968436,0.952955,0.172468
14,0.991224,0.982866,-0.128451
15,1.1903,1.18723,0.0854057
16,1.36393,1.3431,0.237493
17,1.41868,1.40936,0.162324
18,1.29817,1.29656,0.0645717
19,1.3617,1.35322,-0.151671
20,0.918966,0.903747,-0.166553
21,0.985945,0.935417,-0.311582
22,0.785625,0.765686,-0.175874
23,0.775578,0.720942,-0.285944
24,0.942927,0.934744,-0.123956
25,1.14826,1.07045,-0.415503
26,0.895461,0.89094,-0.0898734
27,0.895461,0.89094,-0.0898734
28,0.814079,0.812838,-0.0449257
29,1.08671,1.06776,-0.202067
30,0.982452,0.97958,-0.0750661
31,1.29492,1.29461,0.0280187
32,1.08494,1.08412,-0.0420941
33,1.13149,1.10507,-0.243075
34,0.796096,0.796048,-0.00869085
35,0.829655,0.821269,-0.117666
36,1.15392,1.13635,0.200611
37,0.913631,0.892038,0.197457
38,1.22181,1.14895,0.415613
39,0.850962,0.844665,0.103336
40,0.831537,0.817438,0.152475
41,0.896589,0.883679,-0.151599
42,0.98793,0.980862,-0.117964
43,1.02398,0.926815,-0.435373
44,1.21701,1.18235,-0.288375
45,0.964696,0.811522,-0.521604
46,1.02095,0.855956,-0.556482
47,1.11415,1.00379,-0.483468
48,1.12808,0.979238,-0.560052
49,0.841772,0.771099,-0.337619
50,1.03333,0.904875,-0.498972
51,0.879284,0.820518,-0.316054
52,1.04411,0.788035,-0.684954
53,0.925996,0.785284,-0.490712
54,0.961934,0.719975,-0.637928
55,0.744421,0.488712,-0.561536
56,0.700378,0.454397,-0.532966
57,1.07736,0.732841,-0.789709
58,1.40345,0.926139,-1.05449
59,1.34775,0.838755,-1.05495
60,1.57818,1.07555,-1.15492
61,1.72392,1.47706,-0.888927
62,1.29635,1.09407,-0.695367
63,0.866691,0.645283,-0.578588
64,0.949982,0.670745,-0.672731
65,0.929419,0.302754,-0.878726
66,1.3945,0.732116,-1.18687
67,1.03533,0.496182,-0.908681
68,1.12545,0.339723,-1.07295
69,0.823319,0.522774,-0.636052
70,0.742338,0.590221,-0.450227
71,1.0608,0.774897,-0.724452
72,0.741915,0.411108,-0.617598
73,1.10491,0.661035,-0.885362
74,0.796178,0.551193,-0.574531
75,0.95275,0.789847,-0.5328
76,1.02259,0.887059,-0.508735
77,0.967647,0.759948,-0.599016
78,0.950591,0.646234,-0.69714
79,1.10269,0.779329,-0.78011
80,1.20715,0.73277,-0.959306
81,1.35507,0.486867,-1.26459
82,1.09109,0.291582,-1.05141
83,1.26009,0.448294,-1.17765
84,1.088,0.366004,-1.0246
85,1.05278,0.386782,-0.979158
86,0.985061,0.298626,-0.938705
87,0.872486,0.286494,-0.824107
88,0.99929,0.400408,-0.915563
89,0.949017,0.481458,-0.817821
90,1.10667,0.619696,-0.916896
91,1.10667,0.619696,-0.916896
92,1.22147,0.795999,-0.926487
93,1.02146,0.810666,-0.621458
94,0.821933,0.420948,-0.705958
95,0.723204,0.57119,-0.443583
96,0.691285,0.390409,-0.570487
97,0.991257,0.774944,-0.618103
98,0.672883,0.470056,-0.481476
99,0.497453,0.383349,-0.317023
100,0.97305,0.572136,-0.787075
101,0.97305,0.572136,-0.787075
102,1.23833,0.691989,-1.02694
103,1.04435,0.434134,-0.949844
104,1.00798,0.342173,-0.948123
105,0.740791,0.265916,-0.691419
106,1.07676,0.593739,-0.898273
107,0.924291,0.428128,-0.819159
108,1.05381,0.576194,-0.882333
109,0.801387,0.391083,-0.699482
110,0.968374,0.366438,-0.896365
111,1.10968,0.380314,-1.04247
112,0.976592,0.140961,-0.966365
113,0.787068,-0.201396,-0.760866
114,0.823121,0.014076,-0.823001
115,0.841318,-0.0511133,-0.839764
116,0.765093,-0.231871,-0.729112
117,0.802805,-0.310214,-0.740447
118,0.992617,-0.354137,-0.927295
119,0.901077,-0.336225,-0.835998
120,1.18563,-0.762256,-0.90812
121,1.38463,-0.88971,-1.06095
122,1.65246,-0.316922,-1.62178
123,1.35341,-0.309617,-1.31752
124,1.23429,0.0880885,-1.23115
125,1.05829,-0.26467,-1.02466
126,0.893367,-0.132411,-0.883499
127,0.769327,0.0875947,-0.764324
128,0.804992,0.0827316,-0.80073
129,0.791892,-0.249727,-0.751485
130,1.05546,-0.0298645,-1.05504
131,1.2326,-0.076165,-1.23025
132,1.09474,0.327796,-1.04451
133,0.964348,0.444718,-0.855683
134,0.959663,0.305211,-0.909835
135,0.91072,0.524456,-0.744551
136,0.766033,0.407316,-0.648769
137,0.583647,0.450962,-0.370509
138,1.19831,0.76038,-0.926157
139,1.01117,0.597507,-0.815749
140,0.982966,0.299934,-0.936088
141,1.08121,0.371062,-1.01554
142,1.01359,0.455573,-0.905439
143,1.00423,0.48669,-0.878412
144,0.962093,0.639964,-0.718379
145,0.878159,0.471017,-0.741152
146,1.02015,0.679859,-0.760587
147,0.839479,0.317082,-0.777293
148,0.706332,0.228595,-0.668318
149,0.703475,0.513464,-0.480866
150,0.714989,0.217555,-0.681087
