MDTU,S_B
1,0.515865
2,0.691071
3,0.792057
4,0.85253
5,0.902218
6,0.92635
7,0.956938
8,0.965981
9,0.975792
10,0.980758
11,0.995411
12,0.992011
13,0.99579
14,0.988833
15,0.992733
16,0.993549
17,0.992987
18,0.991024
19,0.989473
20,0.991601
21,0.997156
22,0.997088
23,1.00102
24,0.994175
25,0.995187
26,0.990277
27,0.990277
28,0.995636
29,0.995178
30,0.995793
31,0.989632
32,0.994374
33,0.996047
34,0.991199
35,0.9941
36,0.989586
37,0.989257
38,0.997076
39,0.992529
40,1.00266
41,1.00226
42,0.995229
43,0.998434
44,0.999974
45,1.0052
46,1.00247
47,1.00007
48,0.995694
49,1.00703
50,0.997548
51,0.992839
52,0.987443
53,0.990233
54,0.995994
55,0.991629
56,0.998422
57,0.99799
58,0.997283
59,0.998615
60,1.00307
61,0.997594
62,1.00052
63,0.993762
64,1.00398
65,1.00081
66,1.00021
67,1.00693
68,1.00235
69,1.00051
70,0.995228
71,0.99935
72,0.99629
73,1.00001
74,0.994699
75,1.00191
76,0.993641
77,0.992596
78,0.998663
79,1.00499
80,1.00195
81,1.00357
82,1.00106
83,0.994614
84,0.998968
85,0.995144
86,1.00043
87,0.991742
88,1.00092
89,0.994994
90,1.0029
91,1.0029
92,1.00136
93,0.999041
94,0.995602
95,0.999177
96,0.999742
97,1.00762
98,0.995116
99,1.00963
100,0.999277
101,0.999277
102,1.00552
103,0.998988
104,1.0003
105,0.999895
106,0.999607
107,0.996186
108,0.990632
109,0.992136
110,0.995882
111,0.994986
112,0.990046
113,0.997692
114,0.998528
115,1.00264
116,0.994008
117,1.00033
118,0.991745
119,0.994664
120,0.994364
121,0.99626
122,0.996509
123,1.00183
124,1.00349
125,1.00059
126,0.99536
127,0.997344
128,1.00118
129,0.999555
130,0.996892
131,0.987564
132,0.990567
133,0.993717
134,0.990574
135,0.990142
136,0.991833
137,0.997598
138,0.998116
139,0.994089
140,1.00372
141,1.00866
142,1.00674
143,1.00157
144,1.00313
145,1.00352
146,1.0043
147,0.99681
148,0.998693
149,0.997918
150,0.995922
151,0.989728
152,0.991213
153,0.988789
154,0.995948
155,0.99125
156,0.991505
157,1.00729
158,0.991872
159,1.0009
160,0.997481
161,1.00691
162,0.997466
163,0.995694
164,0.996901
165,0.993489
166,0.994266
167,0.995657
168,0.993394
169,0.99607
170,1.0018
171,1.00097
172,1.00195
173,1.00152
174,0.994995
175,1.00024
176,0.995091
177,0.999644
178,0.999427
179,0.999089
180,0.995393
181,0.994039
182,1.00888
183,1.00136
184,0.995421
185,0.998284
186,0.999905
187,1.00359
188,1.00374
189,1.0041
190,1.00146
191,1.00146
192,1.00187
193,0.995069
194,0.998564
195,0.994177
196,0.993517
197,0.987232
198,0.993078
199,0.984075
200,0.9916
201,0.995063
202,1.00022
203,0.987433
204,0.998727
205,0.990688
206,0.999725
207,0.996852
208,0.998651
209,1.00106
210,0.997895
211,1.00108
212,0.996963
213,0.998589
214,1.00095
215,1.00125
216,0.998411
217,0.995662
218,1.00057
219,0.999966
220,1.00432
221,0.997049
222,0.998964
223,0.9874
224,0.99419
225,0.991928
226,0.996667
227,0.996667
228,0.995958
229,0.998807
230,0.998282
231,0.995528
232,0.996662
233,0.988661
234,0.990582
235,0.993603
236,0.997194
237,0.990391
238,0.996527
239,0.997824
240,0.996761
241,0.996761
242,0.991051
243,0.995491
244,0.995491
245,0.997647
246,0.997945
247,0.996683
248,0.992801
249,0.993412
250,0.999071
251,1.00022
252,0.994802
253,0.996036
254,0.995718
255,0.991018
256,0.990598
257,0.994906
258,1.00129
259,1.00182
260,0.993583
261,1.00153
262,1.00402
263,1.00402
264,0.999031
265,0.989305
266,0.995481
267,0.994892
268,0.999111
269,1.00065
270,1.00208
271,0.997934
272,1.0062
273,0.997121
274,1.00045
275,0.995588
276,1.00035
277,0.989936
278,0.993558
279,0.991101
280,0.987355
281,0.988655
282,0.988104
283,0.993457
284,0.999346
285,0.992972
286,1.00097
287,1.00228
288,0.999741
289,0.999741
290,0.99854
291,1.00023
292,0.996484
293,0.993351
294,0.989681
295,0.997894
296,0.996169
297,0.993454
298,0.992776
299,0.996032
300,0.985546
301,0.985546
302,0.986643
303,0.991775
304,0.993207
305,0.995772
306,0.998039
307,0.996004
308,0.991462
309,0.995497
310,0.999043
311,0.995416
312,0.997231
313,0.99492
314,0.993594
315,0.995881
316,0.995881
317,0.993297
318,0.996052
319,0.996052
320,0.992364
321,0.995834
322,0.997559
323,0.999758
324,0.999161
325,1.00238
326,1.00759
327,0.994334
328,0.996095
329,0.992631
330,0.99191
331,0.9816
332,0.993079
333,0.9881
334,0.992402
335,0.98842
336,0.989963
337,0.99021
338,0.992342
339,0.995156
340,0.998325
341,1.0023
342,0.997472
343,1.00711
344,0.995457
345,0.999459
346,0.995121
347,1.00477
348,0.997932
349,0.996798
350,1.00366
351,0.998647
352,0.990915
353,0.99025
354,0.997438
355,0.999405
356,0.996232
357,0.993875
358,0.999879
359,1.00298
360,1.00239
361,1.00358
362,0.992213
363,0.995823
364,0.993631
365,0.994072
366,0.999178
367,0.997173
368,0.993478
369,1.0023
370,1.00017
371,1.00307
372,1.0025
373,1.00077
374,0.993536
375,0.999744
376,0.994809
377,0.997412
378,0.992248
379,0.994811
380,0.992116
381,0.997786
382,0.996883
383,0.99719
384,0.996018
385,0.995785
386,0.997272
387,0.997272
388,0.997084
389,0.997976
390,0.997649
391,0.99575
392,1.00564
393,1.003
394,1.00826
395,1.00461
396,0.996926
397,0.989194
398,0.993515
399,0.99322
400,0.9919
401,0.992965
402,0.991277
403,0.990598
404,0.99854
405,1.00079
406,1.00239
407,1.00239
408,0.997443
409,0.996902
410,1.0001
411,0.999485
412,0.998772
413,1.00071
414,1.00053
415,0.999846
416,1.00101
417,0.999374
418,0.992029
419,0.997951
420,0.998427
421,0.992491
422,0.996952
423,0.997775
424,1.00274
425,0.989476
426,0.996782
427,0.99326
428,0.993662
429,0.995297
430,1.00264
431,0.992808
432,1.00192
433,0.999428
434,1.00057
435,1.00082
436,1.00082
437,1.00368
438,0.994778
439,0.994412
440,0.987407
441,0.998437
442,1.00653
443,1.00653
444,0.989182
445,1.00357
446,0.999897
447,1.00467
448,0.995206
449,0.993718
450,0.992306
451,0.999108
452,0.992511
453,0.991958
454,0.999623
455,0.991462
456,0.989162
457,0.989162
458,0.998552
459,0.991768
460,0.992737
461,0.989529
462,0.999508
463,0.992244
464,0.993463
465,0.990865
466,0.993527
467,0.996113
468,1.00211
469,1.00082
470,0.995174
471,0.999608
472,0.997059
473,1.00307
474,0.996132
475,1.00585
476,0.997198
477,1.00261
478,0.992116
479,0.994382
480,0.997661
481,0.997661
482,0.999573
483,1.00621
484,1.00011
485,1.00011
486,0.99749
487,0.99712
488,1.00295
489,0.994546
490,0.999212
491,0.99215
492,0.991145
493,0.992865
494,0.989806
495,1.00135
496,0.998428
497,0.998423
498,0.997149
499,0.992993
500,0.998472
501,0.998232
502,0.998732
503,0.987798
504,0.996406
505,0.996254
506,1.00405
507,0.998466
508,0.994795
509,0.995103
510,0.995103
511,1.00061
512,0.994861
513,0.997674
514,0.999622
515,0.993095
516,1.00554
517,1.00108
518,0.997503
519,0.999843
520,0.998916
521,1.00151
522,0.998713
523,0.998713
524,0.998713
525,0.992691
526,0.991965
527,1.00348
528,0.990577
529,1.002
530,1.002
531,0.998053
532,0.995666
533,0.991355
534,0.990404
535,0.994532
536,0.997615
537,1.00063
538,0.991082
539,0.998272
540,0.991826
541,0.996028
542,0.994631
543,0.997015
544,0.996477
545,0.995645
546,0.999288
547,0.995607
548,0.996333
549,0.99757
550,0.99757
551,0.997392
552,0.989159
553,0.991538
554,0.993626
555,1.00429
556,1.00155
557,0.99386
558,0.987246
559,0.983495
560,0.99508
561,0.992523
562,0.996142
563,0.990917
564,0.998309
565,0.997835
566,0.999999
567,0.994154
568,0.997285
569,0.99224
570,0.996709
571,0.998656
572,0.997014
573,0.993575
574,0.995348
575,0.995348
576,0.995889
577,1.00214
578,0.99375
579,0.990245
580,0.986254
581,0.992525
582,0.987032
583,0.99591
584,0.987829
585,0.994363
586,0.993013
587,0.995407
588,0.994441
589,1.0006
590,0.998105
591,0.997868
592,0.999701
593,0.991065
594,0.992384
595,0.988862
596,0.993268
597,0.993607
598,0.993078
599,0.993545
600,0.992046
601,0.991271
602,1.00053
603,0.994184
604,0.997849
605,0.993913
606,0.993341
607,0.988721
608,0.999475
609,1.00817
610,1.00548
611,1.00459
612,1.00497
613,1.00059
614,1.00013
615,0.986795
616,0.990487
617,0.997568
618,0.998662
619,0.995462
620,1.00121
621,0.998435
622,0.997045
623,0.994983
624,0.994052
625,1.00222
626,1.00222
627,0.999474
628,1.00466
629,1.00658
630,0.996978
631,0.996398
632,0.993893
633,0.993619
634,0.993147
635,0.995845
636,0.995738
637,0.992654
638,1.00108
639,0.997213
640,0.994898
641,0.992406
642,0.987752
643,0.99012
644,0.990368
645,1.00068
646,0.995911
647,1.00059
648,1.00122
649,0.997348
650,0.998526
651,1.00435
652,0.99747
653,0.993531
654,0.995949
655,0.997936
656,1.00387
657,1.00066
658,1.0036
659,1.00176
660,1.00152
661,1.00162
662,0.997803
663,0.997638
664,0.997801
665,0.995429
666,0.992086
667,0.995671
668,0.995671
669,0.997654
670,0.994234
671,0.987969
672,0.987623
673,0.989748
674,0.989005
675,1.00144
676,0.986866
677,0.987586
678,0.987586
679,0.989055
680,0.994967
681,0.999569
682,0.991048
683,0.994256
684,0.995822
685,0.993087
686,0.999026
687,0.999026
688,0.994425
689,1.00102
690,0.999546
691,0.999546
692,0.993319
693,0.991829
694,0.991007
695,0.990647
696,0.985974
697,0.98556
698,0.98801
699,0.990868
700,0.980348
701,0.986053
702,0.992023
703,0.994421
704,0.992077
705,0.99285
706,0.991548
707,1.00661
708,1.00389
709,1.00047
710,0.995903
711,0.997247
712,0.997786
713,0.999333
714,0.995586
715,0.997182
716,0.993055
717,0.985315
718,0.998637
719,0.988687
720,0.995872
721,0.993323
722,0.998309
723,0.997678
724,0.990315
725,0.993801
726,0.989748
727,1.00054
728,0.992353
729,0.986352
730,0.99412
731,0.991679
732,0.999229
733,1.00118
734,1.00727
735,0.999289
736,1.00096
737,0.997499
738,0.996756
739,0.995035
740,1.0009
741,0.991063
742,0.997746
743,0.99073
744,0.998312
745,0.985881
746,0.995447
747,0.995044
748,1.00647
749,1.0093
750,1.00643
751,0.996587
752,0.998398
753,1.01016
754,0.993107
755,0.997826
756,0.994509
757,0.990876
758,0.996537
759,0.996537
760,0.998692
761,1.00044
762,0.991348
763,0.993305
764,0.987865
765,0.991936
766,0.994269
767,0.98798
768,0.988474
769,0.985659
770,0.997248
771,1.00176
772,1.00176
773,0.995644
774,0.992256
775,0.986169
776,0.995725
777,0.994092
778,0.995636
779,0.993639
780,0.991634
781,0.9949
782,0.993097
783,0.99212
784,0.995991
785,0.997358
786,0.997358
787,0.996109
788,0.995858
789,0.999457
790,1.0012
791,0.996624
792,0.99374
793,0.993634
794,0.993634
795,0.993634
796,0.992888
797,0.991742
798,0.99421
799,0.998457
800,1.00244
801,1.00647
802,0.993854
803,1.00186
804,1.00176
805,1.00229
806,0.999174
807,0.996982
808,0.991787
809,0.990497
810,1.00153
811,0.991329
812,0.998573
813,0.995221
814,1.0039
815,0.99193
816,0.999619
817,0.995855
818,0.990406
819,0.992436
820,0.99186
821,0.993378
822,0.991775
823,0.994662
824,0.988705
825,0.999993
826,0.993294
827,1.00113
828,0.994037
829,0.996186
830,0.997379
831,0.995854
832,0.998784
833,0.993209
834,0.99696
835,0.992808
836,0.992808
837,0.997289
838,0.996991
839,1.00383
840,0.992853
841,1.00037
842,0.993284
843,0.993636
844,0.996136
845,0.995852
846,0.990452
847,0.990924
848,0.996925
849,0.997062
850,0.992031
851,0.992245
852,0.99262
853,0.990833
854,0.994918
855,0.989065
856,0.996007
857,0.998476
858,0.994065
859,0.996579
860,0.986458
861,0.993043
862,0.992555
863,1.00117
864,0.997879
865,0.991062
866,0.998914
867,0.998836
868,0.999646
869,1.00335
870,1.00229
871,1.00229
872,0.998087
873,1.00686
874,0.992462
875,0.994744
876,0.999901
877,0.993834
878,1.00197
879,1.00408
880,0.995876
881,1.00646
882,1.00563
883,1.0026
884,0.997964
885,0.997964
886,0.996863
887,0.995675
888,0.988982
889,0.991103
890,0.991539
891,0.991539
892,0.988645
893,1.00348
894,0.999853
895,0.999184
896,0.999184
897,1.00432
898,1.00219
899,1.00097
900,1.00189
901,1.00476
902,1.00649
903,0.999933
904,1.00105
905,0.996855
906,0.997902
907,0.996097
908,0.995104
909,0.996213
910,0.988593
911,0.994057
912,1.00055
913,1.00257
914,0.999758
915,0.999276
916,0.996991
917,0.994408
918,0.992179
919,0.997792
920,0.994007
921,0.997592
922,0.994412
923,1.00346
924,1.01036
925,1.00342
926,0.999396
927,0.998072
928,0.991683
929,0.991061
930,0.992963
931,0.994803
932,0.994965
933,0.996182
934,0.998552
935,0.992542
936,0.997068
937,1.00002
938,0.994957
939,0.99414
940,0.987186
941,0.981124
942,0.986397
943,0.99634
944,0.991424
945,0.984957
946,0.997059
947,0.993549
948,0.998402
949,0.993636
950,0.993774
951,0.995746
952,0.992718
953,0.995773
954,1.00082
955,0.999024
956,0.999273
957,1.00793
958,1.00381
959,0.99836
960,0.997223
961,0.999549
962,0.993502
963,0.986226
964,0.989247
965,0.992451
966,0.987158
967,0.99918
968,0.992101
969,0.99749
970,0.988294
971,0.98802
972,0.996433
973,0.992983
974,0.987874
975,0.99035
976,0.996271
977,0.995255
978,0.997779
979,1.0038
980,0.999106
981,1.00017
982,0.993916
983,0.997755
984,1.00243
985,0.992235
986,0.990932
987,0.997454
988,0.998176
989,1.00089
990,0.995294
991,0.994042
992,0.995175
993,0.992424
994,0.992109
995,1.00383
996,1.00383
997,1.00376
998,0.994506
999,1.00641
1000,1.00641
1001,0.996269
1002,1.00033
1003,0.995916
1004,0.99277
1005,0.99166
1006,0.992561
1007,0.990185
1008,0.997589
1009,0.996934
1010,0.998066
1011,0.988221
1012,0.988465
1013,0.988465
1014,0.99446
1015,0.989797
1016,0.996356
1017,0.993376
1018,0.986904
1019,0.995873
1020,0.989672
1021,0.985478
1022,0.987161
1023,0.993565
1024,0.99458
1025,0.998273
1026,0.990959
1027,0.990833
1028,0.997028
1029,0.993031
1030,1.0002
1031,0.997362
1032,1.00118
1033,1.00118
1034,1.00523
1035,1.00342
1036,0.99945
1037,0.997324
1038,0.991923
1039,1.00168
1040,0.995118
1041,0.991445
1042,0.994684
1043,0.999065
1044,1.00194
1045,1.002
1046,0.995796
1047,1.00114
1048,0.992364
1049,1.00429
1050,0.999793
1051,0.999232
1052,0.99449
1053,0.996812
1054,0.992501
1055,0.999968
1056,0.99547
1057,1.00574
1058,0.993675
1059,1.0057
1060,0.99888
1061,0.994051
1062,1.0035
1063,0.995154
1064,0.990574
1065,0.990677
1066,0.998221
1067,0.992085
1068,0.998937
1069,0.996431
1070,0.990408
1071,1.00365
1072,1.00846
1073,1.00405
1074,1.00661
1075,1.00574
1076,1.01047
1077,1.00816
1078,0.994034
1079,0.998226
1080,0.990632
1081,0.995126
1082,1.00167
1083,0.992599
1084,0.9979
1085,0.996539
1086,0.992325
1087,0.999684
1088,1.00069
1089,0.996941
1090,1.00285
1091,0.990793
1092,0.992618
1093,0.999535
1094,0.998487
1095,1.00107
1096,0.997208
1097,0.998101
1098,0.996017
1099,0.993691
1100,0.995782
1101,1.00282
1102,0.994427
1103,0.988564
1104,0.998007
1105,1.00355
1106,0.999478
1107,1.00457
1108,0.99748
1109,0.999516
1110,1.00292
1111,0.990194
1112,0.986567
1113,0.996152
1114,0.998397
1115,1.00028
1116,0.998836
1117,1.00251
1118,0.992763
1119,1.00068
1120,1.00263
1121,1.00037
1122,0.996633
1123,0.995895
1124,0.995
1125,0.99939
1126,1.00728
1127,0.998556
1128,1.00205
1129,1.00317
1130,0.996207
1131,1.00214
1132,0.989837
1133,0.99185
1134,0.992775
1135,0.998607
1136,0.996408
1137,1.0049
1138,0.998547
1139,0.996633
1140,0.996633
1141,0.996633
1142,0.999182
1143,0.989368
1144,0.9944
1145,0.994702
1146,0.997935
1147,0.995818
1148,0.994527
1149,0.995123
1150,1.0037
1151,1.00101
1152,1.00419
1153,1.00088
1154,1.00035
1155,0.988094
1156,0.99719
1157,0.992358
1158,1.00228
1159,0.994158
1160,0.998167
1161,1.00173
1162,0.995839
1163,0.99023
1164,0.996281
1165,0.999952
1166,0.994774
1167,0.994623
1168,0.994623
1169,0.99488
1170,0.99577
1171,0.991023
1172,0.988172
1173,0.988347
1174,0.990559
1175,0.992505
1176,0.992505
1177,0.985774
1178,0.989369
1179,0.986147
1180,0.994066
1181,0.990035
1182,0.986853
1183,0.987332
1184,0.998489
1185,0.987728
1186,0.996944
1187,0.995073
1188,0.997907
1189,0.998536
1190,1.0021
1191,0.992107
1192,0.995194
1193,1.00505
1194,0.991656
1195,0.996951
1196,0.994901
1197,0.998189
1198,0.999351
1199,0.995384
1200,0.995384
1201,0.994487
1202,0.987777
1203,0.996256
1204,0.994332
1205,1.00014
1206,1.00014
1207,1.0025
1208,1.00041
1209,1.01066
1210,1.00116
1211,0.995831
1212,1.00326
1213,0.99632
1214,0.998509
1215,0.998509
1216,1.0018
1217,0.992758
1218,0.99262
1219,0.997846
1220,0.998652
1221,1.0027
1222,0.996226
1223,0.993059
1224,0.992857
1225,0.992265
1226,0.995711
1227,1.00085
1228,0.996798
1229,1.0065
1230,1.00165
1231,0.999156
1232,1.00246
1233,0.999041
1234,1.00376
1235,0.992575
1236,1.00123
1237,0.999655
1238,1.00594
1239,1.00396
1240,1.00519
1241,1.00285
1242,0.992984
1243,0.996509
1244,1.00234
1245,1.00512
1246,1.00545
1247,1.00797
1248,1.00463
1249,1.00869
1250,1.00463
1251,1.00594
1252,1.00791
1253,0.997434
1254,0.996424
1255,0.997291
1256,0.991714
1257,0.982961
1258,0.992307
1259,0.989032
1260,0.996854
1261,1.00175
1262,1.00175
1263,1.00127
1264,1.00547
1265,1.00863
1266,0.999227
1267,1.00179
1268,0.999208
1269,1.00574
1270,1.01276
1271,1.00165
1272,1.00016
1273,0.989245
1274,0.998205
1275,0.994268
1276,0.99566
1277,0.997703
1278,0.999728
1279,0.998469
1280,0.999143
1281,1.00568
1282,1.00598
1283,1.00559
1284,1.00559
