MDTU,min_ave,max_ave
1,-0.115718,0.151103
2,-0.13233,0.16945
3,-0.153716,0.16996
4,-0.159861,0.173331
5,-0.171366,0.175955
6,-0.179113,0.171431
7,-0.178175,0.178894
8,-0.184996,0.175594
9,-0.178956,0.178323
10,-0.189002,0.175241
11,-0.181751,0.179879
12,-0.190784,0.174217
13,-0.183185,0.175645
14,-0.188849,0.175946
15,-0.188469,0.178637
16,-0.183482,0.178927
17,-0.191433,0.173928
18,-0.182392,0.177107
19,-0.190237,0.177114
20,-0.190207,0.174323
21,-0.188742,0.174943
22,-0.189328,0.176339
23,-0.188877,0.175662
24,-0.182175,0.175513
25,-0.189276,0.174165
26,-0.189249,0.174051
27,-0.189249,0.174051
28,-0.187815,0.176786
29,-0.194334,0.176408
30,-0.185492,0.178655
31,-0.187534,0.176419
32,-0.187057,0.176245
33,-0.184747,0.176794
34,-0.181592,0.174204
35,-0.186304,0.175938
36,-0.183454,0.175831
37,-0.18772,0.17189
38,-0.18262,0.175013
39,-0.185556,0.172297
40,-0.186476,0.173345
41,-0.185735,0.171733
42,-0.184011,0.171461
43,-0.187433,0.172159
44,-0.18464,0.174334
45,-0.185084,0.174618
46,-0.192286,0.172949
47,-0.182998,0.175951
48,-0.186928,0.173767
49,-0.182779,0.174352
50,-0.184922,0.172496
51,-0.183637,0.171865
52,-0.183223,0.17344
53,-0.190183,0.171875
54,-0.182138,0.174581
55,-0.185367,0.171423
56,-0.185372,0.171249
57,-0.185667,0.174399
58,-0.188819,0.17386
59,-0.188837,0.174971
60,-0.186556,0.174418
61,-0.190161,0.175192
62,-0.186403,0.1766
63,-0.189143,0.170929
64,-0.185673,0.173866
65,-0.187266,0.170578
66,-0.185518,0.173701
67,-0.189616,0.174765
68,-0.188325,0.1748
69,-0.186814,0.174918
70,-0.187903,0.172433
71,-0.183375,0.173303
72,-0.186083,0.171765
73,-0.183449,0.171691
74,-0.189239,0.172549
75,-0.183897,0.175844
76,-0.184089,0.17247
77,-0.180796,0.174864
78,-0.188299,0.170768
79,-0.186365,0.173271
80,-0.188052,0.174284
81,-0.188049,0.176343
82,-0.187019,0.17495
83,-0.18894,0.174065
84,-0.184013,0.174707
85,-0.189697,0.172247
86,-0.183484,0.174312
87,-0.183546,0.17056
88,-0.182005,0.171804
89,-0.186942,0.17139
90,-0.182531,0.173655
91,-0.182531,0.173655
92,-0.186151,0.170064
93,-0.180409,0.17294
94,-0.185791,0.17043
95,-0.184345,0.173173
96,-0.187025,0.171181
97,-0.182374,0.17536
98,-0.188295,0.168548
99,-0.184826,0.174549
100,-0.187882,0.172114
101,-0.187882,0.172114
102,-0.185027,0.173237
103,-0.183076,0.170196
104,-0.181731,0.171441
105,-0.186579,0.169874
106,-0.184675,0.173223
107,-0.186586,0.174273
108,-0.181316,0.169121
109,-0.180938,0.170691
110,-0.1886,0.171328
111,-0.181313,0.174561
112,-0.187347,0.170106
113,-0.181802,0.17415
114,-0.18671,0.17119
115,-0.183503,0.171633
116,-0.187774,0.169683
117,-0.18135,0.171845
118,-0.185102,0.171874
119,-0.182465,0.173145
120,-0.185271,0.172701
121,-0.183761,0.174682
122,-0.188101,0.173038
123,-0.184196,0.174436
124,-0.187458,0.174272
125,-0.187326,0.178047
126,-0.188412,0.174726
127,-0.189836,0.174021
128,-0.188505,0.175408
129,-0.193003,0.177267
130,-0.191044,0.178469
131,-0.185291,0.176678
132,-0.190511,0.177845
133,-0.189256,0.179911
134,-0.185973,0.176699
135,-0.183958,0.175623
136,-0.183966,0.177515
137,-0.187117,0.172458
138,-0.183214,0.176604
139,-0.18602,0.174975
140,-0.191335,0.175162
141,-0.185864,0.175878
142,-0.188072,0.174914
143,-0.185054,0.174862
144,-0.185445,0.176315
145,-0.187063,0.175924
146,-0.188057,0.175444
147,-0.186331,0.173721
148,-0.188561,0.174171
149,-0.190349,0.176469
150,-0.188718,0.180392
151,-0.192688,0.173852
152,-0.182968,0.177501
153,-0.184827,0.175797
154,-0.184755,0.174942
155,-0.188926,0.1739
156,-0.185781,0.173879
157,-0.182727,0.178268
158,-0.189056,0.170435
159,-0.181718,0.176019
160,-0.186308,0.172313
161,-0.18984,0.173589
162,-0.189058,0.173039
163,-0.188945,0.174684
164,-0.187372,0.175326
165,-0.190466,0.175681
166,-0.186531,0.17444
167,-0.18661,0.173661
168,-0.184446,0.173823
169,-0.190494,0.174413
170,-0.185838,0.175266
171,-0.191178,0.176814
172,-0.190868,0.177753
173,-0.1908,0.177981
174,-0.186981,0.174659
175,-0.184394,0.177711
176,-0.188571,0.173287
177,-0.191324,0.175038
178,-0.186968,0.176394
179,-0.191952,0.174177
180,-0.188295,0.178727
181,-0.193275,0.175305
182,-0.191779,0.176807
183,-0.195463,0.177149
184,-0.190742,0.178144
185,-0.192759,0.177029
186,-0.188303,0.17948
187,-0.195732,0.176664
188,-0.189901,0.177839
189,-0.193026,0.175516
190,-0.187615,0.174768
191,-0.187615,0.174768
192,-0.189793,0.176612
193,-0.189663,0.172292
194,-0.187186,0.174686
195,-0.184963,0.173151
196,-0.186052,0.175101
197,-0.188048,0.174772
198,-0.186653,0.175171
199,-0.188899,0.174528
200,-0.188644,0.175118
201,-0.189241,0.177316
202,-0.188387,0.177244
203,-0.188298,0.171805
204,-0.182962,0.17573
205,-0.19012,0.17285
206,-0.184752,0.175408
207,-0.183636,0.173414
208,-0.190202,0.176032
209,-0.186371,0.176115
210,-0.190402,0.175308
211,-0.188833,0.174893
212,-0.189962,0.176697
213,-0.187919,0.174495
214,-0.189202,0.175579
215,-0.188981,0.176402
216,-0.188946,0.174697
217,-0.188553,0.175279
218,-0.187856,0.174315
219,-0.19083,0.173236
220,-0.185345,0.173008
221,-0.186357,0.169834
222,-0.182222,0.175348
223,-0.1843,0.172166
224,-0.183328,0.177281
225,-0.187273,0.174407
226,-0.184984,0.174709
227,-0.184984,0.174709
228,-0.183966,0.17275
229,-0.186231,0.175689
230,-0.18412,0.172611
231,-0.186202,0.174636
232,-0.184117,0.174737
233,-0.190276,0.173625
234,-0.187262,0.176774
235,-0.18912,0.176769
236,-0.188209,0.17898
237,-0.190501,0.176388
238,-0.18795,0.177732
239,-0.189316,0.178273
240,-0.190056,0.180553
241,-0.190056,0.180553
242,-0.188259,0.177168
243,-0.192738,0.181091
244,-0.192738,0.181091
245,-0.194793,0.176897
246,-0.187979,0.176948
247,-0.187853,0.175106
248,-0.184223,0.177226
249,-0.187945,0.173201
250,-0.187507,0.175473
251,-0.184106,0.176075
252,-0.186516,0.171442
253,-0.183648,0.171617
254,-0.181844,0.171715
255,-0.179831,0.173759
256,-0.181194,0.173573
257,-0.184784,0.170842
258,-0.185336,0.172933
259,-0.181227,0.17306
260,-0.187469,0.170248
261,-0.181806,0.172421
262,-0.187732,0.171418
263,-0.187732,0.171418
264,-0.177848,0.173018
265,-0.185923,0.1731
266,-0.182361,0.173073
267,-0.187975,0.173657
268,-0.183173,0.173908
269,-0.186162,0.172964
270,-0.185343,0.172917
271,-0.185296,0.170573
272,-0.179885,0.174517
273,-0.187711,0.171049
274,-0.182433,0.175268
275,-0.187199,0.169664
276,-0.182631,0.175475
277,-0.18547,0.171232
278,-0.186249,0.17435
279,-0.185737,0.171587
280,-0.186164,0.172502
281,-0.185118,0.169895
282,-0.181258,0.172163
283,-0.184515,0.171495
284,-0.181094,0.172922
285,-0.182739,0.170108
286,-0.183007,0.171961
287,-0.186758,0.170144
288,-0.184723,0.171557
289,-0.184723,0.171557
290,-0.187571,0.170623
291,-0.187991,0.174808
292,-0.186458,0.177144
293,-0.184954,0.175286
294,-0.186088,0.173377
295,-0.188035,0.176945
296,-0.192605,0.177234
297,-0.189565,0.179556
298,-0.190769,0.176334
299,-0.189852,0.177637
300,-0.18687,0.17985
301,-0.18687,0.17985
302,-0.18964,0.17796
303,-0.192671,0.177644
304,-0.188304,0.179664
305,-0.190736,0.177831
306,-0.192185,0.177694
307,-0.189419,0.18038
308,-0.190249,0.178761
309,-0.190619,0.17805
310,-0.190838,0.179773
311,-0.195999,0.181858
312,-0.195069,0.182954
313,-0.195028,0.180253
314,-0.191686,0.182161
315,-0.192189,0.181326
316,-0.192189,0.181326
317,-0.192642,0.179424
318,-0.187196,0.178312
319,-0.187196,0.178312
320,-0.189603,0.175616
321,-0.185726,0.177624
322,-0.184114,0.173832
323,-0.186146,0.176243
324,-0.188111,0.173201
325,-0.186981,0.172508
326,-0.187774,0.173457
327,-0.18509,0.170751
328,-0.181413,0.17002
329,-0.183331,0.170374
330,-0.178204,0.173038
331,-0.183689,0.171019
332,-0.179987,0.17174
333,-0.185152,0.171512
334,-0.18203,0.171488
335,-0.184323,0.173064
336,-0.181187,0.172412
337,-0.188759,0.173732
338,-0.186775,0.174195
339,-0.182499,0.174488
340,-0.188808,0.174602
341,-0.183241,0.176569
342,-0.185853,0.169953
343,-0.182329,0.175701
344,-0.186417,0.172171
345,-0.183338,0.172506
346,-0.187416,0.169768
347,-0.184594,0.174448
348,-0.185296,0.172087
349,-0.18313,0.172076
350,-0.186629,0.171418
351,-0.185641,0.174867
352,-0.184279,0.173741
353,-0.18776,0.172297
354,-0.183773,0.174389
355,-0.182322,0.172003
356,-0.181956,0.170601
357,-0.186802,0.170081
358,-0.180828,0.175411
359,-0.188803,0.170519
360,-0.185302,0.171879
361,-0.186422,0.174829
362,-0.183357,0.174339
363,-0.187554,0.173937
364,-0.183676,0.174335
365,-0.183622,0.17443
366,-0.186474,0.175691
367,-0.185157,0.17601
368,-0.183432,0.173408
369,-0.186963,0.171731
370,-0.185848,0.174604
371,-0.189175,0.171531
372,-0.184766,0.17277
373,-0.186158,0.171457
374,-0.183471,0.171359
375,-0.183897,0.172707
376,-0.184335,0.170251
377,-0.188047,0.174936
378,-0.182771,0.172751
379,-0.188438,0.173368
380,-0.183397,0.172318
381,-0.186505,0.171552
382,-0.183911,0.173583
383,-0.182714,0.173342
384,-0.182745,0.172861
385,-0.186567,0.173842
386,-0.183488,0.174988
387,-0.183488,0.174988
388,-0.187289,0.175039
389,-0.188026,0.175934
390,-0.186961,0.173332
391,-0.186234,0.173961
392,-0.189062,0.172032
393,-0.185146,0.172238
394,-0.18602,0.173481
395,-0.188256,0.172144
396,-0.185408,0.171786
397,-0.180389,0.172853
398,-0.186965,0.171441
399,-0.183988,0.173399
400,-0.182897,0.169944
401,-0.18142,0.17163
402,-0.181329,0.169906
403,-0.180284,0.16988
404,-0.183818,0.172218
405,-0.1838,0.170693
406,-0.184043,0.173988
407,-0.184043,0.173988
408,-0.187137,0.170686
409,-0.18075,0.172
410,-0.186802,0.173287
411,-0.186926,0.172539
412,-0.183566,0.172987
413,-0.184707,0.172402
414,-0.183557,0.172833
415,-0.182242,0.169989
416,-0.185022,0.171498
417,-0.181445,0.171932
418,-0.180255,0.169083
419,-0.185637,0.170617
420,-0.177074,0.171029
421,-0.181144,0.167236
422,-0.178682,0.170685
423,-0.186667,0.169825
424,-0.183011,0.17234
425,-0.189056,0.168754
426,-0.180002,0.173925
427,-0.183336,0.169358
428,-0.178576,0.171222
429,-0.181604,0.171581
430,-0.183599,0.17345
431,-0.186087,0.17172
432,-0.184222,0.173458
433,-0.187355,0.170963
434,-0.184951,0.174596
435,-0.186094,0.174922
436,-0.186094,0.174922
437,-0.188606,0.173199
438,-0.181201,0.172169
439,-0.18323,0.172257
440,-0.183119,0.172329
441,-0.182776,0.170563
442,-0.179029,0.17149
443,-0.179029,0.17149
444,-0.183668,0.169311
445,-0.183186,0.172265
446,-0.186341,0.17011
447,-0.185245,0.173975
448,-0.183505,0.171961
449,-0.188997,0.17311
450,-0.185393,0.171918
451,-0.17765,0.173674
452,-0.182575,0.169346
453,-0.179497,0.172388
454,-0.184041,0.173209
455,-0.184185,0.173383
456,-0.184279,0.1713
457,-0.184279,0.1713
458,-0.181099,0.172501
459,-0.182155,0.171348
460,-0.183946,0.173306
461,-0.182001,0.170753
462,-0.183502,0.172013
463,-0.184577,0.17019
464,-0.180134,0.171249
465,-0.182493,0.172755
466,-0.182538,0.171624
467,-0.179526,0.174141
468,-0.186679,0.17284
469,-0.183047,0.175655
470,-0.183479,0.173269
471,-0.182181,0.174826
472,-0.188289,0.173045
473,-0.187815,0.173408
474,-0.188021,0.171021
475,-0.185913,0.177654
476,-0.186919,0.173543
477,-0.183041,0.175548
478,-0.191367,0.172875
479,-0.181495,0.174255
480,-0.19,0.173558
481,-0.19,0.173558
482,-0.186461,0.17594
483,-0.186953,0.175219
484,-0.183918,0.175021
485,-0.183918,0.175021
486,-0.184595,0.176393
487,-0.186457,0.173329
488,-0.185633,0.176764
489,-0.187881,0.171836
490,-0.182375,0.176418
491,-0.183669,0.172335
492,-0.181653,0.173636
493,-0.185536,0.174128
494,-0.182615,0.173491
495,-0.182466,0.176854
496,-0.186219,0.172663
497,-0.184208,0.17259
498,-0.183528,0.169619
499,-0.185283,0.172395
500,-0.189015,0.172541
501,-0.182307,0.171744
502,-0.183404,0.172619
503,-0.184256,0.171376
504,-0.183424,0.173698
505,-0.185104,0.172034
506,-0.187725,0.174438
507,-0.187878,0.171316
508,-0.183416,0.174106
509,-0.185013,0.17581
510,-0.185013,0.17581
511,-0.185076,0.172384
512,-0.185024,0.172721
513,-0.179718,0.172958
514,-0.185647,0.172692
515,-0.183939,0.172364
516,-0.186636,0.17374
517,-0.188568,0.174318
518,-0.188546,0.174481
519,-0.189862,0.175205
520,-0.183507,0.174847
521,-0.181418,0.173053
522,-0.18564,0.173137
523,-0.18564,0.173137
524,-0.18564,0.173137
525,-0.17966,0.17419
526,-0.183236,0.16981
527,-0.181923,0.176744
528,-0.186582,0.170875
529,-0.183337,0.176128
530,-0.183337,0.176128
531,-0.189356,0.174677
532,-0.183759,0.175269
533,-0.185581,0.171869
534,-0.184489,0.17143
535,-0.189716,0.172145
536,-0.187351,0.171638
537,-0.18583,0.174616
538,-0.189544,0.172863
539,-0.180529,0.176057
540,-0.19166,0.168772
541,-0.180721,0.172955
542,-0.182891,0.172905
543,-0.183668,0.171995
544,-0.181305,0.17113
545,-0.184929,0.174633
546,-0.186723,0.170858
547,-0.182661,0.171952
548,-0.184292,0.168224
549,-0.180701,0.170822
550,-0.180701,0.170822
551,-0.183024,0.171802
552,-0.182655,0.170732
553,-0.179101,0.170587
554,-0.185232,0.171954
555,-0.183907,0.171717
556,-0.185733,0.172695
557,-0.188996,0.173715
558,-0.181638,0.174796
559,-0.183938,0.172571
560,-0.182367,0.173944
561,-0.184743,0.172089
562,-0.180025,0.175504
563,-0.184739,0.170072
564,-0.184781,0.173859
565,-0.18385,0.172757
566,-0.183266,0.172926
567,-0.185728,0.170891
568,-0.182958,0.174649
569,-0.184911,0.171215
570,-0.179413,0.172976
571,-0.180336,0.173292
572,-0.182868,0.170534
573,-0.186687,0.166959
574,-0.176201,0.171864
575,-0.176201,0.171864
576,-0.186498,0.165801
577,-0.182533,0.172199
578,-0.180555,0.169539
579,-0.177704,0.17254
