ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.62622,0.0150711,null,null,null
0.60901,null,-0.0139347,null,null
0.54463,0.0288853,null,null,null
0.525605,null,0.0362864,null,null
0.554805,-0.067881,null,null,null
0.503515,null,-0.0332464,null,null
0.486808,-0.052751,null,null,null
0.418346,null,-0.086453,null,null
0.420202,-0.04696,null,null,null
0.384277,null,-0.19745,null,null
0.44849,-0.00531825,null,null,null
0.362835,null,-0.209871,null,null
0.448516,0.107687,null,null,null
0.406533,null,-0.205369,null,null
0.443795,0.103279,null,null,null
0.421069,null,-0.193534,null,null
0.46016,0.130014,null,null,null
0.369841,null,-0.113489,null,null
0.388145,0.12555,null,null,null
0.368401,null,-0.0483046,null,null
0.445629,0.0385408,null,null,null
0.314713,null,-0.089794,null,null
0.412379,0.0328488,null,null,null
0.368492,null,-0.087886,null,null
0.43379,0.061073,null,null,null
0.428011,null,-0.0268332,null,null
0.421637,0.073905,null,null,null
0.324734,null,0.0190919,null,null
0.442613,0.0421581,null,null,null
0.373935,null,0.0245809,null,null
0.438797,0.050486,null,null,null
0.386987,null,0.0936945,null,null
0.463061,-0.0236101,null,null,null
0.361779,null,0.063248,null,null
0.353057,0.00347452,null,null,null
0.432078,null,0.11102,null,null
0.416896,-0.061054,null,null,null
0.427037,null,0.0511255,null,null
0.471604,-0.0526995,null,null,null
0.404729,null,0.0057894,null,null
0.416807,-0.0423195,null,null,null
0.405382,null,-0.0483968,null,null
0.420699,-0.0335606,null,null,null
0.465568,null,-0.0660745,null,null
0.384115,-0.0461376,null,null,null
0.465986,null,-0.069135,null,null
0.418295,-0.053382,null,null,null
0.403676,null,-0.134618,null,null
0.421628,0.0102585,null,null,null
0.369847,null,-0.09116,null,null
0.391433,-0.0890975,null,null,null
0.380156,null,-0.131401,null,null
0.391433,-0.0890975,null,null,null
0.380156,null,-0.131401,null,null
0.370157,-0.0277795,null,null,null
0.380781,null,-0.0777585,null,null
0.36114,0.00108175,null,null,null
0.361522,null,-0.105846,null,null
0.301393,-0.0486288,null,null,null
0.384487,null,-0.0355742,null,null
0.294847,-0.0258794,null,null,null
0.347782,null,-0.062078,null,null
0.332476,0.0052533,null,null,null
0.353335,null,-0.056716,null,null
0.365363,-0.100854,null,null,null
0.403671,null,-0.0530045,null,null
0.424652,-0.0473222,null,null,null
0.429024,null,-0.082582,null,null
0.380296,-0.151927,null,null,null
0.375165,null,-0.00104656,null,null
0.384198,-0.134523,null,null,null
0.283523,null,0.012156,null,null
0.338814,-0.206666,null,null,null
0.342674,null,0.0124035,null,null
0.302864,-0.234298,null,null,null
0.356013,null,0.0570365,null,null
0.277608,-0.221447,null,null,null
0.364934,null,0.126501,null,null
0.292621,-0.244909,null,null,null
0.423874,null,0.0821695,null,null
0.307937,-0.167983,null,null,null
0.397761,null,0.07746,null,null
0.308905,-0.125721,null,null,null
0.404271,null,0.135212,null,null
0.2295,-0.0990415,null,null,null
0.322543,null,0.187132,null,null
0.302569,-0.116392,null,null,null
0.376526,null,0.234042,null,null
0.340139,-0.0646655,null,null,null
0.337799,null,0.246413,null,null
0.425548,-0.0290748,null,null,null
0.334672,null,0.211319,null,null
0.392702,0.0271217,null,null,null
0.387924,null,0.157166,null,null
0.387911,0.0268886,null,null,null
0.400234,null,0.091823,null,null
