MDTU,link
1,1.09073
2,1.10846
3,1.09597
4,1.09858
5,1.09646
6,1.08494
7,1.09626
8,1.08701
9,1.0946
10,1.08414
11,1.09651
12,1.08273
13,1.09018
14,1.08495
15,1.09054
16,1.09367
17,1.08142
18,1.09106
19,1.08681
20,1.08273
21,1.08541
22,1.08679
23,1.0862
24,1.08999
25,1.08362
26,1.08463
27,1.08463
28,1.08879
29,1.08349
30,1.09186
31,1.08779
32,1.08797
33,1.0903
34,1.08877
35,1.08746
36,1.08911
37,1.08199
38,1.08914
39,1.08303
40,1.08525
41,1.08278
42,1.08375
43,1.08291
44,1.08637
45,1.08673
46,1.08051
47,1.08944
48,1.08394
49,1.0879
50,1.08372
51,1.08416
52,1.08538
53,1.08
54,1.08854
55,1.08229
56,1.082
57,1.08659
58,1.08383
59,1.08564
60,1.08584
61,1.08481
62,1.08879
63,1.07973
64,1.08594
65,1.07995
66,1.08491
67,1.0854
68,1.08558
69,1.08648
70,1.08126
71,1.08556
72,1.08362
73,1.08485
74,1.08212
75,1.08866
76,1.08385
77,1.08898
78,1.0793
79,1.08431
80,1.08535
81,1.08726
82,1.08587
83,1.08322
84,1.08808
85,1.08104
86,1.08725
87,1.08112
88,1.08491
89,1.08126
90,1.08702
91,1.08702
92,1.07953
93,1.08688
94,1.07933
95,1.08564
96,1.08099
97,1.09007
98,1.07584
99,1.087
100,1.08093
101,1.08093
102,1.08398
103,1.08162
104,1.08431
105,1.07916
106,1.08514
107,1.08478
108,1.08152
109,1.08381
110,1.08036
111,1.08906
112,1.07852
113,1.08816
114,1.08058
115,1.08351
116,1.07868
117,1.0852
118,1.08268
119,1.0855
120,1.08416
121,1.08918
122,1.08333
123,1.08754
124,1.08553
125,1.09091
126,1.08482
127,1.08348
128,1.08599
129,1.08712
130,1.08841
131,1.0902
132,1.0882
133,1.0923
134,1.08965
135,1.08886
136,1.09092
137,1.08194
138,1.0912
139,1.08694
140,1.08455
141,1.08866
142,1.08492
143,1.08656
144,1.08859
145,1.08759
146,1.08642
147,1.08528
148,1.08481
149,1.08577
150,1.09315
151,1.08166
152,1.09214
153,1.08872
154,1.08855
155,1.08443
156,1.08504
157,1.09392
158,1.07774
159,1.09027
160,1.08338
161,1.0832
162,1.08314
163,1.0849
164,1.08617
165,1.08611
166,1.08624
167,1.08572
168,1.08572
169,1.08482
170,1.08866
171,1.08691
172,1.08836
173,1.08866
174,1.08591
175,1.09228
176,1.08324
177,1.08354
178,1.0884
179,1.08213
180,1.09079
181,1.0826
182,1.08663
183,1.08549
184,1.08904
185,1.08656
186,1.09236
187,1.08469
188,1.08987
189,1.08423
190,1.08715
191,1.08715
192,1.08764
193,1.08199
194,1.08655
195,1.08476
196,1.08693
197,1.08617
198,1.08733
199,1.08539
200,1.08627
201,1.08792
202,1.08951
203,1.0817
204,1.08917
205,1.08195
206,1.08807
207,1.0853
208,1.08559
209,1.08791
210,1.08515
211,1.08655
212,1.08741
213,1.08534
214,1.08662
215,1.08723
216,1.08435
217,1.08625
218,1.08511
219,1.0827
220,1.08502
221,1.0791
222,1.08936
223,1.08352
224,1.09193
225,1.08475
226,1.08752
227,1.08752
228,1.08563
229,1.08799
230,1.08476
231,1.08666
232,1.0876
233,1.08214
234,1.08935
235,1.08739
236,1.09143
237,1.08543
238,1.09003
239,1.08951
240,1.09163
241,1.09163
242,1.08832
243,1.09219
244,1.09219
245,1.08547
246,1.08873
247,1.08656
248,1.09068
249,1.08311
250,1.08653
251,1.08966
252,1.08115
253,1.08335
254,1.08455
255,1.08862
256,1.08788
257,1.08139
258,1.08509
259,1.08694
260,1.07854
261,1.0861
262,1.08112
263,1.08112
264,1.08807
265,1.08338
266,1.08673
267,1.08314
268,1.08711
269,1.08449
270,1.08435
271,1.08105
272,1.08948
273,1.07993
274,1.08964
275,1.07831
276,1.08899
277,1.08085
278,1.0859
279,1.08232
280,1.08273
281,1.07979
282,1.08589
283,1.08271
284,1.08696
285,1.081
286,1.08465
287,1.07975
288,1.0835
289,1.0835
290,1.07936
291,1.0854
292,1.09042
293,1.08818
294,1.08454
295,1.08851
296,1.08642
297,1.09212
298,1.08607
299,1.08939
300,1.0931
301,1.0931
302,1.08985
303,1.08798
304,1.09328
305,1.08867
306,1.08692
307,1.09281
308,1.09019
309,1.08845
310,1.09124
311,1.09121
312,1.09404
313,1.09051
314,1.09412
315,1.09219
316,1.09219
317,1.09014
318,1.09123
319,1.09123
320,1.0851
321,1.09122
322,1.08579
323,1.08835
324,1.08312
325,1.08329
326,1.08368
327,1.08165
328,1.08336
329,1.08155
330,1.08872
331,1.08255
332,1.08619
333,1.08249
334,1.08394
335,1.08569
336,1.08568
337,1.08234
338,1.08565
339,1.088
340,1.08449
341,1.09088
342,1.07977
343,1.09077
344,1.08283
345,1.08497
346,1.07793
347,1.08767
348,1.08309
349,1.08328
350,1.0809
351,1.08689
352,1.08601
353,1.08147
354,1.08661
355,1.08422
356,1.08283
357,1.07917
358,1.09142
359,1.07898
360,1.08315
361,1.08628
362,1.08683
363,1.08428
364,1.08694
365,1.08742
366,1.08706
367,1.08875
368,1.08675
369,1.0818
370,1.08694
371,1.08078
372,1.08445
373,1.08183
374,1.0832
375,1.08462
376,1.08123
377,1.08507
378,1.08538
379,1.08337
380,1.08525
381,1.08196
382,1.08642
383,1.08603
384,1.08576
385,1.08477
386,1.08875
387,1.08875
388,1.08632
389,1.08756
390,1.08425
391,1.08592
392,1.08237
393,1.0838
394,1.08504
395,1.08323
396,1.08308
397,1.08768
398,1.08085
399,1.08539
400,1.08139
401,1.08435
402,1.08288
403,1.08274
404,1.08459
405,1.08214
406,1.08642
407,1.08642
408,1.0796
409,1.08487
410,1.0837
411,1.08306
412,1.08566
413,1.08397
414,1.08443
415,1.08243
416,1.08249
417,1.08516
418,1.08216
419,1.08078
420,1.08657
421,1.07846
422,1.08479
423,1.07892
424,1.08528
425,1.07641
426,1.0892
427,1.07987
428,1.08489
429,1.08399
430,1.08702
431,1.08256
432,1.08607
433,1.08011
434,1.08648
435,1.08713
436,1.08713
437,1.08351
438,1.08543
439,1.08491
440,1.08487
441,1.0831
442,1.08656
443,1.08656
444,1.07975
445,1.08452
446,1.07929
447,1.08538
448,1.08372
449,1.08256
450,1.08222
451,1.08983
452,1.08019
453,1.08749
454,1.08558
455,1.08518
456,1.08229
457,1.08229
458,1.08621
459,1.08383
460,1.08636
461,1.08338
462,1.0838
463,1.08084
464,1.08439
465,1.08504
466,1.08306
467,1.08913
468,1.0825
469,1.08868
470,1.08537
471,1.08909
472,1.08375
473,1.08332
474,1.08019
475,1.09226
476,1.08439
477,1.0896
478,1.08016
479,1.0888
480,1.08295
481,1.08295
482,1.08739
483,1.08609
484,1.08799
485,1.08799
486,1.08924
487,1.08392
488,1.09052
489,1.08096
490,1.092
491,1.08477
492,1.08657
493,1.08515
494,1.08731
495,1.09272
496,1.0846
497,1.08417
498,1.08028
499,1.08265
500,1.08206
501,1.08512
502,1.08563
503,1.08279
504,1.08729
505,1.08301
506,1.0855
507,1.08041
508,1.08755
509,1.08824
510,1.08824
511,1.08387
512,1.08401
513,1.08723
514,1.08344
515,1.08393
516,1.08486
517,1.08371
518,1.08465
519,1.08532
520,1.08809
521,1.08625
522,1.08399
523,1.08399
524,1.08399
525,1.09011
526,1.08099
527,1.09158
528,1.08064
529,1.09067
530,1.09067
531,1.0842
532,1.08816
533,1.08313
534,1.0828
535,1.08116
536,1.08142
537,1.08722
538,1.08175
539,1.09365
540,1.07501
541,1.08777
542,1.08542
543,1.0836
544,1.08423
545,1.08681
546,1.08004
547,1.08499
548,1.07919
549,1.08543
550,1.08543
551,1.084
552,1.08241
553,1.08532
554,1.08253
555,1.08314
556,1.08367
557,1.08357
558,1.08859
559,1.08369
560,1.08644
561,1.08233
562,1.09125
563,1.07949
564,1.08508
565,1.08454
566,1.08563
567,1.08049
568,1.08879
569,1.08195
570,1.08756
571,1.08847
572,1.08223
573,1.07531
574,1.08848
575,1.08848
576,1.07349
577,1.08468
578,1.08209
579,1.08824
580,1.0809
581,1.08903
582,1.08382
583,1.08589
584,1.08514
585,1.08577
586,1.0839
587,1.08666
588,1.08407
589,1.08954
590,1.08715
591,1.08184
592,1.08528
593,1.08594
594,1.09002
595,1.08428
596,1.08957
597,1.08656
598,1.085
599,1.09376
600,1.08653
601,1.08827
602,1.08832
603,1.08217
604,1.08326
605,1.09048
606,1.08504
607,1.08583
608,1.08477
609,1.08569
610,1.08172
611,1.08664
612,1.08138
613,1.087
614,1.09163
615,1.08358
616,1.08776
617,1.08874
618,1.08389
619,1.08733
620,1.0808
621,1.08908
622,1.08697
623,1.08716
624,1.09068
625,1.08591
626,1.08591
627,1.0844
628,1.08799
629,1.08961
630,1.07944
631,1.08741
632,1.08309
633,1.09111
634,1.08698
635,1.08244
636,1.08731
637,1.0824
638,1.09183
639,1.0843
640,1.089
641,1.08524
642,1.08237
643,1.0836
644,1.0889
645,1.08729
646,1.08601
647,1.08808
648,1.08353
649,1.08335
650,1.07857
651,1.0843
652,1.08482
653,1.08543
654,1.08304
655,1.08311
656,1.08497
657,1.08577
658,1.07867
659,1.08125
660,1.08566
661,1.08175
662,1.08167
663,1.08635
664,1.08794
665,1.0843
666,1.08443
667,1.08968
668,1.08968
669,1.0862
670,1.08569
671,1.08701
672,1.08865
673,1.09029
674,1.08653
675,1.09876
676,1.0848
677,1.09184
678,1.09184
679,1.08749
680,1.09064
681,1.08869
682,1.09023
683,1.08905
684,1.08343
685,1.08749
686,1.08494
687,1.08494
688,1.08316
689,1.0881
690,1.08877
691,1.08877
692,1.08396
693,1.0838
694,1.08947
695,1.08574
696,1.08589
697,1.0856
698,1.08947
699,1.0902
700,1.08521
701,1.08741
702,1.08413
703,1.09006
704,1.0875
705,1.08857
706,1.08478
707,1.08773
708,1.08726
709,1.08851
710,1.08337
711,1.08776
712,1.08432
713,1.08824
714,1.08516
715,1.08324
716,1.09005
717,1.07978
718,1.08557
719,1.08552
720,1.08832
721,1.08125
722,1.08282
723,1.08399
724,1.08351
725,1.0889
726,1.07943
727,1.0851
728,1.08166
729,1.08479
730,1.08498
731,1.08347
732,1.08184
733,1.08499
734,1.08722
735,1.08314
736,1.08937
737,1.08014
738,1.08606
739,1.08086
740,1.08991
741,1.07699
742,1.08943
743,1.08455
744,1.08915
745,1.08232
746,1.08698
747,1.08406
748,1.08854
749,1.0837
750,1.08131
751,1.08687
752,1.08046
753,1.09117
754,1.08104
755,1.08332
756,1.08673
757,1.08339
758,1.08034
759,1.08034
760,1.0876
761,1.08222
762,1.08113
763,1.08479
764,1.08549
765,1.08049
766,1.08589
767,1.08692
768,1.08861
769,1.08663
770,1.08373
771,1.08255
772,1.08255
773,1.08682
774,1.08656
775,1.08438
776,1.08804
777,1.08354
778,1.08558
779,1.08364
780,1.08713
781,1.08828
782,1.08366
783,1.08659
784,1.08553
785,1.08706
786,1.08706
787,1.08242
788,1.0825
789,1.07911
790,1.08308
791,1.08271
792,1.08736
793,1.08521
794,1.08521
795,1.08521
796,1.08504
797,1.08751
798,1.0834
799,1.086
800,1.07979
801,1.08535
802,1.08057
803,1.0841
804,1.08313
805,1.08431
806,1.0851
807,1.08538
808,1.08119
809,1.08115
810,1.08836
811,1.07637
812,1.09153
813,1.07781
814,1.08489
815,1.07797
816,1.08697
817,1.08584
