MDTU,|Tr(Lx)|,|Tr(Ly)|
1,0.54298,0.508886
2,0.411222,0.418309
3,0.387604,0.348956
4,0.332188,0.30118
5,0.281623,0.301215
6,0.281028,0.28559
7,0.291688,0.284233
8,0.285247,0.331533
9,0.285247,0.331533
10,0.263722,0.299753
11,0.277554,0.247475
12,0.285936,0.288992
13,0.304327,0.290688
14,0.272949,0.174016
15,0.295068,0.151216
16,0.286668,0.143305
17,0.214181,0.195992
18,0.214181,0.195992
19,0.222309,0.130007
20,0.225271,0.202261
21,0.193956,0.22216
22,0.195914,0.162425
23,0.206173,0.15012
24,0.174922,0.216444
25,0.159467,0.15816
26,0.120042,0.182374
27,0.170111,0.132329
28,0.129395,0.0814093
29,0.2034,0.0892901
30,0.0627902,0.115515
31,0.113435,0.104113
32,0.192178,0.0984797
33,0.192178,0.0984797
34,0.140946,0.132961
35,0.185702,0.153637
36,0.185322,0.176848
37,0.197106,0.167594
38,0.210437,0.237804
39,0.142793,0.203846
40,0.17058,0.220044
41,0.231952,0.237099
42,0.242168,0.201873
43,0.277123,0.192608
44,0.308918,0.215893
45,0.303048,0.185515
46,0.26944,0.197327
47,0.283412,0.221041
48,0.231506,0.196777
49,0.272377,0.318529
50,0.279832,0.279188
51,0.252338,0.210961
52,0.303896,0.190757
53,0.254593,0.170635
54,0.249265,0.216302
55,0.277578,0.209831
56,0.281896,0.215674
57,0.349251,0.200095
58,0.305933,0.20095
59,0.321789,0.255115
60,0.231093,0.219621
61,0.200335,0.256474
62,0.224077,0.164174
63,0.1674,0.161556
64,0.176342,0.106799
65,0.181911,0.154603
66,0.201653,0.0944796
67,0.248222,0.137556
68,0.240655,0.111844
69,0.17445,0.111003
70,0.157471,0.0773754
71,0.204077,0.0786876
72,0.231253,0.0979037
73,0.231253,0.0979037
74,0.185183,0.0642576
75,0.230364,0.139212
76,0.209299,0.146151
77,0.247844,0.0887735
78,0.180691,0.103662
79,0.132619,0.00422325
80,0.191574,0.0709515
81,0.191574,0.0709515
82,0.191574,0.0709515
83,0.228877,0.114818
84,0.25277,0.137783
85,0.191686,0.144846
86,0.218906,0.180843
87,0.192119,0.122462
88,0.252471,0.129642
89,0.172771,0.165714
90,0.201119,0.188023
91,0.21906,0.145592
92,0.233262,0.172099
93,0.246085,0.194665
94,0.254065,0.228265
95,0.213352,0.240315
96,0.275975,0.175734
97,0.280162,0.109165
98,0.298923,0.165145
99,0.278185,0.100923
100,0.275431,0.171776
101,0.275431,0.171776
102,0.337602,0.151362
103,0.281054,0.232388
104,0.226559,0.213682
105,0.234934,0.198021
106,0.220459,0.125933
107,0.260259,0.123466
108,0.272924,0.11882
109,0.237723,0.0528856
110,0.218721,0.143331
111,0.232221,0.0634036
112,0.256014,0.0756885
113,0.204451,0.121119
114,0.240652,0.197087
115,0.204822,0.194506
116,0.205676,0.202661
117,0.222658,0.174236
118,0.18626,0.130581
119,0.18626,0.130581
120,0.189775,0.110548
121,0.139302,0.213013
122,0.155086,0.163807
123,0.194077,0.233429
124,0.177248,0.227777
125,0.183232,0.170696
126,0.15754,0.238273
127,0.0876642,0.269878
128,0.190012,0.200266
129,0.263354,0.212892
130,0.197549,0.227864
131,0.188507,0.217874
132,0.256427,0.20625
133,0.318784,0.217404
134,0.279784,0.155693
135,0.23351,0.236164
136,0.288935,0.245512
137,0.290809,0.225153
138,0.269345,0.298748
139,0.263116,0.234583
140,0.283732,0.203843
141,0.27884,0.0948163
142,0.254821,0.174068
143,0.33182,0.17418
144,0.304148,0.19103
145,0.32759,0.192104
146,0.279298,0.204357
147,0.257899,0.198447
148,0.229444,0.13511
149,0.240629,0.154889
150,0.240629,0.154889
151,0.240629,0.154889
152,0.186264,0.157058
153,0.215141,0.129254
154,0.163804,0.130387
155,0.163804,0.130387
156,0.169993,0.143812
157,0.169993,0.143812
158,0.15927,0.108237
159,0.185924,0.105892
160,0.145968,0.0853499
161,0.229739,0.153665
162,0.153487,0.186339
163,0.215661,0.166188
164,0.176703,0.109205
165,0.159062,0.166858
166,0.20296,0.22135
167,0.264084,0.246729
168,0.153139,0.201018
169,0.176668,0.15903
170,0.256812,0.199639
171,0.23083,0.175657
172,0.218879,0.0810224
173,0.230077,0.111189
174,0.240241,0.11268
175,0.204648,0.172256
176,0.19758,0.129661
177,0.19758,0.129661
178,0.107827,0.223823
179,0.152932,0.149652
180,0.15444,0.175847
181,0.173867,0.186082
182,0.162009,0.213507
183,0.113931,0.222107
184,0.0943597,0.281692
185,0.0983925,0.27671
186,0.119664,0.288093
187,0.0983035,0.202413
188,0.0756418,0.193954
189,0.0580585,0.24371
190,0.104377,0.181339
191,0.104377,0.181339
192,0.118871,0.181401
193,0.0737859,0.103621
194,0.0807156,0.146062
195,0.112761,0.193174
196,0.138488,0.179822
197,0.158491,0.206091
198,0.124789,0.124984
199,0.194537,0.161958
200,0.183829,0.219875
201,0.172307,0.12881
202,0.197037,0.171047
203,0.16716,0.252654
204,0.18806,0.152
205,0.122957,0.168134
206,0.116224,0.162336
207,0.0847747,0.199638
208,0.141361,0.174526
209,0.130835,0.153608
210,0.112956,0.137957
211,0.168569,0.174448
212,0.130613,0.175907
213,0.162675,0.176575
214,0.117568,0.225481
215,0.183272,0.140109
216,0.228269,0.181643
217,0.241015,0.209288
218,0.248354,0.209888
219,0.217106,0.149302
220,0.149643,0.0915764
221,0.126491,0.166072
222,0.15696,0.215605
223,0.15713,0.218693
224,0.179576,0.156177
225,0.177709,0.224802
226,0.236558,0.170823
227,0.236558,0.170823
228,0.254889,0.179951
229,0.254889,0.179951
230,0.255138,0.175783
231,0.208309,0.177085
232,0.195122,0.228657
233,0.229716,0.169815
234,0.158976,0.239361
235,0.21948,0.233645
236,0.179329,0.192319
237,0.158496,0.178259
238,0.168845,0.129754
239,0.116651,0.118463
240,0.13585,0.121093
241,0.152456,0.112272
242,0.226068,0.107215
243,0.111268,0.11964
244,0.111268,0.11964
245,0.106296,0.112128
246,0.248932,0.0967273
247,0.183833,0.147356
248,0.247953,0.164342
249,0.215875,0.182479
250,0.171958,0.222736
251,0.115725,0.226925
252,0.0513443,0.201512
253,0.118828,0.251223
254,0.100657,0.261496
255,0.0943157,0.288381
256,0.0957323,0.253772
257,0.0627689,0.274672
258,0.1144,0.246878
259,0.123658,0.263887
260,0.104041,0.303276
261,0.0959622,0.230783
262,0.152009,0.234767
263,0.152009,0.234767
264,0.183902,0.237046
265,0.253857,0.215726
266,0.191232,0.272749
267,0.214334,0.16679
268,0.225293,0.203417
269,0.141834,0.198873
270,0.0985468,0.191173
271,0.079501,0.108643
272,0.0618731,0.0858382
273,0.100064,0.0700678
274,0.0806845,0.118004
275,0.0845975,0.0683772
276,0.0731665,0.152038
277,0.175091,0.15626
278,0.145597,0.154448
279,0.151032,0.183413
280,0.155222,0.171989
281,0.155222,0.171989
282,0.155222,0.171989
283,0.155222,0.171989
284,0.124335,0.243068
285,0.173311,0.168076
286,0.166603,0.198269
287,0.141935,0.170533
288,0.12002,0.130812
289,0.127977,0.187167
290,0.186928,0.269649
291,0.184563,0.238355
292,0.201638,0.268051
293,0.198982,0.218645
294,0.224732,0.194388
295,0.20207,0.126413
296,0.138154,0.168018
297,0.143288,0.155189
298,0.165892,0.22512
299,0.136065,0.19087
300,0.096007,0.173067
301,0.106511,0.0286673
302,0.143057,0.092616
303,0.129303,0.164285
304,0.131804,0.158743
305,0.144414,0.141699
306,0.146502,0.127146
307,0.0990759,0.10681
308,0.0907889,0.160762
309,0.118712,0.134027
310,0.0662215,0.135584
311,0.0630829,0.125349
312,0.0938059,0.166992
313,0.178836,0.119729
314,0.176669,0.137029
315,0.165269,0.131964
316,0.145695,0.151677
317,0.162893,0.151325
318,0.157734,0.20351
319,0.157734,0.20351
320,0.143492,0.166141
321,0.0716002,0.22179
322,0.0983833,0.195028
323,0.142782,0.20542
324,0.128695,0.26814
325,0.142789,0.19689
326,0.135479,0.197354
327,0.202381,0.201666
328,0.15489,0.226357
329,0.153337,0.194775
330,0.0721766,0.292129
331,0.0959291,0.353838
332,0.0964412,0.29514
333,0.0989908,0.286631
334,0.0723904,0.311874
335,0.0990368,0.284159
336,0.0824288,0.272879
337,0.0834682,0.22296
338,0.064369,0.283893
339,0.0900644,0.292143
340,0.0975803,0.33285
341,0.148154,0.311554
