t,|deltaS|
1881,0.1699
1882,0.04438
1883,0.09294
1884,0.1298
1885,0.01675
1886,0.09223
1887,0.009214
1888,0.3202
1889,0.1861
1890,0.1399
1891,0.09387
1892,0.03263
1893,0.06335
1894,0.0739
1895,0.2248
1896,0.001487
1897,0.1681
1898,0.4011
1899,0.2192
1900,0.1559
1901,0.03678
1902,0.411
1903,0.01368
1904,0.09683
1905,0.06081
1906,0.02569
1907,0.1745
1908,0.1282
1909,0.3202
1910,0.3035
1911,0.1068
1912,0.3328
1913,0.04793
1914,0.01314
1915,0.1245
1916,0.01471
1917,0.1376
1918,0.2229
1919,0.08466
1920,0.05123
1921,0.03024
1922,0.2146
1923,0.1071
1924,0.05217
1925,0.07912
1926,0.03473
1927,0.03556
1928,0.03662
1929,0.08704
1930,0.1167
1931,0.2187
1932,0.05312
1933,0.158
1934,0.3084
1935,0.2467
1936,0.04861
1937,0.01087
1938,0.4299
1939,0.1434
1940,0.1259
1941,0.03872
1942,0.05636
1943,0.1237
1944,0.1076
1945,0.1179
1946,0.1147
1947,0.001344
1948,0.1735
1949,0.004598
1950,0.2601
1951,0.1322
1952,0.05184
1953,0.1005
1954,0.08343
1955,0.13
1956,0.2085
1957,0.2202
1958,0.2989
1959,0.08368
1960,0.1358
1961,0.2101
1962,0.1632
1963,0.02987
1964,0.07025
1965,0.05681
1966,0.3009
1967,0.02786
1968,0.01621
1969,0.02983
1970,0.2416
1971,0.4203
1972,0.1603
1973,0.1929
1974,0.03691
1975,0.04075
1976,0.03665
1977,0.02707
1978,0.05409
1979,0.02767
1980,0.2456
1981,0.1353
1982,0.287
1983,0.1748
1984,0.1054
1985,0.1455
1986,0.001647
1987,0.1214
1988,0.06055
1989,0.05988
1990,0.4273
1991,0.1085
1992,0.1209
1993,0.02673
1994,0.1439
1995,0.1398
1996,0.02441
1997,0.1989
1998,0.2194
1999,0.2591
2000,0.07347
2001,0.1264
2002,0.07367
2003,0.1135
2004,0.07322
2005,0.1594
2006,0.2112
2007,0.09132
2008,0.1521
2009,0.3836
2010,0.1691
2011,0.05154
2012,0.0965
2013,0.01879
2014,0.0381
2015,0.04648
2016,0.1236
2017,0.1079
2018,0.01796
2019,0.007008
2020,0.08289
2021,0.1008
2022,0.02991
2023,0.0678
2024,0.06305
2025,0.1182
2026,0.08287
2027,0.1371
2028,0.07388
2029,0.08536
2030,0.01282
2031,0.4556
2032,0.006034
2033,0.204
2034,0.01173
2035,0.09718
2036,0.1753
2037,0.04839
2038,0.2118
2039,0.1215
2040,0.09056
2041,0.2658
2042,0.02377
2043,0.1573
2044,0.05372
2045,0.09514
2046,0.0493
2047,0.08404
2048,0.008582
2049,0.08248
2050,0.2773
2051,0.1582
2052,0.1344
2053,0.03953
2054,0.1556
2055,0.1258
2056,0.1126
2057,0.1994
2058,0.1666
2059,0.08123
2060,0.1908
2061,0.04841
2062,0.003512
2063,0.1762
2064,0.113
2065,0.3409
2066,0.07191
2067,0.2153
2068,0.2858
2069,0.03668
2070,0.3176
2071,0.08479
2072,0.1755
2073,0.07897
2074,0.2122
2075,0.1402
2076,0.01836
2077,0.02872
2078,0.06412
2079,0.0413
2080,0.1007
2081,0.03512
2082,0.2051
2083,0.06406
2084,0.1337
2085,0.2768
2086,0.137
2087,0.09587
2088,0.04162
2089,0.3
2090,0.02479
2091,0.08619
2092,0.07517
2093,0.0634
2094,0.1479
2095,0.4223
2096,0.1623
2097,0.2723
2098,0.2595
2099,0.08779
2100,0.1275
2101,0.03166
2102,0.06286
2103,0.1185
2104,0.2879
2105,0.2105
2106,0.03355
2107,0.2515
2108,0.2199
2109,0.1211
2110,0.01787
2111,0.03667
2112,0.1086
2113,0.008994
2114,0.009245
2115,0.01235
2116,0.01746
2117,0.01219
2118,0.0565
2119,0.0432
2120,0.1843
2121,0.1802
2122,0.1418
2123,0.06607
2124,0.1096
2125,0.02673
2126,0.1731
2127,0.01688
2128,0.132
2129,0.02926
2130,0.1382
2131,0.2391
2132,0.05264
2133,0.4619
2134,0.2591
2135,8.186e-05
2136,0.1146
2137,0.01957
2138,0.2024
2139,0.06819
2140,0.2494
2141,0.1463
2142,0.1145
2143,0.04887
2144,0.04489
2145,0.09074
2146,0.0225
2147,0.009493
2148,0.07213
2149,0.2208
2150,0.03435
2151,0.07291
2152,0.04982
2153,0.185
2154,0.1018
2155,0.1031
2156,0.1792
2157,0.1157
2158,0.001332
2159,0.004328
2160,0.3956
2161,0.1792
2162,0.1454
2163,0.08865
2164,0.1208
2165,0.04275
2166,0.09892
2167,0.05547
2168,0.315
2169,0.2363
2170,0.2127
2171,0.1603
2172,0.07312
2173,0.07217
2174,0.1615
2175,0.0862
2176,0.001867
2177,0.07655
2178,0.1046
2179,0.1064
2180,0.209
2181,0.0842
2182,0.1864
2183,0.03523
2184,0.2351
2185,0.04229
2186,0.004641
2187,0.04013
2188,0.2571
2189,0.01259
2190,0.1773
2191,0.08918
2192,0.01711
2193,0.1163
2194,0.1305
2195,0.02467
2196,0.0345
2197,0.2026
2198,0.007457
2199,0.01059
2200,0.04047
2201,0.02607
2202,0.01708
2203,0.107
2204,0.2254
2205,0.2333
2206,0.01019
2207,0.03116
2208,0.1628
2209,0.05269
2210,0.1522
2211,0.2723
2212,0.03276
2213,0.08968
2214,0.06851
2215,0.08489
2216,0.1001
2217,0.1362
2218,0.004008
2219,0.1313
2220,0.1392
2221,0.1858
2222,0.1028
2223,0.03684
2224,0.06515
2225,0.2089
2226,0.06506
2227,0.06804
2228,0.1431
2229,0.07642
2230,0.07723
2231,0.1224
2232,0.2637
2233,0.2085
2234,0.0522
2235,0.0492
2236,0.1459
2237,0.1392
2238,0.0536
2239,0.09697
2240,0.08677
2241,0.03899
2242,0.0617
2243,0.04031
2244,0.05817
2245,0.05062
2246,0.01844
2247,0.149
2248,0.07258
2249,0.08172
2250,0.1875
2251,0.1568
2252,0.09587
2253,0.08313
2254,0.2397
2255,0.2749
2256,0.2008
2257,0.09325
2258,0.1856
2259,0.08099
2260,0.11
2261,0.07069
2262,0.08146
2263,0.1656
2264,0.2369
2265,0.2298
2266,0.07813
2267,0.3936
2268,0.01316
2269,0.2533
2270,0.2381
2271,0.03417
2272,0.01343
2273,0.07519
2274,0.04774
2275,0.2944
2276,0.2075
2277,0.2497
2278,0.09019
2279,0.08275
2280,0.2945
2281,0.04021
2282,0.002637
2283,0.0698
2284,0.07534
2285,0.1773
2286,0.1843
2287,0.1836
2288,0.2451
2289,0.01232
2290,0.02706
2291,0.03819
2292,0.1362
2293,0.173
2294,0.1708
2295,0.2544
2296,0.1249
2297,0.3505
2298,0.2169
2299,0.08401
2300,0.2433
2301,0.1578
2302,0.1376
2303,0.0857
2304,0.02332
2305,0.1379
2306,0.01556
2307,0.3108
2308,0.2045
2309,0.1568
2310,0.0877
2311,0.1385
2312,0.2207
2313,0.1584
2314,0.06459
2315,0.06742
2316,0.1778
2317,0.02268
2318,0.04321
2319,0.1397
2320,0.3093
2321,0.07885
2322,0.1324
2323,0.08538
2324,0.008359
2325,0.283
2326,0.0002942
2327,0.1868
2328,0.04925
2329,0.1083
2330,0.08671
2331,0.05299
2332,0.2095
2333,0.2728
2334,0.047
2335,0.07971
2336,0.005389
2337,0.03509
2338,0.1661
2339,0.05164
2340,0.2504
2341,0.03788
2342,0.1774
2343,0.04687
2344,0.2843
2345,0.2967
2346,0.3307
2347,0.1062
2348,0.06122
2349,0.2065
2350,0.09577
2351,0.1609
2352,0.289
2353,0.1346
2354,0.0029
2355,0.01046
2356,0.04834
2357,0.1304
2358,0.08834
2359,0.06963
2360,0.004616
2361,0.1197
2362,0.005437
2363,0.409
2364,0.03323
2365,0.1661
2366,0.2451
2367,0.2642
2368,0.00678
2369,0.01273
2370,0.02933
2371,0.04781
2372,0.08711
2373,0.1636
2374,0.0006222
2375,0.1072
2376,0.1446
2377,0.3292
2378,0.1914
2379,0.0282
2380,0.169
2381,0.2051
2382,0.03478
2383,0.02839
2384,0.1338
2385,0.133
2386,0.222
2387,0.2181
2388,0.3611
2389,0.1685
2390,0.0134
2391,0.03927
2392,0.1716
2393,0.1929
2394,0.2036
2395,0.1478
2396,0.2955
2397,0.1962
2398,0.01232
2399,0.2097
2400,0.1468
2401,0.02171
2402,0.005378
2403,0.04739
2404,0.2348
2405,0.2621
2406,0.1263
2407,0.0512
2408,0.324
2409,0.0688
2410,0.09378
2411,0.2327
2412,0.03911
2413,0.2031
2414,0.004776
2415,0.02295
2416,0.2929
2417,0.6181
2418,0.02613
2419,0.02171
2420,0.01273
2421,0.2124
2422,0.07581
2423,0.1038
2424,0.1832
2425,0.3218
2426,0.1123
2427,0.2404
2428,0.0305
2429,0.1312
2430,0.1721
2431,0.1383
2432,0.03078
2433,0.2199
2434,0.03509
2435,0.082
2436,0.1895
2437,0.1586
2438,0.2189
2439,0.3526
2440,0.06938
2441,0.01023
2442,0.08625
2443,0.03208
2444,0.1197
2445,0.2063
2446,0.08264
2447,0.0121
2448,0.1596
2449,0.1568
2450,0.1505
2451,0.06655
2452,0.1244
2453,0.1546
2454,0.165
2455,0.2065
2456,0.08799
2457,0.2013
2458,0.3951
2459,0.03319
2460,0.03582
2461,0.03791
2462,0.01837
2463,0.06905
2464,0.01129
2465,0.01792
2466,0.1759
2467,0.1265
2468,0.04817
2469,0.01104
2470,0.02859
2471,0.1831
2472,0.09005
2473,0.3255
2474,0.1032
2475,0.129
2476,0.008032
2477,0.122
2478,0.05872
2479,0.1726
2480,0.1136
2481,0.1498
2482,0.0916
2483,0.01154
2484,0.2264
2485,0.04497
2486,0.2366
2487,0.2571
2488,0.05218
2489,0.08769
2490,0.3197
2491,0.1902
2492,0.01118
2493,0.02469
2494,0.0703
2495,0.3664
2496,0.3491
2497,0.1685
2498,0.1473
2499,0.03886
2500,0.1029
2501,0.2305
2502,0.06198
2503,0.1217
2504,0.3037
2505,0.2036
2506,0.2072
2507,0.07388
2508,0.03899
2509,0.03839
2510,0.03769
2511,0.05281
2512,0.2877
2513,0.1187
2514,0.1057
2515,0.1839
2516,0.2491
2517,0.07107
2518,0.1198
2519,0.03058
2520,0.07131
2521,0.1197
2522,0.01626
2523,0.03855
2524,0.1627
2525,0.1659
2526,0.04633
2527,0.2039
2528,0.09854
2529,0.02135
2530,0.04294
2531,0.1108
2532,0.3238
2533,0.115
2534,0.1744
2535,0.2103
2536,0.003026
2537,0.158
2538,0.1084
2539,0.09549
2540,0.1713
2541,0.01136
2542,0.06424
2543,0.3514
2544,0.08866
2545,0.01418
2546,0.07866
2547,0.07236
2548,0.2514
2549,0.06878
2550,0.172
2551,0.1363
2552,0.003255
2553,0.1651
2554,0.2242
2555,0.1676
2556,0.1765
2557,0.09918
2558,0.08069
2559,0.02262
2560,0.07852
2561,0.07737
2562,0.07149
2563,0.06789
2564,0.04423
2565,0.02766
2566,0.2662
2567,0.009618
2568,0.03323
2569,0.1901
2570,0.1706
2571,0.05829
2572,0.1112
2573,0.1563
2574,0.1819
2575,0.3343
2576,0.005677
2577,0.02406
2578,0.02206
2579,0.07728
2580,0.2472
2581,0.08579
2582,0.003054
2583,0.2118
2584,0.03235
2585,0.07196
2586,0.01035
2587,0.0824
2588,0.05173
2589,0.07237
2590,0.0811
2591,0.1952
2592,0.01146
2593,0.4341
2594,0.1528
2595,0.004672
2596,0.12
2597,0.2342
2598,0.07864
2599,0.3504
2600,0.02193
2601,0.1343
2602,0.03841
2603,0.0732
2604,0.2154
2605,0.2117
2606,0.08657
2607,0.2529
2608,0.05865
2609,0.05252
2610,0.09784
2611,0.1536
2612,0.2281
2613,0.2173
2614,0.2816
2615,0.07631
2616,0.05079
2617,0.1506
2618,0.2107
2619,0.08983
2620,0.08725
2621,0.01727
2622,0.06353
2623,0.1499
2624,0.3234
2625,0.1708
2626,0.02369
2627,0.1835
2628,0.06315
2629,0.3366
2630,0.2961
2631,0.05033
2632,0.1705
2633,0.1724
2634,0.3776
2635,0.126
2636,0.1438
2637,0.1366
2638,0.1605
2639,0.1868
2640,0.1551
2641,0.03728
2642,0.1203
2643,0.1575
2644,0.2042
2645,0.1655
2646,0.2138
2647,0.1204
2648,0.0191
2649,0.05454
2650,0.07217
2651,0.2687
2652,0.0783
2653,0.02168
2654,0.1467
2655,0.2691
2656,0.1011
2657,0.0716
2658,0.007536
2659,0.2163
2660,0.03957
2661,0.04175
2662,0.1691
2663,0.1321
2664,0.07977
2665,0.04123
2666,0.2956
2667,0.07875
2668,0.02844
2669,0.1472
2670,0.1222
2671,0.08949
2672,0.3092
2673,0.182
2674,0.02761
2675,0.368
2676,0.2813
2677,0.01691
2678,0.2519
2679,0.102
2680,0.1551
2681,0.2023
2682,0.3531
2683,0.08628
2684,0.156
2685,0.08512
2686,0.009306
2687,0.05335
2688,0.03867
2689,0.08916
2690,0.1726
2691,0.08073
2692,0.08855
2693,0.08754
2694,0.007148
2695,0.1528
2696,0.1521
2697,0.2364
2698,0.2745
2699,0.0684
2700,0.2594
2701,0.2027
2702,0.1847
2703,0.001541
2704,0.153
2705,0.002018
2706,0.07265
2707,0.04319
2708,0.1641
2709,0.3413
2710,0.2753
2711,0.1486
2712,0.006873
2713,0.01361
2714,0.02897
2715,0.1086
2716,0.06635
2717,0.05942
2718,0.2897
2719,0.06625
2720,0.03779
2721,0.3196
2722,0.1
2723,0.07185
2724,0.06224
2725,0.1111
2726,0.1039
2727,0.03024
2728,0.04474
2729,0.1705
2730,0.06664
2731,0.06049
2732,0.13
2733,0.15
2734,0.1296
2735,0.03314
2736,0.1043
2737,0.1431
2738,0.06376
2739,0.06418
2740,0.0458
2741,0.0507
2742,0.04451
2743,0.04049
2744,0.02569
2745,0.2102
2746,0.03451
2747,0.1746
2748,0.1188
2749,0.1155
2750,0.1951
2751,0.04022
2752,0.1024
2753,0.02826
2754,0.0956
2755,0.1377
2756,0.04854
2757,0.1489
2758,0.2053
2759,0.1733
2760,0.163
2761,0.04759
2762,0.1383
2763,0.2381
2764,0.0009105
2765,0.06882
2766,0.08048
2767,0.02619
2768,0.05637
2769,0.05666
2770,0.2023
2771,0.2848
2772,0.04425
2773,0.03771
2774,0.04567
2775,0.2092
2776,0.1791
2777,0.209
2778,0.1578
2779,0.08891
2780,0.1991
2781,0.2298
2782,0.1729
2783,0.04238
2784,0.2461
2785,0.06192
2786,0.1273
2787,0.07478
2788,0.02987
2789,0.1602
2790,0.1178
2791,0.09021
2792,0.2892
2793,0.2077
2794,0.02998
2795,0.07304
2796,0.09048
2797,0.1786
2798,0.2083
2799,0.09341
2800,0.3004
2801,0.1159
2802,0.07473
2803,0.1315
2804,0.2398
2805,0.2438
2806,0.1879
2807,0.1981
2808,0.1077
2809,0.3139
2810,0.2512
2811,0.07846
2812,0.1614
2813,0.1324
2814,0.3938
2815,0.02152
2816,0.05238
2817,0.4389
2818,0.2102
